year,les_DET arts_NOUN,les_DET parts_NOUN
1882,1.2680505534490294e-05,8.166157368094673e-07
1883,1.3465247192812058e-05,9.150402782154288e-07
1884,1.2563029784473656e-05,9.473435227391747e-07
1885,1.1432623679752396e-05,9.752246832306355e-07
1886,1.1437474427111738e-05,9.092930657317311e-07
1887,1.0470436677678663e-05,1.0713965821196325e-06
1888,1.0316180208747028e-05,1.0056214669873498e-06
1889,1.1783468764292593e-05,9.472886759454013e-07
1890,9.752272106311466e-06,1.0460800830003336e-06
1891,1.0514913597603481e-05,1.2461599805391188e-06
1892,9.610882955257694e-06,1.093855402700683e-06
1893,9.34354917347946e-06,1.3055843410825219e-06
1894,9.87199143764883e-06,1.1935115651340311e-06
1895,9.760387314372565e-06,1.6725729494737607e-06
1896,9.159855451912335e-06,1.330369698848699e-06
1897,9.584943903462317e-06,1.232349887914097e-06
1898,8.932844764331094e-06,1.4887131385421526e-06
1899,8.955229617413352e-06,1.4051104670897985e-06
1900,9.861443857062113e-06,1.5479720332223224e-06
1901,8.797234059443326e-06,1.7475986595627546e-06
1902,8.129957024038958e-06,1.6601669159399535e-06
1903,8.98542670313418e-06,1.5865846592078015e-06
1904,9.158898791383763e-06,1.7161177936486638e-06
1905,8.823349531894564e-06,1.3655368604759133e-06
1906,8.533173485147927e-06,1.832358549336277e-06
1907,8.792204837959616e-06,1.607652819757277e-06
1908,8.725573898971106e-06,1.7116191344257459e-06
1909,9.237801570805004e-06,1.643143832552596e-06
1910,9.022529603441853e-06,1.3606207289740269e-06
1911,9.256918900746314e-06,1.4721475167789322e-06
1912,9.151911051219486e-06,1.6336745360945315e-06
1913,9.327959091365301e-06,1.5871848688675527e-06
1914,9.098865675127854e-06,1.5683773817443125e-06
1915,6.676157671137162e-06,1.251116950484743e-06
1916,6.649611876241579e-06,1.4844061340113512e-06
1917,7.172041335934409e-06,1.8346828030146867e-06
1918,7.347834809934284e-06,1.672416413356359e-06
1919,8.460171187607557e-06,1.9916576398104624e-06
1920,8.923875157051953e-06,2.2194210966830497e-06
1921,8.51706920457218e-06,1.9636133841149928e-06
1922,9.132408621326249e-06,1.7913627574084323e-06
1923,9.42165388551075e-06,1.3630877191417312e-06
1924,1.0295251257730342e-05,1.3845604343032392e-06
1925,9.82907121738208e-06,2.1556429317115544e-06
1926,9.495395516978533e-06,1.8190497993453292e-06
1927,1.0040991895721163e-05,1.6835330099995716e-06
1928,9.32136433107189e-06,2.256643165554628e-06
1929,9.354599001198949e-06,2.538898681958557e-06
1930,9.857632193188692e-06,1.2856410567252397e-06
1931,8.933815735190365e-06,1.3173187056736424e-06
1932,8.575837512125872e-06,1.3030889220999597e-06
1933,8.592673040652699e-06,1.2204784129998814e-06
1934,8.714203261206421e-06,1.3814762098718347e-06
1935,9.392709472422212e-06,1.3907146243496982e-06
1936,8.075059724887979e-06,1.622286823543817e-06
1937,8.427235201224903e-06,1.2112655194407296e-06
1938,8.57259976783098e-06,1.098153645351374e-06
1939,7.879494802409681e-06,1.330582364289512e-06
1940,7.721459155618504e-06,1.138566501301952e-06
1941,8.886974484312304e-06,1.3606427415879807e-06
1942,9.824778160805181e-06,1.3836006000911283e-06
1943,8.933254939336166e-06,1.3790367603405684e-06
1944,8.026538850458564e-06,1.0153668483781075e-06
1945,9.822874602605225e-06,1.1567856574856705e-06
1946,9.886768481237596e-06,1.784685609074188e-06
1947,9.142116141447332e-06,1.6283910042602656e-06
1948,9.121513770082856e-06,1.2143898828753663e-06
1949,8.554540869454286e-06,1.7130679602628263e-06
1950,8.55614837291796e-06,2.1281357718283545e-06
1951,9.28608102412909e-06,1.42009869741333e-06
1952,7.6228390071264585e-06,2.061509226436442e-06
1953,8.137471866120904e-06,1.6193063184788414e-06
1954,8.794305330184216e-06,1.5997641753529024e-06
1955,8.75301796554595e-06,1.7842040356264022e-06
1956,8.776084627015734e-06,1.4642796994923657e-06
1957,8.289032365382809e-06,1.6424334902120918e-06
1958,8.281343028215815e-06,2.0515163559053917e-06
1959,8.078604409433865e-06,1.4889186932265375e-06
1960,8.048929387882708e-06,1.5488825182430332e-06
1961,8.60460033891286e-06,1.6765907879801034e-06
1962,8.677064656126277e-06,1.8080918096075038e-06
1963,8.478289188929011e-06,1.3869684154510509e-06
1964,8.923356503487412e-06,1.4704951087352036e-06
1965,9.607814121181946e-06,1.6257441235456582e-06
1966,9.197079535283592e-06,1.7952141539989697e-06
1967,1.0728903589551919e-05,1.5624233420385991e-06
1968,1.2051366724108448e-05,1.3339505038345578e-06
1969,1.0032289225136992e-05,1.6155032875886377e-06
1970,9.81275927358638e-06,2.0625281522690386e-06
1971,9.676116107470989e-06,1.4608463789755888e-06
1972,1.1419193810979777e-05,1.518010492418398e-06
1973,8.860821026246413e-06,1.5354272693834936e-06
1974,8.237524667720209e-06,1.7017353883819197e-06
1975,8.102876968507644e-06,1.524965240751186e-06
1976,8.767978428636525e-06,1.4460936783589062e-06
1977,8.182243263377131e-06,1.5984846541972075e-06
1978,9.090887019169713e-06,1.6722765221466318e-06
1979,8.971660548695581e-06,1.8954541872728825e-06
1980,9.31341388366036e-06,1.6981545255534414e-06
1981,8.140982302506927e-06,1.7142238860068382e-06
1982,8.773683816798439e-06,1.7765871758168572e-06
1983,8.693663851033762e-06,1.7474479546697452e-06
1984,9.239560128548874e-06,1.7762362722884006e-06
1985,8.697895367504316e-06,1.8636199105026563e-06
1986,9.26028118897193e-06,1.994964725915427e-06
1987,9.099617415131434e-06,2.1473409952399436e-06
1988,9.411591150865206e-06,1.9644709822186357e-06
1989,1.0907094250001137e-05,2.2237870973551566e-06
1990,1.0592177801527214e-05,1.7631834399178814e-06
1991,1.0199535211086186e-05,1.8504645566963518e-06
1992,1.0690944463931373e-05,1.9439083130401436e-06
1993,1.062309159749475e-05,1.8456639570008093e-06
1994,1.0124694149737934e-05,1.7038012741776853e-06
1995,1.0446351197401782e-05,1.754162846978602e-06
1996,1.0359101665358139e-05,1.6056981579914975e-06
1997,1.0175245122923116e-05,1.8244573161130262e-06
1998,1.0695867374010959e-05,1.863384844646987e-06
1999,1.1373402969638846e-05,2.007232382084112e-06
2000,1.1156412845991781e-05,1.702267475867103e-06
2001,1.0877672245612757e-05,1.6867664816844208e-06
2002,1.142052967395557e-05,1.7476692493190171e-06
2003,1.075191163835143e-05,1.5417614666057844e-06
2004,1.0760464988379681e-05,1.7460592676710185e-06
2005,1.147014904745447e-05,1.7623172670067078e-06
2006,1.1301548738629208e-05,1.7447499984779569e-06
2007,1.1538453314585695e-05,1.4839491235818514e-06
2008,1.0299172309657934e-05,1.5893022635715681e-06
2009,1.069553261601186e-05,1.7251320287847705e-06
2010,8.610057506075464e-06,1.8238565124839567e-06
2011,7.672417424942068e-06,1.7337889123281158e-06
2012,6.899399060955602e-06,1.2902117788038403e-06
2013,6.206639849182238e-06,1.777230517197026e-06
2014,6.930074349043025e-06,1.6548331960297702e-06
2015,7.883028843025386e-06,1.5733252077265725e-06
2016,8.182207324125557e-06,1.5245062923163744e-06
2017,5.813326005466024e-06,1.6560269415766271e-06
2018,6.161960971695635e-06,1.2687908744202225e-06
2019,6.80807632846836e-06,1.310697555823026e-06
