year,moins_ADV heureux_ADJ,moins_ADV peureux_ADJ
1889,1.422812580642585e-06,1.8795409673089125e-09
1890,1.4111593600318884e-06,7.865263995654459e-09
1891,1.3921296471153255e-06,4.461953917456185e-09
1892,1.50130877329957e-06,5.641661360300532e-09
1893,1.388107094157931e-06,8.005941687372342e-09
1894,1.3113502888018047e-06,3.780923574225881e-09
1895,1.4438656350534984e-06,4.814891596538473e-09
1896,1.3563166447738695e-06,7.076434549446731e-09
1897,1.3506322034118057e-06,2.9133566670225264e-09
1898,1.2680373799867084e-06,7.355861253444118e-09
1899,1.218831016558397e-06,5.527578395003729e-09
1900,1.2505247042327028e-06,1.6092265298084385e-08
1901,1.2652905212462429e-06,1.0618603774048552e-08
1902,1.1102151873387811e-06,4.910283846193408e-10
1903,1.1232458447807403e-06,4.860198465905796e-09
1904,1.1705933218308928e-06,3.2247751136083025e-09
1905,1.201424652208516e-06,1.186974607492175e-08
1906,1.2335753964975993e-06,9.773950537805831e-09
1907,1.166911189898201e-06,2.5714217422034835e-09
1908,1.1875739147626518e-06,9.822778146428846e-10
1909,1.1783106970142398e-06,8.251475058784763e-09
1910,1.213656645404626e-06,1.2291546447329438e-08
1911,1.0944009147806355e-06,5.3203743632934675e-09
1912,1.2065019276974454e-06,4.167536982180309e-09
1913,1.1698395141479523e-06,3.181793939432964e-09
1914,1.1853236117076449e-06,7.366418142140674e-09
1915,1.1933912347217301e-06,8.246533234057551e-09
1916,9.800816300753468e-07,1.4283700444650549e-08
1917,1.079096200840013e-06,1.315970976634162e-08
1918,1.2680959002864256e-06,8.040463406189247e-09
1919,1.0570609703108858e-06,5.524709134618888e-09
1920,1.1169042153369446e-06,3.028892692213958e-09
1921,9.768844293489565e-07,9.844571380313027e-09
1922,1.1524335619128578e-06,1.1066902949607993e-08
1923,9.85159992694662e-07,2.1231896241147297e-09
1924,1.0029683679135815e-06,2.578324886925998e-09
1925,1.0371281788934539e-06,1.0998177923937646e-09
1926,1.0644561712069844e-06,1.1146138456652466e-09
1927,9.989705418433914e-07,0.0
1928,9.9063777270203e-07,3.4278122562625413e-09
1929,9.948382668767408e-07,6.684243825105796e-09
1930,1.0577128364275268e-06,4.201441416995522e-09
1931,9.877038635863755e-07,1.1405356659111021e-09
1932,9.173131942930013e-07,1.0959536611565568e-09
1933,9.555061595278858e-07,5.735331320977366e-09
1934,9.153927038596521e-07,1.1981580172459871e-09
1935,8.724879307919764e-07,3.590485242455088e-09
1936,8.402427411624558e-07,3.6374143697059935e-09
1937,7.932404457733355e-07,2.5182236296217297e-09
1938,8.582971986470511e-07,2.5930428915188486e-09
1939,8.121140879779887e-07,1.5294050470515685e-09
1940,6.212668104410568e-07,2.5357829169792012e-09
1941,7.614876622596967e-07,5.9030051957620344e-09
1942,8.344082331745994e-07,1.2136847082899749e-08
1943,9.522611357226651e-07,5.806470415592457e-09
1944,8.257888524099144e-07,0.0
1945,9.236856897132384e-07,6.535512131478072e-09
1946,9.160086520410005e-07,5.568441707737293e-09
1947,8.833365612304078e-07,4.7683483828109274e-09
1948,8.512688225437159e-07,1.0871888278529696e-08
1949,7.117330937944644e-07,1.9634016634739737e-09
1950,7.774449493069824e-07,3.190608444114673e-09
1951,7.772162078367728e-07,5.330700769690111e-09
1952,7.275914555293639e-07,4.2179215675730575e-09
1953,7.013761518237516e-07,8.619061908632375e-09
1954,7.905981718181465e-07,3.9090144454689835e-09
1955,7.076748431700253e-07,6.569925492527773e-09
1956,7.072846024414048e-07,3.488456634670456e-09
1957,6.69695879196297e-07,2.6505113659425206e-09
1958,5.699575886808361e-07,4.9633461784992505e-09
1959,7.169441786913922e-07,9.300897829689347e-09
1960,6.699366643658777e-07,2.7683333403416555e-09
1961,6.607699276628409e-07,2.779263708063695e-09
1962,6.487821266887295e-07,2.5367825617905737e-09
1963,6.847550189092999e-07,5.1728425987107585e-09
1964,6.741037132940164e-07,8.517555549758526e-09
1965,6.686837004110657e-07,4.377634699181954e-09
1966,7.173101970181506e-07,2.769537488234164e-09
1967,6.848236182577239e-07,3.451234853457663e-09
1968,9.140031380638902e-07,4.042274071025531e-09
1969,7.389440099814237e-07,4.995933444718048e-09
1970,6.773922116565245e-07,7.817832603507213e-09
1971,6.736439068788513e-07,2.569198631618974e-09
1972,8.341618666918293e-07,5.643161493651405e-09
1973,5.910154499133569e-07,2.7566018356850464e-09
1974,5.833717935388449e-07,2.812785782069227e-09
1975,4.934719015636801e-07,3.4268881066168433e-09
1976,4.919346601184316e-07,5.713526984862938e-09
1977,5.494791039950542e-07,1.7630346071939584e-09
1978,5.970294587598346e-07,6.534650598410963e-09
1979,4.775210271645847e-07,4.096381456264453e-09
1980,4.008031311286686e-07,6.822181042309694e-09
1981,4.1875138201419304e-07,5.060439622894819e-09
1982,4.966001920791996e-07,1.2415004135846175e-08
1983,4.155477988376788e-07,3.157658134966823e-09
1984,4.952353158671485e-07,5.799008495621649e-10
1985,3.928159451049851e-07,6.015557829641693e-09
1986,3.8304763450014434e-07,4.7955883708539204e-09
1987,4.497561221228352e-07,3.6664902225425067e-09
1988,3.507983858952457e-07,4.197587610832443e-09
1989,3.759363718103259e-07,4.390497743145261e-09
1990,4.348023345812635e-07,3.814055737905164e-09
1991,3.786506646008547e-07,1.7584396161396398e-09
1992,3.60350341566118e-07,6.61193322315512e-09
1993,3.943915647397489e-07,5.539207315052863e-09
1994,3.8823460890569095e-07,8.967375286772494e-09
1995,4.0722605021414893e-07,2.7112254663563817e-09
1996,3.1601505412481856e-07,4.804283193493575e-09
1997,2.987219271943786e-07,3.3564262480467733e-09
1998,3.642850590068747e-07,4.291316191284977e-09
1999,3.9120923034374755e-07,3.656160929565999e-09
2000,3.5697693689940024e-07,6.627047355323157e-09
2001,3.421726511021461e-07,7.0099388516098315e-09
2002,3.456783623789761e-07,4.381221607729913e-09
2003,3.29186910619228e-07,2.9168460979889232e-09
2004,2.9996628114759005e-07,2.642874807889939e-09
2005,3.0670533490706475e-07,4.053374524914943e-09
2006,3.524913729791024e-07,1.1118302722934459e-08
2007,2.736218425170023e-07,3.994479413904628e-09
2008,2.9674353108077867e-07,2.1287198670449925e-09
2009,3.3568076673873293e-07,7.1522885392028e-09
2010,3.117703482047318e-07,8.502827775203059e-09
2011,2.997993924225284e-07,9.942326961720482e-09
2012,3.3974443347517536e-07,1.0212757750593937e-08
2013,3.176813354599517e-07,1.1156499724052082e-08
2014,4.019066341953703e-07,9.744502982300673e-09
2015,4.397685682278052e-07,1.0861219479352258e-08
2016,6.002743226929397e-07,1.0563834251797743e-08
2017,2.8225158477113155e-07,8.301517695485927e-09
2018,3.505631678279997e-07,9.809573597863164e-09
2019,3.8979092309432417e-07,8.928457084778074e-09
