year,quelques_DET eaux_NOUN,quelques_DET peaux_NOUN
1923,4.671017039825642e-08,3.1847844805810155e-08
1924,9.668718092825657e-08,1.804827398643738e-08
1925,5.1691434688194704e-08,2.859526260223788e-08
1926,3.6782256351841625e-08,3.9011485264417445e-08
1927,5.0171511389862644e-08,1.8953683067479687e-08
1928,3.5420727240165206e-08,4.4561561107769876e-08
1929,4.0105462062456354e-08,2.2280812306263442e-08
1930,6.932378404655992e-08,3.781297330807121e-08
1931,4.676196230235519e-08,2.8513391647777553e-08
1932,5.808554537356514e-08,2.6302888755935783e-08
1933,2.8676655050574595e-08,1.9500125958415992e-08
1934,3.235026646564165e-08,1.4377896206951846e-08
1935,6.223507398317452e-08,2.5133396697185617e-08
1936,3.394919900756577e-08,2.9099314513558738e-08
1937,3.9032466037092206e-08,1.8886676778073763e-08
1938,6.223302762009553e-08,3.111651503129309e-08
1939,4.282334220562234e-08,2.7529291735106654e-08
1940,4.564409294971483e-08,2.282204625281281e-08
1941,4.132103725851266e-08,2.066051862925633e-08
1942,3.034211815133858e-08,3.3376331032286544e-08
1943,2.6129116648121453e-08,2.3225881884414434e-08
1944,1.2852744646352221e-08,4.819779242382083e-08
1945,4.574858669670334e-08,3.267755976921194e-08
1946,4.5939645865189505e-08,3.3410650246423756e-08
1947,2.26496545963073e-08,2.26496545963073e-08
1948,4.5661929126694645e-08,2.174377655705939e-08
1949,3.828633132751946e-08,2.4542519905246252e-08
1950,4.2541447031752e-08,3.190608399705752e-08
1951,3.624876598884441e-08,2.8785785421980847e-08
1952,5.4832980267427445e-08,1.898064760919027e-08
1953,3.878578014315792e-08,2.0470272810158008e-08
1954,4.49536656788041e-08,1.9545072449389522e-08
1955,4.6928038788252024e-08,2.815682398349395e-08
1956,6.017587583784234e-08,2.0930739808022736e-08
1957,3.887416544223754e-08,2.1204091316118223e-08
1958,1.5717262880077243e-08,1.9853383936840885e-08
1959,2.945284249822322e-08,1.0851047171911432e-08
1960,1.6609999708983025e-08,2.7683333458927706e-08
1961,3.265634873628187e-08,2.014966149488373e-08
1962,2.156265105357491e-08,2.219684741566752e-08
1963,2.392439757414877e-08,1.4225317257476888e-08
1964,2.433587364958356e-08,1.764350793242997e-08
1965,2.462419479432043e-08,1.9699356201829943e-08
1966,1.994066989308152e-08,2.326411452369115e-08
1967,2.3665610304757223e-08,3.056808139945133e-08
1968,3.5482185967161683e-08,2.5151929206046475e-08
1969,2.4525491804094912e-08,1.8621207575897358e-08
1970,2.897196688111947e-08,2.5292986927105687e-08
1971,2.980270608077262e-08,2.5691987315390463e-08
1972,2.7189778206704318e-08,2.7702792559924916e-08
1973,1.1577727720979425e-08,1.3783009511492139e-08
1974,1.6876714303837304e-08,1.3501371687318908e-08
1975,2.8557400888473694e-08,1.1994108373158952e-08
1976,2.3996813203197576e-08,1.7711933086861364e-08
1977,1.5279633114317903e-08,2.7033196348114075e-08
1978,1.603959731699689e-08,3.742572640685893e-08
1979,3.043026075566502e-08,2.399309118050752e-08
1980,2.728872261492654e-08,2.160357237546151e-08
1981,3.858585273519566e-08,2.150686839730298e-08
1982,1.8001756529884005e-08,1.9864007327896616e-08
1983,1.7682884490000106e-08,1.8945947699577914e-08
1984,1.5657322549600394e-08,1.623722339916256e-08
1985,2.5265344372193965e-08,2.6468454539241293e-08
1986,2.098069995515317e-08,1.73840073447451e-08
1987,2.1998940669121225e-08,1.8332450613112172e-08
1988,2.5185526497661925e-08,1.559103945947271e-08
1989,1.6464365870660913e-08,1.4817930216182162e-08
1990,2.451892872068484e-08,1.4166492867673242e-08
1991,1.6412102177287835e-08,1.699824903056424e-08
1992,1.8733810946969243e-08,1.5427843502724414e-08
1993,2.271075000281897e-08,1.7725463152817866e-08
1994,1.7407257413282196e-08,1.9517228611043436e-08
1995,1.1929391419140956e-08,1.8436333071303324e-08
1996,1.6548085124412637e-08,2.348760630432878e-08
1997,1.054876763717516e-08,1.5343662340683295e-08
1998,1.4781201040925396e-08,2.3363833534517653e-08
1999,1.7366764026860437e-08,2.1022925289493344e-08
2000,9.71966962470816e-09,2.164835433138279e-08
2001,1.5772362249588667e-08,1.3143635679835342e-08
2002,2.1029863794819192e-08,1.6210519815373914e-08
2003,7.500461418619153e-09,1.7917767713981902e-08
2004,1.2773894830786503e-08,1.5857248514272726e-08
2005,1.7564622756260917e-08,1.3511249008502091e-08
2006,1.1530091881262194e-08,1.5236192918433034e-08
2007,1.2782334662952977e-08,1.797515702950392e-08
2008,9.366367237362283e-09,1.6604014607679574e-08
2009,8.105927484791664e-09,2.002640875353734e-08
2010,5.196172492283324e-09,2.1729447796658974e-08
2011,1.0707121411712706e-08,2.5238214962364225e-08
2012,1.3957436095779485e-08,3.6085080368231104e-08
2013,7.2517249982695375e-09,2.4544300869511204e-08
2014,6.712880029624557e-09,3.269822115847809e-08
2015,9.087958829923082e-09,2.4160672407180783e-08
2016,1.4913648649361733e-08,3.894119315894784e-08
2017,1.0565567670761666e-08,2.465299187015546e-08
2018,8.776986804015507e-09,3.3559067469379755e-08
2019,1.0203950906451098e-08,2.168339569008637e-08
