year,ils_PRON aient_VERB,ils_PRON paient_VERB
1929,5.5256413133975e-07,2.027553946959415e-07
1930,5.861010663466004e-07,1.9116559002441136e-07
1931,5.417544457486656e-07,1.5511285766933725e-07
1932,5.622242156277935e-07,1.9727165678773417e-07
1933,5.494447350429255e-07,1.5255980656547763e-07
1934,5.211987286202202e-07,1.6294949034545425e-07
1935,6.199571203069354e-07,1.4720989582883703e-07
1936,4.7528880031677545e-07,1.8672060519975275e-07
1937,5.489727641361242e-07,1.6368453614745704e-07
1938,5.717659519177687e-07,1.2705909924193293e-07
1939,6.408207013919309e-07,1.4070526788145798e-07
1940,6.035163551132428e-07,1.8004058688347868e-07
1941,6.75894114010589e-07,1.4167212469828883e-07
1942,6.250476189961773e-07,2.0025797198286455e-07
1943,6.677440751445829e-07,1.3935528997421898e-07
1944,6.36210870652576e-07,2.3456259157228487e-07
1945,5.729465897275077e-07,1.241747327185294e-07
1946,6.097443474573083e-07,1.7122958695381385e-07
1947,6.270378207773319e-07,1.47818802531674e-07
1948,5.794716457785398e-07,1.2176514729844712e-07
1949,5.958924020887935e-07,1.4332832165564469e-07
1950,5.530387738872378e-07,1.3400555332054864e-07
1951,5.778479703621997e-07,1.5565646549475787e-07
1952,5.694193987437757e-07,1.866430210384351e-07
1953,5.343818543224188e-07,1.4329190456408014e-07
1954,5.18921694947494e-07,1.0945240802584522e-07
1955,5.546894499275368e-07,1.238900253497377e-07
1956,5.476877049659379e-07,1.369219191360571e-07
1957,4.806260562872922e-07,1.27224545565241e-07
1958,5.285963311507658e-07,1.381464613814387e-07
1959,4.6969532263574365e-07,1.2478703581564332e-07
1960,5.239070901552623e-07,1.543345860000045e-07
1961,5.211119287196198e-07,1.3270983956203963e-07
1962,4.997461928724078e-07,1.4840177797736942e-07
1963,4.4809749510932306e-07,1.778164673282845e-07
1964,6.175228008942213e-07,1.6974271943581698e-07
1965,5.526763970920001e-07,1.663501123516653e-07
1966,5.201191015657969e-07,1.296143530282734e-07
1967,5.941054155300662e-07,1.4297972938948078e-07
1968,5.52893311578373e-07,1.6842808747696836e-07
1969,5.781657819170505e-07,1.721326263748324e-07
1970,5.168967049939965e-07,1.7383180761498807e-07
1971,4.593727283008775e-07,1.6494255916654765e-07
1972,4.955721806254587e-07,1.6775580391481526e-07
1973,4.763408014696324e-07,1.7807647978429486e-07
1974,4.6073432713455986e-07,2.0083290053207747e-07
1975,4.78050878882641e-07,1.936191758034056e-07
1976,4.7593678687007923e-07,1.805474454386058e-07
1977,4.4369701868163247e-07,1.8453094341452925e-07
1978,4.318809772030363e-07,2.3405929994169128e-07
1979,4.6932825625845e-07,1.7497400506272243e-07
1980,4.09899371334177e-07,1.8419887837239912e-07
1981,3.871236344821227e-07,1.4738530040858677e-07
1982,3.916933906111808e-07,1.9801931827601038e-07
1983,3.9849643940215174e-07,1.8882794705632477e-07
1984,3.659174296899437e-07,1.9136727757995686e-07
1985,3.9462059930883697e-07,1.7505274385598568e-07
1986,3.9983217448025243e-07,1.738400783324323e-07
1987,4.601445198204601e-07,1.7782477357286552e-07
1988,4.491418792440527e-07,1.6910281530613247e-07
1989,4.4069619775655156e-07,2.639786771396757e-07
1990,3.955720728754386e-07,1.770811550727558e-07
1991,4.12647153780199e-07,1.9460064137888367e-07
1992,3.917570268185955e-07,1.7466522805875684e-07
1993,3.805435540016333e-07,1.7891639458866848e-07
1994,4.409838538776967e-07,1.883148819104008e-07
1995,3.969234114720166e-07,1.7622965842178928e-07
1996,4.254459611274797e-07,1.6975132766106071e-07
1997,4.411302825246821e-07,1.7069824664872613e-07
1998,4.257939281160361e-07,1.6640770184039866e-07
1999,4.195444773813506e-07,1.8417911107349028e-07
2000,4.307580638851505e-07,1.833483054269891e-07
2001,4.0307148196916387e-07,1.704291427984117e-07
2002,4.398746398237563e-07,1.7656322981451922e-07
2003,4.1419212948312634e-07,1.720939160065882e-07
2004,4.3343146671759314e-07,1.6738206909394648e-07
2005,4.314591990350891e-07,1.7069210755948916e-07
2006,3.9655279238104413e-07,1.960115660892825e-07
2007,4.0024684722084203e-07,1.5378745743532818e-07
2008,3.7167447430874745e-07,1.54545055863764e-07
2009,2.913365619860997e-07,1.5496625493938154e-07
2010,2.768142621789593e-07,1.5305089107187086e-07
2011,4.0840021142685146e-07,1.6098922372975721e-07
2012,2.3114876057661604e-07,1.4740414400193913e-07
2013,2.2368783447745955e-07,1.7181010036892985e-07
2014,2.5617217147555493e-07,1.7713341549097095e-07
2015,2.4847810209394083e-07,1.589284543968006e-07
2016,2.657529307725781e-07,1.636358604173438e-07
2017,2.5382519197592046e-07,1.8137557589170683e-07
2018,1.8612375640714163e-07,1.4430399275511263e-07
2019,2.3902754264781834e-07,1.426002143034566e-07
