year,auriez_VERB assez_ADV,auriez_VERB passé_VERB
1844,1.4819115712327857e-08,1.097712254427563e-09
1845,1.0044410636567136e-08,3.9061593959388574e-09
1846,2.3418005312692003e-09,1.4636253098387897e-08
1847,1.240441438454809e-08,1.0786447290911383e-09
1848,1.769948809737798e-08,1.367687652020777e-08
1849,0.0,2.513824481908955e-09
1850,1.6293590476834652e-08,1.6293590476834652e-08
1851,1.9993260380601896e-08,1.4188765717904062e-08
1852,5.208436348880241e-09,1.9531636308300904e-09
1853,1.0152284346531815e-08,8.957897534855874e-09
1854,8.313063126763609e-09,8.832629738719788e-09
1855,7.429711956774554e-09,1.326734277995456e-08
1856,1.3978411317339123e-08,7.248064815001953e-09
1857,1.3668225662399891e-08,1.6597130780837688e-08
1858,1.4191660291373864e-08,3.4255731584664773e-09
1859,2.036869339860914e-09,2.9025388315062628e-08
1860,1.7393299245327398e-08,6.865775947773045e-09
1861,1.131831339762357e-08,3.772770984511453e-09
1862,9.487771457372673e-09,1.355395884417021e-08
1863,5.9935452156878455e-09,8.490855130105501e-09
1864,5.274200631788517e-09,6.233146443435089e-09
1865,4.706844247692743e-09,3.530133341200781e-08
1866,1.0217787504984699e-08,6.3252967308358166e-09
1867,8.249779526181555e-09,4.367530337390235e-09
1868,5.9278488784286765e-09,1.975949626142892e-09
1869,8.790334682373668e-09,1.3185501579471293e-08
1870,9.17447806614291e-09,6.880858549607183e-09
1871,1.3807530230280918e-08,7.434824311758348e-09
1872,3.628403577593531e-09,1.8142017887967654e-09
1873,1.0774807712721213e-08,7.183205141814142e-09
1874,8.961913877669758e-09,1.3741600746186577e-08
1875,2.4030413214859436e-08,1.4303817685856757e-08
1876,1.813804439976252e-09,8.464420275799966e-09
1877,5.566334504436554e-09,1.608052180301911e-08
1878,1.8117265465633636e-09,5.435179861734696e-09
1879,3.665595160740054e-09,1.2829582729523281e-08
1880,1.6686399817444908e-08,1.6686399817444908e-08
1881,6.9725074602899895e-09,2.7890030285249168e-09
1882,5.989846840748214e-09,1.9300616216355593e-08
1883,3.791603475633565e-09,1.1374810426900694e-08
1884,1.0562715146988921e-08,9.242375753615306e-09
1885,5.80107206715752e-09,2.5782542767416317e-09
1886,3.872078213618124e-09,7.098810428374236e-09
1887,7.1818169189441505e-09,9.140494583448344e-09
1888,2.1558090423923204e-08,1.268122939990235e-09
1889,8.771191772893872e-09,6.265136742733546e-10
1890,1.9663159989136147e-09,3.9326319978272295e-09
1891,5.099376032546843e-09,4.461953917456185e-09
1892,3.761107425503951e-09,3.1342561879199593e-09
1893,1.539604177480669e-08,2.463366621796581e-09
1894,1.8904617871129403e-09,2.520615716150587e-09
1895,3.611168697403855e-09,4.814891596538473e-09
1896,1.7691086373616827e-09,5.897029087265082e-09
1897,4.078699600285063e-09,4.078699600285063e-09
1898,1.1882545614128048e-08,0.0
1899,3.3165470370022376e-09,2.7637891975018647e-09
1900,8.30568502863116e-09,1.038210584169974e-08
1901,4.470991132876634e-09,2.235495566438317e-09
1902,8.347482705062248e-09,4.419255628107521e-09
1903,1.5120615870500842e-08,2.1600881083827517e-09
1904,1.1286712897629059e-08,4.837162670412454e-09
1905,1.0321518084666081e-09,5.160759042333041e-10
1906,6.173021205313489e-09,0.0
1907,1.028568674676933e-09,5.65712765521198e-09
1908,6.384805573134145e-09,6.384805573134145e-09
1909,9.351672325408344e-09,4.950885035270858e-09
1910,5.878565634276356e-09,6.947395991829808e-09
1911,6.384448969498635e-09,1.0108711201439746e-08
1912,6.251305251225858e-09,4.167536982180309e-09
1913,6.363587878865928e-09,7.954484182448596e-09
1914,4.018046340092951e-09,2.0090231700464756e-09
1915,1.1780761921542648e-09,1.1780761921542648e-09
1916,0.0,1.0987462051303964e-09
1917,1.0966424435210342e-09,0.0
1918,8.040463406189247e-09,1.1486376294556067e-09
1919,9.207848372660976e-10,1.8415696745321952e-09
1920,2.2716695191604686e-09,3.028892692213958e-09
1921,4.543648568500203e-09,1.5145494858259667e-09
1922,2.2133805899215986e-09,8.115729421831475e-09
1923,8.492758496458919e-09,4.246379248229459e-09
1924,2.578324886925998e-09,7.734974438733389e-09
1925,4.399271169575059e-09,3.299453377181294e-09
1926,2.229227691330493e-09,1.2260752413340015e-08
1927,1.0034302277972529e-08,7.804457524684949e-09
1928,7.998228745975666e-09,6.8556245125250825e-09
1929,6.684243825105796e-09,3.342121912552898e-09
1930,4.201441416995522e-09,4.201441416995522e-09
1931,1.1405356659111021e-09,2.2810713318222042e-09
1932,5.4797681947604815e-09,4.383814644626227e-09
1933,9.176529758292418e-09,3.4411986593596566e-09
1934,3.5944740517379614e-09,3.5944740517379614e-09
1935,4.787313656606784e-09,2.393656828303392e-09
1936,7.274828739411987e-09,1.2124714565686645e-09
1937,1.2591118148108649e-09,8.813782592653752e-09
1938,2.5930428915188486e-09,5.186085783037697e-09
1939,7.647025235257843e-09,1.5294050470515685e-09
1940,1.2678914806940611e-08,2.5357829169792012e-09
1941,2.3612020783048138e-08,2.9515025978810172e-09
1942,3.034211770724937e-09,3.034211770724937e-09
1943,1.7419411690866582e-08,2.9032352077962287e-09
1944,6.4263723231761105e-09,1.2852744646352221e-08
1945,2.178504043826024e-09,1.9606536838523425e-08
1946,9.744772988540262e-09,6.960552134671616e-09
1947,4.7683483828109274e-09,5.960435700558264e-09
1948,8.697510267552389e-09,5.435944139264848e-09
1949,3.9268033269479474e-09,4.908504269707237e-09
1950,2.1270722960764488e-09,5.317680518146517e-09
1951,1.1727541604500402e-08,4.264560704569931e-09
1952,1.0544803918932644e-09,1.0544804140977249e-08
1953,6.464296653518886e-09,1.0773827385790469e-09
1954,1.9545072227344917e-09,4.886268278880834e-09
1955,5.631364707880948e-09,1.0324168187025862e-08
1956,3.488456634670456e-09,1.744228317335228e-09
1957,6.184526224473075e-09,1.0602045463770082e-08
1958,4.1361216673863055e-09,4.9633461784992505e-09
1959,8.525822714489095e-09,6.975672928177801e-09
1960,6.920833350854139e-10,1.3841666701708277e-09
1961,3.47407969059077e-09,2.779263708063695e-09
1962,4.43936931660005e-09,8.244543714397423e-09
1963,1.939815863494232e-09,3.879631726988464e-09
1964,6.083968440151466e-09,5.475571551727398e-09
1965,3.830430195250756e-09,6.5664522708175355e-09
1966,3.8773522170743036e-09,6.092982118843793e-09
1967,4.930335695263466e-09,4.437302081328198e-09
1968,1.0330256650092906e-08,4.042274071025531e-09
1969,5.450109252791435e-09,9.083515273289322e-09
1970,1.8394900047624674e-09,3.6789800095249348e-09
1971,5.138397263237948e-09,4.1107179882260425e-09
1972,5.643161493651405e-09,2.565073486948677e-09
1973,4.410563025913916e-09,5.513203671370093e-09
1974,3.3753431161187564e-09,0.0
1975,2.2845920710778955e-09,1.1422960355389478e-09
1976,5.713526873840635e-10,4.570821499072508e-09
1977,1.7630346071939584e-09,4.11374712072643e-09
1978,2.970295565063452e-09,2.970295565063452e-09
1979,5.851973128301324e-09,2.3407893401383717e-09
1980,3.97960553399912e-09,6.253665585376211e-09
1981,5.060439622894819e-09,3.795329828193417e-09
1982,5.586751949948621e-09,1.8622506869903077e-09
1983,1.89459470334441e-09,5.052252838311233e-09
1984,4.059305780401701e-09,3.479405208395292e-09
1985,3.0077789148208467e-09,3.609334831011779e-09
1986,4.196139880008332e-09,3.5966913891627428e-09
1987,2.4443267410134695e-09,3.6664902225425067e-09
1988,2.99827696004229e-09,2.99827696004229e-09
1989,3.2928733073589456e-09,3.841685636274406e-09
1990,5.44865097484859e-10,1.089730194969718e-09
1991,2.9307325455363298e-09,4.10302547493302e-09
1992,1.65298330578878e-09,3.856960972825618e-09
1993,5.539207315052863e-09,4.4313659408601325e-09
1994,4.747434001473039e-09,2.637463358823311e-09
1995,0.0,3.795715741716776e-09
1996,2.6690460952494277e-09,2.6690460952494277e-09
1997,1.917957792585412e-09,4.79489448146353e-10
1998,3.814503379828693e-09,2.86087753487152e-09
1999,4.570201161957499e-10,2.7421207526856506e-09
2000,3.97622823555821e-09,3.092622158362701e-09
2001,3.066848330846028e-09,1.7524847129024579e-09
2002,2.6287327870022636e-09,1.752488598683044e-09
2003,5.000307723435071e-09,3.7502307925763034e-09
2004,1.3214374039449694e-09,3.0833537945085254e-09
2005,1.3511248786457486e-09,9.007499190971657e-10
2006,2.0589450144825605e-09,6.1768350434476815e-09
2007,3.595031605740928e-09,3.595031605740928e-09
2008,3.405951742863067e-09,1.7029758714315335e-09
2009,1.430457752249481e-09,5.245011536203492e-09
2010,2.8342759250676863e-09,3.3066551718974324e-09
2011,5.353560705856353e-09,5.7359579308524644e-09
2012,7.489355802192676e-09,1.1574459612972987e-08
2013,4.741512515948898e-09,1.059867482666732e-08
2014,8.445236510112863e-09,8.228691505962615e-09
2015,8.644644111654998e-09,1.329945220618356e-08
2016,1.2635174684305639e-08,1.8020658743012063e-08
2017,4.2765391228272165e-09,1.4842107098900215e-08
2018,6.195520096952123e-09,1.1358453733123497e-08
2019,6.887666881283394e-09,1.1224345897176136e-08
