year,vingt - deux paires
1911,1.1743620520476838e-09
1912,5.172949624210332e-09
1913,9.361759922832391e-09
1914,3.693296779516686e-09
1915,0.0
1916,4.837344302899282e-09
1917,0.0
1918,1.1373926689373093e-08
1919,3.0404838646802546e-09
1920,0.0
1921,0.0
1922,8.143886676137413e-10
1923,2.346282945708822e-09
1924,4.274717024799202e-09
1925,3.6555558580175784e-09
1926,0.0
1927,0.0
1928,7.590990280803567e-09
1929,0.0
1930,0.0
1931,0.0
1932,3.6386460511295127e-09
1933,1.2687977335446021e-09
1934,0.0
1935,1.3263738996016627e-09
1936,4.0266878720274235e-09
1937,0.0
1938,1.4344111454178687e-09
1939,0.0
1940,0.0
1941,0.0
1942,1.6821976700498453e-08
1943,2.569098178639706e-08
1944,0.0
1945,7.208885932641351e-09
1946,0.0
1947,0.0
1948,0.0
1949,2.163214940509306e-09
1950,0.0
1951,2.359811901442299e-09
1952,1.1680282296921973e-09
1953,1.1908261043913626e-09
1954,0.0
1955,0.0
1956,0.0
1957,9.778776677293877e-10
1958,0.0
1959,1.7148831243929408e-09
1960,3.061346287580591e-09
1961,3.834064510321866e-09
1962,0.0
1963,7.132183177382956e-10
1964,2.6845252687479615e-09
1965,4.223704497263725e-09
1966,4.888459859131444e-09
1967,1.629565982153025e-09
1968,9.881868656691495e-10
1969,6.989836820459061e-09
1970,5.057877450198589e-10
1971,0.0
1972,1.130600835175244e-09
1973,3.046640717485616e-09
1974,1.865787024879495e-09
1975,3.789340397020169e-09
1976,6.311368094813474e-10
1977,1.2989321840350954e-09
1978,7.1978165649966286e-09
1979,1.9324335465142894e-09
1980,3.130833647890796e-09
1981,6.962825871426048e-10
1982,3.4093572409688022e-09
1983,2.776772589641041e-09
1984,3.1840657888082546e-09
1985,9.251779786723091e-09
1986,6.58354371019243e-10
1987,6.713679612246892e-10
1988,2.6343254244665104e-09
1989,3.6166838413009827e-09
1990,5.372996270125441e-09
1991,2.571969914821892e-09
1992,2.414014321772129e-09
1993,2.4264286135888824e-09
1994,2.309348046125592e-09
1995,2.3715431840543033e-09
1996,3.5001193054995383e-09
1997,1.5702721345434156e-09
1998,1.5607680148299607e-09
1999,3.489599942341215e-09
2000,3.3721467840308605e-09
2001,3.344226673362982e-09
2002,1.432003848833574e-09
2003,9.075864504382025e-10
2004,9.593307259692097e-10
2005,4.414441812095049e-09
2006,3.1411930001556954e-09
2007,2.181512026577792e-09
2008,2.7893027887415656e-09
2009,2.086278705348832e-09
2010,4.659176600085857e-09
2011,2.5178558127336714e-09
2012,1.4998260411402953e-09
2013,1.5400972164236748e-09
2014,3.832248296475882e-09
2015,6.128541563121814e-09
2016,5.731219859805847e-09
2017,2.231215878722992e-09
2018,4.010991316860668e-09
2019,2.5492510602465046e-09
