year,divers_DET airs_NOUN,divers_DET pères_NOUN
1846,0.0,8.196301637397596e-09
1847,5.393223645455691e-10,7.011190739092399e-09
1848,1.6090443422100975e-09,1.287235473768078e-08
1849,0.0,1.3407063903514427e-08
1850,6.788996032014438e-10,6.788996032014438e-10
1851,1.9348316282474798e-09,6.449438760824933e-09
1852,0.0,1.3672145859899842e-08
1853,2.9859659189668264e-09,7.1663179834757784e-09
1854,1.558699391779328e-09,3.117398783558656e-09
1855,6.8990182455763716e-09,1.4859423913549108e-08
1856,5.177189232874468e-10,3.986435714864456e-08
1857,7.810414537345878e-09,8.298565501441146e-09
1858,4.893676019968041e-10,8.80861672492017e-09
1859,2.5460866748261424e-09,1.018434669930457e-08
1860,5.950338888283113e-09,1.830873586072812e-08
1861,7.073945429425521e-09,6.6023493339173456e-09
1862,3.6143890103090826e-09,1.49093550838586e-08
1863,3.496234635136375e-09,5.993545160176694e-09
1864,4.794727948009836e-10,8.151037511616721e-09
1865,6.589582213223366e-09,1.3179164426446732e-08
1866,2.432806400776144e-09,1.1190909976477315e-08
1867,0.0,1.455843445796745e-08
1868,3.951899252285784e-09,1.0373735648272486e-08
1869,1.4650557433881772e-09,4.883519144627257e-10
1870,0.0,3.4404292748035914e-09
1871,3.18635318130589e-09,6.37270636261178e-09
1872,6.047339518033823e-09,5.442605366390296e-09
1873,5.986004469882289e-10,1.3767810336240416e-08
1874,3.5847653734322193e-09,5.974609140757536e-10
1875,9.154443425529735e-09,1.1443054281912168e-09
1876,4.836811839936672e-09,4.836811617892067e-09
1877,4.9478527941460015e-09,4.9478527941460015e-09
1878,5.435179861734696e-09,6.039088673581716e-10
1879,4.27652757650776e-09,0.0
1880,2.5671385017744797e-09,9.626769603698904e-09
1881,1.1853263259808955e-08,2.091752326904839e-09
1882,3.3276925659464496e-09,8.652000893505374e-09
1883,6.319338941018771e-10,7.58320695126713e-09
1884,1.3203393933736152e-09,5.281357573494461e-09
1885,1.2891271383708158e-09,1.933690763067375e-09
1886,1.2906927748801422e-09,1.097088819790315e-08
1887,6.528924623161458e-10,1.2404957061562527e-08
1888,1.9021844099853524e-09,9.510921827882157e-09
1889,3.759081934617825e-09,7.518164035769104e-09
1890,5.243509182406569e-09,6.554386478008212e-10
1891,2.5496880162734215e-09,1.2748440081367107e-09
1892,6.268512375839919e-09,6.268512375839919e-10
1893,5.542574843531156e-09,2.463366621796581e-09
1894,5.041231432301174e-09,1.8904617871129403e-09
1895,4.213029924926559e-09,4.814891596538473e-09
1896,5.89702897624278e-10,5.307326134129653e-09
1897,6.992056267307589e-09,5.826713556089658e-10
1898,5.6583546736987955e-09,5.092519295146758e-09
1899,5.527578395003729e-10,2.7637891975018647e-09
1900,1.2977633190303095e-08,1.4015843596837385e-08
1901,7.265360757457984e-09,8.38310842965484e-09
1902,2.9461704187383475e-09,2.9461704187383475e-09
1903,1.6200660812870638e-09,8.100330628479924e-09
1904,5.374625189347171e-09,1.0749250378694342e-09
1905,6.708986699521802e-09,5.676834835544042e-09
1906,8.745113966313056e-09,3.600929110447737e-09
1907,2.057137349353866e-09,3.599990305858114e-09
1908,2.9468334439286537e-09,1.964555629285769e-09
1909,4.950885035270858e-09,1.6502950117569526e-09
1910,8.01622590529405e-09,3.740905363258662e-09
1911,9.576673676292558e-09,4.788336838146279e-09
1912,4.167536982180309e-09,3.646594803896619e-09
1913,9.015082902408267e-09,1.060597942803554e-09
1914,0.0,1.3393487430235496e-09
1915,0.0,1.295883844676382e-08
1916,1.0987462051303964e-09,1.0987462051303964e-09
1917,2.1932848870420685e-09,0.0
1918,0.0,1.1486376294556067e-09
1919,3.6831393490643904e-09,9.207848372660976e-10
1920,8.329454459499175e-09,7.572231730534895e-10
1921,0.0,3.0290989716519334e-09
1922,1.4755870969551665e-09,3.688967686876765e-09
1923,1.3800733000834953e-08,2.1231896241147297e-09
1924,3.867487219366694e-09,1.289162443462999e-09
1925,0.0,3.299453377181294e-09
1926,2.229227691330493e-09,1.1146138456652466e-09
1927,0.0,1.1149224876660924e-09
1928,7.998228745975666e-09,6.8556247345696875e-09
1929,6.684243825105796e-09,2.2280812750352652e-09
1930,1.0503603542488804e-09,3.1510810627466412e-09
1931,0.0,1.1405356659111021e-09
1932,1.0959536611565568e-09,8.76762951129706e-09
1933,1.1470662197865522e-09,3.4411986593596566e-09
1934,1.1981580172459871e-09,8.38710612072191e-09
1935,2.393656828303392e-09,2.393656828303392e-09
1936,4.849885826274658e-09,4.849885826274658e-09
1937,0.0,3.777335333410292e-09
1938,1.2965214457594243e-09,3.8895642262559704e-09
1939,0.0,1.5294050470515685e-09
1940,0.0,0.0
1941,0.0,0.0
1942,3.034211770724937e-09,6.068423541449874e-09
1943,0.0,5.806470415592457e-09
1944,3.2131861615880553e-09,0.0
1945,0.0,2.178504043826024e-09
1946,1.3921104269343232e-09,1.3921104269343232e-09
1947,3.5762612871081956e-09,1.1920870957027319e-09
1948,4.348755133776194e-09,4.348755133776194e-09
1949,4.908504269707237e-09,8.835307596655184e-09
1950,5.317680518146517e-09,2.1270722960764488e-09
1951,1.0661401761424827e-09,7.462981344019681e-09
1952,0.0,1.3708244650523227e-08
1953,2.1547654771580937e-09,1.2928592640903958e-08
1954,3.9090144454689835e-09,9.772536113672459e-10
1955,2.815682353940474e-09,9.385607846468247e-10
1956,3.488456634670456e-09,2.616342476002842e-09
1957,8.835037701437898e-10,2.6505113104313693e-09
1958,2.4816730892496253e-09,4.136121778408608e-09
1959,2.325224457422337e-09,5.425523363911111e-09
1960,2.076250060767393e-09,3.4604166754270693e-09
1961,2.779263708063695e-09,5.55852741612739e-09
1962,1.2683912808952869e-09,1.0147130691251505e-08
1963,0.0,3.2330265131719216e-09
1964,3.041984220075733e-09,6.692365106530929e-09
1965,0.0,4.924838981068547e-09
1966,1.6617224263271169e-09,6.6468897053084675e-09
1967,2.465167847631733e-09,7.395503542895199e-09
1968,5.838840522187638e-09,1.7965663401398047e-09
1969,2.7250546263957176e-09,7.720988182136068e-09
1970,6.438214850135182e-09,6.43821498891306e-09
1971,2.0553589941130213e-09,5.138397485282553e-09
1972,9.747279428040656e-09,4.104117490300041e-09
1973,2.205281512956958e-09,7.16716475057666e-09
1974,2.2502286700643026e-09,5.063014563155832e-09
1975,2.8557400888473694e-09,5.140332159925265e-09
1976,0.0,5.142174241967723e-09
1977,1.1753563677885381e-09,3.526069214387917e-09
1978,3.5643548113029055e-09,8.31682778201781e-09
1979,2.925986564150662e-09,2.9259866751729646e-09
1980,0.0,6.253665807420816e-09
1981,1.2651099057237047e-09,3.162774764309262e-09
1982,3.7245013739806154e-09,4.345251491955082e-09
1983,1.2630632095778083e-09,1.8945948143667124e-09
1984,1.1598016991243298e-09,4.639206907519622e-09
1985,1.8046674155058895e-09,1.8046674155058895e-09
1986,0.0,4.196139768986029e-09
1987,1.2221633705067347e-09,2.4443267965246207e-09
1988,5.996553809062277e-10,3.597932229926215e-09
1989,3.841685636274406e-09,2.744061089465788e-09
1990,4.358920779878872e-09,4.903786043897185e-09
1991,1.7584396161396398e-09,1.1722930404189924e-09
1992,7.713921945651236e-09,6.61193322315512e-09
1993,5.539207426075166e-10,3.877445198252616e-09
1994,3.6924485691258724e-09,3.6924485691258724e-09
1995,2.7112254663563817e-09,2.7112254108452305e-09
1996,1.6014276571496566e-09,1.6014276571496566e-09
1997,1.917957792585412e-09,3.3564260260021683e-09
1998,9.536258449571733e-10,4.768129335808169e-09
1999,1.3710603763428253e-09,2.7421207526856506e-09
2000,1.3254094488601709e-09,2.6508187866980393e-09
2001,3.943090742808408e-09,1.7524847129024579e-09
2002,1.752488598683044e-09,8.76244299341522e-10
2003,5.8336921959778465e-09,2.500153750695233e-09
2004,1.7619165015858584e-09,2.6428747523787877e-09
2005,0.0,6.7556245042510454e-09
2006,4.529678854225949e-09,1.2353669753828456e-09
2007,2.7961355453243186e-09,5.19282339350724e-09
2008,7.2376473703172906e-09,2.9802077750051836e-09
2009,1.907277002999308e-09,2.860915504498962e-09
2010,9.447586046817946e-10,9.447586046817946e-10
2011,1.911985902935953e-09,3.8239718613830576e-09
2012,1.3617010852229328e-09,1.0212758139171996e-09
2013,1.1156500168141292e-09,1.3945625210176615e-09
2014,1.2992671383216248e-09,1.299267124443837e-09
2015,4.433150790905671e-10,1.773260274728905e-09
2016,1.86420612280358e-09,2.2784741038339718e-09
2017,7.54683426862357e-10,7.546833991067814e-10
2018,1.0325866828253538e-09,1.8070266949443692e-09
2019,2.5509878653906526e-09,1.02039510174734e-09
