year,aviez_VERB osé_VERB,aviez_VERB posé_VERB
1860,2.746310290291376e-09,1.5104706818647173e-08
1861,4.2443675241088386e-09,1.1789909493131745e-08
1862,1.8071945051545413e-09,3.6143890103090826e-09
1863,4.495158911765884e-09,8.490855130105501e-09
1864,6.233146443435089e-09,9.109982990196386e-09
1865,6.118897832863013e-09,9.41368871743009e-10
1866,4.865612801552288e-09,1.9949013108089275e-08
1867,4.367530337390235e-09,7.76449837758264e-09
1868,1.4819622196071691e-09,6.421836395986702e-09
1869,3.906815315701806e-09,1.1720445947105418e-08
1870,1.1468097582678638e-09,4.587239033071455e-09
1871,2.1242354542039266e-09,2.1242354542039266e-09
1872,3.0236697590169115e-09,1.2094679036067646e-08
1873,3.591602570907071e-09,1.7958012854535355e-09
1874,2.3898436563030145e-09,1.3741600746186577e-08
1875,2.2886108563824337e-09,1.716458086775674e-09
1876,1.4510435519810017e-08,3.627608879952504e-09
1877,2.4739263970730008e-09,1.2369631985365004e-09
1878,4.22736201599605e-09,1.2078177347163432e-09
1879,1.221865053580018e-09,1.832797580370027e-09
1880,1.2835692508872398e-09,5.134277003548959e-09
1881,2.091752326904839e-09,2.091752326904839e-09
1882,9.317538740560849e-09,1.3310770263785798e-09
1883,2.5277355764075082e-09,5.687405213450347e-09
1884,5.281357573494461e-09,1.3203393933736152e-09
1885,6.445635691854079e-10,2.5782542767416317e-09
1886,3.872078213618124e-09,4.5174246565693466e-09
1887,6.528924623161458e-10,4.570247291724172e-09
1888,4.4384300679212174e-09,4.4384300679212174e-09
1889,6.265136742733546e-10,7.51816386923565e-09
1890,6.554386478008212e-10,5.243509182406569e-09
1891,4.461953917456185e-09,4.461953917456185e-09
1892,6.268512375839919e-10,3.1342561879199593e-09
1893,0.0,1.2316833108982905e-09
1894,1.8904617871129403e-09,1.8904617871129403e-09
1895,9.629783193076946e-09,5.416753268150387e-09
1896,5.89702897624278e-10,2.948514543632541e-09
1897,1.1653427112179315e-09,4.661370844871726e-09
1898,1.13167097914868e-09,1.13167097914868e-09
1899,7.738609753005221e-09,5.527578395003729e-09
1900,1.038210628578895e-09,2.07642125715779e-09
1901,2.794369402536745e-09,0.0
1902,1.4730852093691738e-09,0.0
1903,2.1600881083827517e-09,3.2401321625741275e-09
1904,5.374625189347171e-10,5.912087708281888e-09
1905,5.160758931310738e-09,3.6125313851442797e-09
1906,1.0288369045596824e-09,9.773950537805831e-09
1907,2.5714217422034835e-09,8.742834012309686e-09
1908,4.4202499438483756e-09,8.840499887696751e-09
1909,5.500983557560346e-10,4.950885035270858e-09
1910,1.068830135508847e-09,2.67207544979442e-09
1911,3.7242617878519013e-09,1.0640748282497725e-09
1912,1.5628263128064646e-09,3.125652625612929e-09
1913,0.0,6.893886794756554e-09
1914,2.0090231700464756e-09,6.027069510139427e-09
1915,0.0,0.0
1916,2.197492410260793e-09,1.0987462051303964e-09
1917,1.0966424435210342e-09,3.289927441585405e-09
1918,0.0,3.44591288836682e-09
1919,9.207848372660976e-10,2.762354567309444e-09
1920,0.0,6.815008557481406e-09
1921,1.5145494858259667e-09,3.0290989716519334e-09
1922,0.0,1.4755870969551665e-09
1923,2.1231896241147297e-09,8.492758496458919e-09
1924,3.867487219366694e-09,2.0626599095407983e-08
1925,0.0,8.798542339150117e-09
1926,3.343841648018042e-09,2.229227691330493e-09
1927,5.574612327308159e-09,0.0
1928,1.1426041224282812e-09,3.4278122562625413e-09
1929,1.1140406375176326e-09,4.4561625500705304e-09
1930,3.1510811737689437e-09,2.100720708497761e-09
1931,1.1405356659111021e-09,2.2810713318222042e-09
1932,2.1919073223131136e-09,5.4797681947604815e-09
1933,0.0,2.2941324395731044e-09
1934,0.0,1.1981580172459871e-09
1935,0.0,4.787313656606784e-09
1936,0.0,4.849885826274658e-09
1937,1.2591118148108649e-09,0.0
1938,5.186085783037697e-09,5.186085783037697e-09
1939,4.588215141154706e-09,9.176430282309411e-09
1940,0.0,7.607348528892999e-09
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,0.0,6.068423541449874e-09
1943,0.0,0.0
1944,0.0,0.0
1945,4.357008087652048e-09,2.178504043826024e-09
1946,9.744772988540262e-09,6.960552134671616e-09
1947,1.1920870957027319e-09,2.3841741914054637e-09
1948,5.435944139264848e-09,7.610321262063735e-09
1949,9.817008317369869e-10,2.945102384188658e-09
1950,4.2541445921528975e-09,5.317680518146517e-09
1951,2.1322803522849654e-09,4.264560704569931e-09
1952,1.0544803918932644e-09,3.1634410646574906e-09
1953,0.0,2.1547654771580937e-09
1954,5.863521668203475e-09,5.863521668203475e-09
1955,0.0,1.3139850985055546e-08
1956,0.0,3.488456634670456e-09
1957,2.6505113659425206e-09,5.301022731885041e-09
1958,1.6544486891589827e-09,1.0753916868111446e-08
1959,2.325224457422337e-09,6.975672928177801e-09
1960,2.7683333403416555e-09,1.3841666701708277e-09
1961,1.3896318540318475e-09,3.47407969059077e-09
1962,6.341956293454132e-09,7.610347907416326e-09
1963,4.526237162849611e-09,2.5864212993553792e-09
1964,1.8251904432275978e-09,9.734349326606662e-09
1965,2.73602163147757e-09,3.2832261354087677e-09
1966,0.0,5.539074976468328e-09
1967,2.465167847631733e-09,2.9582012395223956e-09
1968,0.0,1.7965663401398047e-09
1969,1.3625273131978588e-09,4.087581828571274e-09
1970,3.219107425067591e-09,2.2993624781975086e-09
1971,0.0,5.652237344833111e-09
1972,5.130146862875051e-10,1.5390440033513642e-09
1973,5.513203782392395e-10,7.1671650836435674e-09
1974,0.0,5.06301445213353e-09
1975,2.8557400888473694e-09,3.4268881066168433e-09
1976,1.7140580066410394e-09,7.427584769459372e-09
1977,2.3507127355770763e-09,7.052138428775834e-09
1978,0.0,5.346532105932056e-09
1979,1.7555920051037788e-09,4.681578680276743e-09
1980,2.2740602734216964e-09,8.527726080842513e-09
1981,6.325549528618524e-10,3.795329828193417e-09
1982,0.0,8.069752865935698e-09
1983,1.2630632095778083e-09,1.0736036948344463e-08
1984,1.739702604197646e-09,6.378909400694965e-09
1985,1.2031116103372597e-09,6.015557829641693e-09
1986,1.1988970927134801e-09,9.591176741707841e-09
1987,6.110816852533674e-10,6.721898593298192e-09
1988,5.396898483667201e-09,8.994830658082265e-09
1989,0.0,6.036934507847036e-09
1990,1.089730194969718e-09,1.6345953479657283e-09
1991,2.344586080837985e-09,1.0550637696837839e-08
1992,5.509944167592096e-10,3.856960972825618e-09
1993,5.539207426075166e-10,7.754890063438324e-09
1994,3.6924485691258724e-09,4.2199412852994556e-09
1995,5.422450821690461e-10,0.0
1996,1.067618438099771e-09,6.939520069693117e-09
1997,9.58978896292706e-10,9.58978851883785e-09
1998,1.9072516899143466e-09,4.7681290027412615e-09
1999,3.1991407301035224e-09,4.113180906983871e-09
2000,8.836062992401139e-10,6.627047355323157e-09
2001,1.3143635069212678e-09,2.190605918883648e-09
2002,2.1906108038649563e-09,5.6955880012310445e-09
2003,8.333845835650777e-10,8.333845835650777e-10
2004,3.0833537945085254e-09,5.285749615779878e-09
2005,0.0,1.3511248786457486e-09
2006,3.706100981659688e-09,4.941467679486777e-09
2007,1.5977917877663117e-09,6.391167151065247e-09
2008,1.7029758714315335e-09,5.5346713878634546e-09
2009,4.76819250749827e-10,1.1443662017995848e-08
2010,1.4171379625338432e-09,1.6060896612657416e-08
2011,2.6767803529281764e-09,9.177532511728259e-09
2012,2.382976926895708e-09,9.19148224198807e-09
2013,2.2313000336282585e-09,1.561910067948702e-08
2014,4.330890313042346e-09,1.407539329534302e-08
2015,3.32486305154589e-09,1.6402658786773827e-08
2016,5.178350193091319e-09,1.2428039930512114e-08
2017,4.528100561174142e-09,1.5596789637584152e-08
2018,3.0977600484760615e-09,1.3423626654684995e-08
2019,4.591778068885333e-09,1.3520234709574197e-08
