year,nos_DET oies_NOUN,nos_DET poids_NOUN
1903,2.214090244478939e-08,7.020286574288548e-09
1904,3.7622376325430196e-09,1.9886113200584532e-08
1905,1.9094808956232612e-08,9.289366442732927e-09
1906,8.745113411201544e-09,1.594697179863047e-08
1907,1.1314255032868203e-08,1.23428243181678e-08
1908,1.964555629285769e-09,1.9645555626723876e-08
1909,5.500983391026892e-09,1.925344239595006e-08
1910,4.275320542035388e-09,5.878565634276356e-09
1911,2.128149656499545e-09,7.44852390877071e-09
1912,1.0418842455450772e-09,9.897900277167082e-09
1913,3.71209285532359e-09,2.6514948958666906e-08
1914,6.696743715117748e-10,1.3393487430235496e-09
1915,4.712304768617059e-09,7.068456930880984e-09
1916,0.0,2.0876177231343718e-08
1917,7.676497215669542e-09,1.4256351654751143e-08
1918,0.0,1.2635013924011673e-08
1919,5.524709134618888e-09,8.287063479883727e-09
1920,9.086678076641874e-09,1.9687802499390727e-08
1921,4.543648568500203e-09,1.1359120755116692e-08
1922,3.6889677978990676e-09,6.640141769764796e-09
1923,6.369568872344189e-09,2.1231896241147297e-09
1924,3.867487219366694e-09,1.0313299547703991e-08
1925,5.499088961968823e-09,1.2097995938376016e-08
1926,1.1146138456652466e-09,5.57306911730393e-09
1927,7.804457635707251e-09,1.6723836537835268e-08
1928,9.14083297942625e-09,1.0283436990832229e-08
1929,3.342121912552898e-09,4.4561625500705304e-09
1930,4.201441416995522e-09,5.2518016602221e-09
1931,0.0,2.623232031595535e-08
1932,2.1919073223131136e-09,6.575722188983946e-09
1933,2.2941324395731044e-09,1.3764794637438627e-08
1934,2.3963160344919743e-09,8.38710612072191e-09
1935,1.196828414151696e-09,1.555876938397205e-08
1936,0.0,1.6974599947872093e-08
1937,5.036447148221157e-09,3.52551301485704e-08
1938,0.0,2.4633908024540574e-08
1939,3.058810094103137e-09,6.117620188206274e-09
1940,0.0,7.607348750937604e-09
1941,5.9030051957620344e-09,2.066051907334554e-08
1942,3.034211770724937e-09,0.0
1943,5.806470415592457e-09,1.7419411690866582e-08
1944,0.0,3.2131861615880553e-09
1945,4.357008087652048e-09,8.714016175304096e-09
1946,0.0,5.568441707737293e-09
1947,1.1920870957027319e-09,2.3841741914054637e-09
1948,1.4133454406817236e-08,6.523132922708896e-09
1949,2.945102384188658e-09,4.908504158684934e-09
1950,1.0635361480382244e-09,1.1698897850465073e-08
1951,4.264560815592233e-09,5.330700991734716e-09
1952,2.1089607837865287e-09,7.381362632230548e-09
1953,6.464296431474281e-09,3.232148326759443e-09
1954,4.886268056836229e-09,5.863521668203475e-09
1955,1.8771215692936494e-09,4.6928039232341234e-09
1956,3.488456634670456e-09,1.744228317335228e-09
1957,1.7670075402875796e-09,0.0
1958,8.272243445794913e-10,1.1581140491045971e-08
1959,3.8753740216890264e-09,1.5501495642666896e-09
1960,6.228750015768725e-09,5.536666736194462e-09
1961,4.86371165564492e-09,4.1688955620955426e-09
1962,2.5367825617905737e-09,3.805173953708163e-09
1963,2.5864212993553792e-09,3.879632060055371e-09
1964,1.2167936658258327e-09,5.475571551727398e-09
1965,1.6416130677043839e-09,8.208065005455012e-09
1966,1.6617224263271169e-09,7.754704767215514e-09
1967,1.9721342336964653e-09,1.0353704449350687e-08
1968,1.1228539820162808e-08,9.431973424511852e-09
1969,4.995933444718048e-09,1.3171097990039016e-08
1970,2.7592350626548523e-09,9.657322941336588e-09
1971,6.166076982339064e-09,6.166077093361366e-09
1972,4.104117490300041e-09,4.104117490300041e-09
1973,2.205281512956958e-09,4.9618833486420044e-09
1974,2.2502286700643026e-09,7.313243122197832e-09
1975,2.2845920710778955e-09,3.998036124386317e-09
1976,3.4281161798155324e-09,7.427584713948221e-09
1977,7.052138428775834e-09,6.464460078348111e-09
1978,2.3762365408686037e-09,5.940591130126904e-09
1979,2.9259866751729646e-09,1.7555920051037788e-09
1980,2.8425752862659692e-09,4.548120602354544e-09
1981,5.692994575756671e-09,1.8976649140967083e-09
1982,2.483000915987077e-09,9.932003663948308e-09
1983,1.89459470334441e-09,5.68378455412244e-09
1984,1.739702604197646e-09,6.378909400694965e-09
1985,2.4062232206745193e-09,1.3234227491665251e-08
1986,2.3977942409381114e-09,7.792831324682226e-09
1987,2.4443267410134695e-09,6.110816741511371e-09
1988,4.797243047249822e-09,8.994830658082265e-09
1989,5.488122178931576e-10,7.683371272548811e-09
1990,3.8140557934163155e-09,1.961514328741032e-08
1991,5.861465035561508e-09,6.447611888837912e-09
1992,1.65298330578878e-09,2.754972083796048e-09
1993,2.2156829704300662e-09,7.200969598386564e-09
1994,1.5824779264761446e-09,6.857404422078162e-09
1995,3.795715575183323e-09,5.964695848348356e-09
1996,2.6690460952494277e-09,4.804283193493575e-09
1997,1.438468344439059e-09,4.794894259418925e-09
1998,5.2449422582867555e-09,3.337690568372409e-09
1999,3.1991408688814005e-09,1.8280804647829996e-09
2000,2.6508188977203417e-09,4.859834756842929e-09
2001,6.1336963841363e-09,3.94309060403053e-09
2002,4.819343757400674e-09,1.0076809608960957e-08
2003,4.583615376141381e-09,6.250384432249234e-09
2004,6.607187019724847e-09,2.202395626982323e-09
2005,5.854874363109275e-09,4.503749484463526e-09
2006,1.2353669753828456e-09,9.47114670024618e-09
2007,1.1983438685803094e-09,6.391166984531793e-09
2008,8.514879357157668e-10,1.2772318758180745e-09
2009,5.245011536203492e-09,3.814554005998616e-09
2010,2.3618964561933353e-09,1.1337103256181535e-08
2011,5.353560705856353e-09,9.177532511728259e-09
2012,7.489356135259584e-09,1.0553183549255607e-08
2013,9.761937924679387e-09,1.3108887531032565e-08
2014,6.71287994635783e-09,1.1693403578760808e-08
2015,5.098123256885856e-09,1.1526191917576867e-08
2016,4.55694829093467e-09,1.1599504023962481e-08
2017,3.018733624182701e-09,1.2578057040357749e-08
2018,4.388493513030056e-09,1.3939920551209184e-08
2019,6.377469385920875e-09,1.4540630144388444e-08
