year,ses_DET ailes_NOUN,ses_DET pelles_NOUN
1848,2.1408335797445943e-06,7.24069959545659e-09
1849,2.626108525305426e-06,3.3517659758786067e-09
1850,2.8398370659488137e-06,0.0
1851,2.467555212604111e-06,3.2247193804124663e-09
1852,3.2012352164656477e-06,7.812654523320361e-09
1853,3.2547029462648425e-06,1.1943863675867306e-08
1854,2.817089260531702e-06,2.0782657816909023e-09
1855,3.242538483050339e-06,5.306937111981824e-10
1856,2.865056622169959e-06,7.248064815001953e-09
1857,3.1515021703398816e-06,0.0
1858,2.614201775941183e-06,9.787352039936081e-10
1859,3.005909949393981e-06,2.036869339860914e-09
1860,3.308846160621215e-06,1.8308735638683515e-09
1861,3.0068985239495305e-06,1.0846716413936974e-08
1862,2.66154577133193e-06,1.8071945051545413e-09
1863,2.5192867489920445e-06,4.495158911765884e-09
1864,2.7095007055777387e-06,1.4384183844029508e-09
1865,2.4692106066481756e-06,3.765475486972036e-09
1866,2.6653828015810177e-06,2.432806400776144e-09
1867,3.1698564129101214e-06,4.85281148598915e-10
1868,2.6265311561246563e-06,9.87974813071446e-10
1869,2.8778578098354046e-06,5.371870948067681e-09
1870,2.510939921762656e-06,0.0
1871,2.440746598608712e-06,9.559059321873065e-09
1872,2.346972472366815e-06,3.628403577593531e-09
1873,2.186088877920156e-06,0.0
1874,4.265870870767685e-06,5.974609140757536e-10
1875,2.3767223069626198e-06,2.2886108563824337e-09
1876,2.2823706160579604e-06,1.209202959984168e-09
1877,2.4108413754220237e-06,0.0
1878,2.459116863917643e-06,0.0
1879,2.083890770165908e-06,4.887460214320072e-09
1880,1.9259956474115825e-06,1.2835692508872398e-09
1881,1.9850729451320603e-06,0.0
1882,2.265493069586455e-06,0.0
1883,1.9640505115603446e-06,1.2638677882037541e-09
1884,2.4320650808817845e-06,1.3203393933736152e-09
1885,1.8782582245080448e-06,0.0
1886,2.110282622425075e-06,1.936039106809062e-09
1887,2.159768250464822e-06,2.6115698492645834e-09
1888,1.993489263441006e-06,1.014498351992188e-08
1889,1.8162631256757322e-06,1.2530273485467092e-09
1890,1.951896269503095e-06,5.243509182406569e-09
1891,1.9932185040261174e-06,1.2748440081367107e-09
1892,1.553964242617667e-06,5.014809900671935e-09
1893,1.6559981794728174e-06,2.463366621796581e-09
1894,1.78648640769552e-06,2.520615716150587e-09
1895,1.7363702724537688e-06,6.018614495673091e-10
1896,1.603402211003413e-06,4.717623180994224e-09
1897,1.5784566933518818e-06,2.330685422435863e-09
1898,1.4519339153196142e-06,5.6583548957434e-10
1899,1.6350576714785348e-06,2.2110313580014918e-09
1900,1.5168257547770736e-06,5.191053142894475e-10
1901,1.5016941077306e-06,0.0
1902,1.5968243118891223e-06,3.928227076954727e-09
1903,1.6162859211021896e-06,0.0
1904,1.4575983442455254e-06,0.0
1905,1.5136506092972013e-06,5.160759042333041e-10
1906,1.4609484537686512e-06,2.0576738091193647e-09
1907,1.6256527786140396e-06,0.0
1908,1.9537505586697534e-06,9.822778146428846e-10
1909,2.0491163041924665e-06,3.850688656825696e-09
1910,2.18789523387386e-06,0.0
1911,1.9445967964770716e-06,4.25629931299909e-09
1912,1.981142858653584e-06,0.0
1913,1.7871074788899932e-06,3.71209285532359e-09
1914,1.5630199996508054e-06,2.0090231700464756e-09
1915,1.4561021295378396e-06,1.1780761921542648e-09
1916,2.3348356918972968e-06,0.0
1917,2.1263897593826186e-06,3.289927441585405e-09
1918,2.3742339436694238e-06,0.0
1919,1.9787665763715268e-06,4.603924352863942e-09
1920,1.7128388449805243e-06,7.572231730534895e-10
1921,1.81821668121529e-06,7.572747429129834e-10
1922,2.0791021810850907e-06,2.2133805899215986e-09
1923,2.047816458627949e-06,3.1847844361720945e-09
1924,1.8293215120479545e-06,1.289162443462999e-09
1925,1.886187533273187e-06,6.598906754362588e-09
1926,1.8480297754308594e-06,2.229227691330493e-09
1927,1.970067984302659e-06,2.2298449753321847e-09
1928,1.6384942682634573e-06,5.713020723163709e-09
1929,1.5496305501017105e-06,6.684243825105796e-09
1930,1.593396660837243e-06,4.201441416995522e-09
1931,1.6355281147184542e-06,2.2810713318222042e-09
1932,1.4587143333244512e-06,6.575722188983946e-09
1933,1.4843037270395598e-06,1.1470662197865522e-09
1934,1.5168680391752787e-06,3.5944740517379614e-09
1935,1.668378757813116e-06,1.196828414151696e-09
1936,1.753233775048102e-06,0.0
1937,1.332140307397367e-06,1.2591118148108649e-09
1938,1.660844006323714e-06,2.5930428915188486e-09
1939,1.6028164608883344e-06,4.588215141154706e-09
1940,1.508790830939688e-06,0.0
1941,1.8004165767138147e-06,8.854508237732261e-09
1942,1.9601007892333655e-06,0.0
1943,2.1425874834335445e-06,0.0
1944,1.9375512394503858e-06,0.0
1945,1.779837823789876e-06,2.178504043826024e-09
1946,1.919720304499606e-06,4.1763312808029696e-09
1947,1.6319672155873377e-06,3.5762612871081956e-09
1948,1.731891764222837e-06,9.784699273041042e-09
1949,1.4892401161148427e-06,3.9268033269479474e-09
1950,1.6548622667755808e-06,3.190608444114673e-09
1951,1.2921619472194834e-06,3.1984206394497505e-09
1952,1.5110703515119894e-06,0.0
1953,1.2400674762602648e-06,1.0773827385790469e-09
1954,1.4707666338154013e-06,1.9545072227344917e-09
1955,1.2464087291164105e-06,2.815682353940474e-09
1956,1.3482885385940335e-06,6.976913269340912e-09
1957,1.199798109752237e-06,4.417518795207798e-09
1958,1.5196111533555268e-06,1.6544486891589827e-09
1959,1.1641623203217932e-06,4.650448914844674e-09
1960,1.2374450406582582e-06,3.460416619915918e-09
1961,1.425067452487383e-06,4.86371165564492e-09
1962,1.277270062161051e-06,4.43936931660005e-09
1963,1.3636906572855878e-06,3.2330267352165265e-09
1964,1.3183959666207556e-06,1.8251904432275978e-09
1965,1.3411977874966396e-06,2.73602163147757e-09
1966,1.313868480679048e-06,2.769537488234164e-09
1967,1.3548562556309207e-06,3.944268467392931e-09
1968,1.5832241402335967e-06,1.3474247273492779e-09
1969,1.2567043512490272e-06,5.904285060864822e-09
1970,1.1712952883158323e-06,7.3579600190498695e-09
1971,1.4223084718878454e-06,7.193756701440179e-09
1972,1.2543208995907662e-06,3.5911027485013847e-09
1973,1.2244825313700858e-06,5.513203671370093e-09
1974,8.826522233107426e-07,7.875800456247362e-09
1975,9.635267339547227e-07,3.4268881066168433e-09
1976,1.0718576710644356e-06,5.142174241967723e-09
1977,9.109011820385149e-07,8.815172591880582e-09
1978,1.194058874887105e-06,3.5643548113029055e-09
1979,1.1434755506911642e-06,2.3407893401383717e-09
1980,1.011388274463343e-06,1.1370301367108482e-09
1981,1.1069711476352495e-06,3.1627747087981106e-09
1982,1.1185919497336272e-06,2.483000915987077e-09
1983,1.0395010541230931e-06,5.68378455412244e-09
1984,1.0739763887102072e-06,3.479405208395292e-09
1985,1.0436993420626095e-06,2.4062232206745193e-09
1986,1.264236971110222e-06,1.7983456945813714e-09
1987,1.1250014289032606e-06,1.2221633705067347e-09
1988,1.023611684303205e-06,3.597932174415064e-09
1989,1.0789648143827435e-06,5.488122178931576e-10
1990,1.071204827951533e-06,3.814055737905164e-09
1991,9.99379818011903e-07,3.5168792322792797e-09
1992,1.0689291904952825e-06,5.509944167592096e-10
1993,1.069067046444161e-06,4.4313659408601325e-09
1994,1.1341091763483746e-06,5.274926606624319e-10
1995,1.121362807054993e-06,2.1689803286761844e-09
1996,1.0265151821897689e-06,5.3380921904988554e-09
1997,1.1148129317462008e-06,5.274384040632185e-09
1998,1.1133581772071466e-06,6.198567881199324e-09
1999,1.016869770609219e-06,5.941261704833778e-09
2000,1.0386791977623488e-06,3.5344251969604557e-09
2001,1.0519289332933113e-06,4.8193329327261836e-09
2002,1.1286026158074947e-06,4.81934359086722e-09
2003,1.100067706261143e-06,2.5001538617175356e-09
2004,1.0923882172164667e-06,2.642874807889939e-09
2005,1.1507079875627824e-06,1.3511248786457486e-09
2006,1.2320726341386035e-06,2.4707338397433887e-09
2007,1.3265666609640903e-06,1.5977917877663117e-09
2008,1.4121927733867778e-06,3.405951742863067e-09
2009,1.5010269507342855e-06,5.245011536203492e-09
2010,1.8351936290628146e-06,4.2514138876015295e-09
2011,2.2041375160597454e-06,4.5887662558641296e-09
2012,2.589274714637213e-06,8.510632198976964e-09
2013,3.195221552232397e-06,7.80955033974351e-09
2014,2.96925848886076e-06,7.795602385840539e-09
2015,3.2953826405446307e-06,6.871383906315032e-09
2016,3.476951377479054e-06,8.078226088059637e-09
2017,3.0275382840727616e-06,2.1634257052483008e-08
2018,3.3295758044005197e-06,4.904786798931582e-09
2019,3.2974067494251358e-06,6.12237061048404e-09
