year,certains_DET anneaux_NOUN,certains_DET panneaux_NOUN
1909,9.351671770296832e-09,1.265226234892225e-08
1910,7.481810948561929e-09,1.6566866989364826e-08
1911,7.980561322895596e-09,1.2236860968961594e-08
1912,1.3023552902780011e-08,1.3023553235846919e-08
1913,9.015082680363662e-09,8.484783320383826e-09
1914,8.705766774141921e-09,1.0045115850232378e-08
1915,8.246533456102156e-09,2.3561523843085297e-09
1916,9.888715624128963e-09,1.2086208478478966e-08
1917,1.0966424435210342e-09,1.4256352209862655e-08
1918,2.2972752589112133e-09,6.89182577673364e-09
1919,2.762354567309444e-09,1.1970203106503874e-08
1920,3.028892692213958e-09,1.0601124866838063e-08
1921,1.5145495135815423e-08,2.1203692246452022e-08
1922,5.902348387820666e-09,1.9182631927350258e-08
1923,1.3800732556745743e-08,2.5478276377555176e-08
1924,1.5469949543600592e-08,2.7072411645789884e-08
1925,7.698724324711748e-09,1.429763174520815e-08
1926,1.5604594061358057e-08,3.4553028882555736e-08
1927,2.3413372129965637e-08,3.3447674852027376e-08
1928,2.8565103615818543e-08,1.7139061281312706e-08
1929,2.0052731253272782e-08,2.0052731919406597e-08
1930,1.1553964007759987e-08,2.941009036305786e-08
1931,1.2545892325022123e-08,1.596749932275543e-08
1932,3.287861094491973e-09,2.411098010135504e-08
1933,1.8353059516584835e-08,2.7529588830788043e-08
1934,4.193552882725271e-08,2.3963160344919743e-09
1935,4.308582379763948e-08,1.795242621227544e-08
1936,3.152425831487449e-08,1.2124714565686645e-08
1937,2.1404900962807005e-08,2.0145788592884628e-08
1938,2.9819993030422154e-08,2.0744342577039276e-08
1939,1.3764645423464117e-08,3.5176317858542916e-08
1940,2.5357829169792012e-08,4.057252622757801e-08
1941,2.066051774107791e-08,1.4757512545315876e-08
1942,1.8205270180260413e-08,1.5171058853624686e-08
1943,5.806470415592457e-09,1.7419411690866582e-08
1944,1.927911696952833e-08,2.2492303131116387e-08
1945,1.089252066321933e-08,3.7034569189131616e-08
1946,1.2528993842408909e-08,2.5057987684817817e-08
1947,2.1457567278559964e-08,1.907339353124371e-08
1948,5.435943917220243e-09,1.4133454628861841e-08
1949,1.6688914139528777e-08,2.0615716911365212e-08
1950,2.765194051512765e-08,2.6588404367089424e-08
1951,1.3859821956785368e-08,1.4925962910083967e-08
1952,2.319856839960721e-08,2.6362009020175492e-08
1953,2.370242058180594e-08,5.171437011952662e-08
1954,1.2704297391863406e-08,4.397641362174909e-08
1955,1.3139850985055546e-08,2.815682309531553e-08
1956,7.849027650053131e-09,3.662879421995058e-08
1957,1.0602045463770082e-08,4.59421976017893e-08
1958,1.3235589180204954e-08,3.8879544250747244e-08
1959,8.525822714489095e-09,2.7902692156800413e-08
1960,2.0762500829718533e-08,3.321999941796605e-08
1961,3.126671677122772e-08,4.307858914032181e-08
1962,1.6489086540616427e-08,2.473363025501385e-08
1963,2.3277792138287623e-08,4.07361344656465e-08
1964,1.8860301764789256e-08,4.502136574657811e-08
1965,1.2038495811328431e-08,4.487075599968193e-08
1966,1.994066989308152e-08,3.378835700118543e-08
1967,2.6130777985855502e-08,3.6484483212362306e-08
1968,1.8414804570099363e-08,2.3804504811764104e-08
1969,2.3162965101519717e-08,3.951329130558179e-08
1970,3.0811457607526904e-08,3.9549036712216434e-08
1971,3.0316544386010946e-08,5.138397574100395e-08
1972,1.898154378121575e-08,3.591102704092464e-08
1973,1.32316891332529e-08,4.2451670623222526e-08
1974,7.313243122197832e-09,4.7817360293578304e-08
1975,9.709516746170266e-09,3.8838065208324224e-08
1976,1.7711933197883667e-08,4.056604208102499e-08
1977,2.9383910082891873e-08,5.2891035551283494e-08
1978,2.316830560733507e-08,4.2772259511991706e-08
1979,9.363157360553487e-09,3.862302389023853e-08
1980,5.68515062804309e-09,3.979605356363436e-08
1981,1.6446428885430464e-08,3.226030198533181e-08
1982,2.296775836185816e-08,3.227901235192121e-08
1983,1.1999100824056086e-08,3.726036457152304e-08
1984,4.639206796497319e-09,2.667543830270347e-08
1985,1.1429560631270874e-08,3.7296460586588864e-08
1986,9.591176519663236e-09,3.896415678994458e-08
1987,1.2221633927111952e-08,3.72759845213011e-08
1988,8.99483088012687e-09,3.478001309176193e-08
1989,1.317149311841348e-08,3.786804292360557e-08
1990,7.62811153132148e-09,2.996758019513379e-08
1991,9.378344545396544e-09,3.341035292869776e-08
1992,2.7549720282848966e-09,3.52636422285002e-08
1993,6.09312805766038e-09,2.7142116110212555e-08
1994,6.329912038971486e-09,2.5319648155885943e-08
1995,4.880205739521415e-09,4.337960834988053e-08
1996,6.939519847648512e-09,2.6156652399578206e-08
1997,8.151320507465698e-09,3.020783534424254e-08
1998,2.3840645013706308e-09,3.19464654729984e-08
1999,6.398281460207045e-09,2.69641859951264e-08
2000,4.418031274155965e-09,3.2251629811241855e-08
2001,5.695575205910686e-09,4.8193330215440255e-08
2002,7.886198583051396e-09,2.8039817578928705e-08
2003,1.2500769308587678e-09,3.166861350933914e-08
2004,6.166707866572807e-09,2.334539361825705e-08
2005,4.053374524914943e-09,3.738112219764389e-08
2006,5.765045663075341e-09,2.182481750878651e-08
2007,6.391167151065247e-09,2.7162461169183416e-08
2008,2.128719839289417e-09,4.725758095958099e-08
2009,6.675469732542183e-09,3.1946889578193804e-08
2010,2.3618965672156378e-09,2.7870378893624093e-08
2011,8.412738394802943e-09,3.556293926010312e-08
2012,2.3829769546512836e-09,3.199997511416086e-08
2013,2.7891249310130206e-09,2.1755176327076242e-08
2014,2.165445156521173e-09,1.9705551412840805e-08
2015,3.768178213903184e-09,1.9727521394230507e-08
2016,3.7284121345848575e-09,1.5535050135184747e-08
2017,1.760927903493581e-09,1.861552334503358e-08
2018,2.0651733656507076e-09,2.452393443874712e-08
2019,3.826481576041374e-09,2.7805766134036958e-08
