year,avons_VERB osé_VERB,avons_VERB posé_VERB
1843,7.383638944702398e-08,2.9121071065674187e-07
1844,7.57421432240335e-08,2.848563269708393e-07
1845,7.812319324784767e-08,2.159548273539258e-07
1846,6.205771541090144e-08,2.324237016182451e-07
1847,9.060615724365562e-08,3.05795794020014e-07
1848,9.091100849900613e-08,3.0652293503408146e-07
1849,1.1396004140351579e-07,2.488686163815146e-07
1850,6.653215933738466e-08,2.3761485579143482e-07
1851,5.93348374877678e-08,2.470135029852827e-07
1852,6.250123618656289e-08,2.109416783468987e-07
1853,6.270528274399112e-08,1.9408778939578042e-07
1854,5.455447649183043e-08,1.917200194156976e-07
1855,6.368324534378189e-08,2.1864580901365116e-07
1856,5.2807330064297275e-08,2.479873728589155e-07
1857,8.689086428148585e-08,2.289427811774658e-07
1858,8.612870061597278e-08,2.393007605405728e-07
1859,4.83756465996521e-08,1.522559784916666e-07
1860,7.094634923987542e-08,2.787504911339056e-07
1861,6.979626476777412e-08,2.4004256715670635e-07
1862,6.370360949858878e-08,1.9246621718593815e-07
1863,8.291070230370678e-08,2.1177191911192494e-07
1864,7.000302559845295e-08,1.9514543225795933e-07
1865,7.107335164846518e-08,2.0427704328085383e-07
1866,4.962925004292629e-08,2.1506009773020196e-07
1867,6.502767746496829e-08,1.7130425078448752e-07
1868,5.631456545529545e-08,2.3316205499668285e-07
1869,6.641585770239544e-08,1.8899218900969572e-07
1870,5.103303379883073e-08,1.9553105801151105e-07
1871,8.496941461544338e-08,1.933054250002897e-07
1872,3.0236694925633856e-08,2.2012315525898885e-07
1873,4.968383748860106e-08,2.1789055892895703e-07
1874,6.273339892004515e-08,2.2046307890377648e-07
1875,5.9503882710032485e-08,2.111243446734079e-07
1876,4.292670396921494e-08,1.590101845749814e-07
1877,5.751878973114799e-08,1.3421050937267864e-07
1878,5.254007007238215e-08,2.331088211349197e-07
1879,6.292604837199178e-08,2.1871385058602755e-07
1880,4.813384535395926e-08,1.7713256283968803e-07
1881,3.9046042843438045e-08,1.58973179509303e-07
1882,1.9300616216355593e-08,1.6239140165907884e-07
1883,3.981183382961717e-08,1.447128568088374e-07
1884,2.9047466654219534e-08,1.808865022212558e-07
1885,2.707166935067562e-08,1.708093435581759e-07
1886,3.6784744139595205e-08,1.6327263097082323e-07
1887,3.4603299781110763e-08,2.134958378974261e-07
1888,4.057993407968752e-08,1.6992846951779939e-07
1889,2.6313573542324775e-08,1.5725493085483322e-07
1890,3.604912635069013e-08,1.8417826197492104e-07
1891,3.250852387282066e-08,2.0078793738775857e-07
1892,2.1312942521944933e-08,1.4480264098892803e-07
1893,3.1407925149551374e-08,2.1308120778940065e-07
1894,3.654892921645114e-08,1.5690832810832944e-07
1895,4.634333095054899e-08,1.8838262860754185e-07
1896,3.774098544795379e-08,1.7985938427500514e-07
1897,3.787363667129284e-08,1.8995086747963796e-07
1898,2.093591255913907e-08,2.0766162833751878e-07
1899,3.537650172802387e-08,1.7024942167154222e-07
1900,3.633737222230593e-08,1.2250885106368514e-07
1901,2.6825947685438223e-08,1.6486779941260465e-07
1902,1.8659077838378835e-08,1.851176989475789e-07
1903,3.4021386596805314e-08,1.9602799739004695e-07
1904,3.33226779503093e-08,2.1498500757388683e-07
1905,2.6835946798087207e-08,2.244930215056229e-07
1906,3.189394348623864e-08,1.718157562891065e-07
1907,2.3142794347563722e-08,1.7485668024619372e-07
1908,2.2592390180875555e-08,2.3279984873170179e-07
1909,3.080550925460557e-08,2.2884091777086724e-07
1910,2.8858414324872683e-08,1.8704527349200362e-07
1911,2.4473720827700163e-08,1.6173937922303594e-07
1912,2.344239469209697e-08,2.187956908983324e-07
1913,3.0227042202568555e-08,2.0469539663281466e-07
1914,1.5402511266415786e-08,2.1027774721460446e-07
1915,3.180805663305364e-08,1.9202641965421208e-07
1916,3.84561182897869e-08,2.395266847088351e-07
1917,2.7416060532914344e-08,2.2371506247509387e-07
1918,3.9053681177847466e-08,2.1479523582002003e-07
1919,3.498982437122322e-08,2.1914678427492618e-07
1920,2.3473917920568965e-08,2.5518420443404466e-07
1921,1.3630945261411398e-08,2.1658057391960028e-07
1922,1.9920426197472807e-08,2.2797820520281675e-07
1923,1.2739137744688378e-08,1.879022875073133e-07
1924,1.933743654092268e-08,2.6943496322928695e-07
1925,2.969508017258704e-08,2.320615521966829e-07
1926,2.6750733184144337e-08,2.886849870264996e-07
1927,2.4528294062520217e-08,2.2521433606925712e-07
1928,1.7139061725401916e-08,2.627989488246385e-07
1929,2.4508894469477127e-08,2.707118653688667e-07
1930,3.991369368350206e-08,2.7414404257797287e-07
1931,2.3951248095954725e-08,2.999608739173709e-07
1932,3.1782654730250215e-08,2.9261963163662585e-07
1933,3.211785326584504e-08,1.7091286963477614e-07
1934,3.354842448288764e-08,2.8516160455183126e-07
1935,1.6755597798123745e-08,2.513339723009267e-07
1936,3.516167268458048e-08,2.7401856073083763e-07
1937,1.0072894518486919e-08,2.795228226659674e-07
1938,2.9819993585533666e-08,2.6060081381729105e-07
1939,2.7529290846928234e-08,2.676458734640619e-07
1940,2.7893612752905028e-08,2.637214322476211e-07
1941,2.9515025090631752e-08,2.508777185994404e-07
1942,1.8205270180260413e-08,2.4880537807803194e-07
1943,1.7419411690866582e-08,2.9612999696837505e-07
1944,2.2492303131116387e-08,1.9600435052780085e-07
1945,3.703456741277478e-08,3.137045894163748e-07
1946,2.645009899993056e-08,3.5777239304479735e-07
1947,2.8610090296865565e-08,2.9206134399828443e-07
1948,2.391815279167986e-08,2.772331413325446e-07
1949,3.435953033203987e-08,2.7487624265631894e-07
1950,1.4889506516624351e-08,3.2012437145567674e-07
1951,1.2793682557799002e-08,3.0278380336312694e-07
1952,1.687168627029223e-08,3.2477996114721464e-07
1953,2.2625037843226892e-08,2.919707355886203e-07
1954,1.8567819282111486e-08,2.609267255593295e-07
1955,1.0324168187025862e-08,2.78752565918694e-07
1956,1.744228228517386e-08,3.0000725814716134e-07
1957,1.9437083054185678e-08,2.7211916631131317e-07
1958,3.060729980575161e-08,2.3989505848476256e-07
1959,1.9376869886400527e-08,2.922031967500516e-07
1960,1.4533750203327145e-08,3.1489790330851974e-07
1961,2.36237411854745e-08,2.723678562688292e-07
1962,3.297817485758969e-08,2.581176374860661e-07
1963,2.7804029301137234e-08,2.689878044748184e-07
1964,4.9280142633278956e-08,2.975060624521575e-07
1965,2.954903344232207e-08,2.4952518629106635e-07
1966,3.7665706997813686e-08,2.6199822400485573e-07
1967,2.6130779318123132e-08,2.894107069550955e-07
1968,3.2787337289619245e-08,2.7442550276646216e-07
1969,4.178417256639477e-08,3.052061288144614e-07
1970,2.483311511980446e-08,2.727043977301946e-07
1971,2.723350611688602e-08,2.769596108009864e-07
1972,2.565073486948677e-08,2.6215050752398383e-07
1973,2.3155456219114967e-08,2.8723792411256e-07
1974,1.6876715136504572e-08,2.987178504554322e-07
1975,2.6843956391076063e-08,2.9871040396756143e-07
1976,2.285410793945175e-08,3.1881481277196144e-07
1977,2.9971587878208084e-08,3.173462062022736e-07
1978,2.4356424432880885e-08,2.6019790766440565e-07
1979,3.5697038214266286e-08,2.639239937707316e-07
1980,2.615169236719339e-08,2.643594996243337e-07
1981,1.8976647808699454e-08,3.0678916118631605e-07
1982,2.9175261317959666e-08,3.072713639085123e-07
1983,3.220811350956865e-08,3.2523877280254965e-07
1984,2.551563760277986e-08,2.6617448156684986e-07
1985,2.707001200974446e-08,2.6167677447119786e-07
1986,2.577628777089558e-08,2.78743584658514e-07
1987,1.8943532964499354e-08,2.5054347929653886e-07
1988,3.1182079140990027e-08,2.3626421352673788e-07
1989,3.0733485090195245e-08,3.0898127079126425e-07
1990,2.887784944505256e-08,2.4192010528167884e-07
1991,4.10302547493302e-08,2.813503385823424e-07
1992,2.0386792698445788e-08,1.9670500250867917e-07
1993,3.157348160698348e-08,2.398476794951421e-07
1994,2.9012095836833396e-08,2.69021256826818e-07
1995,2.2232049090575856e-08,2.0334191219717468e-07
1996,3.25623616959092e-08,2.1085463686176809e-07
1997,2.061804593722627e-08,2.498140077022981e-07
1998,2.4794271524797296e-08,2.512803973786504e-07
1999,2.1479944933844308e-08,2.4679087573531433e-07
2000,2.9159007652879154e-08,2.3327206122303323e-07
2001,2.93541191354052e-08,2.059169474932787e-07
2002,2.716357272447567e-08,2.2826164070011146e-07
2003,2.1251306492331423e-08,2.150132161204965e-07
2004,2.686922684347337e-08,2.413825654912216e-07
2005,2.2518747755384538e-08,2.0176798898319248e-07
2006,2.2236605445868918e-08,2.314254174962116e-07
2007,2.3966876483427768e-08,2.145035438161358e-07
2008,2.8950589481269162e-08,2.0307987824708107e-07
2009,2.145686650578682e-08,2.770319724731962e-07
2010,3.684558436134466e-08,2.6406002007206553e-07
2011,3.6327733710095345e-08,2.2867352811317687e-07
2012,3.1319125071149756e-08,2.0289346025492705e-07
2013,3.151711425175563e-08,2.448851716962963e-07
2014,3.269822101970021e-08,1.8384629640877392e-07
2015,2.438232904466986e-08,1.8973885573814187e-07
2016,3.5212782023563705e-08,2.0961961411103402e-07
2017,2.842640789424422e-08,2.1634257052483008e-07
2018,3.4333506704342653e-08,2.0754991680860257e-07
2019,3.035675533169524e-08,1.9693625574745965e-07
