year,deux_DET airs_NOUN,deux_DET pairs_NOUN
1890,2.9494738484903138e-08,2.2284913747672164e-08
1891,4.653180718516836e-08,2.103492668936724e-08
1892,2.820830502514582e-08,4.576014145385443e-08
1893,5.4194064402768305e-08,3.202376541722174e-08
1894,4.2850465620247746e-08,2.835692747282792e-08
1895,6.43991759918805e-08,3.5509826190605054e-08
1896,4.0099797649073565e-08,1.2973464080801023e-08
1897,4.3700353113962365e-08,1.68974689795931e-08
1898,4.413516951906615e-08,2.2633419360928997e-08
1899,4.5878900678530954e-08,1.4371703827009696e-08
1900,4.412395127051383e-08,1.9726001942999005e-08
1901,3.5767929285057676e-08,2.459045100877688e-08
1902,2.995273185035785e-08,2.1114219705964388e-08
1903,4.6981915247101824e-08,2.6461078439510288e-08
1904,4.568431410945095e-08,2.042357483134083e-08
1905,4.4898605056076235e-08,1.7030504562143278e-08
1906,3.9610220603503166e-08,4.115347618238729e-09
1907,7.611407992769159e-08,1.90285200929452e-08
1908,6.041008471235898e-08,1.1296194868393172e-08
1909,3.960708294670212e-08,1.980354102926185e-08
1910,5.0235016701982715e-08,2.1911017888953666e-08
1911,3.724261854465283e-08,3.192224473647087e-08
1912,6.668059038261731e-08,9.897900055122477e-09
1913,7.848425115364321e-08,4.18936174639839e-08
1914,8.906668824693043e-08,1.4732836284281348e-08
1915,2.8273827723523937e-08,3.534228465440492e-09
1916,1.0987461607214755e-08,1.2086208478478966e-08
1917,3.947912752266802e-08,5.483212328627474e-09
1918,1.8378202071289707e-08,1.72295644418341e-08
1919,5.5247090680055067e-08,4.1435317399418636e-08
1920,7.04217537617069e-08,2.5745587883818644e-08
1921,6.739745078698789e-08,1.2116395886607734e-08
1922,5.459672369756419e-08,9.591316241230885e-09
1923,7.006525715169687e-08,2.2293490609115452e-08
1924,3.867487285980076e-08,1.418078698911529e-08
1925,5.27912540349007e-08,1.0998178145982251e-08
1926,3.901148493135054e-08,2.5636119005412183e-08
1927,6.801026863900717e-08,1.1149224654616319e-08
1928,1.0626218438503088e-07,7.998228745975666e-09
1929,6.01581959802644e-08,2.6736975744512392e-08
1930,9.348206830850359e-08,2.5208648168906223e-08
1931,7.185374428786417e-08,1.2545892325022123e-08
1932,7.342889585260082e-08,9.863582950409011e-09
1933,7.341223895451776e-08,1.1470662641954732e-08
1934,7.7880272897346e-08,7.188948103475923e-09
1935,6.582556189016486e-08,9.574627313213568e-09
1936,1.0790995830234351e-07,8.487299751891442e-09
1937,3.147779614742774e-08,2.6441347666938952e-08
1938,7.779128574636474e-08,1.0372171566075394e-08
1939,4.129393449403551e-08,1.5294050470515685e-08
1940,2.02862628917444e-08,4.817987586669403e-08
1941,1.0330259003765718e-07,8.854508237732261e-09
1942,6.675265851185941e-08,1.2136847082899749e-08
1943,4.0645293575281016e-08,2.6129117536299873e-08
1944,5.7837349132228155e-08,1.2852744646352221e-08
1945,7.189063611079405e-08,6.535512131478072e-09
1946,1.238978297735116e-07,2.0881656404014848e-08
1947,6.198852764427443e-08,3.69547006329185e-08
1948,7.284165093324191e-08,9.784699050996437e-09
1949,4.613993886959378e-08,1.7670614194109646e-08
1950,1.0635361658017928e-07,8.508289184305795e-09
1951,5.330700991734716e-08,1.2793681780642885e-08
1952,3.2688891704601986e-08,2.319856839960721e-08
1953,7.649417432809003e-08,2.4779802321184263e-08
1954,5.374894862519852e-08,1.4658804392553293e-08
1955,6.100644922568677e-08,2.5341140297285847e-08
1956,8.28508484040924e-08,9.593255967388359e-09
1957,4.770920514207688e-08,1.2369053170591116e-08
1958,5.2115132875840686e-08,1.4890037869363937e-08
1959,5.8905684330312624e-08,1.7826719656000023e-08
1960,4.083291726963978e-08,1.3149583755200922e-08
1961,4.655266566677696e-08,2.0149661827950638e-08
1962,4.5027890527293835e-08,1.2683912697930566e-08
1963,6.724695289506144e-08,1.8104948651398445e-08
1964,2.5552667426431697e-08,2.1293889207463224e-08
1965,5.6909250478742734e-08,1.2585699538103512e-08
1966,4.7636043665200134e-08,1.2185964348709888e-08
1967,9.909974391097975e-08,1.5777074091616328e-08
1968,1.0914140513573756e-07,1.6618237869137076e-08
1969,5.6317797758609345e-08,9.083515689622956e-09
1970,7.128024118174814e-08,6.438214850135182e-09
1971,6.320229040124303e-08,1.1304474245577012e-08
1972,1.9699764414182752e-07,1.2825367434743384e-08
1973,6.009392056194329e-08,1.2680369032569416e-08
1974,3.206575832637171e-08,9.563471847773286e-09
1975,4.169380662943922e-08,1.0851812337620004e-08
1976,5.5421210287676104e-08,1.7711933031350213e-08
1977,5.230335708983347e-08,5.289103821581875e-09
1978,7.12870956709466e-08,1.4851478491451076e-08
1979,5.091216703778656e-08,7.022367909392813e-09
1980,4.832377969998802e-08,1.5349907178663358e-08
1981,6.768338045581856e-08,5.692994575756671e-09
1982,6.021277043632978e-08,8.690503094932467e-09
1983,5.999550367619122e-08,1.5788289231544184e-08
1984,5.972978722734723e-08,6.958810416790584e-09
1985,5.594469065783869e-08,8.421781161338515e-09
1986,4.6756987059914934e-08,1.2588419195935785e-08
1987,6.355249421163833e-08,9.777306964053878e-09
1988,6.296381349635283e-08,6.596209300990807e-09
1989,5.707646888453155e-08,8.232183157375061e-09
1990,5.775569966726124e-08,1.1442167213715493e-08
1991,9.319729549206457e-08,7.033758131491652e-09
1992,5.234446837087958e-08,7.713921723606632e-09
1993,8.69655588653373e-08,1.5509781292610825e-08
1994,6.22441331254997e-08,8.439882404065457e-09
1995,8.892819269856744e-08,9.21816667442954e-09
1996,5.2313302134621154e-08,1.7081894565507127e-08
1997,4.986690405051064e-08,2.0138556711124522e-08
1998,3.671459680720801e-08,1.7165265542296027e-08
1999,6.261175472532798e-08,1.2796563031436392e-08
2000,6.847948741395271e-08,7.510653543540968e-09
2001,6.440381200567558e-08,8.762423314712109e-09
2002,3.943099197156741e-08,1.2705542729030128e-08
2003,7.417122760422501e-08,1.0417307017007715e-08
2004,5.197653624167131e-08,8.369103104977071e-09
2005,5.854874474131577e-08,1.9816498664226856e-08
2006,6.7533397873909e-08,1.1118302889467913e-08
2007,4.673540981992019e-08,1.0385647009059085e-08
2008,6.897052448606722e-08,1.4475294990434762e-08
2009,5.531103197675691e-08,9.53638501499654e-09
2010,5.3378861386566e-08,1.1337103367203838e-08
2011,4.053410118665113e-08,8.412738394802943e-09
2012,4.4255286657524096e-08,1.0553183327211002e-08
2013,3.709536461338203e-08,1.1435412228255615e-08
2014,6.886115722082309e-08,1.6673927849542025e-08
2015,4.8764659379973985e-08,1.529437057556926e-08
2016,3.438424314716748e-08,1.3256576059106351e-08
2017,4.075290205296511e-08,9.056201122348284e-09
2018,3.1752039775234664e-08,1.0584013332426423e-08
2019,2.90812607328661e-08,1.2754938438774843e-08
