year,ces_DET hommes_NOUN,ces_DET pommes_NOUN
1875,1.7134257632278604e-05,1.1557484747015678e-07
1876,1.4897984783601714e-05,1.1971109259434343e-07
1877,1.3427235444396501e-05,8.411349794457124e-08
1878,1.352031176793389e-05,7.730033591002439e-08
1879,1.5022219486127142e-05,6.59807142255886e-08
1880,1.3100107935315464e-05,8.214843116860493e-08
1881,1.4290851822806871e-05,5.7174563528050726e-08
1882,1.2830917057726765e-05,8.518892880005069e-08
1883,1.2339140880612831e-05,8.847074650653042e-08
1884,1.2156364618931548e-05,7.327883810859248e-08
1885,1.213713233028102e-05,1.0313017440033434e-07
1886,1.1737559702851286e-05,7.744156449440709e-08
1887,1.095880020329787e-05,8.814048335636926e-08
1888,1.1520897373884509e-05,8.623235925320216e-08
1889,1.2446947039279621e-05,1.0024218877191515e-07
1890,1.1812314937742485e-05,1.0159299401735211e-07
1891,1.0871232007048093e-05,6.82041534361133e-08
1892,1.093855405542854e-05,1.021767528364137e-07
1893,1.1435563919803826e-05,8.375446602926218e-08
1894,1.0793276260301354e-05,1.2288001371985047e-07
1895,1.2171444041086943e-05,7.824198733352716e-08
1896,1.1164255056428374e-05,9.730097905169544e-08
1897,1.0171694270866283e-05,1.077942022309486e-07
1898,1.0606586442918342e-05,9.845537762842582e-08
1899,1.120108447594248e-05,7.241127697454885e-08
1900,1.1292616818536771e-05,7.11174277245874e-08
1901,1.0594572245281597e-05,5.141639747296978e-08
1902,8.489880997331056e-06,8.691202557642441e-08
1903,9.675034334577504e-06,5.2922159099466626e-08
1904,9.661963645157812e-06,5.858341278752732e-08
1905,9.689325452200137e-06,6.657379314489731e-08
1906,9.676725426288613e-06,7.253300182696876e-08
1907,9.804316732697771e-06,7.14855212247123e-08
1908,9.935739967659174e-06,9.282525081921733e-08
1909,1.024943253469246e-05,1.0616898005189057e-07
1910,1.0382081086390826e-05,1.1489923923413414e-07
1911,9.643710427553742e-06,8.140172580439753e-08
1912,1.0399046345810348e-05,8.491356362494429e-08
1913,9.896969345390971e-06,8.749933283480615e-08
1914,9.82412279881828e-06,9.375441045733623e-08
1915,1.2710264172710595e-05,1.0367070135686163e-07
1916,1.4388081581273582e-05,1.801943763091174e-07
1917,1.5122698869163287e-05,1.9300907272423729e-07
1918,1.3853718428435968e-05,2.802675771462759e-07
1919,1.2129498486501689e-05,1.344345887943632e-07
1920,1.0099085216097592e-05,9.389567168227586e-08
1921,9.511371104053978e-06,1.6054224538653017e-07
1922,9.792733749236504e-06,9.074860568558663e-08
1923,9.405730224898434e-06,9.97899127774815e-08
1924,9.922683148033684e-06,8.637388404508783e-08
1925,9.946751902134565e-06,8.358615266601532e-08
1926,9.428518296772381e-06,8.248142657762969e-08
1927,1.0260632052450092e-05,9.365348851986255e-08
1928,8.402710591326468e-06,6.855624556934004e-08
1929,9.491625974078488e-06,1.0360577817891681e-07
1930,8.738998303670087e-06,9.768351105776674e-08
1931,8.495850238432467e-06,5.930785462737731e-08
1932,8.675569006300066e-06,1.2384276359966861e-07
1933,8.295582802020363e-06,7.111810340632019e-08
1934,8.926277473619848e-06,7.188948458747291e-08
1935,8.466364306514151e-06,1.0891138657598276e-07
1936,8.339378496202698e-06,8.972288734199196e-08
1937,8.506559538545844e-06,8.687871400070435e-08
1938,8.820235279927147e-06,1.1927997434213466e-07
1939,8.61972694110591e-06,7.647025324075685e-08
1940,8.829596140458307e-06,5.57872228412748e-08
1941,1.0138411767002253e-05,1.1215709472267577e-07
1942,1.0146403951694083e-05,1.3047110902775216e-07
1943,1.1885845310644072e-05,8.709705756615449e-08
1944,1.2666379916481674e-05,1.2531425674922048e-07
1945,1.4796399455008213e-05,1.3071023996502618e-07
1946,1.2748947142426914e-05,1.127609454698586e-07
1947,1.2028158835164504e-05,7.867774942660333e-08
1948,1.1167603474859789e-05,1.250267107621994e-07
1949,9.423345886716561e-06,1.158406960355407e-07
1950,1.072044483407808e-05,1.276243406511668e-07
1951,9.87352382253448e-06,1.0874629552404258e-07
1952,9.883644565888972e-06,7.381362543412706e-08
1953,9.577932132742717e-06,9.373229659104254e-08
1954,9.257523061023676e-06,5.863521579385633e-08
1955,8.893802487364155e-06,8.071622570327008e-08
1956,9.698781127553957e-06,8.197873069271111e-08
1957,8.457781518700358e-06,8.304935583680617e-08
1958,8.972075420388137e-06,7.858631195789556e-08
1959,9.441186193726026e-06,6.743150482435567e-08
1960,9.34104866701091e-06,9.135500000923003e-08
1961,1.0109571803695871e-05,6.392306611813225e-08
1962,1.0382416576248943e-05,7.483508857042409e-08
1963,9.879482945507334e-06,9.440437931385048e-08
1964,9.91139290817955e-06,6.935723906309477e-08
1965,9.820676496019587e-06,9.685516388913129e-08
1966,9.583706741977949e-06,6.480717484880216e-08
1967,1.0041121640824713e-05,6.853166301112879e-08
1968,1.0897072684201703e-05,7.186265083003462e-08
1969,1.0742165727606334e-05,6.767219118408718e-08
1970,9.162959713648888e-06,7.725857997797902e-08
1971,8.977293987300072e-06,7.450676187126248e-08
1972,9.284539942200354e-06,5.0275438923108595e-08
1973,8.816715649118123e-06,5.8991278528708335e-08
1974,8.373663263228082e-06,5.906850303327715e-08
1975,7.504313998651924e-06,7.653383082839582e-08
1976,7.749256724309816e-06,8.170343679392289e-08
1977,7.866072564866045e-06,6.405692332123181e-08
1978,8.326332704200468e-06,1.0574252495842984e-07
1979,8.597134183219168e-06,5.910493072747158e-08
1980,8.39469339553034e-06,6.708477684469472e-08
1981,8.111252100206912e-06,5.503228056591425e-08
1982,8.38323182961176e-06,7.01447749884565e-08
1983,7.842359536880394e-06,6.631081883590184e-08
1984,8.365649591723923e-06,8.814492746811453e-08
1985,8.40975008031819e-06,6.978047406569488e-08
1986,8.10694200481521e-06,6.174319999718847e-08
1987,7.834067332623817e-06,7.271872065617302e-08
1988,8.300429726659786e-06,6.476278180400641e-08
1989,8.873744604898093e-06,6.585746670229042e-08
1990,7.932690891720995e-06,5.448650913786324e-08
1991,8.247081382251054e-06,1.2602150256668665e-07
1992,8.709017720320844e-06,9.201606904207793e-08
1993,8.473879688608577e-06,7.090185683011896e-08
1994,8.714178534319217e-06,6.329912055624831e-08
1995,8.651520374769461e-06,6.235818261757231e-08
1996,7.97083919223951e-06,8.167281073667709e-08
1997,8.415998877353559e-06,3.6441198503212036e-08
1998,8.946917432695045e-06,6.34161176904513e-08
1999,8.564099857721885e-06,7.175215879784425e-08
2000,9.322046821580443e-06,5.345818010482617e-08
2001,8.924528401621501e-06,6.308944922039927e-08
2002,9.54887241277902e-06,7.710950178374532e-08
2003,9.294321557717922e-06,7.16710749637528e-08
2004,9.30335966131679e-06,5.8143246661757075e-08
2005,9.815021826398151e-06,6.125099449860727e-08
2006,9.843815746535256e-06,5.435614713888981e-08
2007,9.683417033556907e-06,5.911829453753015e-08
2008,9.610318898012338e-06,6.002990016185095e-08
2009,9.986502618630766e-06,6.866197210797509e-08
2010,1.0223233061879e-05,9.967203029592753e-08
2011,1.0095668471876706e-05,8.718656019368609e-08
2012,1.1554033335414715e-05,1.2936160054266566e-07
2013,1.2452606370061403e-05,1.1044935277482182e-07
2014,1.3485310091709835e-05,1.0264210281718533e-07
2015,1.3348216725717066e-05,1.081688768833633e-07
2016,1.3674987258127658e-05,1.0004572104094223e-07
2017,1.2321212352617295e-05,7.873863339113996e-08
2018,1.2367806561996986e-05,9.473982665042513e-08
2019,1.2935804079461377e-05,1.0331500160942753e-07
