year,faits_NOUN heureux_ADJ
1980,5.116635559687666e-09
1981,3.1627747087981106e-09
1982,1.8622506869903077e-09
1983,3.78918940668882e-09
1984,7.538710988796993e-09
1985,1.8046674155058895e-09
1986,5.994485463567401e-10
1987,3.0554083707556856e-09
1988,1.798966087207532e-09
1989,1.6464366536794728e-09
1990,1.089730194969718e-09
1991,2.344586080837985e-09
1992,2.2039776670368383e-09
1993,5.539207426075166e-10
1994,5.274926717646622e-09
1995,3.253470381991974e-09
1996,2.6690460952494277e-09
1997,2.3974471297094624e-09
1998,2.3840645013706308e-09
1999,2.7421207526856506e-09
2000,3.97622823555821e-09
2001,4.3812117822561447e-10
2002,1.752488598683044e-09
2003,1.2500769308587678e-09
2004,8.809582507929292e-10
2005,1.3511248786457486e-09
2006,1.2353669198716943e-09
2007,1.5977917877663117e-09
2008,4.6831836186811415e-09
2009,1.430457752249481e-09
2010,0.0
2011,3.4415748029203996e-09
2012,5.7872298064864935e-09
2013,2.5102124823206395e-09
2014,2.815078836704288e-09
2015,4.654808538617772e-09
2016,3.1070099826280284e-09
2017,2.5156112748447867e-09
2018,1.290733298020541e-09
2019,2.5509878653906526e-09
