year,trois_DET arts_NOUN,trois_DET parts_NOUN
1873,1.6162211291526063e-08,2.154961544209577e-07
1874,4.182226343019124e-09,2.7124724111260434e-07
1875,2.0597497041308088e-08,2.0483066975884867e-07
1876,1.753344314181504e-08,1.8258964473716333e-07
1877,1.6699003291265058e-08,2.7460582885385776e-07
1878,8.4547240319921e-09,2.832332484103972e-07
1879,8.553055264037823e-09,2.846945663659284e-07
1880,2.5029599504122757e-08,2.419528126740289e-07
1881,6.275256814181063e-09,2.0917522625119034e-07
1882,1.3310770041741193e-08,2.6887755666393787e-07
1883,1.579834707499117e-08,2.3760714196185972e-07
1884,2.3766108192546653e-08,2.8453314371290617e-07
1885,1.5469526104539e-08,2.075494711650805e-07
1886,1.7424351739236954e-08,2.0973757952624794e-07
1887,1.1752064210668323e-08,2.1219004825434595e-07
1888,1.0779045211961602e-08,1.7246472494569787e-07
1889,6.891650361495749e-09,2.537380354716845e-07
1890,2.6217545912032847e-09,2.739733582224346e-07
1891,7.011642266796514e-09,1.8166527371299424e-07
1892,3.1342561879199593e-09,2.43218277296009e-07
1893,4.310891643655168e-09,2.4572082724105826e-07
1894,1.071261657159539e-08,2.848295739266149e-07
1895,1.023164486468886e-08,1.998179997020344e-07
1896,1.2383760683576384e-08,2.111136323534879e-07
1897,7.574727511894253e-09,2.1908442493501212e-07
1898,7.921697076085366e-09,3.179995546886971e-07
1899,9.39688327150634e-09,1.7190768630825914e-07
1900,8.824790675987515e-09,1.8064865336953062e-07
1901,6.706486921359556e-09,2.2466730786874223e-07
1902,8.838511089681589e-09,1.9739341183822035e-07
1903,5.400220270956879e-09,2.26269236236476e-07
1904,1.5048950530172078e-08,2.6389409413241083e-07
1905,1.3934049469810361e-08,2.1055897453381434e-07
1906,1.3889298322578014e-08,2.6081016635259857e-07
1907,6.685696163355459e-09,2.499421878354724e-07
1908,9.331638795018193e-09,3.0843523290968733e-07
1909,1.1001967337165297e-08,2.0078589901828536e-07
1910,2.0842187531400214e-08,1.774258071574053e-07
1911,9.044636040123066e-09,2.1547515771658254e-07
1912,8.335073964360618e-09,1.5680358167458053e-07
1913,5.302989658506618e-09,1.8454404115963996e-07
1914,7.366418142140674e-09,1.694276221542168e-07
1915,8.246533234057551e-09,1.7553335762698907e-07
1916,3.2962386153911893e-09,2.0986052207128125e-07
1917,8.773139548168274e-09,1.5352993898432032e-07
1918,4.594550517822427e-09,1.562147176059625e-07
1919,1.1049418269237776e-08,1.4916714974333445e-07
1920,9.843901249695364e-09,2.17323055995422e-07
1921,1.2116395886607734e-08,2.1052237209051583e-07
1922,1.475587119159627e-08,1.387051895562763e-07
1923,1.2739137744688378e-08,1.3694573075540006e-07
1924,7.734974771800296e-09,1.353620575628156e-07
1925,1.2097995494286806e-08,1.7487103320945607e-07
1926,1.1146138456652466e-08,1.5827517074740172e-07
1927,1.2264147031260109e-08,1.8173236071561405e-07
1928,2.7422499715434867e-08,1.3825510114529038e-07
1929,7.798284462623428e-09,1.6822014270445607e-07
1930,1.260432402894196e-08,1.5440297629343291e-07
1931,2.167017765231094e-08,1.7222088199986274e-07
1932,8.767629289252454e-09,1.3589825986759507e-07
1933,9.176529758292418e-09,1.1700075686071898e-07
1934,1.677421224144382e-08,1.7493107229427096e-07
1935,1.795242621227544e-08,1.5439086809010405e-07
1936,1.2124714565686645e-08,1.3094691553305893e-07
1937,1.1332006444320086e-08,1.52352531923583e-07
1938,5.186085783037697e-09,1.4521040725412604e-07
1939,4.588215141154706e-09,1.4376407797556112e-07
1940,5.0715658339584024e-09,2.2568467983319351e-07
1941,2.9515025978810172e-08,8.559357667081713e-08
1942,6.068423541449874e-09,1.4564216632706461e-07
1943,1.161294105322952e-08,1.683876436064935e-07
1944,1.6065930807940276e-08,1.992175366893889e-07
1945,1.3071024262956144e-08,1.7428033061150927e-07
1946,1.6705326011390298e-08,2.2830610912905058e-07
1947,2.3841741914054637e-09,1.7642888416879998e-07
1948,1.848220954059343e-08,1.9243241111688292e-07
1949,1.4725512254010198e-08,1.502002228148669e-07
1950,2.9779012589159493e-08,1.808011391712938e-07
1951,1.3859822178829972e-08,1.8230997511636815e-07
1952,1.1599284199803606e-08,1.7609823022013416e-07
1953,5.386913692895234e-09,1.659169451828646e-07
1954,1.074978994708431e-08,1.475652942062311e-07
1955,8.447047505910632e-09,1.342141904281391e-07
1956,4.36057079333807e-09,1.456430671620268e-07
1957,5.301022731885041e-09,1.784677601257556e-07
1958,1.6544486503011768e-08,1.1332973653965794e-07
1959,1.5501495198577686e-08,1.5501496086756106e-07
1960,9.689166802218097e-09,1.4879792381572443e-07
1961,4.16889545107324e-09,1.4799579872715185e-07
1962,8.878739188311613e-09,1.6489086540616427e-07
1963,1.6811738112743058e-08,1.4289977068315807e-07
1964,1.3384730657151067e-08,1.4236485412766342e-07
1965,1.1491291473930687e-08,1.4500915429538352e-07
1966,1.21859649038214e-08,1.2019792194895018e-07
1967,6.4094360374689074e-09,1.18821088301857e-07
1968,8.533690143419648e-09,1.351916232295025e-07
1969,9.537691469940768e-09,1.4715294915923494e-07
1970,9.657322275202773e-09,1.4302034828661547e-07
1971,1.1304474689666222e-08,1.2897377044129854e-07
1972,8.721249722398738e-09,1.4877425369430597e-07
1973,8.269805285010534e-09,1.3948405652719487e-07
1974,8.438357623763437e-09,1.254502468572838e-07
1975,6.282628195464213e-09,1.3022174849552925e-07
1976,1.0855700893763753e-08,1.1198512850363329e-07
1977,9.990529348247179e-09,1.0049296861325274e-07
1978,1.4257419356233925e-08,1.6158407989408374e-07
1979,4.0963813452421505e-09,1.3869177450942516e-07
1980,5.68515062804309e-09,9.153092861424739e-08
1981,6.958104536991527e-09,1.3157142714215198e-07
1982,1.3035754475865247e-08,1.2849529074099308e-07
1983,1.1999100157922271e-08,1.0925496485292285e-07
1984,8.118612115914914e-09,1.4033599882168346e-07
1985,9.62489299372038e-09,1.3535005827236546e-07
1986,1.3787316233138114e-08,1.0550294693434381e-07
1987,1.9554613928107756e-08,1.0877254164043393e-07
1988,1.139345240375178e-08,1.0733831579123887e-07
1989,1.426911733215519e-08,1.0866482047511283e-07
1990,8.717841726291198e-09,1.0951788298463327e-07
1991,1.2309076702354815e-08,1.2836609286637213e-07
1992,1.0468893751891528e-08,1.0523993410060939e-07
1993,1.7171543575944526e-08,1.1798511556637692e-07
1994,1.582477948680605e-08,1.0655351445620909e-07
1995,2.2774293340077634e-08,1.1278697531480475e-07
1996,1.7081894343462523e-08,1.0142375095334444e-07
1997,2.3015493066935733e-08,1.0261074123718572e-07
1998,1.4781200707858488e-08,1.082365305160593e-07
1999,2.102292517847104e-08,8.637680504186562e-08
2000,1.0161472663305915e-08,1.1619422979336491e-07
2001,1.5772362582655575e-08,1.0558720475728478e-07
2002,1.7086763726137377e-08,1.0120621851683609e-07
2003,1.2084076683738232e-08,9.292238445368639e-08
2004,1.4535810971549878e-08,1.0967930408334325e-07
2005,1.2610498645315715e-08,8.782311711197366e-08
2006,1.68833483860098e-08,1.185952264171064e-07
2007,9.986198756806175e-09,1.0545425732644276e-07
2008,1.0217855395122655e-08,9.281218316115059e-08
2009,1.3350939243039761e-08,8.916520033430686e-08
2010,1.0392344540477438e-08,9.683775514801596e-08
2011,1.0707121356201554e-08,8.489217495633028e-08
2012,6.127654827992046e-09,9.599992689679482e-08
2013,5.29933741333366e-09,1.1965346558007184e-07
2014,7.57905826986871e-09,1.1325278403973016e-07
2015,7.093041182182347e-09,1.1481860551221246e-07
2016,5.799751928714514e-09,1.232447344179377e-07
2017,2.264050197320344e-09,9.936664824294894e-08
2018,6.7118134383648e-09,1.0919604287451534e-07
2019,6.887666825772243e-09,2.558640774807941e-07
