year,deux_DET airs_NOUN,deux_DET paires_NOUN
1883,7.140853064413477e-08,1.003510970321031e-06
1884,4.291103117282091e-08,1.2530020541134945e-06
1885,4.318576085626802e-08,1.2730130904969883e-06
1886,4.9046325889534614e-08,1.2242220606140108e-06
1887,5.35371814103236e-08,1.3090494377365758e-06
1888,4.755461202599065e-08,1.1349700130836027e-06
1889,5.889228527067303e-08,1.084495139025421e-06
1890,2.9494738484903138e-08,1.1063804947752942e-06
1891,4.653180718516836e-08,1.281218260373862e-06
1892,2.820830502514582e-08,1.143376636036919e-06
1893,5.4194064402768305e-08,1.4558496701511103e-06
1894,4.2850465620247746e-08,1.238252501423176e-06
1895,6.43991759918805e-08,1.3246970524960489e-06
1896,4.0099797649073565e-08,1.1534588679751323e-06
1897,4.3700353113962365e-08,1.5335909964164784e-06
1898,4.413516951906615e-08,1.4734356241774549e-06
1899,4.5878900678530954e-08,1.2641571700555687e-06
1900,4.412395127051383e-08,1.3216421166362124e-06
1901,3.5767929285057676e-08,1.2462888108188963e-06
1902,2.995273185035785e-08,1.978353409981537e-06
1903,4.6981915247101824e-08,1.0870643052385276e-06
1904,4.568431410945095e-08,1.1066353451383293e-06
1905,4.4898605056076235e-08,9.898335804336966e-07
1906,3.9610220603503166e-08,1.1255476195515257e-06
1907,7.611407992769159e-08,1.1010828231405867e-06
1908,6.041008471235898e-08,1.0569309125685322e-06
1909,3.960708294670212e-08,8.543027512075696e-07
1910,5.0235016701982715e-08,1.0084412238597906e-06
1911,3.724261854465283e-08,1.1901676870706979e-06
1912,6.668059038261731e-08,1.0903318496957581e-06
1913,7.848425115364321e-08,1.0436283446324524e-06
1914,8.906668824693043e-08,1.0319682033355093e-06
1915,2.8273827723523937e-08,9.000502174671965e-07
1916,1.0987461607214755e-08,9.273418015709467e-07
1917,3.947912752266802e-08,8.959568518207561e-07
1918,1.8378202071289707e-08,7.558035477472913e-07
1919,5.5247090680055067e-08,8.1213223523946e-07
1920,7.04217537617069e-08,9.359278578813246e-07
1921,6.739745078698789e-08,8.057403100281135e-07
1922,5.459672369756419e-08,9.746252587206072e-07
1923,7.006525715169687e-08,9.034171881694419e-07
1924,3.867487285980076e-08,1.3549097239717867e-06
1925,5.27912540349007e-08,8.160648121702252e-07
1926,3.901148493135054e-08,9.429633394120174e-07
1927,6.801026863900717e-08,7.380786755106783e-07
1928,1.0626218438503088e-07,1.1540301798618202e-06
1929,6.01581959802644e-08,1.1062423652674624e-06
1930,9.348206830850359e-08,8.728494549359311e-07
1931,7.185374428786417e-08,7.56175126070957e-07
1932,7.342889585260082e-08,8.964901105912304e-07
1933,7.341223895451776e-08,9.29123643800267e-07
1934,7.7880272897346e-08,9.201853643503455e-07
1935,6.582556189016486e-08,1.1740887018163448e-06
1936,1.0790995830234351e-07,1.1191111610742155e-06
1937,3.147779614742774e-08,9.216698515501776e-07
1938,7.779128574636474e-08,1.1435319606789562e-06
1939,4.129393449403551e-08,9.023489724313549e-07
1940,2.02862628917444e-08,1.2653556495934026e-06
1941,1.0330259003765718e-07,1.8417375713397632e-06
1942,6.675265851185941e-08,1.0134267540706787e-06
1943,4.0645293575281016e-08,1.306455818195218e-06
1944,5.7837349132228155e-08,1.359177716153681e-06
1945,7.189063611079405e-08,1.1654996399101947e-06
1946,1.238978297735116e-07,9.368903199913348e-07
1947,6.198852764427443e-08,8.249242853253236e-07
1948,7.284165093324191e-08,1.478576734825765e-06
1949,4.613993886959378e-08,1.0258773883720096e-06
1950,1.0635361658017928e-07,1.100759867256329e-06
1951,5.330700991734716e-08,9.872458051063404e-07
1952,3.2688891704601986e-08,1.4246030701769996e-06
1953,7.649417432809003e-08,9.901147350888095e-07
1954,5.374894862519852e-08,9.909351419423729e-07
1955,6.100644922568677e-08,9.892430909985706e-07
1956,8.28508484040924e-08,1.0665956082789307e-06
1957,4.770920514207688e-08,1.2695948683472125e-06
1958,5.2115132875840686e-08,1.1457057240704671e-06
1959,5.8905684330312624e-08,9.688435014254537e-07
1960,4.083291726963978e-08,8.706408571867996e-07
1961,4.655266566677696e-08,1.0033141819576485e-06
1962,4.5027890527293835e-08,1.0527647802405227e-06
1963,6.724695289506144e-08,9.382243035815918e-07
1964,2.5552667426431697e-08,9.247632064557365e-07
1965,5.6909250478742734e-08,8.996039113640109e-07
1966,4.7636043665200134e-08,9.687841640015904e-07
1967,9.909974391097975e-08,9.37256771749162e-07
1968,1.0914140513573756e-07,8.893003524690357e-07
1969,5.6317797758609345e-08,8.456753093355474e-07
1970,7.128024118174814e-08,6.695743692830547e-07
1971,6.320229040124303e-08,6.972805302041252e-07
1972,1.9699764414182752e-07,7.361760552271335e-07
1973,6.009392056194329e-08,9.438604848810428e-07
1974,3.206575832637171e-08,7.718284358304572e-07
1975,4.169380662943922e-08,6.973717319169737e-07
1976,5.5421210287676104e-08,8.016077970296465e-07
1977,5.230335708983347e-08,7.21081107712962e-07
1978,7.12870956709466e-08,6.546531459150629e-07
1979,5.091216703778656e-08,7.935275760928562e-07
1980,4.832377969998802e-08,6.259350797677143e-07
1981,6.768338045581856e-08,7.154196239866906e-07
1982,6.021277043632978e-08,6.070936962032647e-07
1983,5.999550367619122e-08,5.84166741646186e-07
1984,5.972978722734723e-08,6.309321136654944e-07
1985,5.594469065783869e-08,6.526880262924806e-07
1986,4.6756987059914934e-08,7.181393399946501e-07
1987,6.355249421163833e-08,5.97637907162607e-07
1988,6.296381349635283e-08,5.876622530820441e-07
1989,5.707646888453155e-08,6.640627887577466e-07
1990,5.775569966726124e-08,6.55472724986339e-07
1991,9.319729549206457e-08,5.398409648194047e-07
1992,5.234446837087958e-08,6.138077708328638e-07
1993,8.69655588653373e-08,5.456119218649746e-07
1994,6.22441331254997e-08,4.979530778825847e-07
1995,8.892819269856744e-08,5.438718240213802e-07
1996,5.2313302134621154e-08,5.540939547188373e-07
1997,4.986690405051064e-08,5.293563560826442e-07
1998,3.671459680720801e-08,5.144811545676475e-07
1999,6.261175472532798e-08,5.82700636186928e-07
2000,6.847948741395271e-08,4.917269187387774e-07
2001,6.440381200567558e-08,5.454608622557089e-07
2002,3.943099197156741e-08,5.454620684020028e-07
2003,7.417122760422501e-08,6.533735117386641e-07
2004,5.197653624167131e-08,4.854079946881029e-07
2005,5.854874474131577e-08,4.472223409379694e-07
2006,6.7533397873909e-08,5.542679755166091e-07
2007,4.673540981992019e-08,5.704116716742647e-07
2008,6.897052448606722e-08,5.824177620183946e-07
2009,5.531103197675691e-08,5.531103326461562e-07
2010,5.3378861386566e-08,5.918912791003095e-07
2011,4.053410118665113e-08,6.114531245771104e-07
2012,4.4255286657524096e-08,8.282547128146689e-07
2013,3.709536461338203e-08,7.053697288483818e-07
2014,6.886115722082309e-08,7.559569112913778e-07
2015,4.8764659379973985e-08,7.746930918983708e-07
2016,3.438424314716748e-08,7.463038471655636e-07
2017,4.075290205296511e-08,7.031133932855482e-07
2018,3.1752039775234664e-08,7.66953746733634e-07
2019,2.90812607328661e-08,6.928482676471504e-07
