year,plusieurs_DET airs_NOUN,plusieurs_DET pères_NOUN
1878,1.1293095963926802e-07,1.914391081214717e-07
1879,5.9260456652943105e-08,2.47427675681422e-07
1880,8.407378393471276e-08,1.6237150601838835e-07
1881,9.064259814950404e-08,1.352666483267484e-07
1882,3.860123354293421e-08,1.5507047423923837e-07
1883,8.973460996486438e-08,1.0110942305630033e-07
1884,4.027034972153842e-08,1.4391699032501037e-07
1885,5.4787904435471546e-08,1.095758071500974e-07
1886,3.420335914494643e-08,1.4262155034749924e-07
1887,3.7867763591492576e-08,1.0446279508080636e-07
1888,3.931181136174189e-08,1.1539918975955743e-07
1889,3.9470360035931407e-08,1.6414658077223976e-07
1890,3.21164943528629e-08,1.1666808275023755e-07
1891,3.505821177807178e-08,1.166482253012191e-07
1892,3.3223115813996174e-08,1.278776546875804e-07
1893,3.941386639283451e-08,1.0284555784778604e-07
1894,3.150769734006076e-08,9.64135529191168e-08
1895,2.407445731655855e-08,1.3301138146459834e-07
1896,3.1843957581934035e-08,1.3268315113279527e-07
1897,2.0976168801922768e-08,1.0021947360883132e-07
1898,2.037007762467624e-08,1.1995712245749246e-07
1899,3.427098604902312e-08,1.205012090110813e-07
1900,3.737558218475101e-08,1.0174464470935618e-07
1901,1.1177477665658131e-08,1.1289252421775586e-07
1902,2.2587305914534284e-08,5.6959292504821235e-08
1903,2.6461079549733313e-08,1.1502469399182758e-07
1904,3.6009986992269205e-08,1.2576622854254538e-07
1905,2.0126960098565405e-08,8.824898112269608e-08
1906,2.572092172581364e-08,9.053764404853837e-08
1907,1.954280415272791e-08,1.0954255991180162e-07
1908,2.8486056846688257e-08,1.4930622427300477e-07
1909,3.355599975662926e-08,1.0176819476015453e-07
1910,2.9392828393426385e-08,1.309316934872129e-07
1911,2.3409645777405785e-08,1.0640747993839739e-07
1912,2.3442395913342295e-08,1.187748039921388e-07
1913,2.9696742065432602e-08,1.5113520612786147e-07
1914,3.750176436057018e-08,1.0580855125397193e-07
1915,2.3561524287174507e-08,8.246533367284314e-08
1916,2.5271162940043723e-08,8.680094865098908e-08
1917,1.9739564316445524e-08,4.605898240583883e-08
1918,6.89182577673364e-09,7.581008354407004e-08
1919,2.5781975665495338e-08,8.563298892205751e-08
1920,3.104614920701465e-08,9.616734120143633e-08
1921,2.4232791995260072e-08,8.254294581178101e-08
1922,3.172512152982421e-08,7.230376919409309e-08
1923,3.0786250437842e-08,9.978991144521387e-08
1924,2.3204923871311678e-08,1.0828964303044586e-07
1925,3.739380360912037e-08,1.3087831662872418e-07
1926,3.343841403768977e-08,6.576221667220494e-08
1927,6.132073648856817e-08,7.692965109384886e-08
1928,3.427812300671462e-08,1.2568645413324475e-07
1929,1.782465064437133e-08,7.90968843755735e-08
1930,4.201441383688831e-08,1.1974107927414934e-07
1931,2.737285687004487e-08,9.352392815742405e-08
1932,3.1782656950696264e-08,9.644392151564318e-08
1933,2.4088391503696016e-08,7.570637183818008e-08
1934,2.036868629318178e-08,6.230421512043449e-08
1935,1.4361940969820353e-08,8.497481740477042e-08
1936,4.607391712596609e-08,7.274828606185224e-08
1937,2.0145788925951535e-08,4.5328026221369555e-08
1938,2.5930428471099276e-08,1.0242519543623985e-07
1939,4.588215141154706e-09,6.72938211820906e-08
1940,1.77504799747652e-08,7.100192300768526e-08
1941,2.3612020783048138e-08,4.7224042010185485e-08
1942,1.517105907566929e-08,9.406056333816082e-08
1943,3.774205836748479e-08,1.0161323360513563e-07
1944,3.534504777746861e-08,1.7029886656416693e-07
1945,1.5249528306782167e-08,1.2853173592120015e-07
1946,2.7842207650508044e-08,1.2528994020044593e-07
1947,1.549713202209091e-08,8.940653128952647e-08
1948,3.261566261514304e-08,9.458542704621209e-08
1949,1.1780409536754632e-08,9.0316476963892e-08
1950,3.6160230587611863e-08,8.08287445863698e-08
1951,2.985192459892261e-08,4.904244743642039e-08
1952,1.3708245316657042e-08,8.8576352474945e-08
1953,1.4005975268460702e-08,9.588706362251287e-08
1954,1.759056522665503e-08,6.938500662911906e-08
1955,1.2201289756319511e-08,5.5375085850073447e-08
1956,2.1802854632824165e-08,5.581530682086111e-08
1957,2.4738105286470358e-08,1.2104001578805423e-07
1958,1.9853384713997002e-08,5.0460684741793216e-08
1959,2.0151945223645384e-08,6.820658260409118e-08
1960,2.5607082898559952e-08,8.651041638607637e-08
1961,1.598076654341085e-08,6.809196229085046e-08
1962,3.424656330741627e-08,8.307963073050928e-08
1963,5.172842765244212e-08,7.888584974136137e-08
1964,2.068549243006146e-08,1.0707784570129775e-07
1965,2.7360216536820303e-08,9.521355437414059e-08
1966,2.215629990587331e-08,8.031658271789865e-08
1967,3.204718207472368e-08,1.1290468648894603e-07
1968,3.27873351801955e-08,8.893003355936457e-08
1969,2.8613074021244245e-08,9.219768326573785e-08
1970,2.8052221878738237e-08,8.415666652439313e-08
1971,4.110717910510431e-08,1.0071259093358265e-07
1972,9.952484647524074e-08,6.976999777918991e-08
1973,2.2604135341275366e-08,7.553089226286502e-08
1974,2.531507237168995e-08,5.7380830087438994e-08
1975,1.8276735680444745e-08,8.452990574170371e-08
1976,1.5426522226302808e-08,5.770662248050229e-08
1977,1.704266811008992e-08,5.876782083191756e-08
1978,2.07920705097564e-08,8.910887139279566e-08
1979,1.0533551697555765e-08,4.447499657445064e-08
1980,2.4446148327861295e-08,4.661823582718938e-08
1981,2.0874313833019187e-08,6.262294022230108e-08
1982,2.7933760748943826e-08,7.635227516900045e-08
1983,2.0840542402922324e-08,6.441622435460204e-08
1984,3.363424899704981e-08,7.364740994830754e-08
1985,1.864822973818292e-08,5.65462454638066e-08
1986,1.678455929798872e-08,5.5748715643844093e-08
1987,2.1998941002188133e-08,6.416357667404782e-08
1988,1.2592763165564236e-08,6.776105765382567e-08
1989,3.347754684579485e-08,8.835877007840054e-08
1990,1.9070278800548124e-08,6.048002632041971e-08
1991,4.8064014990245596e-08,6.330382307240257e-08
1992,1.0468894195980738e-08,8.760811254227008e-08
1993,3.046564067687996e-08,7.865674378493281e-08
1994,1.9517228444509982e-08,6.751906056479129e-08
1995,3.307695128906829e-08,9.218166407976014e-08
1996,2.935950593752068e-08,6.672615082692346e-08
1997,2.3015492622846523e-08,5.945669023788014e-08
1998,2.288702038999446e-08,8.344225976841813e-08
1999,3.793266811769058e-08,7.81504394531396e-08
2000,1.5463110347724296e-08,9.8522102476295e-08
2001,2.3658543346627425e-08,8.455738598200924e-08
2002,2.1029863794819192e-08,6.440395416973388e-08
2003,4.125253760811631e-08,6.29205350044515e-08
2004,2.378587282692024e-08,9.426253289035458e-08
2005,1.8014998715010222e-08,8.376974225399181e-08
2006,2.3060183040879423e-08,7.165128534936116e-08
2007,2.1969636831986605e-08,8.548186203327646e-08
2008,2.8099102378220664e-08,7.620817044085015e-08
2009,2.145686650578682e-08,9.250293375728802e-08
2010,1.9367552228644058e-08,5.7630274552522565e-08
2011,1.3383901875663184e-08,6.921389217318108e-08
2012,8.170206539093172e-09,5.991484908207667e-08
2013,1.3387799813191492e-08,5.1877726892080034e-08
2014,1.4725027419615344e-08,5.1970684866731176e-08
2015,1.2856137154848568e-08,7.004378277386536e-08
2016,1.6570720351438695e-08,8.347500335403879e-08
2017,9.810883938587978e-09,6.490277248971665e-08
2018,8.776986804015507e-09,5.266191971387002e-08
2019,1.607122351865442e-08,5.510133505026715e-08
