year,plusieurs_DET anneaux_NOUN,plusieurs_DET panneaux_NOUN
1884,9.110341547824419e-08,2.3766109080725073e-08
1885,1.0570842334800545e-07,2.7716232864349877e-08
1886,1.0454611243382317e-07,5.162771010702727e-08
1887,8.55289101764356e-08,2.0239666942423185e-08
1888,9.764546615720349e-08,4.1213995105593426e-08
1889,9.523007749034917e-08,3.069917031695013e-08
1890,9.045053506184786e-08,3.21164943528629e-08
1891,7.649063726855587e-08,2.8683990294098294e-08
1892,4.826754462783356e-08,3.949162685756846e-08
1893,6.281585052114735e-08,2.3401982796045218e-08
1894,7.498832133023825e-08,4.4110777253081324e-08
1895,7.703826510052636e-08,2.4676318988170465e-08
1896,5.425266502712134e-08,3.0664551120551664e-08
1897,5.477110676110897e-08,4.777905004971217e-08
1898,6.846609323929442e-08,4.0174318982622026e-08
1899,6.577818467690122e-08,2.5426860617017155e-08
1900,7.994221817853031e-08,3.114631885736685e-08
1901,6.76237413288483e-08,3.297355899434251e-08
1902,1.8609975716010752e-07,7.267220070161784e-08
1903,6.318257561588325e-08,2.6461078439510288e-08
1904,5.535863945027586e-08,3.332267706213088e-08
1905,5.7284425925008264e-08,2.8384174843854026e-08
1906,3.49804547550292e-08,4.4754404071589704e-08
1907,5.8114130396802466e-08,2.982849078847494e-08
1908,6.237464300618001e-08,4.027338906809064e-08
1909,5.0609048840577486e-08,4.345776893899256e-08
1910,5.344150810770998e-08,3.36681500456848e-08
1911,4.096687944432631e-08,4.788336749328437e-08
1912,4.2717254955526585e-08,2.7088990606216612e-08
1913,6.416617681637149e-08,3.977242246655521e-08
1914,6.830678245250965e-08,2.47779509132684e-08
1915,8.364341308464418e-08,1.295883844676382e-08
1916,4.614733883911981e-08,1.7579939726175553e-08
1917,4.0575772075612804e-08,1.5352993543160665e-08
1918,4.020231614276781e-08,8.040463406189247e-09
1919,4.143531662226252e-08,1.9336482248721865e-08
1920,6.057785162383311e-08,2.0445026116533427e-08
1921,3.7863738422405646e-08,2.1960967377943064e-08
1922,2.951174182808103e-08,1.7707045163462e-08
1923,4.989495749896378e-08,1.2739137300599168e-08
1924,3.222906019839655e-08,2.4494086647841584e-08
1925,3.51941706888681e-08,3.0794897964980805e-08
1926,3.1209186346359274e-08,2.4521504160546215e-08
1927,3.456259556333663e-08,3.121782932158368e-08
1928,4.227635130860108e-08,2.742249805010033e-08
1929,3.676334259239411e-08,3.8991422535161746e-08
1930,4.621585714126297e-08,4.516549534372416e-08
1931,6.158892595919951e-08,3.079446209142134e-08
1932,2.739884241709234e-08,1.53433514782364e-08
1933,3.441198770381959e-08,2.7529589052832648e-08
1934,4.4331848414458364e-08,2.3963160344919743e-08
1935,2.154291145473053e-08,1.555876849579363e-08
1936,4.7286388138445545e-08,2.7886842612900864e-08
1937,1.7627565185307503e-08,1.6368453259474336e-08
1938,2.7226949583791793e-08,1.6854778683850213e-08
1939,1.988226472349197e-08,2.2941076593951948e-08
1940,3.550096039361961e-08,1.0143131667916805e-08
1941,5.607854980382854e-08,1.7709016475464523e-08
1942,2.4273694165799498e-08,4.247896523423833e-08
1943,9.00002918857723e-08,2.0322646676618206e-08
1944,6.105053884652989e-08,1.927911696952833e-08
1945,4.357008087652048e-09,3.267755976921194e-08
1946,3.062642850437669e-08,3.61948711002924e-08
1947,3.218635202806297e-08,2.8610090296865565e-08
1948,6.631851645622078e-08,1.195907639583993e-08
1949,1.9634016856784342e-08,7.85360643185129e-09
1950,3.403315540495555e-08,2.1270723182809093e-08
1951,2.6653504292539765e-08,2.1322803078760444e-08
1952,6.221434634134937e-08,4.007025466989944e-08
1953,3.5553629373907825e-08,4.848222190378948e-08
1954,2.052232517257835e-08,4.983993417972954e-08
1955,3.003394466460918e-08,3.848099350278744e-08
1956,4.186147939400087e-08,2.2674967681268754e-08
1957,3.003912896204497e-08,4.064117292701397e-08
1958,5.21151335419745e-08,3.8052319517589694e-08
1959,3.487836619520124e-08,3.875374088302408e-08
1960,3.460416664324839e-08,4.014083287984249e-08
1961,3.8909690358579496e-08,4.516303375723396e-08
1962,1.0781326054143392e-08,3.424656336292742e-08
1963,4.3969162977219867e-08,4.138273990150765e-08
1964,1.46015243229769e-08,2.92030486459538e-08
1965,4.049312085641077e-08,4.870118619493269e-08
1966,3.157272621123752e-08,3.821961591654599e-08
1967,3.1554148183232655e-08,3.2540215633147795e-08
1968,1.8414804736632817e-08,3.188905250972596e-08
1969,2.0437909975523638e-08,3.31548315468666e-08
1970,2.4373242313302512e-08,2.7132477264935062e-08
1971,3.853798036246303e-08,3.4941102677876756e-08
1972,3.231992451446786e-08,4.001514697371533e-08
1973,2.095017470615801e-08,3.363054434935009e-08
1974,2.756530048664274e-08,4.6129686070983666e-08
1975,2.1132477545648953e-08,4.6262990771595014e-08
1976,2.9710340632149723e-08,4.97076848571254e-08
1977,2.5270161796431267e-08,5.4066393362361964e-08
1978,2.138612864577283e-08,5.643561662438401e-08
1979,2.0481905949054635e-08,4.2719404569346864e-08
1980,1.5349906234973787e-08,4.946081166856686e-08
1981,2.719986330612656e-08,4.6176512502604794e-08
1982,1.8001756418861703e-08,3.848651264348746e-08
1983,2.7787390166622572e-08,4.925946495148992e-08
1984,2.667543930190419e-08,5.1031273429202884e-08
1985,1.1429560076159362e-08,4.932757580178304e-08
1986,2.0980699177997053e-08,4.975422918107597e-08
1987,3.6053820373638246e-08,5.499735156178076e-08
1988,1.5591039570495013e-08,3.418035587898771e-08
1989,2.1952487827547884e-08,3.6221607047082216e-08
1990,1.3076762561681221e-08,5.1762185204751177e-08
1991,2.344586091940215e-08,4.396098773895574e-08
1992,1.98357992808873e-08,3.7467621893938485e-08
1993,2.4926432917737884e-08,5.428423399678195e-08
1994,1.9517228500021133e-08,4.905681816325114e-08
1995,2.4943273835287272e-08,4.337960524125606e-08
1996,1.4946657245218375e-08,4.0569502202103536e-08
1997,1.726162068838022e-08,3.308477181107605e-08
1998,1.0013071483072622e-08,4.1959538066294044e-08
1999,1.9651865745817787e-08,4.06747917569561e-08
2000,1.8555731506886275e-08,4.5063922815558044e-08
2001,1.70867264781549e-08,4.7317087803477875e-08
2002,1.7524886153363894e-08,3.023042838279366e-08
2003,1.3334153337041244e-08,4.75029198199195e-08
2004,1.4095332012686868e-08,3.7000245534102305e-08
2005,1.9366122927522156e-08,3.873224718731194e-08
2006,1.1530091548195287e-08,4.406142029012017e-08
2007,1.5977918210730024e-08,4.833320188524226e-08
2008,2.384166220004147e-08,3.7039725508947186e-08
2009,2.384096164931293e-08,4.482100912639453e-08
2010,1.8422792014138878e-08,4.109700046939224e-08
2011,1.529588808391047e-08,5.0858827815858376e-08
2012,2.6553170995313735e-08,5.719144624549699e-08
2013,1.6455837581474952e-08,3.737427389793879e-08
2014,2.338680726854392e-08,3.5080211624460844e-08
2015,1.9727520950141297e-08,3.3026974044503277e-08
2016,2.6098883720848676e-08,3.58341827322306e-08
2017,2.0124890753869806e-08,3.9243536864574935e-08
2018,2.0909879938635356e-08,4.1561612373897105e-08
2019,2.3724186837270622e-08,4.974425937831484e-08
