year,aux_ADP airs_NOUN,aux_ADP pères_NOUN
1839,1.3703291867894762e-07,1.326982030036561e-06
1840,1.2038711361128662e-07,1.6038875969570654e-06
1841,8.154096420298629e-08,2.0134839928687143e-06
1842,1.3483613425790963e-07,1.3651319363816583e-06
1843,1.3290549683020458e-07,1.8683559233068081e-06
1844,1.3007890231619967e-07,2.5005884936035727e-06
1845,8.816759988761191e-08,2.033993041550275e-06
1846,9.777017462297977e-08,2.0953260673195473e-06
1847,8.46736130100112e-08,1.9652907212730497e-06
1848,1.3757328987118456e-07,1.4135454762254085e-06
1849,9.133561951202296e-08,1.290429935352222e-06
1850,1.1948632749891885e-07,2.0299098650866654e-06
1851,8.513259319720134e-08,2.3630743726243963e-06
1852,1.367214490510804e-07,1.8665734273781709e-06
1853,9.913406562311877e-08,1.728277084112051e-06
1854,7.79349695889664e-08,1.8745957390819967e-06
1855,1.2895856826844465e-07,1.7067109752133547e-06
1856,9.629572161884425e-08,1.925914432376885e-06
1857,1.0836950115056254e-07,1.5469502159248805e-06
1858,1.1598011928626306e-07,1.3658250281878281e-06
1859,1.5632971717138844e-07,1.8209611880593002e-06
1860,1.2587255593388136e-07,1.458748556615319e-06
1861,1.6788831125325032e-07,1.5015628491710231e-06
1862,9.307051873630456e-08,1.480092237216013e-06
1863,1.143768160183356e-07,1.8350236246078566e-06
1864,1.2466292620416652e-07,1.6757574599068903e-06
1865,1.0355057483701913e-07,1.7594184669178503e-06
1866,1.2942529759030208e-07,1.6460368783555168e-06
1867,1.1889387963037734e-07,1.249598938102281e-06
1868,9.682153423451467e-08,1.4523229765472934e-06
1869,1.1573940161824225e-07,2.087216103063838e-06
1870,1.0665330840708975e-07,1.9518702742971072e-06
1871,4.99195342840153e-08,1.1577083398606192e-06
1872,1.1066630678513434e-07,1.495507035542687e-06
1873,1.4725570851581438e-07,1.243293127117795e-06
1874,1.0216581447508588e-07,1.320388605563494e-06
1875,1.0127102711976477e-07,1.3897589496991714e-06
1876,8.283040520140617e-08,1.7763191522135457e-06
1877,1.0576035047726862e-07,1.5462040323654946e-06
1878,1.600358487952036e-07,1.472933718105196e-06
1879,1.4601287046112077e-07,1.5951447949191788e-06
1880,8.214843538745242e-08,1.4170604458740854e-06
1881,1.1295462259974798e-07,1.2313448110035097e-06
1882,1.2844893282348835e-07,1.392306558045675e-06
1883,1.0742876366265364e-07,1.236062701082119e-06
1884,1.558000528589787e-07,1.352027538814582e-06
1885,1.0055191379532147e-07,1.2794586723430257e-06
1886,1.5423778870760074e-07,1.3700703789254476e-06
1887,1.3514874475095695e-07,1.4265700656324043e-06
1888,1.0842450848258522e-07,1.1793543421845243e-06
1889,1.2029062695928516e-07,1.2968832834303612e-06
1890,8.455158556630593e-08,1.3803538081447186e-06
1891,7.394095424828606e-08,1.2786685488208605e-06
1892,8.650546878818943e-08,1.258090435385384e-06
1893,1.1146733691624888e-07,1.1528555887707626e-06
1894,1.102769380256774e-07,1.250855518719618e-06
1895,1.3361324713301315e-07,1.2512699640865321e-06
1896,1.0614652418139414e-07,1.0537990533521224e-06
1897,7.982597916011969e-08,1.135043817157566e-06
1898,1.0637707481553349e-07,1.1260126484557986e-06
1899,1.0668226124721514e-07,1.0331043824862718e-06
1900,1.1835600921550338e-07,1.2593495171131508e-06
1901,8.327221268089602e-08,1.1026581887563225e-06
1902,7.660042644630494e-08,9.589784326635709e-07
1903,1.1880484729331897e-07,1.1983088938904984e-06
1904,7.524475620357407e-08,1.2829229945054976e-06
1905,8.463644651790503e-08,1.1307222962386732e-06
1906,1.116288048663705e-07,1.1260619885433698e-06
1907,1.1777111208477464e-07,1.0362829527821305e-06
1908,1.502885083048966e-07,1.1782422575379314e-06
1909,1.4907666123775698e-07,1.2987822515242442e-06
1910,1.1436482716398189e-07,1.390013551372249e-06
1911,1.500345536697978e-07,1.1928278809136827e-06
1912,1.2346328115420135e-07,1.1257559435762232e-06
1913,1.6386237833287964e-07,1.2849143899984483e-06
1914,1.325955188424821e-07,1.307204342992918e-06
1915,5.890380805340101e-08,1.3218015055826982e-06
1916,1.0108465020586266e-07,1.470122413138597e-06
1917,1.5681987053373092e-07,9.738184587604337e-07
1918,1.1486376561009592e-07,9.326937515652389e-07
1919,1.1049418369157848e-07,8.968444262791309e-07
1920,1.0979736009275598e-07,8.253732630691957e-07
1921,1.4009583387819546e-07,7.830221022686601e-07
1922,1.7190590284599239e-07,9.7757646244645e-07
1923,1.910870719434854e-07,1.0573484132692101e-06
1924,1.4825367922188804e-07,1.1267279944604525e-06
1925,2.0236647046978362e-07,1.1614075958732428e-06
1926,1.0700293096022051e-07,9.173271848794684e-07
1927,1.4939961312521177e-07,1.2386788625917688e-06
1928,1.5996458113676226e-07,1.1026129698166187e-06
1929,1.1697426360868235e-07,1.1017861822892883e-06
1930,1.6385622059189586e-07,1.2016122070690471e-06
1931,1.4370748857572835e-07,1.114303358917823e-06
1932,9.534796863164274e-08,1.0652669573119056e-06
1933,8.144170404733586e-08,8.465349026209879e-07
1934,1.3778817731235904e-07,9.058074397216842e-07
1935,9.095895769917206e-08,8.712910641861527e-07
1936,1.6125869706229423e-07,9.032912089423917e-07
1937,1.170974018860349e-07,1.0035120965312672e-06
1938,1.1150084711086805e-07,7.493893861010292e-07
1939,9.635251796424882e-08,7.601142897328828e-07
1940,1.0143131645712344e-07,1.123351864862343e-06
1941,1.9184767552360427e-07,9.769473763299175e-07
1942,1.5474480608013153e-07,1.1863768349940074e-06
1943,8.419382258040287e-08,9.958096711670805e-07
1944,1.2210107591670294e-07,1.317406344014671e-06
1945,1.219962295628818e-07,8.409025724631647e-07
1946,1.1972149405181653e-07,1.108119903392435e-06
1947,1.0728783705893363e-07,8.463818232939957e-07
1948,1.06544502331829e-07,8.393097061798471e-07
1949,1.0995049448681016e-07,1.093614741876081e-06
1950,1.2230665924484185e-07,8.689090407187905e-07
1951,1.3113524643948438e-07,7.953405543048575e-07
1952,8.96308345321728e-08,7.602803577810846e-07
1953,1.0342874157132087e-07,8.726800047043071e-07
1954,1.2508846047865063e-07,7.554170622370293e-07
1955,1.2764426982059263e-07,9.028954934819922e-07
1956,1.552363162460324e-07,8.74730517352873e-07
1957,9.718541371661615e-08,1.2554588977309322e-06
1958,8.603133344609049e-08,7.25475771901074e-07
1959,8.525822625671253e-08,7.471721232832351e-07
1960,1.0727291965828556e-07,8.782537577189942e-07
1961,1.0908610048598888e-07,8.219672338327655e-07
1962,1.1098423446931349e-07,9.96321347201956e-07
1963,1.1832877122586183e-07,9.505098148565594e-07
1964,8.517555871723204e-08,1.0926807476607792e-06
1965,1.1491290985432556e-07,1.0697844743390306e-06
1966,1.2739872157219168e-07,9.482895677592751e-07
1967,1.1980715464154912e-07,9.90997477856581e-07
1968,1.6797895230347137e-07,8.363016377188615e-07
1969,8.720174657361746e-08,9.019930757858674e-07
1970,1.0439106001847165e-07,8.641004569653887e-07
1971,1.346260187773396e-07,8.432110121248115e-07
1972,1.3697492673436784e-07,6.802574716857634e-07
1973,9.31731425346527e-08,7.343587355990167e-07
1974,6.075617275946854e-08,7.341371031088784e-07
1975,8.224531455880424e-08,9.897995028040896e-07
1976,9.998671690603089e-08,7.730401705430268e-07
1977,9.344082807505316e-08,7.087398898875108e-07
1978,9.504946363314559e-08,6.427719654311659e-07
1979,9.772795150908564e-08,6.741473157489963e-07
1980,9.835310998962399e-08,6.708477826578019e-07
1981,9.867857464485041e-08,8.476236530441383e-07
1982,9.497478570263951e-08,7.790415281760943e-07
1983,7.767838539063376e-08,7.136306976462947e-07
1984,1.3627670258919977e-07,6.738447666521097e-07
1985,9.083492735761922e-08,8.145065635289939e-07
1986,1.1689246526280783e-07,7.307277769541543e-07
1987,1.1549443801328607e-07,8.170162004716985e-07
1988,8.215278701761974e-08,8.185295996554487e-07
1989,1.1909225272610513e-07,9.263950460081105e-07
1990,1.0951788154134334e-07,8.216565845486912e-07
1991,1.2250461961516024e-07,7.766441285639303e-07
1992,1.1405584365853372e-07,9.818720627663424e-07
1993,1.3903410955862228e-07,8.83503588511303e-07
1994,1.0497104285800418e-07,9.362994433104177e-07
1995,1.3664575782001975e-07,8.556627619782375e-07
1996,1.1797184074069378e-07,9.064080472853675e-07
1997,1.2179031649850458e-07,9.623353491861053e-07
1998,1.2397135984443253e-07,1.0456507197886822e-06
1999,1.2385245440338366e-07,8.336047017110104e-07
2000,1.3784258490190382e-07,9.154161375590775e-07
2001,1.2355017253717904e-07,8.354970759683056e-07
2002,1.58162092089853e-07,9.152371944765036e-07
2003,1.7001045560238737e-07,9.2880713964405e-07
2004,1.5064385938678981e-07,9.15756118047284e-07
2005,1.5582973145189527e-07,9.647031617987523e-07
2006,1.7583389411157668e-07,8.503442643359449e-07
2007,1.9652838578743115e-07,9.434960759335809e-07
2008,2.494859703272567e-07,8.131709989811498e-07
2009,2.3364142820447853e-07,9.002347098885366e-07
2010,2.5225053845723266e-07,6.306263742317242e-07
2011,3.6518933521634267e-07,6.554288063398417e-07
2012,3.5744652374103403e-07,6.066378404057104e-07
2013,3.2521199094803777e-07,5.137568166446727e-07
2014,3.5123521820168424e-07,5.57602135131674e-07
2015,3.5598200205655406e-07,5.193436010131336e-07
2016,3.657986657190637e-07,6.574433371042687e-07
2017,3.569652507473542e-07,5.28026831148054e-07
2018,4.2852346959776355e-07,4.3549344752591423e-07
2019,5.130036373479641e-07,4.772898165583683e-07
