year,quelques_DET airs_NOUN,quelques_DET pairs_NOUN
1869,1.2159963236335614e-07,3.711474505507795e-08
1870,1.536725093842506e-07,2.2936195609446486e-08
1871,6.266494367856978e-08,1.911811864374613e-08
1872,8.829115505371021e-08,3.08414298544335e-08
1873,8.200826018267549e-08,1.7359412352035974e-08
1874,9.499628728093512e-08,4.6004491049966845e-08
1875,1.218685312665002e-07,4.4627912032524364e-08
1876,1.0520065596431039e-07,3.8089892351322874e-08
1877,1.9667715378535178e-07,1.9172929910382663e-08
1878,2.9349971697456567e-07,4.3481438893877566e-08
1879,1.3501609119614955e-07,2.871382864810812e-08
1880,1.9574431320279473e-07,5.904418731716987e-08
1881,1.1922988063517437e-07,1.673401861523871e-08
1882,1.1713477610086898e-07,3.394246350651997e-08
1883,1.2385904391010172e-07,2.0853818227806187e-08
1884,1.3335427606619987e-07,2.1125429405799423e-08
1885,1.0248560755599101e-07,3.093905132089958e-08
1886,9.292987668274577e-08,2.968593282304255e-08
1887,7.442974159221905e-08,3.656197811174877e-08
1888,8.179393273799462e-08,4.438430289965822e-09
1889,7.580815619689929e-08,1.1277246414476139e-08
1890,6.554386655643896e-08,1.9007720730712663e-08
1891,8.350228242193225e-08,3.1233678754460925e-08
1892,5.140180192597654e-08,2.2566644553023707e-08
1893,6.89742667425719e-08,2.58653494178418e-08
1894,1.0649601733803138e-07,2.7726773765834878e-08
1895,6.861220569476245e-08,2.8889348913097024e-08
1896,7.607167251677538e-08,2.299841295183569e-08
1897,6.817254760704827e-08,9.322741467698847e-09
1898,5.4320205666869015e-08,1.0750874301912461e-08
1899,6.909473171390346e-08,9.39688327150634e-09
1900,8.772879833696123e-08,1.1420316803345543e-08
1901,6.985923667324201e-08,1.9001712259214543e-08
1902,5.990546014800202e-08,8.347482538528794e-09
1903,4.158169653045718e-08,8.640352655575612e-09
1904,5.8045952933127865e-08,8.599400302955473e-09
1905,5.212366521734069e-08,1.2385821979155054e-08
1906,4.835533462532737e-08,6.1730215383803966e-09
1907,7.508551180812617e-08,6.685696163355459e-09
1908,7.367083521003792e-08,1.080505551698252e-08
1909,7.206288454852938e-08,6.051081746782927e-09
1910,5.4510337355040406e-08,5.878565967343263e-09
1911,4.735132996813718e-08,4.25629931299909e-09
1912,7.501566834378082e-08,1.3544495081063701e-08
1913,1.2727175668914015e-07,9.545381374209683e-09
1914,8.370929860390675e-08,4.018046229070649e-09
1915,3.887651434109074e-08,1.1780761921542648e-09
1916,1.2086207812345151e-08,2.197492410260793e-09
1917,4.934891073560266e-08,3.289927441585405e-09
1918,3.79050408838566e-08,1.378365155346728e-08
1919,5.7088659133341935e-08,0.0
1920,5.3762844842708546e-08,5.300562211374427e-09
1921,1.1207665906454167e-07,6.058197943303867e-09
1922,1.1804696997685937e-07,5.902348387820666e-09
1923,6.900366411599634e-08,2.9724654737606215e-08
1924,7.09039369439779e-08,1.5469948877466777e-08
1925,6.708888511397504e-08,2.3096174306402872e-08
1926,6.79914426982009e-08,7.802297030679028e-09
1927,1.0814748030441024e-07,1.1149224654616319e-08
1928,8.798051664982154e-08,1.1426041224282812e-09
1929,8.800921280638363e-08,6.684243825105796e-09
1930,1.0503603853351251e-07,1.3654685049324655e-08
1931,7.299428173013212e-08,1.1405356659111021e-08
1932,9.425201463741928e-08,1.0959536389520963e-08
1933,9.520649668637304e-08,3.4411986593596566e-09
1934,9.585264137967897e-08,8.38710612072191e-09
1935,9.574627135577884e-08,2.5133396697185617e-08
1936,7.153581371710516e-08,1.091224310911798e-08
1937,4.910535889024459e-08,1.1332006444320086e-08
1938,5.963998495062128e-08,2.2040864688932515e-08
1939,3.211750687626136e-08,1.988226472349197e-08
1940,7.100191878883777e-08,5.0715658339584024e-09
1941,1.1215709783130023e-07,0.0
1942,6.371844740726829e-08,1.8205270180260413e-08
1943,6.677441199975931e-08,0.0
1944,8.675602458652065e-08,3.2131861615880553e-09
1945,7.842614380138002e-08,4.357008087652048e-09
1946,8.909507087651036e-08,1.1136883415474585e-08
1947,7.152522862874378e-08,1.4305044926388177e-08
1948,9.45854274903013e-08,1.630783175166073e-08
1949,6.282885278707795e-08,2.9451024952109606e-09
1950,4.147791021757996e-08,3.190608444114673e-09
1951,5.970384997500133e-08,1.1727542048589612e-08
1952,5.799642188719645e-08,1.0544803585865736e-08
1953,6.464296520292123e-08,1.5083358784195866e-08
1954,5.277169434769746e-08,1.0749790169128914e-08
1955,7.883910368988722e-08,1.8771215692936494e-08
1956,7.936238799466366e-08,2.616342476002842e-09
1957,8.39328593293942e-08,8.835037423882142e-09
1958,5.4596806187134916e-08,1.5717262602521487e-08
1959,4.2629114460623896e-08,5.425523585955716e-09
1960,9.550750013076481e-08,1.0381250303836964e-08
1961,6.114380157740129e-08,4.168895617606694e-09
1962,6.278537156845232e-08,4.439369538644655e-09
1963,8.729172185084622e-08,5.819447812527301e-09
1964,4.623815813564747e-08,9.73434927109551e-09
1965,8.59110838580257e-08,7.1136563306595235e-09
1966,7.366969256850098e-08,6.6468897053084675e-09
1967,7.642020039000386e-08,9.367637554547059e-09
1968,1.3833560785769805e-07,9.881114815257774e-09
1969,6.994306778196346e-08,9.537691469940768e-09
1970,7.909806853945156e-08,5.058597540852361e-09
1971,9.300499703712717e-08,7.193756368373272e-09
1972,1.769900617176745e-07,6.156176013405457e-09
1973,7.167164683963279e-08,7.718485461882807e-09
1974,5.569315963960264e-08,1.0126029126311664e-08
1975,5.140332159925265e-08,6.8537762132336866e-09
1976,6.284879372486785e-08,3.999468867199596e-09
1977,4.936496633689558e-08,2.3507127355770763e-09
1978,7.36633321007929e-08,2.3762365408686037e-09
1979,4.915657725312883e-08,9.363157249531184e-09
1980,5.855705387247667e-08,9.096241149197937e-09
1981,6.768337890150633e-08,3.162774764309262e-09
1982,6.642027328140898e-08,4.345251602977385e-09
1983,6.94684785251809e-08,1.1367568886200274e-08
1984,6.958810372381663e-08,6.958810416790584e-09
1985,5.5343134963692364e-08,4.210890525158106e-09
1986,4.975422962516518e-08,1.0190625454598035e-08
1987,6.966331089763855e-08,2.4443267410134695e-09
1988,5.396898550280582e-08,4.797242936227519e-09
1989,6.366221461107102e-08,2.1952488715726304e-09
1990,5.993515972413377e-08,5.448651030359741e-09
1991,8.968041687040795e-08,3.5168792322792797e-09
1992,7.052728356882199e-08,1.65298330578878e-09
1993,6.813224939783424e-08,6.647048911290199e-09
1994,4.74743404588196e-08,2.1099706426497278e-09
1995,7.64565588617927e-08,4.3379608238858225e-09
1996,6.352329640080256e-08,3.736664533349199e-09
1997,7.096443965792787e-08,6.233362936924891e-09
1998,6.627699811190269e-08,8.105819793158275e-09
1999,6.581089673218798e-08,4.570201161957499e-09
2000,7.731555307088911e-08,8.394259509714175e-09
2001,6.265132834748499e-08,5.257454110951798e-09
2002,5.783212309040664e-08,8.32432084374446e-09
2003,6.917091743829928e-08,5.000307723435071e-09
2004,7.532193269099707e-08,6.607186797680242e-09
2005,5.5846496316291905e-08,4.954124332989807e-09
2006,6.794518636610292e-08,7.823991232669414e-09
2007,6.151498088691199e-08,1.1583990322527882e-08
2008,1.0217855006544596e-07,5.960415577765943e-09
2009,8.582746335861202e-08,5.721831008997924e-09
2010,8.502827131273705e-08,5.668551683601919e-09
2011,8.718655908346307e-08,4.588766228108554e-09
2012,8.612759350157262e-08,8.170206511337597e-09
2013,7.921115185993699e-08,8.088462566391286e-09
2014,8.553508390463094e-08,8.661780695473631e-09
2015,1.0839053654621011e-07,1.1747849804066846e-08
2016,9.279603063738762e-08,8.699628045727437e-09
2017,6.968243160265786e-08,5.7859061985965354e-09
2018,8.751172275722752e-08,1.1358453622101194e-08
2019,7.806022295220316e-08,1.3520235597752617e-08
