year,deux_DET iles_NOUN,deux_DET piles_NOUN
1847,2.7505441480002446e-08,1.5047094592546273e-07
1848,2.976732055293141e-08,1.0458788235467864e-07
1849,3.351766042491988e-08,1.5166740596761485e-07
1850,2.4440385715251978e-08,1.2559642925680237e-07
1851,1.7413484432182713e-08,5.868989294555149e-08
1852,2.9948508117882966e-08,1.8424844161479825e-07
1853,2.7470886676539408e-08,1.2541057126114197e-07
1854,2.805658755322682e-08,2.2185487935644232e-07
1855,3.449509122788186e-08,1.1781400743871018e-07
1856,2.1744194667050465e-08,1.910382856351589e-07
1857,2.001418675234845e-08,8.152120334337098e-08
1858,1.761723378290725e-08,1.654062553591018e-07
1859,1.78226069458276e-08,1.5021912025403594e-07
1860,1.1442959996221802e-08,1.3502692119971016e-07
1861,1.1318312787000906e-08,1.2591623443913846e-07
1862,1.6264750907213354e-08,1.1114246245558235e-07
1863,2.0477945228414285e-08,6.792684459355769e-08
1864,4.794727948009836e-09,1.6877442199358939e-07
1865,1.4591218067128153e-08,1.1249358067288995e-07
1866,3.649209645573137e-08,1.1385534470775838e-07
1867,1.4073153309368536e-08,1.6014277370857144e-07
1868,9.38576083520104e-09,1.9265508655053054e-07
1869,8.30198221279943e-09,1.1573940561504514e-07
1870,5.160643912205387e-09,1.410576024873933e-07
1871,1.4869647735338276e-08,1.3170260171335713e-07
1872,1.3908880824864411e-08,1.1187577442228758e-07
1873,1.3169209722718733e-08,1.5084731463943513e-07
1874,8.961913544602851e-09,1.404033120877557e-07
1875,8.01013810836082e-09,1.8709393145854847e-07
1876,1.2092029821886285e-08,1.741252217968281e-07
1877,9.27722387800145e-09,8.844286725206985e-08
1878,1.992899334446463e-08,1.4191859065704193e-07
1879,1.527331294770562e-08,1.53344066333716e-07
1880,7.059630657835214e-09,1.3670012855016012e-07
1881,1.743126931685879e-08,2.537992696005631e-07
1882,1.0648616211028639e-08,1.9300617104534012e-07
1883,1.1374810038322636e-08,2.0032305059203281e-07
1884,2.8387296957532726e-08,1.723042961643273e-07
1885,1.0313017162477678e-08,1.5727351021510572e-07
1886,2.452316305578961e-08,1.9489460267863024e-07
1887,1.893388101859017e-08,1.4167765827188816e-07
1888,2.409433608185907e-08,1.528088180435816e-07
1889,2.1927978266500503e-08,1.5224282901016295e-07
1890,1.4419650584684973e-08,1.4944000881200736e-07
1891,1.2748439637277897e-08,1.580806516798816e-07
1892,2.0059238936553925e-08,1.316387603367275e-07
1893,3.3871290439080326e-08,9.422377234002965e-08
1894,1.8274463942091757e-08,1.0208493339547431e-07
1895,1.865770427045277e-08,1.0773319747414689e-07
1896,7.666137447071009e-09,1.25606719691973e-07
1897,1.0488084623005989e-08,1.008021457415964e-07
1898,2.150174893689183e-08,8.940201023932559e-08
1899,8.844125432005967e-09,1.3266187970373267e-07
1900,2.1283317330755835e-08,1.2302796204011202e-07
1901,1.6207343189744705e-08,1.5480807480372505e-07
1902,9.820567470342212e-09,2.53370643577e-07
1903,1.944079364157858e-08,1.225849977082305e-07
1904,1.9886113200584532e-08,1.2899100543251052e-07
1905,1.23858218126216e-08,8.928113448547492e-08
1906,1.9547901686234326e-08,9.773950693237055e-08
1907,9.257117905558943e-09,1.0697114394275786e-07
1908,5.893666887857307e-09,1.1394422561039619e-07
1909,3.850688656825696e-09,1.380746814660938e-07
1910,8.550640973048473e-09,1.1436482516558044e-07
1911,1.6493159393782264e-08,1.3460546188781564e-07
1912,5.2094213387476884e-09,1.1304443725546065e-07
1913,5.833288574397244e-09,1.3045354751994864e-07
1914,8.036092680185902e-09,1.2522910708412383e-07
1915,1.1780761699498044e-08,1.4136913850659738e-07
1916,1.3184954461564757e-08,1.1207211336738965e-07
1917,8.773139770212879e-09,7.347504293875318e-08
1918,6.89182577673364e-09,9.189101302098379e-08
1919,6.445493860862683e-09,8.287063835155095e-08
1920,9.086678076641874e-09,9.843900983241838e-08
1921,3.0290989716519334e-09,7.042654992517328e-08
1922,8.115729144275718e-09,1.1878476158244666e-07
1923,3.1847844361720945e-09,8.068120616044894e-08
1924,5.156649773851996e-09,9.281969282071145e-08
1925,1.5397449537601915e-08,6.488924952918751e-08
1926,7.802296808634424e-09,8.359604031227263e-08
1927,4.4596899506643695e-09,5.909089351163743e-08
1928,5.713020723163709e-09,6.741364400042471e-08
1929,1.0026365737658693e-08,7.352668007776231e-08
1930,1.2604324250986565e-08,9.453243221546614e-08
1931,7.983749661377715e-09,1.049292812638214e-07
1932,9.863582839386709e-09,1.008277359382248e-07
1933,1.8353059516584835e-08,1.0782422776856038e-07
1934,2.3963160344919743e-08,9.944711365506009e-08
1935,1.3165112555668657e-08,9.215578877785902e-08
1936,1.9399543305098632e-08,7.153581371710516e-08
1937,8.813782481631449e-09,8.310138310818616e-08
1938,1.5558257460135394e-08,7.130867629712156e-08
1939,1.5294050470515685e-09,1.0247014081699035e-07
1940,2.0286263113789005e-08,8.368083825871508e-08
1941,1.1806010391524069e-08,1.121570964990326e-07
1942,9.102635090130207e-09,1.0012898599143227e-07
1943,5.806470415592457e-09,1.1612940653549231e-07
1944,1.2852744646352221e-08,8.675602991559117e-08
1945,4.357008087652048e-09,9.585417615198821e-08
1946,2.7842208538686464e-09,1.058003897824733e-07
1947,9.536696765621855e-09,8.821444441586834e-08
1948,6.523132700664291e-09,7.066727092386316e-08
1949,3.9268033269479474e-09,7.264585821786795e-08
1950,9.571825110299415e-09,5.636741562398129e-08
1951,7.462981232997379e-09,7.782823197022282e-08
1952,4.2179215675730575e-09,1.2653764791537014e-07
1953,3.2321482157371406e-09,1.0666089167443715e-07
1954,1.074978994708431e-08,7.818028846529046e-08
1955,7.508486277174597e-09,1.2858282527616893e-07
1956,9.593255523299149e-09,1.2645655367293784e-07
1957,5.3010225653515874e-09,9.983592885731696e-08
1958,3.3088973783179654e-09,1.0505749026279432e-07
1959,6.200598479111363e-09,7.750747643697764e-08
1960,8.304999965513815e-09,1.0035208575231991e-07
1961,1.3896318873385383e-08,9.171570214405733e-08
1962,8.878738855244706e-09,7.039571370270892e-08
1963,5.1728423766661535e-09,9.828400981959362e-08
1964,1.034274621503073e-08,8.274196972024583e-08
1965,9.849678184181698e-09,8.31750583962787e-08
1966,1.0524241811360469e-08,9.637989784039291e-08
1967,1.627010748350699e-08,1.1290468737712445e-07
1968,1.077939790206095e-08,5.97358318366048e-08
1969,7.26681231855153e-09,8.084328984026001e-08
1970,1.0577067277584007e-08,6.392227969165276e-08
1971,1.0276795192609711e-08,6.98822093525564e-08
1972,6.156176124427759e-09,6.104874739065735e-08
1973,1.488565032348177e-08,7.663353573938991e-08
1974,1.5751600412894362e-08,7.482010522252835e-08
1975,1.77055889949429e-08,6.568202337575713e-08
1976,6.856232415142216e-09,7.141908886509896e-08
1977,3.526069047854463e-09,6.99337054932414e-08
1978,9.504946163474415e-09,7.603956775348308e-08
1979,1.1118749254634963e-08,6.144572095578837e-08
1980,5.68515062804309e-09,7.049587058549633e-08
1981,5.692994575756671e-09,9.741346485014901e-08
1982,9.311253434951539e-09,7.014477754196946e-08
1983,5.68378455412244e-09,7.767838638983449e-08
1984,1.0438215403141271e-08,7.364740595150465e-08
1985,1.0828004493035337e-08,7.338981133919731e-08
1986,1.0790073612376716e-08,6.833713439569067e-08
1987,5.49973533381376e-09,8.616251606641256e-08
1988,5.396898372644898e-09,7.975416571603944e-08
1989,5.488122289953878e-09,6.805271413057312e-08
1990,7.62811153132148e-09,7.464651963218216e-08
1991,2.9307326565586322e-09,7.268216961620055e-08
1992,4.407955389584828e-09,6.556833254123262e-08
1993,5.539207537097468e-09,8.530379602689209e-08
1994,4.7474339459618875e-09,1.0813599249370753e-07
1995,3.2534704930142766e-09,6.452716583282836e-08
1996,5.871901409548741e-09,5.711758710447157e-08
1997,1.438468344439059e-09,5.178486039980612e-08
1998,5.244942036242151e-09,6.055524259807044e-08
1999,1.3710603485872497e-09,8.089255709720078e-08
2000,3.97622823555821e-09,6.052703294123774e-08
2001,5.257454249729676e-09,5.1698299863289776e-08
2002,4.8193437018895224e-09,5.827024596172237e-08
2003,2.500153750695233e-09,8.125499828537386e-08
2004,2.2023956547378987e-09,4.6250307139672486e-08
2005,4.503749706508131e-09,6.980812017332028e-08
2006,3.7061009261485367e-09,6.629802573598909e-08
2007,3.994479441660204e-09,6.51100166004781e-08
2008,3.831695738476526e-09,7.705966176274615e-08
2009,2.860915504498962e-09,6.961560750085027e-08
2010,4.723792967897822e-09,9.636538145230134e-08
2011,7.64794394481072e-10,9.483450180702846e-08
2012,3.404252713057332e-10,1.2119139958244318e-07
2013,0.0,1.241160672016406e-07
2014,6.496335691608124e-10,1.2169801788530776e-07
2015,1.5516027768169849e-09,1.2390656412009093e-07
2016,1.657072062899445e-09,1.259374755591125e-07
2017,1.0062445321423752e-09,1.1571812397193071e-07
2018,1.0325866828253538e-09,1.2520113834568747e-07
2019,1.2754939326953263e-09,1.3010037003269304e-07
