year,aviez_VERB eu_VERB,aviez_VERB pu_VERB
1846,1.709514378944732e-07,1.0303922692855849e-07
1847,1.6125738966366043e-07,6.579733025091627e-08
1848,1.7860392631519062e-07,1.5125016261663404e-07
1849,1.6423653903530067e-07,9.21735647807509e-08
1850,1.5818361021047167e-07,9.504594800091581e-08
1851,1.9154833807988325e-07,5.93348374877678e-08
1852,1.5560203792119864e-07,7.617337871579366e-08
1853,1.8035234461422078e-07,8.778739868375851e-08
1854,2.0159177438472398e-07,9.50806580135577e-08
1855,1.931725108761384e-07,1.0401596739484376e-07
1856,2.2106597441506892e-07,8.283502950234833e-08
1857,1.6206610098379315e-07,1.1569176194825559e-07
1858,2.7551396897251834e-07,9.689478730479095e-08
1859,1.6804172275897145e-07,1.0337112144043203e-07
1860,2.0688871416041366e-07,8.788192928932403e-08
1861,1.7543385411045165e-07,1.2355825163012923e-07
1862,1.9653239746730833e-07,1.4502735723453952e-07
1863,2.1227138802260015e-07,1.2436605345556018e-07
1864,2.3638008883608563e-07,8.582563282288902e-08
1865,2.2686990064357815e-07,9.79023653258082e-08
1866,1.6494428223268187e-07,1.2358657386357663e-07
1867,1.6984840556233394e-07,1.0190903765305848e-07
1868,1.9067914536208264e-07,6.273639741039005e-08
1869,1.8264361756337166e-07,1.015771999846038e-07
1870,1.9725128197478625e-07,8.25703025952862e-08
1871,1.8162212711558823e-07,1.1895718898813357e-07
1872,1.8202491958163591e-07,9.071008832961525e-08
1873,1.7958014097985142e-07,1.0415647722084032e-07
1874,2.359970636689468e-07,9.320390148559454e-08
1875,2.1284080276018358e-07,1.0642040138009179e-07
1876,1.650562069244188e-07,1.0882826728675354e-07
1877,1.9667714923343738e-07,9.586464955191332e-08
1878,1.3406777554791915e-07,9.78332366230461e-08
1879,1.6128618085531343e-07,8.553055153015521e-08
1880,1.9510252968757413e-07,1.257897821460574e-07
1881,1.6803743108084745e-07,1.0389036475544344e-07
1882,2.1363786117944983e-07,1.1913139275065987e-07
1883,2.1991299092860572e-07,6.319339007632152e-08
1884,1.2147123129579995e-07,6.865764845542799e-08
1885,1.3987029490181158e-07,5.0920522909336796e-08
1886,1.4068551479340385e-07,4.904632433522238e-08
1887,1.325371670191089e-07,8.55289101764356e-08
1888,1.6866034968643362e-07,7.22830080235326e-08
1889,1.7103823779507366e-07,7.643466659601472e-08
1890,9.962667490981403e-08,6.030035848425541e-08
1891,1.1282369172249673e-07,7.139126267929896e-08
1892,1.2662394510698505e-07,7.083419006903569e-08
1893,1.570396221950432e-07,6.466337509891673e-08
1894,1.0964678409663975e-07,6.553600684355843e-08
1895,1.1254809351157746e-07,5.657497581523785e-08
1896,1.0673622341528244e-07,8.609661961145321e-08
1897,1.1420358703162492e-07,5.2440423559119154e-08
1898,1.2448380459773034e-07,7.016360115130738e-08
1899,1.4537531001224124e-07,5.859233098703953e-08
1900,1.0278284889864153e-07,5.5544269628171605e-08
1901,1.1456914705831878e-07,6.706486743723872e-08
1902,8.691202424415678e-08,5.695929417015577e-08
1903,1.1556471690710168e-07,5.508224631967096e-08
1904,1.6553845227917918e-07,3.3860139581065596e-08
1905,1.2643859292893467e-07,5.160758931310738e-08
1906,1.4455159202952927e-07,5.19562632916859e-08
1907,1.0028544750184665e-07,7.817121883135769e-08
1908,1.1492650742184196e-07,6.384805573134145e-08
1909,1.0891947255231571e-07,5.5009834909469646e-08
1910,1.2184663944481144e-07,9.085056262847502e-08
1911,1.43650098038961e-07,5.958818860563042e-08
1912,1.4065437881072285e-07,5.678269232589628e-08
1913,1.0818099127618552e-07,5.833288696521777e-08
1914,8.571831955350717e-08,3.549274296688054e-08
1915,1.1780761610680202e-07,5.890380805340101e-08
1916,1.3075079152713442e-07,8.46034566848175e-08
1917,1.1295416868506436e-07,5.812205117194935e-08
1918,8.614782132099208e-08,9.993147642717304e-08
1919,9.760319130691641e-08,6.169258170984904e-08
1920,1.1888403861348706e-07,7.2693424613135e-08
1921,7.421292735898533e-08,4.392193631019836e-08
1922,1.328028389480096e-07,6.935259477813815e-08
1923,1.0828266994167279e-07,5.201814445854325e-08
1924,1.46964524105897e-07,4.1253198190815965e-08
1925,1.4737558728938893e-07,8.798542694421485e-08
1926,1.3263904463656218e-07,7.80229711949687e-08
1927,1.4605484466301277e-07,7.91594985116717e-08
1928,1.3596988424069423e-07,4.34189573184085e-08
1929,1.4259720160225697e-07,6.907051641746875e-08
1930,1.2709359964446776e-07,7.562594817045465e-08
1931,1.3572373802617221e-07,4.676196141417677e-08
1932,1.2713061892100086e-07,3.507051715700982e-08
1933,1.6403046743107552e-07,5.735331143341682e-08
1934,9.70508011732818e-08,5.511526879331541e-08
1935,1.3643844454236387e-07,5.984141893122796e-08
1936,1.0184760412812466e-07,4.00115567344983e-08
1937,1.2213384081860568e-07,5.162358363008934e-08
1938,1.0242519721259669e-07,3.5006078036303734e-08
1939,1.0858775567612611e-07,3.976452944698394e-08
1940,8.114505334333444e-08,3.550096039361961e-08
1941,9.149658097840074e-08,4.132103725851266e-08
1942,1.5777901296587515e-07,6.978687139280737e-08
1943,1.219358836124229e-07,7.258088174921795e-08
1944,1.5101974781828176e-07,5.1410978585408884e-08
1945,1.4160276862185128e-07,7.84261473540937e-08
1946,1.3642682006320683e-07,7.099762910911522e-08
1947,1.776209757053948e-07,7.390939771312333e-08
1948,1.44596114637352e-07,5.762100485640076e-08
1949,9.718838356320703e-08,5.3011845579931105e-08
1950,1.3719616731577844e-07,4.785912821603233e-08
1951,1.6418559312114667e-07,1.162092786444191e-07
1952,1.1072044259208269e-07,7.170466886918803e-08
1953,1.0666089167443715e-07,7.218464048719397e-08
1954,1.4365627976076212e-07,4.9839933069506515e-08
1955,1.4078412391427264e-07,4.786659957289885e-08
1956,1.3866615233837365e-07,5.05826207586324e-08
1957,1.404770983981507e-07,6.184526313290917e-08
1958,1.5551817966752424e-07,8.520410688106494e-08
1959,1.4106360879395652e-07,4.2629114460623896e-08
1960,1.3980083224396367e-07,6.713208478004162e-08
1961,1.3479429128437914e-07,6.80919640672073e-08
1962,1.420598181312016e-07,5.7711801559889864e-08
1963,1.131559344003108e-07,6.078089853644997e-08
1964,1.703511145478842e-07,7.300761950546075e-08
1965,1.2530979631719674e-07,5.362602450986742e-08
1966,1.1465884597328113e-07,6.037591759877614e-08
1967,1.385424326372231e-07,7.789930123180966e-08
1968,1.3114934915847698e-07,5.1202139417227954e-08
1969,1.1626899976135974e-07,5.132186231548985e-08
1970,1.0485093326906281e-07,4.414776100247764e-08
1971,1.3616752880807326e-07,5.70362104213018e-08
1972,9.593374983296599e-08,4.411926468605998e-08
1973,1.080587921364895e-07,3.914374602231874e-08
1974,9.225937702694864e-08,2.7565301152776556e-08
1975,9.138368284311582e-08,3.084199207137317e-08
1976,9.998672112487839e-08,5.656391621755574e-08
1977,9.696690028704325e-08,3.408533544302372e-08
1978,1.0574252939932194e-07,5.22772047872877e-08
1979,1.269878282528225e-07,6.027532606367458e-08
1980,1.193881615790815e-07,3.6953480275769834e-08
1981,1.1892033313642969e-07,4.364629191400127e-08
1982,8.566352960315271e-08,5.0280767993626796e-08
1983,1.023081210860255e-07,4.6101806816523094e-08
1984,1.0206255041111945e-07,3.537395087960249e-08
1985,9.143648327381015e-08,2.8874678648094232e-08
1986,9.950846191486562e-08,4.6756987615026446e-08
1987,9.655090593696514e-08,4.888653393209097e-08
1988,1.3012521549171652e-07,4.8572086797094016e-08
1989,1.2512919056462124e-07,4.719785096085616e-08
1990,9.753085095098868e-08,3.105731138930423e-08
1991,9.378344145716255e-08,4.2202550787351356e-08
1992,7.769020982095753e-08,3.250866953408149e-08
1993,1.052449434268965e-07,6.14852027069901e-08
1994,9.600366723816478e-08,4.3781891889693725e-08
1995,9.706187142910494e-08,3.5788175978268555e-08
1996,9.074756945892659e-08,4.110330920070737e-08
1997,8.534912154800622e-08,3.116681313031222e-08
1998,7.199874829666442e-08,3.8621845277475586e-08
1999,9.780230669775847e-08,3.153438754566196e-08
2000,7.908276700163697e-08,2.6066386382694873e-08
2001,8.674799545360656e-08,3.680217730561708e-08
2002,7.00995457236786e-08,3.855474872693776e-08
2003,6.750415337819504e-08,3.000184634061043e-08
2004,8.94172629273271e-08,3.7000248198637564e-08
2005,9.097573894223387e-08,4.1434496722558833e-08
2006,1.0665334571058338e-07,5.1061835648624765e-08
2007,1.2622555800589907e-07,4.673540843214141e-08
2008,1.2559446815885167e-07,4.0871420026178384e-08
2009,1.4495304867523373e-07,4.243691265060079e-08
2010,1.5777469286604173e-07,6.518834538837837e-08
2011,1.7781469807687245e-07,5.3153211609924256e-08
2012,2.0799984667974059e-07,8.680844132413768e-08
2013,2.3428650308687793e-07,9.90139383816313e-08
2014,2.468607647188037e-07,1.0155937957279093e-07
2015,2.724171110912721e-07,1.0395738314628034e-07
2016,2.7610963115876075e-07,1.205519879476924e-07
2017,2.2942374755530182e-07,7.16949202228534e-08
2018,2.594373995634669e-07,9.65468558433713e-08
2019,2.5943546688722563e-07,9.132536149536463e-08
