year,des_DET yeux_NOUN,des_DET pieux_NOUN
1962,9.550351933285128e-06,3.583205430146563e-07
1963,9.550360431376248e-06,4.0477493801205355e-07
1964,9.302996176074885e-06,3.1879995265882144e-07
1965,8.50136680696778e-06,3.8796786405725925e-07
1966,9.526100740231414e-06,3.0187956845395547e-07
1967,9.262621063044207e-06,3.194857551847008e-07
1968,9.358763605860076e-06,2.780186321160727e-07
1969,8.053899279047982e-06,2.906725020679346e-07
1970,7.515236518429447e-06,2.7730312268658963e-07
1971,7.99586052835366e-06,3.7921374040905675e-07
1972,7.284808361873729e-06,3.668055086336608e-07
1973,7.0591060534752614e-06,2.8337868585026627e-07
1974,6.16000103548231e-06,3.0434343489815774e-07
1975,6.018757716219625e-06,3.6039440587387617e-07
1976,6.126043629706146e-06,2.948179824713293e-07
1977,6.315777241638898e-06,2.6621821413996827e-07
1978,6.80613564441046e-06,2.738612572272814e-07
1979,7.151696522100792e-06,3.195177442627539e-07
1980,7.123493844574114e-06,2.842575272943293e-07
1981,7.296521488342478e-06,2.5871496500684543e-07
1982,7.23856834383696e-06,2.8306209975959007e-07
1983,7.117361263908606e-06,2.930306548520889e-07
1984,7.256879115402626e-06,2.5167697215167095e-07
1985,6.984062792980694e-06,2.731063246663723e-07
1986,7.453543219071435e-06,2.739479731950212e-07
1987,7.0176618578443595e-06,2.2243373143382428e-07
1988,6.925419967274138e-06,2.5965077510292645e-07
1989,7.159255602573467e-06,2.678203534500767e-07
1990,6.741070791349557e-06,2.2829847878824694e-07
1991,6.6527630622204015e-06,2.538014478581374e-07
1992,6.92710193561652e-06,2.4739650594796103e-07
1993,6.907391480126535e-06,2.2876926930592845e-07
1994,6.865844682124589e-06,3.154406154060041e-07
1995,6.895730763289976e-06,2.450947809151671e-07
1996,6.4836466151518835e-06,2.2099702157163392e-07
1997,6.464476598466717e-06,2.5892429533769246e-07
1998,6.737843591508863e-06,2.1265856409158346e-07
1999,6.526247403826346e-06,2.58673386710484e-07
2000,6.656206267052767e-06,2.2134337562818018e-07
2001,6.43380941767191e-06,2.3833792583971558e-07
2002,7.434494676772374e-06,2.4315779079131516e-07
2003,7.852982832901034e-06,2.4501506334928536e-07
2004,7.5758003958981135e-06,2.3257297598888726e-07
2005,7.482079155352039e-06,2.166303572082029e-07
2006,8.111831135693137e-06,2.289546792155761e-07
2007,1.1211705214009271e-05,2.029195527164518e-07
2008,1.2071118788981039e-05,1.864758552017065e-07
2009,1.3533561116219062e-05,2.3554871031450375e-07
2010,1.8462944467501075e-05,2.3193823528444568e-07
2011,2.103490487570525e-05,2.542941355265782e-07
2012,2.684627719418131e-05,3.0740400625006714e-07
2013,2.999508797074668e-05,2.945316071034654e-07
2014,3.18222984105887e-05,3.0359541280944313e-07
2015,3.196456850673712e-05,2.8128342322020217e-07
2016,3.1986253134164144e-05,3.345214025785026e-07
2017,3.177971848344896e-05,2.1709725750440612e-07
2018,3.5892970231543586e-05,2.932546045997242e-07
2019,3.3741404308784695e-05,2.5764976285813646e-07
