year,des_DET eaux_NOUN,des_DET peaux_NOUN
1919,4.755853723281689e-06,7.762216363005336e-07
1920,5.151389402158202e-06,7.193620046308524e-07
1921,5.319097759581837e-06,8.383031122605189e-07
1922,5.0915132021600584e-06,8.049327711034948e-07
1923,5.053191209469787e-06,7.972576980819213e-07
1924,5.75997785290383e-06,8.031482194859052e-07
1925,5.5727766365976095e-06,8.039668033532621e-07
1926,5.224195156472433e-06,8.56023426365482e-07
1927,5.202228344103332e-06,8.796738590888253e-07
1928,5.289114298534514e-06,6.558547402946147e-07
1929,5.342938777630479e-06,7.029596185148534e-07
1930,4.97450676562039e-06,7.74115563872968e-07
1931,4.785687728769972e-06,7.071321155294186e-07
1932,5.736221488916726e-06,6.71819575082111e-07
1933,4.8887962478261215e-06,6.630042692634674e-07
1934,4.89088120048109e-06,6.158532421807195e-07
1935,4.832793294440307e-06,6.510746803911616e-07
1936,5.008719377030957e-06,7.759817135521985e-07
1937,4.882835717978651e-06,7.66799095330839e-07
1938,5.153672823610123e-06,6.949354975915867e-07
1939,5.677151669658542e-06,7.968200410601867e-07
1940,5.773977530765251e-06,6.973403081644847e-07
1941,5.776090482356722e-06,9.090627877128554e-07
1942,5.291665118534183e-06,7.312450189811415e-07
1943,6.21001997913595e-06,9.261320199627221e-07
1944,4.4920344279830715e-06,7.64738308234314e-07
1945,4.028054089388888e-06,9.019006661503681e-07
1946,4.195820942243245e-06,7.113684272752607e-07
1947,3.857593902978351e-06,7.200206253443753e-07
1948,4.4379048134146615e-06,6.653595336914009e-07
1949,4.915376095482316e-06,7.127147831909042e-07
1950,4.415802159485338e-06,5.945166821064163e-07
1951,4.885054256220656e-06,6.300888184540554e-07
1952,5.54867567714723e-06,6.75921914883304e-07
1953,5.548521041731647e-06,6.324236903054725e-07
1954,5.312350786823572e-06,6.606234626005403e-07
1955,5.132050361567053e-06,6.232043627818484e-07
1956,4.85767606051013e-06,5.302453924826978e-07
1957,5.200303036190235e-06,5.053641451979729e-07
1958,5.048550388409012e-06,5.77402605728139e-07
1959,4.817864891037971e-06,5.41777267937249e-07
1960,4.924864803967921e-06,6.145699757986733e-07
1961,4.858153069164928e-06,5.593268466164147e-07
1962,4.328385351470843e-06,5.828258036189027e-07
1963,4.393036736161093e-06,5.450882794022505e-07
1964,4.560542503639908e-06,6.363830995503861e-07
1965,4.31798943267836e-06,5.773005558040722e-07
1966,5.06160660762589e-06,5.888036467283086e-07
1967,5.0047836275268764e-06,6.024869811938061e-07
1968,4.77662083397945e-06,5.915194911665367e-07
1969,4.685277286142764e-06,6.594632449008486e-07
1970,4.679662534812223e-06,6.677348713957088e-07
1971,4.647680352576344e-06,6.484657850691633e-07
1972,4.618158200742073e-06,5.894538830375495e-07
1973,4.508698193461669e-06,5.50769046370192e-07
1974,4.984256406714849e-06,5.558064595234669e-07
1975,4.726249731135113e-06,5.117486043815234e-07
1976,4.724515587639644e-06,5.256444755019629e-07
1977,4.3552831421322935e-06,5.853274442912948e-07
1978,3.976631784752271e-06,8.75049133597372e-07
1979,4.152560173054098e-06,5.781749519151447e-07
1980,4.253629711570284e-06,5.861390439676484e-07
1981,3.919943097230316e-06,6.66080373967759e-07
1982,4.038600888378596e-06,4.997039315668417e-07
1983,3.4879489696493238e-06,5.210135665123516e-07
1984,3.709045756750129e-06,6.251331123863224e-07
1985,4.073134419968483e-06,6.06368256050871e-07
1986,3.33952788267311e-06,5.233185951247776e-07
1987,3.661601468252229e-06,5.426405147446189e-07
1988,3.44262155849151e-06,5.540815499749385e-07
1989,3.4772741805966234e-06,4.835035536387977e-07
1990,3.6582242799454434e-06,5.176218493829765e-07
1991,3.1874648271923434e-06,5.263595728166592e-07
1992,3.114220390898481e-06,5.140777732393076e-07
1993,3.0160983719440537e-06,5.84386388613467e-07
1994,3.1296139688663516e-06,5.617796823287335e-07
1995,3.113028970602727e-06,4.939852802365863e-07
1996,3.033103904925838e-06,5.455530498466032e-07
1997,2.9220088073600436e-06,5.168896279883484e-07
1998,2.8899631168144424e-06,5.135275173984155e-07
1999,3.118248304900817e-06,5.699040612761053e-07
2000,2.7762909446948925e-06,4.6168430190007825e-07
2001,2.794336861455804e-06,4.819333081496069e-07
2002,2.485466890078669e-06,5.467764547795184e-07
2003,2.755586173464053e-06,5.171151147287389e-07
2004,2.3332178891166677e-06,5.884801117517213e-07
2005,2.4833675205115924e-06,5.436025949379086e-07
2006,2.58891749460588e-06,5.505618960732761e-07
2007,2.371921908661534e-06,5.668166411787467e-07
2008,2.570216256714275e-06,5.879524174190465e-07
2009,2.640624948924142e-06,5.430971272701868e-07
2010,2.650992591668455e-06,5.569351850809312e-07
2011,3.1027709646025414e-06,6.40515306349343e-07
2012,2.6028916657594436e-06,7.094462670664825e-07
2013,2.386096483064648e-06,6.861247774381241e-07
2014,2.5058532671096145e-06,7.819422762622708e-07
2015,2.4663834317095734e-06,7.285883549812411e-07
2016,2.929910493776333e-06,7.914590085533746e-07
2017,2.845408030083263e-06,6.394684035626597e-07
2018,2.4431000227309596e-06,7.124847964945502e-07
2019,2.2912971751054556e-06,6.357061437256561e-07
