year,aux_ADP iles_NOUN,aux_ADP piles_NOUN
1926,7.902611951493554e-07,8.136681339809826e-08
1927,8.183531017280643e-07,1.0591763399681042e-07
1928,9.96350798310175e-07,8.34100997160192e-08
1929,1.1753128541514002e-06,9.914961340840023e-08
1930,9.915401992799389e-07,1.1448927894619487e-07
1931,2.5251458932729065e-06,1.0378874470973187e-07
1932,1.154039190431888e-06,2.169988229105968e-07
1933,8.866821714637041e-07,1.0553009288649662e-07
1934,1.2520751386801976e-06,1.2820290429260695e-07
1935,1.3978955859528241e-06,1.0412407469573282e-07
1936,1.3252312900391416e-06,9.699771919002842e-08
1937,1.1508282140582082e-06,1.397614163289873e-07
1938,9.827632705405875e-07,9.72391118736482e-08
1939,1.5309345098302174e-06,1.7129336882248936e-07
1940,1.2476051773901986e-06,6.339457314652464e-08
1941,1.8092710778461196e-06,9.149658275475758e-08
1942,1.3775321696662957e-06,1.608132200736634e-07
1943,1.0596808586171846e-06,9.870999684302717e-08
1944,1.1792393532772394e-06,1.188878862024012e-07
1945,9.84683832250255e-07,5.2284098384092204e-08
1946,9.605562079073593e-07,6.403708319169255e-08
1947,8.43997646438055e-07,1.204007964439313e-07
1948,1.326370261400811e-06,1.1632920116078083e-07
1949,9.817008227441804e-07,5.104844347236792e-08
1950,9.146410953064787e-07,7.338399621303893e-08
1951,1.1269101973798712e-06,9.38203320588471e-08
1952,1.1029865116807258e-06,9.384875176987606e-08
1953,1.147412604485254e-06,1.3144069699322358e-07
1954,1.1678180444896213e-06,7.818028846529046e-08
1955,1.1835251845226935e-06,8.634759263159708e-08
1956,1.0700840507027465e-06,1.4389883284948723e-07
1957,7.589297261745287e-07,1.2015651623675794e-07
1958,9.777791920573264e-07,1.1250251186201154e-07
1959,2.5709230482284795e-06,9.610927576009232e-08
1960,6.415612696653028e-07,1.640237488054197e-07
1961,6.81614410025233e-07,1.1117054760090284e-07
1962,8.599692598032505e-07,1.0971584746277685e-07
1963,7.442427027992693e-07,1.3772694040792288e-07
1964,7.945662472419457e-07,1.0464425748146766e-07
1965,8.268257518651012e-07,1.2038495228461343e-07
1966,8.419393860981117e-07,9.748771390150068e-08
1967,9.096468933655899e-07,1.3361209771911575e-07
1968,6.561958676432056e-07,7.410835842214247e-08
1969,6.104122467487372e-07,7.993493839064669e-08
1970,9.4963669283743e-07,7.082036712624529e-08
1971,5.534054201561389e-07,7.604828533569474e-08
1972,7.084733066875515e-07,6.925698409210312e-08
1973,6.919070558719653e-07,5.788864115841008e-08
1974,6.863197712370095e-07,6.46940718773692e-08
1975,9.943686949398511e-07,6.054168899538581e-08
1976,6.17632265109691e-07,5.942067787811922e-08
1977,7.839626867678362e-07,6.464460294841601e-08
1978,7.669303219159929e-07,6.534650787148877e-08
1979,6.934588563378696e-07,8.719440391935507e-08
1980,8.038803046561682e-07,6.42421992269604e-08
1981,6.39513066613695e-07,7.021359760273072e-08
1982,7.132420325461908e-07,6.642027350345359e-08
1983,6.473198892464893e-07,6.06270341707571e-08
1984,7.817063516490919e-07,5.277097869793579e-08
1985,7.892412163812423e-07,7.158513926075472e-08
1986,5.371058897640779e-07,5.994485485771861e-08
1987,1.2887712936837659e-06,6.477465824827888e-08
1988,6.64418171092418e-07,3.7778288553003136e-08
1989,5.521050919776727e-07,4.9393098389138856e-08
1990,4.4460992021377876e-07,6.32043513637548e-08
1991,6.752407770704849e-07,5.158089388945797e-08
1992,4.804671458469301e-07,4.4630547257895614e-08
1993,8.641163876110802e-07,5.871559882741906e-08
1994,3.9983942978771836e-07,1.1657587595248486e-07
1995,4.918163029610234e-07,6.669614699417181e-08
1996,3.955526373111695e-07,4.270473730194624e-08
1997,2.939270228319302e-07,5.130537106268207e-08
1998,3.413980463884414e-07,4.5774039558743596e-08
1999,3.5099146181161167e-07,6.352579939861158e-08
2000,4.369433237449982e-07,7.775735266779549e-08
2001,2.7338762009776474e-07,4.8631449089953094e-08
2002,2.7908380983987513e-07,7.448076588811858e-08
2003,2.3418106431805086e-07,1.0417307372279083e-07
2004,3.250735942650351e-07,9.998875932781814e-08
2005,2.1888223533661488e-07,8.737274148629126e-08
2006,1.9354083063971572e-07,8.64756866669758e-08
2007,2.1610133704719203e-07,7.629455800461926e-08
2008,1.6987183604211253e-07,5.279225073762106e-08
2009,2.908597358519671e-07,5.3880576444953476e-08
2010,1.2990431086379317e-07,5.432362115698197e-08
2011,1.904338002844952e-07,4.971163564126968e-08
2012,6.774463059966429e-08,6.706377875254077e-08
2013,9.706155190691845e-08,5.634032423929014e-08
2014,1.1000461376531323e-07,7.016042261054345e-08
2015,7.469859140962765e-08,6.583229268664059e-08
2016,9.321030391973295e-08,5.302630512460382e-08
2017,7.244960703589598e-08,4.8048176992665503e-08
2018,5.214562681654655e-08,4.6724548896648344e-08
2019,4.821366744733879e-08,6.173390521002631e-08
