year,tours_NOUN heureux_ADJ
1961,2.08444772553662e-09
1962,6.976152100435229e-09
1963,5.1728425987107585e-09
1964,4.867174663303331e-09
1965,1.0396882466068291e-08
1966,1.0524241922382771e-08
1967,1.9721342781053863e-08
1968,1.1677681044375277e-08
1969,9.537691525451919e-09
1970,1.241655755990223e-08
1971,6.679916619845017e-09
1972,9.234264020108185e-09
1973,8.821126051827832e-09
1974,1.6876715580593782e-09
1975,2.2845920710778955e-09
1976,5.713526873840635e-10
1977,2.938390863960194e-09
1978,4.158414057542359e-09
1979,7.022368020415115e-09
1980,5.116635559687666e-09
1981,6.325549528618524e-10
1982,1.2415004579935385e-09
1983,3.78918940668882e-09
1984,2.3196033982486597e-09
1985,6.617113967877231e-09
1986,5.994485463567401e-10
1987,3.0554083707556856e-09
1988,2.99827696004229e-09
1989,4.939309850016116e-09
1990,5.44865097484859e-10
1991,4.68917216167597e-09
1992,1.65298330578878e-09
1993,4.985286850001103e-09
1994,4.2199412852994556e-09
1995,1.626735190995987e-09
1996,2.135236876199542e-09
1997,4.315404922294874e-09
1998,1.43043876743576e-09
1999,4.113180906983871e-09
2000,1.7672125984802278e-09
2001,1.3143635069212678e-09
2002,2.1906108038649563e-09
2003,3.7502307925763034e-09
2004,2.642874807889939e-09
2005,2.251874686720612e-09
2006,2.8825228870488218e-09
2007,1.1983438685803094e-09
2008,1.7029758714315335e-09
2009,4.76819250749827e-10
2010,1.4171379625338432e-09
2011,1.911985902935953e-09
2012,2.0425516833455504e-09
2013,8.367375126105969e-10
2014,1.5158115873603606e-09
2015,4.211493376260478e-09
2016,5.178350193091319e-09
2017,1.2578056374223934e-09
2018,1.8070267504555204e-09
2019,2.2958890344426663e-09
