year,des_DET autos_NOUN,des_DET poteaux_NOUN
1929,3.5426492717149927e-07,5.659326189899616e-07
1930,3.8128081492061483e-07,4.358995582265379e-07
1931,3.729551671938225e-07,4.5963586359221154e-07
1932,3.002913101513016e-07,4.405733831092107e-07
1933,3.4526692016534355e-07,5.035620720406087e-07
1934,3.546547873156669e-07,4.56498217005219e-07
1935,3.4468657261754743e-07,5.014711010886685e-07
1936,3.249423499163129e-07,4.2557748969329623e-07
1937,2.996686134792981e-07,4.432073525961755e-07
1938,3.5524688379862113e-07,5.419459707667329e-07
1939,3.6246900148029226e-07,5.169388854753265e-07
1940,3.2458021337333776e-07,4.843345189353698e-07
1941,4.191133626818555e-07,3.423742933605922e-07
1942,3.216264445882189e-07,4.520975664945581e-07
1943,3.4838822005056613e-07,4.558079220728928e-07
1944,3.8879552377579785e-07,7.55098758631334e-07
1945,6.252306476994818e-07,4.509503384042546e-07
1946,4.0231991960126834e-07,4.1206468637255966e-07
1947,4.0411752766367215e-07,4.363038792476459e-07
1948,3.0006411022576174e-07,4.250908247627194e-07
1949,2.611324205759047e-07,3.6028421401823607e-07
1950,2.7651939049633256e-07,4.147790875208557e-07
1951,2.5480750664996776e-07,4.5950642579839496e-07
1952,2.6467458213996764e-07,4.1968320196872355e-07
1953,2.0578010229144184e-07,4.2987570658681307e-07
1954,2.697219900760217e-07,4.045829857801664e-07
1955,2.49657161610628e-07,4.110896281162013e-07
1956,2.2500545426851204e-07,3.15705331210836e-07
1957,2.4473054410778516e-07,3.9492619841041687e-07
1958,2.655390181627304e-07,4.3925611770134765e-07
1959,2.480239373880977e-07,4.1156471120018523e-07
1960,2.4568958734150215e-07,4.076370796468609e-07
1961,2.0844477466308575e-07,4.801178175029008e-07
1962,2.105529475215917e-07,3.4817340122117457e-07
1963,2.6252175899799113e-07,4.5779657575906185e-07
1964,2.2510682384790925e-07,4.094510748231528e-07
1965,1.855022642160975e-07,3.8359024046030754e-07
1966,2.0217622809237668e-07,4.2429312419045573e-07
1967,2.2778150920998996e-07,3.7963584276212714e-07
1968,1.9852057531188905e-07,3.75931498375337e-07
1969,1.789452588329965e-07,3.955870937488726e-07
1970,1.545171553485325e-07,3.7571583622053595e-07
1971,1.4438897433244335e-07,3.6945078818462207e-07
1972,1.472352206266514e-07,3.662924825675873e-07
1973,1.7311459643565286e-07,3.5560163080816665e-07
1974,2.0870871364486732e-07,3.5216080007671735e-07
1975,1.4792733837865057e-07,3.3526389398019774e-07
1976,1.434095242558442e-07,3.828063013244787e-07
1977,1.5103329964460954e-07,3.361519169686744e-07
1978,1.2415836281309822e-07,3.4455428465918203e-07
1979,1.304990047135135e-07,3.1717694959354503e-07
1980,1.4212876031649557e-07,3.945494659873816e-07
1981,1.492829753146907e-07,4.0863050898565234e-07
1982,1.3035754520274168e-07,4.1652340421194367e-07
1983,1.3704236145883897e-07,3.940757355991309e-07
1984,1.542536320897625e-07,3.543194324606702e-07
1985,1.1910804964543331e-07,3.6574594286520323e-07
1986,1.1749191841659012e-07,2.8533751184056655e-07
1987,1.1610551808871605e-07,3.470943994443587e-07
1988,1.1873176752885684e-07,3.346077033228312e-07
1989,1.426911826474253e-07,3.161158428355293e-07
1990,1.5256222773984973e-07,3.6451475082799334e-07
1991,1.3950287558461838e-07,2.989347129833675e-07
1992,1.7411423769431167e-07,3.361065932239171e-07
1993,1.3737234039190582e-07,3.550632028392897e-07
1994,1.1552089596023052e-07,3.6396994484988454e-07
1995,1.0194207378244613e-07,3.226358158414655e-07
1996,9.341661311168536e-08,3.40036486079498e-07
1997,1.169954240154425e-07,4.0229165243488296e-07
1998,1.363684923871844e-07,3.676227500193363e-07
1999,9.231806022413913e-08,3.5601866166246054e-07
2000,9.233686015797105e-08,3.8922858180967523e-07
2001,1.0339659950453495e-07,3.377914348234867e-07
2002,1.0295870644938532e-07,3.5838392964393506e-07
2003,1.329248391357396e-07,3.725228943096681e-07
2004,9.558396740771968e-08,3.4093083911557187e-07
2005,9.502911524350566e-08,3.7246010542446584e-07
2006,1.0747692469337267e-07,3.397259273896225e-07
2007,1.0225867419499934e-07,3.1596332217276313e-07
2008,1.0345578260739785e-07,3.141990543298334e-07
2009,1.0013204021497302e-07,3.5379987561867665e-07
2010,9.589300004053669e-08,3.117703384347692e-07
2011,1.0515922621578966e-07,3.988402683674508e-07
2012,1.6476582587188204e-07,3.8672310154197476e-07
2013,1.4866036757155143e-07,3.7262711494179257e-07
2014,1.5504586850512148e-07,3.8631543475275976e-07
2015,1.1880844452694106e-07,4.2735572591823257e-07
2016,9.341743748003672e-08,4.0846826188101204e-07
2017,1.0716503950902734e-07,4.030009339572871e-07
2018,1.1410082684237821e-07,4.0916248522648857e-07
2019,1.0229460833954818e-07,3.609647585278708e-07
