year,avez_VERB assez_ADV,avez_VERB passé_VERB
1932,1.150751316458809e-07,1.2713061892100086e-07
1933,1.273243555033332e-07,1.800894011694254e-07
1934,1.2820291317439114e-07,1.4497712186312128e-07
1935,1.48406726907524e-07,1.3404478238498996e-07
1936,1.1397231958198972e-07,1.1760972995489283e-07
1937,1.44797851930889e-07,1.2842940577684203e-07
1938,1.4261735259424313e-07,1.1798345411762057e-07
1939,1.1164657109929976e-07,1.1929358834095183e-07
1940,9.889553354014424e-08,1.3946805665909778e-07
1941,1.5052663115966425e-07,1.2101160962174617e-07
1942,1.274368912618229e-07,1.1226583751522412e-07
1943,1.5387146845569077e-07,1.1032293656398906e-07
1944,1.1888788975511488e-07,1.0282195717081777e-07
1945,1.1763921747842687e-07,1.3942425880486553e-07
1946,1.6566113458793552e-07,1.6983747741505795e-07
1947,1.7404471464033122e-07,1.299374901009287e-07
1948,1.369857898225746e-07,2.000427343773481e-07
1949,1.2173090624401084e-07,1.462734218193873e-07
1950,1.35069086582007e-07,1.34005560425976e-07
1951,1.8017769320977095e-07,2.1429417529361672e-07
1952,9.173979265142407e-08,1.455182996323856e-07
1953,1.335954635806047e-07,1.6376218070490722e-07
1954,1.5538331865627697e-07,1.7786015860110638e-07
1955,1.4923116964382643e-07,1.4266123571360367e-07
1956,1.5436420142123097e-07,1.6482957221342076e-07
1957,1.0248643889099185e-07,1.9525433003764192e-07
1958,1.6875377184533136e-07,1.8943437396501395e-07
1959,1.7284168052356108e-07,1.6044047868035705e-07
1960,1.6333166286131018e-07,1.9239917037339183e-07
1961,1.6328174012869567e-07,1.535543248110116e-07
1962,1.503043733919185e-07,1.9913743187771615e-07
1963,1.687639894498716e-07,1.4031336093012214e-07
1964,2.0928851540702453e-07,1.8373584964592737e-07
1965,1.3078184224468714e-07,1.2640420266052388e-07
1966,1.5010893150702032e-07,1.4678548154734017e-07
1967,1.5136130571136164e-07,1.740408492878487e-07
1968,1.5225899119286623e-07,1.706738004259023e-07
1969,1.3943196108812117e-07,1.4896966149535729e-07
1970,1.3428277156890545e-07,1.2968403950708307e-07
1971,1.3822288735809707e-07,1.2075234678832203e-07
1972,1.3594889480827987e-07,1.436441152691259e-07
1973,1.4609990728331468e-07,1.130206754851315e-07
1974,1.0576074771506683e-07,1.338886050916699e-07
1975,1.1365845864474977e-07,1.1365845864474977e-07
1976,9.313048821013581e-08,1.308397656885063e-07
1977,9.226547348362146e-08,1.0166832709046503e-07
1978,1.0277223339016928e-07,1.2118806580474484e-07
1979,1.457141394212158e-07,1.503957207660278e-07
1980,1.1370301677970929e-07,1.176826174287271e-07
1981,9.488324081985411e-08,1.3726442205097555e-07
1982,1.2166704266292072e-07,1.353235461465374e-07
1983,9.283514401658977e-08,1.0736037125980147e-07
1984,9.800324107800407e-08,1.2525858039680315e-07
1985,8.9030258720868e-08,1.1128782517744185e-07
1986,1.4626544952989207e-07,1.5645606765701814e-07
1987,9.227333208627897e-08,1.3321580638603336e-07
1988,1.0613900514044872e-07,1.1573348501769942e-07
1989,1.2293394036078098e-07,1.2458036735552014e-07
1990,8.499895187696893e-08,1.5474168435503088e-07
1991,1.1429857238454133e-07,1.4008901416673325e-07
1992,8.926109273943439e-08,1.2783070246769057e-07
1993,9.749005158710133e-08,1.6728407103983045e-07
1994,1.0391605087534117e-07,1.4928042446626932e-07
1995,8.513247706787297e-08,1.29596571696311e-07
1996,8.594328448907618e-08,1.2544516891921376e-07
1997,8.486963309906059e-08,1.08364616835388e-07
1998,8.487270264367908e-08,1.3636849871545564e-07
1999,8.272063922731832e-08,1.3116476793584297e-07
2000,1.0294013463862939e-07,1.2017045492029865e-07
2001,8.587175415186721e-08,1.358175722998567e-07
2002,9.945372880793002e-08,1.423896947017056e-07
2003,1.200073853624417e-07,1.2292422013615578e-07
2004,1.0747690737389348e-07,1.2861990228429931e-07
2005,1.1079224293553125e-07,1.5132599173739436e-07
2006,1.0624155777350097e-07,1.630684351994205e-07
2007,1.637736630755171e-07,2.444621429731342e-07
2008,1.9499073289352964e-07,2.435255623822741e-07
2009,2.1409184114418167e-07,2.8656836548179854e-07
2010,2.210735203789227e-07,4.4592604808713077e-07
2011,3.135656925223884e-07,4.7379012357851025e-07
2012,3.82978441848536e-07,5.773612770099135e-07
2013,3.823890324383683e-07,5.971516543468169e-07
2014,4.05587883278713e-07,6.329596544674132e-07
2015,4.098448016520706e-07,6.405903150152881e-07
2016,4.2545323708509386e-07,6.767068043700419e-07
2017,3.682854980979755e-07,6.495308184639725e-07
2018,3.735382279046462e-07,7.150662781896244e-07
2019,3.716789080954186e-07,6.69379176088114e-07
