year,quels_DET airs_NOUN,quels_DET pères_NOUN
1904,8.061937784020756e-09,0.0
1905,4.1286072338664326e-09,8.773290316455018e-09
1906,1.4403716441790948e-08,3.0865106026567446e-09
1907,9.257117961070094e-09,3.0857059130084963e-09
1908,1.1296194646348567e-08,3.437972351250096e-09
1909,7.701377036095636e-09,1.6502950672681038e-09
1910,1.603245269876652e-08,2.137660271017694e-09
1911,5.852411555373749e-09,3.7242620098965062e-09
1912,1.5107321948981678e-08,1.0418842455450772e-09
1913,1.1666577037772186e-08,3.1817938284106617e-09
1914,3.348371857558874e-09,6.696743715117748e-10
1915,9.424609537234119e-09,3.534228465440492e-09
1916,3.2962386153911893e-09,1.0987462051303964e-09
1917,4.386569774084137e-09,1.864292187292449e-08
1918,9.189101035644853e-09,2.2972752589112133e-09
1919,1.9336481749121504e-08,5.524709190130039e-09
1920,7.572231730534895e-09,8.329454903588385e-09
1921,1.9689144148404836e-08,4.5436484574779e-09
1922,1.1804697219730542e-08,8.115728866719962e-09
1923,1.0615948120573648e-08,0.0
1924,2.578324886925998e-09,1.418078698911529e-08
1925,1.9796720707176974e-08,1.0998177923937646e-09
1926,2.0063049221974438e-08,4.458455382660986e-09
1927,1.2264147475349318e-08,2.2298449753321847e-09
1928,3.4278122562625413e-09,1.1426041224282812e-09
1929,1.3368487650211591e-08,2.2280812750352652e-09
1930,3.1510810627466412e-09,2.100720708497761e-09
1931,1.4826963656844327e-08,2.2810713318222042e-09
1932,8.767629289252454e-09,0.0
1933,9.176529980337023e-09,1.1470662197865522e-09
1934,3.5944740517379614e-09,1.1981580172459871e-09
1935,1.196828414151696e-09,1.196828414151696e-09
1936,2.9099314957647948e-08,1.2124714565686645e-09
1937,3.777335444432595e-09,1.2591118148108649e-09
1938,5.186085783037697e-09,2.5930428915188486e-09
1939,7.647025235257843e-09,3.058810094103137e-09
1940,0.0,2.5357829169792012e-09
1941,1.1806010835613279e-08,2.9515025978810172e-09
1942,0.0,6.068423541449874e-09
1943,2.9032352077962287e-09,8.709705623388686e-09
1944,0.0,0.0
1945,0.0,4.357008087652048e-09
1946,4.1763312808029696e-09,0.0
1947,1.1920870957027319e-08,3.5762612871081956e-09
1948,7.61032148410834e-09,2.174377566888097e-09
1949,4.908504158684934e-09,1.9634016634739737e-09
1950,8.508289184305795e-09,0.0
1951,6.396840945832594e-09,0.0
1952,5.272402070488624e-09,4.217921456550755e-09
1953,9.69644453618912e-09,2.1547654771580937e-09
1954,5.86352189024808e-09,3.9090144454689835e-09
1955,8.447047061821422e-09,2.815682353940474e-09
1956,6.976913269340912e-09,2.616342476002842e-09
1957,6.184526335495377e-09,4.4175189062301e-09
1958,4.136121778408608e-09,1.6544486891589827e-09
1959,7.750747599288843e-09,3.100299128533379e-09
1960,8.997083300599229e-09,4.844583345597897e-09
1961,2.0844477810477713e-09,2.0844477810477713e-09
1962,3.8051738426858606e-09,5.0735651235811474e-09
1963,7.1126584622049904e-09,5.172842487688456e-09
1964,9.125952660227199e-09,3.6503810529886493e-09
1965,3.283225968875314e-09,5.472043373977442e-10
1966,4.985167278981351e-09,4.985167278981351e-09
1967,4.930335473218861e-09,2.958201350544698e-09
1968,9.43197286940034e-09,3.1439910674890825e-09
1969,4.9959335557403506e-09,1.8167031212712459e-09
1970,1.4715920482188949e-08,2.7592350348992767e-09
1971,8.221435976452085e-09,3.5968781286754847e-09
1972,3.0780880067027283e-09,1.5390440588625154e-09
1973,6.0645241051204835e-09,4.961883404153156e-09
1974,5.625571675160757e-10,5.625571675160757e-10
1975,2.8557400888473694e-09,1.7134440533084216e-09
1976,5.142174241967723e-09,3.4281160132820787e-09
1977,2.9383909194713453e-09,4.1137472872598835e-09
1978,4.158414057542359e-09,3.5643548113029055e-09
1979,7.022368020415115e-09,1.1118749698724173e-08
1980,2.8425752862659692e-09,3.97960553399912e-09
1981,3.795329828193417e-09,5.0604397339171214e-09
1982,3.103751144983846e-09,2.483000915987077e-09
1983,9.47297351672205e-09,1.2630632095778083e-09
1984,2.3196033982486597e-09,3.4794051528841408e-09
1985,6.015558051686298e-09,1.2031116103372597e-09
1986,1.1988970927134801e-09,6.593934176457594e-09
1987,3.055408426266837e-09,6.110817019067127e-09
1988,1.7989661427186832e-09,3.597932174415064e-09
1989,3.2928733073589456e-09,3.841685414229801e-09
1990,5.993515961311147e-09,1.089730194969718e-09
1991,3.5168792322792797e-09,4.68917216167597e-09
1992,2.754972083796048e-09,2.4794749087231338e-08
1993,5.5392074260751656e-09,2.4926434194494362e-08
1994,7.3848970827405935e-09,8.96737512023904e-09
1995,1.626735190995987e-09,2.168980406391796e-08
1996,4.270473752399084e-09,1.494665791135219e-08
1997,3.835915585170824e-09,1.2946214877906925e-08
1998,1.9072516899143466e-09,1.3827574973923618e-08
1999,1.8280804647829996e-09,1.1425502904893747e-08
2000,4.418031274155965e-09,5.7434409450607404e-09
2001,1.3143635069212678e-09,2.1029816804629675e-08
2002,8.76244299341522e-10,1.0076809164871747e-08
2003,1.2500769308587678e-09,5.8336921959778465e-09
2004,3.52383291990499e-09,1.4095331846153414e-08
2005,4.053374635937246e-09,8.557124342445377e-09
2006,2.8825228870488218e-09,1.1530091881262194e-08
2007,1.5977918155218873e-09,6.3911671788208224e-09
2008,5.960415494499216e-09,2.9802078582719105e-09
2009,3.337734755248789e-09,1.0966842989290626e-08
2010,2.834275814045384e-09,6.140930874920514e-09
2011,3.441574691898097e-09,2.294383183443216e-09
2012,3.7446779566074895e-09,7.148930697420397e-09
2013,3.0680375462388554e-09,5.85716264378533e-09
2014,6.712880029624557e-09,6.496335469563519e-09
2015,7.979671590163662e-09,5.541438363731999e-09
2016,8.078226310104242e-09,4.349814120008233e-09
2017,4.276539233849519e-09,4.779661555431858e-09
2018,5.6792266445171435e-09,3.0977600484760615e-09
2019,4.08158040698936e-09,3.826481798085979e-09
