year,ces_DET eaux_NOUN,ces_DET pots_NOUN
1848,4.2366138472971215e-06,1.4803207903923976e-07
1849,4.424331052632624e-06,1.3155681166665545e-07
1850,3.560828531590232e-06,1.4460561459372911e-07
1851,4.572652017031942e-06,1.741348434336487e-07
1852,4.258547846802685e-06,1.1588771187120983e-07
1853,4.6945356189098675e-06,1.4093759403976946e-07
1854,4.657913279970671e-06,1.4028293904289058e-07
1855,4.0794425331114326e-06,1.4647146073798467e-07
1856,4.2546141116872604e-06,1.506561986275301e-07
1857,4.6891776719348854e-06,1.532793874048366e-07
1858,3.8738339753763285e-06,1.1304391911437506e-07
1859,4.827889483749459e-06,1.298504219704455e-07
1860,4.979060690857295e-06,9.886717222684638e-08
1861,4.061859499415732e-06,1.0752397194835339e-07
1862,4.4687403146781435e-06,1.1069066552238382e-07
1863,4.13854286307469e-06,1.3885045646588878e-07
1864,4.623076790721825e-06,1.1651188991379513e-07
1865,4.041296563173091e-06,1.1108152619954126e-07
1866,4.033106449696788e-06,9.487945362707251e-08
1867,3.77936947870694e-06,1.5965749255997252e-07
1868,4.232484059230046e-06,1.4671426029622125e-07
1869,3.72856680996847e-06,1.0646071757491882e-07
1870,4.470837893677526e-06,1.0722671461849131e-07
1871,3.6621818253479432e-06,1.317025954961082e-07
1872,3.91928051612922e-06,1.2215625488920523e-07
1873,4.588870922361821e-06,1.6581232742396423e-07
1874,4.160717878676223e-06,1.0097089209182286e-07
1875,3.6360304989102588e-06,1.2186852771378653e-07
1876,4.221932044856658e-06,1.668700129187073e-07
1877,3.7238776258163853e-06,1.5152799548445728e-07
1878,3.415708647480642e-06,1.3648340768668277e-07
1879,3.5617366052065336e-06,7.025724180209636e-08
1880,3.207639565516729e-06,1.1359587581694086e-07
1881,3.521116354932019e-06,1.0458761501297431e-07
1882,3.758961440780695e-06,1.118104702158007e-07
1883,3.7631662621606665e-06,1.1501197150209919e-07
1884,3.479094345948397e-06,9.770511510964752e-08
1885,4.2618543147909804e-06,1.1988882420155278e-07
1886,3.419045071950677e-06,1.39394821019323e-07
1887,3.862511846364214e-06,1.018512261197202e-07
1888,3.7301836641745467e-06,1.30616662374905e-07
1889,3.4614880064509634e-06,1.553753889993459e-07
1890,3.2221363426288008e-06,1.3567580126050416e-07
1891,2.9417025189104606e-06,1.4469479481249437e-07
1892,3.253357959920322e-06,1.0280360385195308e-07
1893,3.053343021974797e-06,1.0099803127161522e-07
1894,3.5269714544483577e-06,1.2729109322151544e-07
1895,2.967176840229513e-06,1.1074250494402804e-07
1896,2.8229078736785596e-06,1.1499206209464319e-07
1897,2.7915785665300064e-06,9.147940538412058e-08
1898,2.7675014280248433e-06,1.3127383091671163e-07
1899,2.9848924043562874e-06,1.6582735185011188e-07
1900,2.9080280512516765e-06,1.105694309444516e-07
1901,2.5568481589743897e-06,1.0171504882805493e-07
1902,2.4934422242495202e-06,1.0949933049175797e-07
1903,3.43129988777946e-06,1.1394464749514555e-07
1904,2.6733385709576396e-06,8.86813147360499e-08
1905,2.7976474541446805e-06,9.85705010947413e-08
1906,3.0885684054737794e-06,1.1162880575454892e-07
1907,2.3749649642468285e-06,1.6559955895445455e-07
1908,2.5421349789667147e-06,1.2818725636520867e-07
1909,2.4836941747707897e-06,1.0891947432867255e-07
1910,3.2572597774560563e-06,9.833237513134918e-08
1911,2.4878068813904974e-06,8.086968783516113e-08
1912,2.426548405765061e-06,9.324864258530852e-08
1913,2.496117161854272e-06,9.916590926195568e-08
1914,2.4161852252291283e-06,9.643310860951715e-08
1915,2.4197685775106947e-06,8.246533367284314e-08
1916,1.8436961539691765e-06,7.581348704377433e-08
1917,1.8083634216736755e-06,5.04455535121906e-08
1918,1.6138358915895878e-06,8.270191287351736e-08
1919,1.8047382468466822e-06,7.182121564142108e-08
1920,1.7431277967716596e-06,5.5277292965172364e-08
1921,1.7886829937197035e-06,7.572747406925373e-08
1922,1.8894892406251529e-06,8.558405539815794e-08
1923,2.1380519683589227e-06,7.325004469649343e-08
1924,2.1993111829488043e-06,1.0055467214442615e-07
1925,2.2469277496384166e-06,8.028669640225417e-08
1926,1.992929526295484e-06,1.0477370437911304e-07
1927,2.012435089682185e-06,8.138934148860244e-08
1928,1.9767051071539754e-06,9.140832801790566e-08
1929,1.8615619410411455e-06,7.798284507032349e-08
1930,1.9463176670342364e-06,6.722306444828519e-08
1931,1.933207926185787e-06,6.957267473239881e-08
1932,2.095463457862934e-06,5.6989589047873324e-08
1933,2.1289549181346956e-06,7.34122362899825e-08
1934,1.7157622664853989e-06,9.345632356883016e-08
1935,1.6827407449682141e-06,6.58255636665217e-08
1936,1.7495963220426347e-06,5.8198629915295896e-08
1937,1.7186875993502326e-06,4.910536066660143e-08
1938,1.7127047868825684e-06,7.390171918864041e-08
1939,1.9224621610192116e-06,6.423501108798746e-08
1940,1.856193136973161e-06,4.817987608873864e-08
1941,1.6705504322089837e-06,6.198155322323373e-08
1942,1.7325349119801103e-06,6.371844563091145e-08
1943,1.6083923242149467e-06,6.967764765164475e-08
1944,1.542329385983976e-06,7.711646787811333e-08
1945,1.1959987205045763e-06,5.2284098828181413e-08
1946,1.364268172210359e-06,5.568441707737293e-08
1947,1.2528835497960245e-06,4.529931008079302e-08
1948,1.5111924085431383e-06,6.958008125224069e-08
1949,1.4607708038738565e-06,8.34445712527554e-08
1950,1.54531807083913e-06,7.551106406822328e-08
1951,1.6077394207059115e-06,5.863770979885885e-08
1952,1.7936711174115771e-06,7.065018392538036e-08
1953,1.7475147728873708e-06,7.757155628951296e-08
1954,1.6183320070695117e-06,7.622578301891281e-08
1955,1.7269518082230206e-06,7.508486277174597e-08
1956,1.370091368357862e-06,6.628067517056024e-08
1957,1.803231185704135e-06,9.806891654307037e-08
1958,1.6221869429955404e-06,7.19685182559715e-08
1959,1.6276570136142254e-06,6.355613102471125e-08
1960,1.5073575383439675e-06,8.028166575968498e-08
1961,1.483432058080325e-06,6.878677716315451e-08
1962,1.490993952302233e-06,6.341956293454132e-08
1963,1.3889081884599364e-06,6.40139257157557e-08
1964,1.3494241386524664e-06,7.544120883551386e-08
1965,1.313837643124316e-06,8.208064983250551e-08
1966,1.270663730679189e-06,5.1513396215341345e-08
1967,1.4095829925508951e-06,6.803863072946115e-08
1968,1.3034089221264367e-06,6.91678030406706e-08
1969,1.3575314454783438e-06,6.403878627381232e-08
1970,1.6265690021555201e-06,4.828661381850452e-08
1971,1.172582244635123e-06,4.6759416783004326e-08
1972,1.2240530224971735e-06,5.181448514690601e-08
1973,1.139579254072487e-06,4.079770876685984e-08
1974,1.3748897487175782e-06,8.494613190634936e-08
1975,1.2885099351933604e-06,6.225513260460502e-08
1976,1.20098334832619e-06,7.713261318542664e-08
1977,1.1935744339552912e-06,4.7014253823363106e-08
1978,1.1625737812437364e-06,6.89108592411003e-08
1979,1.0919782198470784e-06,6.554210330023125e-08
1980,1.2041149375363602e-06,7.618101882655992e-08
1981,1.1234175900654009e-06,6.894848780802931e-08
1982,1.1937027153408053e-06,8.318053090761168e-08
1983,9.997145085094417e-07,5.873243758003355e-08
1984,1.1151493026773096e-06,7.422730874395711e-08
1985,1.13333112494729e-06,5.7749357296188464e-08
1986,9.878911768623766e-07,5.6947612847579876e-08
1987,9.820082667033603e-07,5.255302326645506e-08
1988,8.239265198994872e-07,6.116484918550213e-08
1989,1.0564635175569492e-06,5.049072449025971e-08
1990,1.007455573187599e-06,6.374921568408354e-08
1991,8.674968583477494e-07,7.619904884847983e-08
1992,9.080387783910737e-07,5.344645970239981e-08
1993,8.818418422151808e-07,7.145577463063546e-08
1994,9.632016144678346e-07,6.910153782513362e-08
1995,8.50782512884507e-07,6.344267511337875e-08
1996,8.220661911195748e-07,4.4306163626828265e-08
1997,7.216316006974921e-07,6.23336289251597e-08
1998,7.776818620186532e-07,6.341611946680814e-08
1999,8.628539731603269e-07,5.986963635962184e-08
2000,9.255775808014732e-07,5.389998580795918e-08
2001,7.272811615166574e-07,5.476514530755594e-08
2002,7.29911484143031e-07,6.133710250821878e-08
2003,7.550464431460568e-07,5.54200738633881e-08
2004,6.87587913716925e-07,5.8143246661757075e-08
2005,7.305082050379497e-07,4.77397463782836e-08
2006,7.655157219232933e-07,5.023825799810311e-08
2007,7.014305865027382e-07,7.110173694258037e-08
2008,7.518638440728864e-07,5.6623949085121694e-08
2009,7.762617286743989e-07,7.53374429507403e-08
2010,9.041339552595673e-07,6.707786148751893e-08
2011,8.932798465366432e-07,7.494985077016736e-08
2012,9.821269344456596e-07,8.306376564348739e-08
2013,8.863839155992537e-07,6.833356280822045e-08
2014,1.0214405179453934e-06,7.514094857441478e-08
2015,9.730766024063087e-07,6.893549686637357e-08
2016,1.2668315463315594e-06,7.767525289636978e-08
2017,9.199590635944332e-07,6.188404011453486e-08
2018,9.626289099173846e-07,5.369450661873998e-08
2019,9.295799188180354e-07,6.683587816525005e-08
