year,leurs_DET hommes_NOUN,leurs_DET pommes_NOUN
1899,9.518490138304969e-07,5.417026827103655e-08
1900,9.733224333174917e-07,3.5299160261459406e-08
1901,1.0506829477563429e-06,4.247441531823881e-08
1902,8.784498088942883e-07,4.17374118599767e-08
1903,1.0411624220552085e-06,4.5361851164216205e-08
1904,1.0690129901291812e-06,2.6335664315979557e-08
1905,9.217115612969451e-07,4.335037540048603e-08
1906,9.326406651410935e-07,3.703812695432518e-08
1907,8.501119963533199e-07,3.497133493901572e-08
1908,9.105715275126158e-07,3.339744458763505e-08
1909,9.307664328161991e-07,5.555993243255841e-08
1910,9.934776494802122e-07,4.275320719671072e-08
1911,1.0252360946871875e-06,4.9479478292369095e-08
1912,9.923947104084618e-07,3.854971869499124e-08
1913,9.23780827832843e-07,6.469647217954844e-08
1914,1.2563091029704765e-06,5.960102011925983e-08
1915,2.866259350753353e-06,9.306802040143225e-08
1916,2.2908858490211514e-06,6.922100781459051e-08
1917,2.232763932852322e-06,8.115153848908818e-08
1918,2.0250482357653254e-06,1.1486376383373909e-07
1919,1.59664092791445e-06,5.985101403371829e-08
1920,1.0896441544616664e-06,6.512119465895694e-08
1921,9.632534982983998e-07,4.6951032506292734e-08
1922,9.628205841494264e-07,6.345024861076354e-08
1923,8.386599219534219e-07,5.6264525483129546e-08
1924,7.941240758313484e-07,3.609654786185246e-08
1925,8.094658818791345e-07,6.48892493071429e-08
1926,8.025219786489401e-07,3.1209186346359274e-08
1927,7.971695978881144e-07,4.5711822438399e-08
1928,6.604252034136948e-07,3.884854038460617e-08
1929,7.653459235257287e-07,3.230717782187753e-08
1930,7.541587416781681e-07,4.8316577849760733e-08
1931,7.801264167994759e-07,3.42160717536899e-08
1932,7.507282591134867e-07,4.3838146113195364e-08
1933,6.538277386169966e-07,4.358851524166596e-08
1934,7.811990325734541e-07,4.912447693072863e-08
1935,6.893731629986632e-07,4.308582290946106e-08
1936,8.002311471244639e-07,4.9711328387047615e-08
1937,7.944995630282392e-07,5.2882697110234744e-08
1938,7.623546220969502e-07,3.3709557811789637e-08
1939,6.928205138478916e-07,4.435274636449549e-08
1940,1.4656825193526402e-06,3.296517903095264e-08
1941,1.2425825985928896e-06,3.246652724442356e-08
1942,9.436398471507346e-07,3.6410540360520827e-08
1943,1.2512943943221444e-06,3.193558839598154e-08
1944,1.1888788904457215e-06,2.2492303131116387e-08
1945,1.4530621621489104e-06,6.535512397931598e-08
1946,1.0468670019747606e-06,6.960552045853774e-08
1947,8.594948193163532e-07,3.218635202806297e-08
1948,9.023666791563301e-07,3.3702851842676296e-08
1949,6.989709770977015e-07,3.435953033203987e-08
1950,6.306769222419462e-07,4.8922664364070556e-08
1951,7.526949730163324e-07,3.5182626589858046e-08
1952,8.214402100747975e-07,5.061505703451985e-08
1953,6.938345080698127e-07,5.817866821633544e-08
1954,6.010109432352806e-07,2.5408594339637602e-08
1955,6.072488467623316e-07,3.0972504561077585e-08
1956,5.598973151776931e-07,5.0582621868855426e-08
1957,6.82948434693742e-07,3.180613461495341e-08
1958,6.253815865164825e-07,2.729840320458976e-08
1959,6.169595163640906e-07,1.7826719656000023e-08
1960,7.121537741738848e-07,3.391208380776334e-08
1961,8.733836089902525e-07,2.640300600376122e-08
1962,8.390408137159966e-07,4.629628025387689e-08
1963,8.677443714688593e-07,3.427008365974871e-08
1964,7.9821663145907e-07,3.346182708696688e-08
1965,7.119128557775412e-07,3.1190646510026454e-08
1966,8.214447815291237e-07,3.7665706997813686e-08
1967,8.992932096774098e-07,3.254021407883556e-08
1968,9.041220057071087e-07,4.2668451744054536e-08
1969,7.879949990297064e-07,2.997560244466513e-08
1970,7.178609777724887e-07,2.8052221878738237e-08
1971,7.430122783702586e-07,2.620582717494102e-08
1972,6.925698103898981e-07,3.385896857333037e-08
1973,7.288455581289099e-07,2.866865994599621e-08
1974,7.189480353275712e-07,1.6876715136504572e-08
1975,6.973717088243347e-07,2.627280792921738e-08
1976,6.52484774654738e-07,2.9710338855792884e-08
1977,6.728915078468845e-07,2.2919448394720376e-08
1978,7.562372701386266e-07,2.6138601616487733e-08
1979,7.432006388086165e-07,2.1652301285257636e-08
1980,7.191715702958845e-07,1.989802728141754e-08
1981,6.768338218776648e-07,2.2139423017097926e-08
1982,7.939395452183362e-07,3.47620137119975e-08
1983,7.142622511224772e-07,2.6524328289312393e-08
1984,7.277755837975519e-07,3.827345756990397e-08
1985,7.248747717625292e-07,2.225756512430621e-08
1986,6.52799458933373e-07,2.8773531113301942e-08
1987,6.666901342100573e-07,2.0776777631681398e-08
1988,6.488270960502973e-07,6.476277991662727e-08
1989,6.272923602779201e-07,2.9087048214471167e-08
1990,6.783570309920606e-07,3.214704236143007e-08
1991,6.289352185717689e-07,3.04796188288492e-08
1992,6.948039823484464e-07,2.314176583695371e-08
1993,6.802146792495023e-07,3.5450928637104084e-08
1994,7.522045262220445e-07,2.795711040448623e-08
1995,7.450447583323694e-07,2.277429267394382e-08
1996,7.387919698231826e-07,2.1886178203089912e-08
1997,6.923827626792445e-07,1.7261619689179497e-08
1998,7.748209949198781e-07,2.5747897702821376e-08
1999,6.759327400018833e-07,2.513610636301067e-08
2000,7.497399412415007e-07,2.2090157481002848e-08
2001,7.886180970473333e-07,2.6725391677473453e-08
2002,7.632087832831758e-07,2.1029863517263436e-08
2003,8.371348414470958e-07,1.7917768602160322e-08
2004,7.849338174992226e-07,2.202395671391244e-08
2005,8.462545366683116e-07,1.5312748402607212e-08
2006,7.762222775653527e-07,2.058944942318064e-08
2007,8.432346181308503e-07,1.2382886716011399e-08
2008,7.258934759946101e-07,2.5544637599628217e-08
2009,7.786458127156948e-07,2.527142117791925e-08
2010,8.50755126791114e-07,3.590082864324273e-08
2011,7.33055419033235e-07,3.709252724415357e-08
2012,8.013611161317158e-07,4.8680812603230095e-08
2013,9.139963026427722e-07,4.880968768050664e-08
2014,1.043528005340022e-06,3.702911302583267e-08
2015,8.39195472224219e-07,5.098123523339382e-08
2016,8.393069599321734e-07,4.598375041853231e-08
2017,8.115362177818497e-07,4.578412782230146e-08
2018,7.834751603041923e-07,5.524338786422334e-08
2019,7.538168560472513e-07,3.571382722888927e-08
