year,avions_VERB assez_ADV,avions_VERB passé_VERB
1875,2.689117728493784e-08,1.676407492823273e-07
1876,2.2370254981751714e-08,8.645800875228815e-08
1877,5.133397351642088e-08,1.8492599451747083e-07
1878,3.563062378475479e-08,1.6305538963479194e-07
1879,4.948553566919145e-08,1.8572349347323325e-07
1880,4.55667077403632e-08,1.7071471347662737e-07
1881,2.4403776777148778e-08,1.6315667039634718e-07
1882,3.8601232432711186e-08,1.3044554236785189e-07
1883,5.0554710639971745e-08,1.0995649546430286e-07
1884,4.423137056619453e-08,1.287330917421059e-07
1885,2.1915161241281567e-08,1.205333859388702e-07
1886,2.6459201052375647e-08,1.2261581616712647e-07
1887,2.0892558794116667e-08,1.5212394544050767e-07
1888,5.2627100899371726e-08,1.1539918887137901e-07
1889,2.8819629349641218e-08,1.0400127337106824e-07
1890,2.4906668727453507e-08,8.979509402706753e-08
1891,2.677172439291553e-08,1.2620955658348976e-07
1892,2.8835156484774416e-08,1.1283322010058328e-07
1893,2.3401982574000613e-08,8.498614789687053e-08
1894,4.537108111435373e-08,1.367434094845521e-07
1895,4.273216447359118e-08,1.3120579467340576e-07
1896,3.3023361822870356e-08,1.315037394533647e-07
1897,2.6220211779559577e-08,1.1420358703162492e-07
1898,2.9423445013776472e-08,1.165621128507155e-07
1899,2.7085134135518274e-08,1.2879257837994373e-07
1900,1.1939421895590385e-08,9.655359178850631e-08
1901,2.4031576728589243e-08,9.333194128657851e-08
1902,1.5221880644844532e-08,7.070809004972034e-08
1903,3.834156458992766e-08,9.28837877722799e-08
1904,3.278521276683932e-08,6.449550227216605e-08
1905,2.2707340008309984e-08,8.670075146710587e-08
1906,1.6461390472954918e-08,8.693671560422445e-08
1907,2.2114226894132116e-08,9.822830548955608e-08
1908,2.553922229253658e-08,6.630375537497457e-08
1909,2.475442606453271e-08,8.581534416407521e-08
1910,2.0307773240801907e-08,1.1543365729949073e-07
1911,3.1922244403403965e-08,9.417062329930559e-08
1912,2.8651816919023076e-08,1.1356538465179256e-07
1913,1.8030165804816534e-08,8.909022852776616e-08
1914,3.8841115213017474e-08,1.2455943476652465e-07
1915,2.591767689352764e-08,2.3561523221360403e-07
1916,5.7134801778602196e-08,1.7250314954253554e-07
1917,4.0575770299255964e-08,1.5352993898432032e-07
1918,5.6283244731503146e-08,1.6310654871176666e-07
1919,4.327688785110695e-08,1.0773182879120213e-07
1920,2.2716694303426266e-08,1.2645627123220038e-07
1921,2.4232791773215467e-08,1.1359121288023744e-07
1922,3.541408943874558e-08,1.4829650751835288e-07
1923,3.290944050604594e-08,1.1146745748646936e-07
1924,2.5783249313349188e-08,1.0442215625516837e-07
1925,3.629398648286042e-08,1.1108159725381483e-07
1926,3.4553028882555736e-08,1.1034676816734645e-07
1927,3.3447673075670536e-08,1.1929670051813446e-07
1928,3.5420729460611255e-08,1.485385325850075e-07
1929,2.6736975300423182e-08,1.0137770090068443e-07
1930,2.4158287814657342e-08,9.138135226294253e-08
1931,1.9389105432310316e-08,8.325910272333203e-08
1932,4.164623845781534e-08,8.219652158913959e-08
1933,1.4911860191091364e-08,9.061822936473618e-08
1934,2.875579241390369e-08,8.98618495170922e-08
1935,2.992070946561398e-08,1.0891138657598276e-07
1936,1.6974599503782883e-08,9.942265677409523e-08
1937,3.5255130370615007e-08,1.1961562051965302e-07
1938,6.482607339819424e-09,6.482607517455108e-08
1939,2.7529290846928234e-08,7.647025057622159e-08
1940,3.550096039361961e-08,7.60734906180005e-08
1941,3.246652724442356e-08,7.67390702094417e-08
1942,3.944475324146879e-08,1.7295006671247393e-07
1943,1.7419411690866582e-08,1.1612940653549231e-07
1944,1.2852744646352221e-08,8.354284375400312e-08
1945,6.317661416233022e-08,1.6556630555442098e-07
1946,7.79581839083221e-08,1.3503471052445093e-07
1947,2.9802176726434482e-08,1.1444036118746226e-07
1948,3.044128504825494e-08,1.2285232742215157e-07
1949,1.8652315247891238e-08,9.031647607571358e-08
1950,2.7651939404904624e-08,7.551106762093696e-08
1951,1.9190522948520083e-08,1.4286278826602938e-07
1952,3.690681538159879e-08,1.0861148069807314e-07
1953,2.5857186614075545e-08,1.4005975401687465e-07
1954,2.9317607896928166e-08,1.2997473675113724e-07
1955,3.2849627018549654e-08,1.1825866153003517e-07
1956,2.7907653077363648e-08,1.0465370081647052e-07
1957,2.2087593976038988e-08,7.863183526524153e-08
1958,2.6471179026543723e-08,1.0588471610617489e-07
1959,3.1778064624177205e-08,6.433120347537624e-08
1960,2.4914999841030294e-08,8.443416987802266e-08
1961,2.848745239703021e-08,1.0074830925077549e-07
1962,3.424656469519505e-08,1.2937590554429335e-07
1963,3.297687101166957e-08,9.56975867438814e-08
1964,2.9203047091641565e-08,9.369311015916537e-08
1965,2.9001830270658502e-08,9.028871517102743e-08
1966,2.76953731059848e-08,9.028691749790596e-08
1967,2.662381248796919e-08,9.170424419835399e-08
1968,2.8745061442236874e-08,1.0554827412079248e-07
1969,1.7712855182594467e-08,9.401438916256666e-08
1970,3.2650948611490094e-08,9.565348335627277e-08
1971,2.363662865434435e-08,9.403267142715777e-08
1972,1.539044092169206e-08,8.77255104114738e-08
1973,1.598829157956061e-08,7.167164994825725e-08
1974,2.418995848074701e-08,8.607124613035921e-08
1975,1.599214449754527e-08,7.310694627449266e-08
1976,3.028169359708954e-08,8.284614239073562e-08
1977,2.4682483612537e-08,7.287209768946923e-08
1978,2.673266052966028e-08,9.564352154711742e-08
1979,1.8141117053005473e-08,7.95868402292399e-08
1980,2.5583178242527538e-08,9.494201691495618e-08
1981,2.6567308353264707e-08,8.476236246224289e-08
1982,1.6760255405756652e-08,9.000878264942003e-08
1983,2.1472073896688926e-08,8.020451502943615e-08
1984,1.5657322549600394e-08,7.828661807707249e-08
1985,1.6843562988810845e-08,8.722559385887507e-08
1986,1.6185110141009318e-08,7.612996455463872e-08
1987,2.0776777631681398e-08,8.55514343811592e-08
1988,1.199310784016916e-08,7.315795613749287e-08
1989,2.469655058234821e-08,1.0043263642955935e-07
1990,1.961514328741032e-08,9.971031289524035e-08
1991,1.2309077312977479e-08,9.847261850381983e-08
1992,2.0937788391961476e-08,8.760811454067152e-08
1993,2.2710750613441633e-08,9.582829108012447e-08
1994,1.7407257857371405e-08,1.0338855815916759e-07
1995,2.1689803730851054e-08,1.0356880864037521e-07
1996,1.3345230698291743e-08,7.90037617548478e-08
1997,1.5343662340683295e-08,8.966452469394426e-08
1998,2.1456582288692516e-08,1.0775971759358072e-07
1999,1.9194844824710344e-08,1.1059886872999414e-07
2000,1.8555732950176207e-08,1.1221799667282539e-07
2001,2.3220422917802352e-08,1.1829271784336015e-07
2002,2.1906107150471144e-08,1.095305393050694e-07
2003,2.2084691408963408e-08,1.2292422013615578e-07
2004,2.686922684347337e-08,1.264175040205373e-07
2005,1.9816498664226856e-08,1.1979973635334318e-07
2006,1.976587071794711e-08,1.5359729843567038e-07
2007,2.4366324069546863e-08,1.689664799187085e-07
2008,2.0435710013089192e-08,1.7710948441163055e-07
2009,2.7178696626606325e-08,2.136150243359225e-07
2010,2.8342757474320024e-08,2.555572109486093e-07
2011,3.326855591012645e-08,3.07829736811982e-07
2012,4.6978687606724634e-08,3.560848256256577e-07
2013,4.9088601628000106e-08,4.1446398313382815e-07
2014,4.958869581628278e-08,4.447824437647796e-07
2015,3.989835661855068e-08,4.162728544088168e-07
2016,5.841178918331025e-08,4.861435058955976e-07
2017,4.4526320408522224e-08,4.960785418006708e-07
2018,5.782485601457665e-08,5.552735160563316e-07
2019,4.464228453571195e-08,4.821366701435181e-07
