year,plusieurs_DET yeux_NOUN,plusieurs_DET pieux_NOUN
1895,1.0833506536300774e-08,4.213029924926559e-09
1896,9.435246361988447e-09,1.179405795248556e-09
1897,6.4093846896540185e-09,1.1653427112179315e-09
1898,1.7540900731916054e-08,9.619203544808386e-09
1899,2.04520400615138e-08,3.3165470370022376e-09
1900,5.71015834616162e-09,2.07642125715779e-09
1901,5.029864968975062e-09,4.470991132876634e-09
1902,1.1293652957267142e-08,3.437198747846537e-09
1903,1.1880484818149739e-08,3.7801541896698154e-09
1904,1.0211787859759625e-08,5.374625189347171e-09
1905,7.2250627702885595e-09,1.5482277682110634e-09
1906,9.773950537805831e-09,6.6874399351490865e-09
1907,1.1828539925318182e-08,4.6285588695127444e-09
1908,4.4202499438483756e-09,5.893666887857307e-09
1909,1.0451868703853506e-08,6.60118004702781e-09
1910,6.947395991829808e-09,9.0850561518252e-09
1911,1.1704823554836707e-08,1.4365010403416534e-08
1912,1.4586379215586476e-08,1.0418842455450772e-09
1913,6.36358749028787e-09,6.363587878865928e-09
1914,7.366418142140674e-09,1.0714789944188396e-08
1915,1.767114277129167e-08,0.0
1916,1.648119329900055e-08,3.2962386153911893e-09
1917,1.0966424213165737e-08,9.869782324756216e-09
1918,3.101321510712296e-08,0.0
1919,7.366278698128781e-09,7.366278753639932e-09
1920,9.086677632552664e-09,1.514446346106979e-09
1921,1.741731875393171e-08,7.572747429129834e-10
1922,8.115729421831475e-09,1.4755870969551665e-09
1923,1.1677542488541803e-08,6.369568872344189e-09
1924,6.445812328337297e-09,1.0313299325659386e-08
1925,1.4297631523163545e-08,7.698724324711748e-09
1926,1.4489979882625903e-08,3.343841648018042e-09
1927,1.0034302277972529e-08,4.4596899506643695e-09
1928,1.4853853258500749e-08,0.0
1929,1.3368487650211591e-08,5.570202965543558e-09
1930,6.302162347537887e-09,1.0503603542488804e-09
1931,3.4216069977333063e-09,6.843213995466613e-09
1932,3.287861094491973e-09,3.287861094491973e-09
1933,1.4911860191091364e-08,3.4411986593596566e-09
1934,4.7926320689839486e-09,1.1981580172459871e-09
1935,1.6755597798123745e-08,1.0771455727365264e-08
1936,2.424943001955171e-08,1.2124714565686645e-09
1937,8.813782592653752e-09,5.0364472592434595e-09
1938,1.55582577932023e-08,1.2965214457594243e-09
1939,1.2235240376412548e-08,3.058810094103137e-09
1940,2.5357829169792012e-09,0.0
1941,8.854508237732261e-09,2.9515025978810172e-09
1942,1.8205270180260413e-08,6.068423541449874e-09
1943,1.4516175816936538e-08,0.0
1944,4.177142187700156e-08,0.0
1945,1.3071024262956144e-08,4.357008087652048e-09
1946,1.2528993842408909e-08,0.0
1947,3.5762612871081956e-09,8.344609447874518e-09
1948,8.697510267552389e-09,0.0
1949,8.835307596655184e-09,9.817008317369869e-10
1950,5.317680518146517e-09,8.508289184305795e-09
1951,1.0661401539380222e-08,3.1984206394497505e-09
1952,0.0,2.1089607837865287e-09
1953,4.3095309543161875e-09,5.386913692895234e-09
1954,9.772536557761669e-09,4.886268278880834e-09
1955,9.385607846468247e-09,2.815682353940474e-09
1956,1.0465369904011368e-08,6.976913269340912e-09
1957,1.3252556385623393e-08,9.718541527092839e-09
1958,2.4816730892496253e-09,1.6544486891589827e-09
1959,4.650448914844674e-09,4.650448914844674e-09
1960,8.305000243069571e-09,4.844583401109048e-09
1961,1.111705483225478e-08,2.08444772553662e-09
1962,7.610347907416326e-09,1.2683912808952869e-09
1963,9.05247421467692e-09,1.939815863494232e-09
1964,1.2167936658258327e-09,2.4335873316516654e-09
1965,1.3132904541635071e-08,2.188817349590977e-09
1966,7.754704656193212e-09,1.6617224263271169e-09
1967,5.4233690871541285e-09,4.930335695263466e-09
1968,9.88111459321317e-09,2.245707841908029e-09
1969,3.1792304344691047e-09,9.083515606356229e-10
1970,3.219107563845469e-09,2.2993624781975086e-09
1971,6.679916619845017e-09,0.0
1972,2.565073486948677e-09,2.565073486948677e-09
1973,2.205281512956958e-09,3.859242703185828e-09
1974,6.1881286761433785e-09,5.625571564138454e-09
1975,3.998036124386317e-09,6.282628195464213e-09
1976,3.999468867199596e-09,7.998937512354587e-09
1977,3.526069214387917e-09,4.7014254711541525e-09
1978,4.158414057542359e-09,6.534650598410963e-09
1979,7.60756546647201e-09,9.948355028654987e-09
1980,2.2740602734216964e-09,3.4110903546213933e-09
1981,8.223214109648325e-09,3.795329828193417e-09
1982,7.449002858983533e-09,4.966001831974154e-09
1983,3.157658134966823e-09,3.789189628733425e-09
1984,2.8995041922996734e-09,2.8995042478108246e-09
1985,3.609334831011779e-09,1.8046674155058895e-09
1986,2.997242676272549e-09,5.994485408056249e-09
1987,6.110816741511371e-09,4.277571630240118e-09
1988,3.597932174415064e-09,1.1993107618124554e-09
1989,3.2928733073589456e-09,3.841685636274406e-09
1990,2.724325431913144e-09,2.724325487424295e-09
1991,5.275318681885466e-09,2.9307325455363298e-09
1992,8.815910668147353e-09,2.7549720282848966e-09
1993,5.539207592608619e-09,3.323524400133948e-09
1994,3.1649559639745917e-09,3.164956019485743e-09
1995,7.049185846152994e-09,4.337960546330066e-09
1996,5.3380921904988554e-09,1.067618438099771e-09
1997,3.835915585170824e-09,1.438468344439059e-09
1998,4.29131630230728e-09,9.536258449571733e-10
1999,6.398281460207045e-09,6.398281821029528e-09
2000,3.97622823555821e-09,4.4180314962005696e-10
2001,3.943090742808408e-09,8.762423564512289e-10
2002,3.066854992184176e-09,6.571831967505659e-09
2003,1.0000615280336689e-08,1.2500769308587678e-09
2004,7.488145215006625e-09,4.845270407116686e-09
2005,8.106749271874492e-09,2.702249757291497e-09
2006,9.471146977801936e-09,3.294311934354255e-09
2007,6.391167151065247e-09,1.5977917877663117e-09
2008,4.6831836186811415e-09,1.7029758714315335e-09
2009,1.0966842323156811e-08,3.814554005998616e-09
2010,8.030448306328708e-09,1.4171379625338432e-09
2011,3.823972000160936e-09,5.353560678100777e-09
2012,7.829781156765137e-09,5.446804340891731e-09
2013,8.646287352753745e-09,3.6258624991347688e-09
2014,7.362513626540945e-09,6.063246307808079e-09
2015,8.201328866030977e-09,3.5465205910911735e-09
2016,1.2635174240216429e-08,4.142679976837371e-09
2017,7.043711947041231e-09,1.7609279867603078e-09
2018,9.293279867872428e-09,6.195519930418669e-09
2019,9.69375346659973e-09,4.3366790158927415e-09
