year,les_DET artisans_NOUN,les_DET partisans_NOUN
1898,1.6799656066268653e-06,8.185376259461918e-06
1899,1.5305864167203254e-06,8.267046155197022e-06
1900,2.3702349380982923e-06,7.878980568420957e-06
1901,2.1449579747923053e-06,8.264626899290306e-06
1902,1.6852094688601937e-06,6.669638537459832e-06
1903,2.0947454544284483e-06,8.502646892338817e-06
1904,2.3470988708140794e-06,8.151156521307712e-06
1905,1.960572390657944e-06,8.60453349105228e-06
1906,2.303565864281154e-06,8.058879416239506e-06
1907,2.1342800380352855e-06,8.505234518452198e-06
1908,2.006793579312216e-06,8.350343705387786e-06
1909,2.309312975512512e-06,8.349942959284817e-06
1910,2.2659198322116936e-06,8.179756832760177e-06
1911,2.265947443902405e-06,8.177414997589949e-06
1912,2.0092737855748055e-06,8.118882988128462e-06
1913,2.138695791131795e-06,7.961908750075963e-06
1914,2.0739815198567157e-06,7.134710699574498e-06
1915,1.6504846911402637e-06,5.86681949243939e-06
1916,2.652373353839721e-06,6.880348792037694e-06
1917,2.0956836834784554e-06,6.535988859468489e-06
1918,2.3684906977905484e-06,6.694260264339391e-06
1919,2.231061657198552e-06,7.230002552205406e-06
1920,2.3451201656143894e-06,7.128498850761389e-06
1921,1.94771064343513e-06,6.885141715429199e-06
1922,2.745329851450151e-06,6.962557563383598e-06
1923,2.4183129028187977e-06,6.9821089709876105e-06
1924,2.4713243078622327e-06,6.764235195078072e-06
1925,2.3899041252661846e-06,6.651698072346335e-06
1926,2.342918236308833e-06,7.052161777210131e-06
1927,2.239879279386514e-06,6.466550530603854e-06
1928,2.1766607574136287e-06,6.617962981181336e-06
1929,2.4586876463672525e-06,6.435812792915385e-06
1930,2.647958382340221e-06,7.080479235810344e-06
1931,2.474962315091034e-06,6.653885179730423e-06
1932,2.6280969507297414e-06,6.849710302958556e-06
1933,2.538457636092062e-06,6.3157465319818584e-06
1934,2.6754867974432273e-06,6.484430969067034e-06
1935,2.721587833320882e-06,6.149304454083904e-06
1936,3.3367215053203836e-06,6.376387318596244e-06
1937,4.020344050559288e-06,6.00218584168033e-06
1938,2.831602785136056e-06,6.3425828784602345e-06
1939,3.6522192772281414e-06,5.680210165337485e-06
1940,3.4055563560286828e-06,5.226248447343096e-06
1941,4.173424656528368e-06,5.433716296465718e-06
1942,3.2708803416880983e-06,5.476752107824723e-06
1943,4.598724387960829e-06,6.073568215470004e-06
1944,3.679098114162116e-06,7.126846981009294e-06
1945,2.9562299346252985e-06,7.537623901043844e-06
1946,3.5651947314363497e-06,6.956375727895647e-06
1947,3.442747527060419e-06,6.964172939660784e-06
1948,3.953018421043453e-06,6.893864110679715e-06
1949,3.7235913055155834e-06,6.6863644860859495e-06
1950,3.3320587533580692e-06,6.632211579926661e-06
1951,3.3199605695699574e-06,6.115380188020936e-06
1952,3.2615079135212e-06,5.607726620837639e-06
1953,3.4368510455351498e-06,6.164784167594917e-06
1954,3.100825722412992e-06,6.230969006537634e-06
1955,3.477367613413662e-06,5.810629886582319e-06
1956,3.655902617083484e-06,5.796070809083176e-06
1957,3.4050234489768627e-06,5.8956204611604335e-06
1958,3.7167189930187305e-06,5.525858796318062e-06
1959,3.3266209413795877e-06,5.9835772390215425e-06
1960,3.22856874390709e-06,5.813500024487439e-06
1961,3.531749371177284e-06,5.7252833585152985e-06
1962,3.7379491004685406e-06,6.565193302776606e-06
1963,3.6597861594600545e-06,6.705297209919081e-06
1964,3.248230598273949e-06,7.055578066683665e-06
1965,3.5617529761111655e-06,7.02391503182298e-06
1966,3.398222276018714e-06,6.8501740315696225e-06
1967,3.343753661511073e-06,6.488321787401219e-06
1968,3.3739516140940395e-06,7.196146611931908e-06
1969,3.562554866221035e-06,6.802644634262833e-06
1970,3.4816946481441846e-06,6.437755132537859e-06
1971,3.2125259963322605e-06,6.352086870720086e-06
1972,3.681393366150587e-06,6.4614198436174775e-06
1973,3.7489785995603597e-06,6.310964522526774e-06
1974,3.693750358024772e-06,6.125685217739374e-06
1975,3.841541513338598e-06,5.588112287568947e-06
1976,4.065174437073438e-06,5.929498229306773e-06
1977,4.116098011763825e-06,6.103038117544202e-06
1978,3.883364570356207e-06,6.131878535597934e-06
1979,3.652801751741208e-06,6.349391355797707e-06
1980,4.070567854341789e-06,5.925063874201442e-06
1981,3.96105912159328e-06,5.933997954343795e-06
1982,3.8877585666341474e-06,6.380691502272384e-06
1983,3.852974373330653e-06,5.9193457673245575e-06
1984,3.6545350781125308e-06,6.217117174855957e-06
1985,4.045462844715075e-06,6.401155474122788e-06
1986,3.819086657586013e-06,6.3877237153064925e-06
1987,3.923144447526283e-06,6.113872018431721e-06
1988,3.970318289248098e-06,6.4031200963654555e-06
1989,3.893273969879374e-06,6.613735990868008e-06
1990,3.631525885339215e-06,6.840781111350225e-06
1991,3.540911194477303e-06,6.62052502775623e-06
1992,3.594687683516895e-06,7.102317908902478e-06
1993,3.6896661299579137e-06,6.8785875555477105e-06
1994,3.4228998231355945e-06,6.833667271166632e-06
1995,3.535437883783743e-06,7.401103289339517e-06
1996,3.820472500137839e-06,7.103933285179664e-06
1997,3.669532702588185e-06,7.65121296808502e-06
1998,4.040036003516434e-06,7.033467340988864e-06
1999,3.600404511416855e-06,7.193496799118293e-06
2000,3.6943579857506847e-06,7.588410880998708e-06
2001,3.5649921130698203e-06,7.108077966222481e-06
2002,4.032038134482718e-06,7.572503363917349e-06
2003,3.3168705897423933e-06,7.727975457783032e-06
2004,3.4207608905489906e-06,8.150185294653056e-06
2005,3.1873035482021805e-06,8.608016628386395e-06
2006,3.5327377645444358e-06,7.748633493065427e-06
2007,3.913391594778659e-06,7.333065468628774e-06
2008,3.1994658513667673e-06,7.011151524238812e-06
2009,2.8723592606638704e-06,6.563416945937206e-06
2010,2.606116595416097e-06,6.052596063454985e-06
2011,2.781939684837198e-06,4.997166399789421e-06
2012,2.490210931682668e-06,4.678464620155864e-06
2013,2.5302942958660424e-06,4.761036336731195e-06
2014,2.3607683772297605e-06,5.083165888208896e-06
2015,2.3571062683913624e-06,4.716872297194641e-06
2016,2.063676078023491e-06,4.473265903470747e-06
2017,2.0456951403957646e-06,4.146230594415101e-06
2018,1.8772425960378314e-06,4.0671008605386305e-06
2019,2.052269593377787e-06,4.048927678468317e-06
