year,ses_DET airs_NOUN,ses_DET pairs_NOUN
1958,3.217902624363944e-07,6.361354962791665e-07
1959,2.8212721403519936e-07,6.603636961699522e-07
1960,3.335841540774709e-07,6.31180000709719e-07
1961,2.4596482628425065e-07,7.71940506183455e-07
1962,3.0060874589565856e-07,7.546927918156143e-07
1963,2.7933350033038096e-07,8.302412197735975e-07
1964,2.895968895799683e-07,7.392021643681801e-07
1965,2.746965828137604e-07,8.366754400412901e-07
1966,2.980022166809704e-07,8.114744787235395e-07
1967,3.2096484048338425e-07,8.455525630779448e-07
1968,3.876091945187454e-07,9.48137881096045e-07
1969,2.529759104419327e-07,8.338667498719587e-07
1970,2.441923028229098e-07,8.765169923208305e-07
1971,3.088176994126002e-07,9.233700097865949e-07
1972,4.022035220430098e-07,9.280435619984928e-07
1973,2.558126541707395e-07,9.592974947736366e-07
1974,2.0533337030670396e-07,1.0300421990905306e-06
1975,1.7591359346980084e-07,9.252597692466225e-07
1976,2.2968377733079137e-07,9.433032914785144e-07
1977,2.1685324647080506e-07,1.0378396382293431e-06
1978,2.697028369524901e-07,1.1108905937362579e-06
1979,2.574868407378972e-07,1.0527700169404852e-06
1980,2.8084645453674284e-07,1.0926859204118955e-06
1981,2.4732899239765516e-07,1.344811835224391e-06
1982,2.5140385639943474e-07,1.3730995078731212e-06
1983,2.911360601487445e-07,1.380528033223527e-06
1984,2.8183180766916394e-07,1.4497521760858945e-06
1985,2.424270011402996e-07,1.518928456789581e-06
1986,2.649562569345676e-07,1.5831435575819341e-06
1987,3.0126327388302343e-07,1.6401432958446094e-06
1988,2.758414856529612e-07,1.762387114467856e-06
1989,2.820894806632168e-07,1.8538876247475855e-06
1990,2.838747201749925e-07,1.807862417990691e-06
1991,3.2062213728423217e-07,1.7467166344431462e-06
1992,2.6833428190542463e-07,1.7080826637538848e-06
1993,3.22381882966738e-07,1.8766834273264976e-06
1994,3.048907606384432e-07,1.9469753169687465e-06
1995,3.399876735699081e-07,1.955335847014794e-06
1996,2.807836549933995e-07,1.987905534406309e-06
1997,3.342041541287699e-07,2.1203022697591223e-06
1998,2.9610082297182316e-07,2.15948580262193e-06
1999,2.883796819119766e-07,2.2686479042022256e-06
2000,3.4593186448717006e-07,2.2629158138443017e-06
2001,2.9704614989967126e-07,2.37067365560506e-06
2002,3.2552475470737363e-07,2.3715551833447535e-06
2003,3.55021846143444e-07,2.5055708192667225e-06
2004,3.470975600272652e-07,2.445980499032885e-06
2005,3.2607145872276533e-07,2.503184077795595e-06
2006,3.6525684521393487e-07,2.5893291422107723e-06
2007,4.809353253421023e-07,2.6395521217636997e-06
2008,5.20259151315372e-07,2.520404223105288e-06
2009,5.163952465636612e-07,2.500440132280346e-06
2010,6.608586202716538e-07,2.608950808280497e-06
2011,6.611647318521818e-07,2.575445023467182e-06
2012,8.180419168724029e-07,2.4769342417130247e-06
2013,7.829073780385443e-07,2.3453751509805443e-06
2014,9.523628090590819e-07,2.247515567432856e-06
2015,9.234253326440012e-07,2.120154476870084e-06
2016,9.399741180970977e-07,1.9019043975276873e-06
2017,8.636093760117092e-07,2.2348690436047036e-06
2018,9.961880245157317e-07,2.159913265131763e-06
2019,1.0020280143407945e-06,2.181859827032895e-06
