year,des_DET oies_NOUN,des_DET pois_NOUN
1841,2.2471919214339664e-07,5.373999107938232e-07
1842,2.508891068231378e-07,4.346955781997508e-07
1843,1.8665839540688012e-07,4.5483214261565763e-07
1844,2.3820356265247256e-07,5.389767088193054e-07
1845,2.985421990731041e-07,5.329117742647327e-07
1846,1.8266044810033577e-07,5.67886605296053e-07
1847,2.3244794267185398e-07,3.953233038700432e-07
1848,2.260707319123867e-07,4.521414727065576e-07
1849,1.9188860278518405e-07,5.429861094086164e-07
1850,1.8058729089887038e-07,4.6979853607354016e-07
1851,2.4636856132964624e-07,5.391730693027341e-07
1852,1.5950836518285882e-07,4.707124396929885e-07
1853,2.573902571079145e-07,4.926843641950285e-07
1854,1.8860262152031737e-07,3.8811612235178927e-07
1855,2.2819829226250476e-07,5.26448172166738e-07
1856,1.8948512314764798e-07,5.373922280504928e-07
1857,1.6694761151292425e-07,4.5642111068389113e-07
1858,1.942789422115787e-07,4.38962738158466e-07
1859,2.2762014584287726e-07,4.2825177026806216e-07
1860,2.1970482655397916e-07,3.4237336055120693e-07
1861,2.5371885348235423e-07,4.027433151421178e-07
1862,2.4442305335270476e-07,3.7996265911388605e-07
1863,2.3075147836948418e-07,5.034577901241732e-07
1864,2.1672170014142011e-07,4.228950181150992e-07
1865,2.1557346707723468e-07,4.118488940996201e-07
1866,1.761351877682671e-07,4.164964622077605e-07
1867,2.4167001555497336e-07,4.3287078277387536e-07
1868,2.4402978426874e-07,4.6138423837049913e-07
1869,2.1389813420480408e-07,4.155874839817386e-07
1870,2.2534811972008129e-07,3.922089315544497e-07
1871,2.2729319937297987e-07,3.919214424108475e-07
1872,2.2737995664101618e-07,4.1605694622859346e-07
1873,2.789478137366075e-07,4.44760118512022e-07
1874,2.168783148626119e-07,4.2778200670667843e-07
1875,2.2428386659001376e-07,3.8563091830923213e-07
1876,2.4788660191177314e-07,4.3954528283762784e-07
1877,2.5172201389978e-07,4.521100542831391e-07
1878,2.451869884900759e-07,4.281713774645368e-07
1879,2.107717258503783e-07,4.3926048753917257e-07
1880,2.2205747929326947e-07,4.685027832351807e-07
1881,2.175422397776572e-07,4.915617881628975e-07
1882,2.549012436681153e-07,4.805188060785781e-07
1883,2.6414836507004935e-07,3.873754863548129e-07
1884,2.983967073433291e-07,4.0534419820659195e-07
1885,1.946581920653223e-07,3.7835881316894415e-07
1886,2.110282685263698e-07,3.839810978067959e-07
1887,2.5136359083077764e-07,3.734544926636829e-07
1888,2.390411708574902e-07,4.6920549312545745e-07
1889,2.1802676442028712e-07,4.3041488506645464e-07
1890,2.3005895988248426e-07,3.834316064654786e-07
1891,2.2692223011766544e-07,4.6914259943520165e-07
1892,2.0811460554881478e-07,4.394227230974934e-07
1893,2.1492873392148226e-07,4.4217430161808124e-07
1894,2.0290956026514095e-07,3.346117392055703e-07
1895,1.7273423869035298e-07,3.225977271981151e-07
1896,1.8929463729833174e-07,4.2753460793854003e-07
1897,2.1442305975227782e-07,4.06704611322084e-07
1898,1.8559404235674037e-07,3.479888284196875e-07
1899,2.2884174910586808e-07,4.643165691931017e-07
1900,2.2944454647344514e-07,4.043830390543235e-07
1901,1.5201369540918108e-07,3.509728092598863e-07
1902,1.5663804786569813e-07,3.181863985624034e-07
1903,1.8900771436847208e-07,3.54794483570231e-07
1904,1.795124813241955e-07,3.380639217454018e-07
1905,2.1417150541935825e-07,3.4009401606027723e-07
1906,2.1142598782830646e-07,3.482612784821981e-07
1907,2.0571374115263552e-07,3.6462759922528676e-07
1908,2.3329098497448797e-07,3.570579965028742e-07
1909,2.06286882686868e-07,3.828684551621109e-07
1910,2.3353938516379458e-07,3.8798534340855895e-07
1911,1.5961122912244718e-07,3.40503953033533e-07
1912,1.963951848926726e-07,3.80287763501741e-07
1913,2.0310450832283777e-07,3.8923945666624604e-07
1914,2.05590032109626e-07,3.5023969191527726e-07
1915,2.2265640298169131e-07,2.9923134703402354e-07
1916,2.0326804528458808e-07,2.384279300660097e-07
1917,2.006855638336802e-07,3.706651341417455e-07
1918,1.780388352301543e-07,5.536433631547766e-07
1919,1.556126307811212e-07,3.5450215385424144e-07
1920,2.0672191913817528e-07,3.104615098337149e-07
1921,1.8098865894877747e-07,3.445600147422567e-07
1922,1.9403969986342418e-07,2.9511743093735276e-07
1923,1.7940952901085438e-07,3.70496584523039e-07
1924,1.753260949755031e-07,3.944837145830604e-07
1925,2.144644692947395e-07,3.486422537335443e-07
1926,1.905989606143521e-07,4.001463651537307e-07
1927,1.97341287533348e-07,5.028300567033739e-07
1928,1.999557204257485e-07,3.5992030111842155e-07
1929,1.7267630436634818e-07,3.297560215997919e-07
1930,1.2709360419638216e-07,3.2666206650766583e-07
1931,1.6081552534075172e-07,4.117333780584431e-07
1932,1.3699420930990414e-07,3.463213547050259e-07
1933,1.9156006159093408e-07,3.1429613800426637e-07
1934,1.833181748622792e-07,2.983413409651803e-07
1935,1.555876947278989e-07,2.980102697947018e-07
1936,1.4549657834095342e-07,3.0433033826327005e-07
1937,1.4353875066319688e-07,2.946321528973783e-07
1938,1.8669909152002617e-07,3.1764776853293597e-07
1939,1.6058752638770102e-07,2.9670458090436114e-07
1940,1.5721854085271048e-07,3.550095999393932e-07
1941,3.099077856560939e-07,3.453258132779524e-07
1942,1.9115534288793867e-07,4.55131756949001e-07
1943,2.5548469428926524e-07,4.29678808977485e-07
1944,1.8636479559575037e-07,4.145010006340044e-07
1945,1.655663024457965e-07,3.855952193099199e-07
1946,1.8654280431462666e-07,3.0904850145674345e-07
1947,1.5497132821451487e-07,3.0159802211215947e-07
1948,1.5764236893645034e-07,3.0550005281071435e-07
1949,1.4431001538195432e-07,3.013821694430874e-07
1950,1.8611882524055545e-07,2.626934234584155e-07
1951,1.7271470653668075e-07,2.9318855876425687e-07
1952,1.4868173003890206e-07,3.152896344005285e-07
1953,2.090122475095768e-07,2.768873699210417e-07
1954,1.6515585476994943e-07,3.3812974509217497e-07
1955,1.4735403697230254e-07,2.383944455175424e-07
1956,1.447709490065563e-07,2.6861117152776615e-07
1957,1.6433170024754418e-07,2.597501085332965e-07
1958,1.5055483104653433e-07,2.6553901277814873e-07
1959,1.8601795304107327e-07,1.8989332639662848e-07
1960,1.6333167007775984e-07,2.8652250061433904e-07
1961,1.8412622465602269e-07,2.3345815369779643e-07
1962,1.3888884398127743e-07,2.295788212869354e-07
1963,1.5065903680167025e-07,3.077841324028441e-07
1964,1.8981980876020543e-07,2.2389003473399782e-07
1965,1.4665075670494687e-07,2.642996902446626e-07
1966,1.5287846633071922e-07,2.6809123010451685e-07
1967,1.0846737996672573e-07,2.6968935018523155e-07
1968,1.4642015400134767e-07,2.7307808947441004e-07
1969,1.8348700825399078e-07,2.1164591657019116e-07
1970,1.292241685324491e-07,2.202789217697898e-07
1971,1.8755150177351965e-07,2.389354825105272e-07
1972,1.2671462146229828e-07,2.0828396107841485e-07
1973,1.2735500609650785e-07,1.9957797503522556e-07
1974,1.3895161798949118e-07,2.4865026770903853e-07
1975,1.1537190047761214e-07,2.518762816094977e-07
1976,1.3826734579502897e-07,1.9026045039449713e-07
1977,1.53384004442092e-07,2.3683431171761526e-07
1978,1.5207913484083235e-07,2.7386125101003245e-07
1979,1.3576577662099965e-07,2.0423387070422905e-07
1980,1.3928618591840802e-07,2.5014661786393333e-07
1981,1.448550888683009e-07,2.1759890622696787e-07
1982,1.4463480058068967e-07,2.2409083111352146e-07
1983,1.0925496984892646e-07,2.412450781363873e-07
1984,1.6121243034961097e-07,2.795122009402462e-07
1985,1.3354538586085596e-07,2.0091963826018855e-07
1986,1.1569356783702744e-07,2.3138713411974265e-07
1987,1.3504905882477658e-07,2.377107735096473e-07
1988,1.3132452536535055e-07,2.182745633128036e-07
1989,1.388494883514113e-07,2.2501300955823922e-07
1990,1.482033047395248e-07,1.8144008301357317e-07
1991,1.6587946483070937e-07,1.7936084129033247e-07
1992,1.6089037568889353e-07,2.3031567253362084e-07
1993,1.5952916765371583e-07,2.0661243915753857e-07
1994,1.5455535029573753e-07,1.9517229032928185e-07
1995,1.6538474323368746e-07,2.1689803819668896e-07
1996,1.4306086804083407e-07,1.7669084551030778e-07
1997,1.246672529653381e-07,2.0522148225232684e-07
1998,1.5162651001432437e-07,1.845266037747706e-07
1999,1.3710602941863215e-07,2.1068627309439591e-07
2000,1.3828438072405191e-07,1.890917484814736e-07
2001,1.5903799188698997e-07,2.164318605168969e-07
2002,1.8313505278921838e-07,1.945262391167546e-07
2003,1.6501014521441704e-07,2.508487639829582e-07
2004,1.4932242076159952e-07,1.9028698861056625e-07
2005,1.5132599084921594e-07,1.7744772862204883e-07
2006,1.6512738998386567e-07,1.8324609518671764e-07
2007,1.4340181364591587e-07,1.985256327385887e-07
2008,1.8008970226190968e-07,2.0520859178585482e-07
2009,1.8738996199196833e-07,1.907277047408229e-07
2010,1.9603741474583103e-07,2.1918398945830475e-07
2011,2.661484601595987e-07,2.3593907536034742e-07
2012,2.6042533352033104e-07,3.0910614562396077e-07
2013,2.8058596573954375e-07,2.998309424073753e-07
2014,2.6743247116822744e-07,3.072766782824532e-07
2015,3.189651867074872e-07,3.564253168164555e-07
2016,2.730026037733868e-07,3.396997706461846e-07
2017,2.098019905583115e-07,2.8527033091307885e-07
2018,2.689888269902241e-07,2.731191749427708e-07
2019,2.9361868286725823e-07,3.0943481599265965e-07
