year,six_DET airs_NOUN,six_DET pairs_NOUN
1950,1.0635361480382244e-09,2.1270722960764488e-09
1951,9.595261474260042e-09,1.0661401761424827e-09
1952,0.0,0.0
1953,5.386913581872932e-09,5.386913581872932e-09
1954,7.818028890937967e-09,0.0
1955,0.0,4.6928039232341234e-09
1956,1.744228317335228e-09,2.616342476002842e-09
1957,4.417518850718949e-09,8.835037701437898e-10
1958,2.4816730892496253e-09,3.3088973783179654e-09
1959,2.325224457422337e-09,8.525822714489095e-09
1960,3.460416619915918e-09,5.536666791705613e-09
1961,2.779263708063695e-09,1.3896318540318475e-09
1962,1.9025869768540815e-09,3.805173953708163e-09
1963,1.1638895403009997e-08,2.5864212993553792e-09
1964,3.650380997477498e-09,4.258777774879263e-09
1965,7.113656386170675e-09,7.660860390501512e-09
1966,6.646889927353072e-09,8.308612131635584e-09
1967,5.91640286762285e-09,5.423369198176431e-09
1968,7.63540675130514e-09,6.737123747768692e-09
1969,2.2708788738334817e-09,6.812636649256021e-09
1970,7.3579602410944744e-09,1.0577067222072856e-08
1971,7.193756479395574e-09,3.083038491169532e-09
1972,1.898154300405963e-08,3.0780880622138795e-09
1973,3.3079223804577396e-09,5.513203782392395e-10
1974,2.8127858930915295e-09,9.56347201430674e-09
1975,4.569184142155791e-09,5.711480177694739e-09
1976,5.713526873840635e-10,2.285410749536254e-09
1977,7.052138095708926e-09,2.938390863960194e-09
1978,1.3069301196821925e-08,2.970295565063452e-09
1979,1.7555920051037788e-09,4.096381456264453e-09
1980,3.411090521154847e-09,5.6851505725319385e-09
1981,2.5302198114474095e-09,1.8976649140967083e-09
1982,6.207502289967692e-10,6.2075020679230875e-09
1983,5.052252838311233e-09,3.78918940668882e-09
1984,8.698512798943625e-09,1.1598016991243298e-09
1985,3.609334831011779e-09,6.015558051686298e-10
1986,7.79283104712647e-09,1.7983456390702202e-09
1987,3.055408481777988e-09,3.6664902225425067e-09
1988,5.996553809062277e-10,9.594486038988492e-09
1989,5.488122178931576e-10,6.036934507847036e-09
1990,1.0897301838674878e-08,7.628111253765724e-09
1991,9.96449056600568e-09,1.7584396161396398e-09
1992,9.366905029395411e-09,2.7549720282848966e-09
1993,4.4313659408601325e-09,2.7696036575264316e-09
1994,3.1649559639745917e-09,4.219941229788304e-09
1995,4.880205739521415e-09,3.79571546416102e-09
1996,2.135236876199542e-09,8.540947726842774e-09
1997,1.917957792585412e-09,3.3564261370244708e-09
1998,6.198567881199324e-09,2.3840645013706308e-09
1999,7.769342114105626e-09,4.570201106446348e-09
2000,8.836062881378837e-09,8.836062992401139e-10
2001,2.6287270971092624e-09,2.190605918883648e-09
2002,1.752488598683044e-09,3.504977197366088e-09
2003,4.166923028847691e-09,2.9168459869666208e-09
2004,7.928623979580607e-09,8.809582507929292e-10
2005,4.954124666056714e-09,1.8014998381943315e-09
2006,1.194188103958993e-08,7.412201963319376e-09
2007,3.595031605740928e-09,1.5977917877663117e-09
2008,2.9802077194940324e-09,7.237647536850744e-09
2009,5.721830786953319e-09,2.384096253749135e-09
2010,1.4171379625338432e-09,6.140930985942816e-09
2011,1.1471915639660324e-09,1.91198598620268e-09
2012,3.0638274417515987e-09,6.127655077792227e-09
2013,1.3945625210176615e-09,5.857162477251876e-09
2014,1.0827225782605865e-09,6.063246571486047e-09
2015,3.54652054945781e-09,4.43315073539452e-09
2016,1.449938086262037e-09,4.764082239816503e-09
2017,3.5218559180094644e-09,3.270294757218295e-09
2018,1.290733298020541e-09,5.162933414126769e-10
2019,1.7856913725466939e-09,3.061185249730869e-09
