year,vos_DET airs_NOUN,vos_DET pères_NOUN
1927,5.9090890403012963e-08,2.463978745481654e-07
1928,3.313552077166548e-08,2.525155089472264e-07
1929,6.461435875237953e-08,2.8296632059721105e-07
1930,3.7812974085227324e-08,2.604893705182576e-07
1931,2.8513392535955973e-08,2.2012338618537797e-07
1932,2.6302887090601246e-08,2.860438996776793e-07
1933,3.211785326584504e-08,1.8238353449717692e-07
1934,1.677421224144382e-08,1.964979148283419e-07
1935,2.393656828303392e-08,2.1423228524497517e-07
1936,2.0612015205756506e-08,2.412818176367182e-07
1937,3.651424218542587e-08,2.656725879290889e-07
1938,2.2040865133021725e-08,3.4876427856822545e-07
1939,3.6705721129237645e-08,2.5694005323373403e-07
1940,4.3108308034334186e-08,2.68792984314814e-07
1941,2.6563523380929155e-08,4.2796787980137196e-07
1942,2.7307905936524435e-08,3.6713961648615623e-07
1943,5.8064703711835364e-08,3.077429253650621e-07
1944,3.213186161588055e-08,4.755515625731732e-07
1945,1.5249527862692958e-08,2.984550504514516e-07
1946,6.125285700875338e-08,3.396749512774022e-07
1947,4.0530959921625254e-08,2.777562979616732e-07
1948,2.9354097819123126e-08,2.544021822092901e-07
1949,2.552422073698324e-08,2.630958153559959e-07
1950,3.19060831088791e-08,2.244061256817531e-07
1951,1.7058242818279723e-08,1.983020734286356e-07
1952,2.741649041126948e-08,2.488573769277025e-07
1953,2.693456835345387e-08,1.9392888894742555e-07
1954,2.8340354951694735e-08,3.596293347563062e-07
1955,3.378819002364253e-08,1.7738798785416066e-07
1956,2.8779766569897447e-08,2.5640156842143824e-07
1957,2.6505112771246786e-08,1.9967185060920656e-07
1958,3.7225095728121715e-08,2.0846053017109512e-07
1959,3.7978666100890734e-08,2.418233275847115e-07
1960,4.0832916214927906e-08,1.8617042396584793e-07
1961,2.640300600376122e-08,2.1608775035986127e-07
1962,3.107558699255719e-08,3.671992772069643e-07
1963,3.879631949033069e-08,4.254662915315066e-07
1964,2.9203048756976102e-08,6.607189506624422e-07
1965,3.994591679656878e-08,3.2339777078504994e-07
1966,4.7636043332133227e-08,2.0383795806822036e-07
1967,4.9303355398322424e-08,5.551557951122277e-07
1968,4.2668450106475575e-08,2.708323689759595e-07
1969,3.860494268703718e-08,3.0566028996759087e-07
1970,2.3453497643988186e-08,2.2533752286335584e-07
1971,2.620582706391872e-08,2.384216415407536e-07
1972,2.4111690422046195e-08,2.1649220194319696e-07
1973,7.718485461882807e-09,2.1556626172980486e-07
1974,1.9689501584707614e-08,1.6539180824892696e-07
1975,1.313640396460869e-08,2.3302838592087483e-07
1976,2.1140049488721502e-08,2.902471711863086e-07
1977,1.763034590540613e-08,1.8864469542023699e-07
1978,2.316830594040198e-08,3.053463877300544e-07
1979,2.867466974976196e-08,1.9721150401608156e-07
1980,1.5349907178663358e-08,2.035283976908886e-07
1981,3.099519241267501e-08,1.8154327463548725e-07
1982,9.9320033308814e-09,2.1664182980885016e-07
1983,3.410270732473464e-08,1.881964171168704e-07
1984,2.899504214504134e-08,1.9078737523159361e-07
1985,2.225756545737312e-08,1.5881072545909092e-07
1986,2.2779044428489215e-08,2.1580148290567536e-07
1987,1.8332450224534114e-08,2.0349019624887887e-07
1988,1.1993107784658008e-08,1.4451694418937677e-07
1989,1.2622680567453415e-08,2.1952489248633356e-07
1990,1.47113579651581e-08,1.6563898919130793e-07
1991,2.0515127652220855e-08,1.840500116756516e-07
1992,2.1488782808720686e-08,1.6640030819914386e-07
1993,1.717154241021035e-08,1.7171543698069058e-07
1994,1.7407257746349103e-08,2.109970695940433e-07
1995,1.626735279813829e-08,2.1093333391064562e-07
1996,1.7615704006601618e-08,1.734879964132574e-07
1997,1.8220598585472203e-08,1.8028803694392082e-07
1998,1.2873949017944142e-08,2.8751817993111217e-07
1999,9.597422329088445e-09,2.3399429593951027e-07
2000,1.5021306976059634e-08,2.2664501209135324e-07
2001,1.533424159871899e-08,2.479765903729003e-07
2002,2.2782351449812666e-08,2.9529432055142024e-07
2003,1.4584229823810801e-08,2.508487608743337e-07
2004,2.2904915297772277e-08,1.8544170998779919e-07
2005,1.711424801875694e-08,2.2834010593442144e-07
2006,2.017765970974139e-08,1.8283430769372444e-07
2007,2.5165220352008077e-08,2.652334307740034e-07
2008,2.639612536881053e-08,2.575751043565333e-07
2009,2.288732470212551e-08,2.88952476168447e-07
2010,4.2986517012622016e-08,2.111535462034908e-07
2011,3.823972066774317e-08,3.135657142827597e-07
2012,5.7531869934734914e-08,3.819571539054323e-07
2013,6.387096518345459e-08,3.5979713874922936e-07
2014,7.665676071688665e-08,2.9493363662425054e-07
2015,7.403361701463496e-08,3.845758262954746e-07
2016,7.726098316673813e-08,4.58594694219272e-07
2017,4.779661522125167e-08,1.8572758566648417e-06
2018,6.815071795784888e-08,3.0383861915339594e-07
2019,5.892781684835313e-08,4.0101526721514347e-07
