year,leurs_DET airs_NOUN,leurs_DET paires_NOUN
1947,7.390940259810463e-08,1.1920871401116528e-08
1948,7.610321417494958e-08,3.2615663503321457e-09
1949,5.006674186347482e-08,1.9634016634739737e-09
1950,6.70027759941405e-08,3.190608444114673e-09
1951,8.742349344448286e-08,3.198420528427448e-09
1952,5.588746121443222e-08,6.326882129314981e-09
1953,4.201792791480585e-08,4.3095309543161875e-09
1954,4.788542540268281e-08,4.886268056836229e-09
1955,7.414630021074231e-08,1.407841221379158e-08
1956,4.534993758298356e-08,1.744228317335228e-09
1957,6.714628852932947e-08,8.835037590415595e-09
1958,6.038737820901474e-08,1.6544486891589827e-09
1959,9.998464456373313e-08,6.200598257066758e-09
1960,8.304999910002664e-08,3.460416619915918e-09
1961,7.087122311233429e-08,1.0422238516660798e-08
1962,6.468795565872654e-08,3.170978146727066e-09
1963,6.595373935880389e-08,9.052474325699222e-09
1964,8.517555327713922e-08,3.6503808864551957e-09
1965,6.730613089089843e-08,1.0944086747954884e-09
1966,9.637989828448212e-08,4.431259803538978e-09
1967,8.677390361810922e-08,8.874604162656397e-09
1968,1.0420084683993025e-07,4.491415683816058e-09
1969,6.358461177025099e-08,6.358460868938209e-09
1970,8.921526339911168e-08,9.197450023812337e-10
1971,9.40326732035146e-08,4.1107179882260425e-09
1972,8.259536166121961e-08,5.130146973897354e-09
1973,6.615844849733321e-08,6.615844760915479e-09
1974,5.5130603415776136e-08,3.3753431161187564e-09
1975,6.682431896720686e-08,5.140332159925265e-09
1976,4.97076848571254e-08,9.141642998145016e-09
1977,4.583889934295371e-08,4.11374712072643e-09
1978,6.178215161689593e-08,4.752473081737207e-09
1979,6.96384847564957e-08,8.777959692451986e-09
1980,5.742002096020826e-08,3.97960553399912e-09
1981,6.768338045581856e-08,1.2651098835192442e-08
1982,5.959202153960064e-08,2.483000915987077e-09
1983,7.830991677337806e-08,5.68378455412244e-09
1984,7.19077029032178e-08,9.858314165001048e-09
1985,6.015558084992989e-08,4.812446441349039e-09
1986,6.234264771087794e-08,3.5966912781404403e-09
1987,4.277571941102565e-08,6.110816741511371e-09
1988,5.336932984434384e-08,3.5979323409485175e-09
1989,7.134558510646372e-08,6.585746614717891e-09
1990,7.192219286800139e-08,4.90378582185258e-09
1991,6.271768021592905e-08,2.344586080837985e-09
1992,6.942529445774781e-08,2.2039776670368383e-09
1993,5.705383482323967e-08,3.323524566667402e-09
1994,6.435410382366058e-08,3.164956019485743e-09
1995,6.235818617028599e-08,3.795715741716776e-09
1996,7.313186389801274e-08,1.4412849136391515e-08
1997,6.13746503619339e-08,2.876936688878118e-09
1998,5.1018981039874234e-08,4.7681290027412615e-09
1999,6.763897908435013e-08,5.941261704833778e-09
2000,7.554833558742757e-08,7.068850393920911e-09
2001,7.97380550476845e-08,6.571817756650944e-09
2002,5.8270244962521645e-08,3.9430991805033955e-09
2003,7.167107307637366e-08,1.3750845795357236e-08
2004,6.386947482006633e-08,1.1452457121530202e-08
2005,8.737274237446968e-08,1.170974872621855e-08
2006,1.037708292628281e-07,1.2353670086895363e-08
2007,6.950394615401478e-08,1.3980677948666198e-08
2008,8.174284071849058e-08,8.51487946817997e-09
2009,7.390698275600016e-08,1.0013204487790972e-08
2010,8.644541260593996e-08,1.6060896612657416e-08
2011,8.871615253536191e-08,2.1796640936599943e-08
2012,1.1472331484796428e-07,1.4297861367085218e-08
2013,1.2160585427523074e-07,1.3945625099154313e-08
2014,1.3663958675635968e-07,1.5374660489175795e-08
2015,1.3365950124466508e-07,1.529437057556926e-08
2016,1.2863022025300097e-07,1.304944197144664e-08
2017,1.0716504039720576e-07,2.1634257052483008e-08
2018,1.20038200268624e-07,1.7295826382213164e-08
2019,1.2168211460661382e-07,1.7601816060253128e-08
