year,jours_NOUN heureux_ADJ
1973,3.1314997972486935e-07
1974,2.49212812164501e-07
1975,2.7357989473841826e-07
1976,2.708211868096555e-07
1977,2.5857839958121076e-07
1978,3.3445530611686536e-07
1979,2.8967269294355447e-07
1980,3.0586110266739297e-07
1981,3.346215677879627e-07
1982,3.3148062605903306e-07
1983,3.1892345475625916e-07
1984,3.757757554012642e-07
1985,3.188245631946529e-07
1986,3.5727132718932353e-07
1987,3.721487562557968e-07
1988,3.238139196781731e-07
1989,3.720946946117465e-07
1990,3.612455508061885e-07
1991,3.6692771754331943e-07
1992,3.5208541859788056e-07
1993,3.561710286703601e-07
1994,3.7768475280586244e-07
1995,3.942121633571105e-07
1996,3.709974132348748e-07
1997,3.5194525871418136e-07
1998,3.6905319156232963e-07
1999,3.715573644313963e-07
2000,4.0734250994489685e-07
2001,3.605737370904194e-07
2002,3.741563299186623e-07
2003,4.1294206454267623e-07
2004,4.1140751427803934e-07
2005,3.940780928246568e-07
2006,4.2331909710924265e-07
2007,5.084972141133903e-07
2008,4.691698460845828e-07
2009,5.00183417351252e-07
2010,5.80081767509455e-07
2011,6.324849870509297e-07
2012,6.532760696842388e-07
2013,6.79430838701478e-07
2014,7.949349436486841e-07
2015,7.60950354283807e-07
2016,7.974659332887768e-07
2017,7.058805397974766e-07
2018,7.571441678067004e-07
2019,7.681023861394465e-07
