year,divers_DET artisans_NOUN,divers_DET partisans_NOUN
1894,2.520615716150587e-09,6.301539290376468e-09
1895,9.027921743509637e-09,2.4074457982692365e-09
1896,6.486732040400511e-09,4.717623180994224e-09
1897,3.4960281336537946e-09,3.4960281336537946e-09
1898,4.52668391659472e-09,2.8291773368493978e-09
1899,5.527578395003729e-09,1.6582735185011188e-09
1900,4.671947717582725e-09,2.07642125715779e-09
1901,1.1177477832191585e-09,1.1177477832191585e-09
1902,3.4371988033576883e-09,0.0
1903,2.7001101354784396e-09,1.0800440541913758e-09
1904,1.0211787859759625e-08,5.374625189347171e-10
1905,4.1286072338664326e-09,1.5482277682110634e-09
1906,5.658602919567102e-09,4.115347618238729e-09
1907,6.171411992550446e-09,0.0
1908,3.437972351250096e-09,0.0
1909,1.6502950117569526e-09,1.1001967115120692e-09
1910,8.550641195093078e-09,1.068830135508847e-09
1911,1.0640748282497725e-09,5.320374141248863e-10
1912,1.5628263683176158e-09,0.0
1913,2.121195885607108e-09,2.121195885607108e-09
1914,4.68772043404897e-09,0.0
1915,1.1780761921542648e-09,0.0
1916,2.5271162940043723e-08,0.0
1917,3.2899273305631027e-09,2.1932848870420685e-09
1918,0.0,0.0
1919,6.445494027396137e-09,0.0
1920,3.028892692213958e-09,0.0
1921,5.300923255902035e-09,7.572747429129834e-10
1922,7.377935595798135e-09,2.2133805899215986e-09
1923,3.1847844361720945e-09,1.0615948120573648e-09
1924,6.445812328337297e-09,0.0
1925,1.0998177923937646e-09,0.0
1926,2.229227691330493e-09,0.0
1927,5.574612549352764e-09,1.1149224876660924e-09
1928,1.0283436990832229e-08,3.4278122562625413e-09
1929,4.4561625500705304e-09,0.0
1930,1.3654684494213143e-08,1.0503603542488804e-09
1931,6.843213995466613e-09,0.0
1932,5.479768305782784e-09,1.0959536611565568e-09
1933,8.02946331646126e-09,0.0
1934,2.3963160344919743e-09,1.1981580172459871e-09
1935,3.590485242455088e-09,4.787313656606784e-09
1936,3.6374143697059935e-09,2.424942913137329e-09
1937,8.813782592653752e-09,3.777335333410292e-09
1938,7.779128452511941e-09,1.2965214457594243e-09
1939,1.2235240376412548e-08,0.0
1940,1.5214697057785997e-08,0.0
1941,5.9030051957620344e-09,0.0
1942,1.8205270180260413e-08,6.068423541449874e-09
1943,1.4516175816936538e-08,2.9032352077962287e-09
1944,1.2852744646352221e-08,0.0
1945,2.178504043826024e-09,0.0
1946,4.1763312808029696e-09,4.1763312808029696e-09
1947,3.5762612871081956e-09,1.1920870957027319e-09
1948,1.0871887834440486e-09,6.523132700664291e-09
1949,4.908504047662632e-09,1.9634016634739737e-09
1950,2.2334258886758107e-08,0.0
1951,9.595261585282344e-09,3.1984206394497505e-09
1952,6.326882129314981e-09,1.0544803918932644e-09
1953,7.541679059031026e-09,3.232148326759443e-09
1954,5.86352189024808e-09,9.772536113672459e-10
1955,9.385607846468247e-09,5.631364707880948e-09
1956,4.36057079333807e-09,0.0
1957,7.0680299946168645e-09,0.0
1958,9.099467679352102e-09,2.4816730892496253e-09
1959,6.975672928177801e-09,3.100299128533379e-09
1960,1.6610000042049933e-08,0.0
1961,9.72742331128984e-09,0.0
1962,6.976152100435229e-09,2.5367825617905737e-09
1963,5.1728425987107585e-09,1.939815863494232e-09
1964,8.517555494247375e-09,6.083968329129164e-10
1965,8.20806533852192e-09,1.0944086747954884e-09
1966,6.646889927353072e-09,5.539074754423723e-10
1967,1.2325838516513699e-08,9.860671168482327e-10
1968,1.3025105743968979e-08,2.6948494546985557e-09
1969,9.99186730576973e-09,3.6334062425424918e-09
1970,8.277704743875347e-09,9.197450023812337e-10
1971,1.4387512736746544e-08,5.138397485282553e-10
1972,1.2825367434743384e-08,5.130146862875051e-10
1973,1.2129048210240967e-08,1.6539611902288698e-09
1974,1.2376257352286757e-08,1.6876715580593782e-09
1975,1.1422960355389478e-08,1.1422960355389478e-09
1976,1.4855169538918744e-08,0.0
1977,1.2928919712607012e-08,2.938390863960194e-09
1978,2.0792069732600282e-08,1.1881182704343018e-09
1979,7.02236779837051e-09,0.0
1980,1.5918422247018782e-08,1.7055452605774235e-09
1981,1.644642960707543e-08,1.2651099057237047e-09
1982,8.69050320595477e-09,0.0
1983,8.209910418166544e-09,6.315316047889041e-10
1984,1.0438215625185876e-08,5.799008495621649e-10
1985,1.3835783629900789e-08,1.2031116103372597e-09
1986,5.9944854635674005e-09,0.0
1987,9.777306797520424e-09,0.0
1988,1.2592763054541933e-08,5.996553809062277e-10
1989,1.0976243913773942e-08,2.1952488715726304e-09
1990,8.717841171179685e-09,0.0
1991,1.3481369798284959e-08,0.0
1992,4.4079553340736766e-09,2.2039776670368383e-09
1993,9.416652346772025e-09,5.539207426075166e-10
1994,1.054985326875979e-08,2.637463358823311e-09
1995,8.675921314704738e-09,3.253470381991974e-09
1996,8.540947504798169e-09,2.6690460952494277e-09
1997,1.294621509995153e-08,1.438468344439059e-09
1998,9.536258005482523e-09,2.3840645013706308e-09
1999,1.1425502682849142e-08,4.570201161957499e-10
2000,8.83606254831193e-09,4.4180314962005696e-10
2001,1.0953029760951694e-08,4.3812117822561447e-10
2002,9.63868718173444e-09,4.381221607729913e-09
2003,1.0000615280336689e-08,2.083461403401543e-09
2004,6.166707589017051e-09,1.3214374039449694e-09
2005,1.3961623857028371e-08,9.007499190971657e-10
2006,1.0294725072412803e-08,0.0
2007,6.39116706779852e-09,1.1983438685803094e-09
2008,7.2376473703172906e-09,2.1287198670449925e-09
2009,2.860915504498962e-09,4.76819250749827e-10
2010,5.668551850135373e-09,1.4171379625338432e-09
2011,1.0324724158961018e-08,3.82397197240536e-10
2012,5.446804340891731e-09,1.7021263287730903e-09
2013,4.741512515948898e-09,5.578250084070646e-10
2014,6.279790826235754e-09,1.2992671383216248e-09
2015,7.979671326485693e-09,2.2165753954528356e-10
2016,6.006886099640951e-09,6.214020409345267e-10
2017,4.779661694209736e-09,1.2578056374223934e-09
2018,5.679226700028295e-09,5.162933414126769e-10
2019,3.826481798085979e-09,0.0
