year,autres_ADJ artisans_NOUN,autres_ADJ partisans_NOUN
1981,1.9419437635725956e-07,5.3767170271612486e-08
1982,1.3035754875545535e-07,6.704102162302661e-08
1983,1.4967298422874364e-07,7.199460583251494e-08
1984,1.2177917563249707e-07,6.842829947117934e-08
1985,1.1670182864520484e-07,5.2936911743017845e-08
1986,1.0610239464803328e-07,5.934540681096223e-08
1987,1.4482635801726929e-07,5.560843163721074e-08
1988,1.5591039748130697e-07,5.157036397918091e-08
1989,1.3391017583685993e-07,6.585746348264365e-08
1990,1.2477411415190431e-07,7.028759796412487e-08
1991,1.1898774082697017e-07,6.09592376576984e-08
1992,1.5758440841118215e-07,6.611932690248068e-08
1993,1.3737234993982383e-07,6.370088811991081e-08
1994,1.181583537679387e-07,7.64864367397422e-08
1995,1.442371888593641e-07,6.669614549537073e-08
1996,1.6281181380861653e-07,6.725996115619637e-08
1997,1.5103918205028322e-07,7.048495120898224e-08
1998,1.463815673119484e-07,6.580018663271403e-08
1999,1.622421414992914e-07,7.815044256176407e-08
2000,1.214958631479135e-07,7.554833558742757e-08
2001,1.3450320146546346e-07,7.448060301840087e-08
2002,1.888306484509883e-07,7.141390767628764e-08
2003,1.1792391907405886e-07,7.208776509060044e-08
2004,1.1848888537002722e-07,6.342899183664485e-08
2005,1.4096736711266544e-07,7.205998997505958e-08
2006,1.2436027696516305e-07,8.318137645346724e-08
2007,1.2782334479766178e-07,7.429731851971155e-08
2008,1.1707959268747459e-07,7.067350082934354e-08
2009,9.107247511686012e-08,6.341696234812844e-08
2010,9.25863400391691e-08,6.471596236679034e-08
2011,1.0133525479849581e-07,6.041875622031512e-08
2012,1.0110630338511228e-07,5.685102166808065e-08
2013,8.172136667372598e-08,4.9088601628000106e-08
2014,8.142073633365943e-08,6.691225706845216e-08
2015,7.381196098776854e-08,5.2976151465600196e-08
2016,7.539677682188994e-08,5.1990635796528295e-08
2017,7.597146378657271e-08,4.477788095869073e-08
2018,7.66695578136023e-08,4.6208253223767315e-08
2019,8.647848603882125e-08,4.719327506563786e-08
