year,ses_DET hommes_NOUN,ses_DET pommes_NOUN
1921,4.483823758505423e-06,9.087296565235548e-08
1922,3.4897634577646386e-06,6.787700684851572e-08
1923,2.96078803785349e-06,7.218844899625765e-08
1924,3.6083657590779694e-06,1.0055467125624773e-07
1925,3.1080851314868596e-06,1.2537922766675536e-07
1926,3.361675446456047e-06,9.139833245797035e-08
1927,3.0838757041351528e-06,1.382503813651681e-07
1928,2.6051373893665186e-06,8.912312199349515e-08
1929,3.0747521009288903e-06,8.578112642432245e-08
1930,3.021886648468808e-06,9.138134959840727e-08
1931,3.2744779545623715e-06,6.843213817830929e-08
1932,3.0653823230863964e-06,8.767629200434612e-08
1933,3.295521239010668e-06,1.1241249109339435e-07
1934,3.3824001377524837e-06,1.0064527522501976e-07
1935,3.3379544603917566e-06,1.3284794775358932e-07
1936,3.20456204860875e-06,1.4185915597764165e-07
1937,3.6602380575345705e-06,8.058315781322989e-08
1938,3.4461540963093285e-06,8.945997731490962e-08
1939,3.196456574983131e-06,1.0094073576993878e-07
1940,6.89479371374091e-06,9.635975173338807e-08
1941,5.5252128703386916e-06,8.854507882460894e-08
1942,4.463325296910625e-06,1.790184949168605e-07
1943,5.829696291925757e-06,1.2774235358392616e-07
1944,9.925532410193227e-06,9.639558129492798e-08
1945,7.036568234752849e-06,1.6120929435814446e-07
1946,4.925286503976167e-06,1.2111360359057244e-07
1947,4.179457334885228e-06,8.702235754221022e-08
1948,4.2052463129493844e-06,8.697510223143468e-08
1949,3.230777402052354e-06,9.915178367236877e-08
1950,3.0938266277757975e-06,9.890886198959947e-08
1951,4.246436219546013e-06,1.3753208039091191e-07
1952,3.7845301505967655e-06,8.330395040445637e-08
1953,3.3204936116248973e-06,7.649417232968858e-08
1954,3.363707023140705e-06,1.0261163096991766e-07
1955,3.335645011759425e-06,7.883910768669011e-08
1956,2.8936748250885103e-06,9.331621209085483e-08
1957,3.1514580598468456e-06,8.74668735773021e-08
1958,3.125253464020261e-06,7.362296677859703e-08
1959,3.085572657823832e-06,6.588135303964293e-08
1960,3.7718542529319166e-06,8.512624716239259e-08
1961,4.116089726835526e-06,7.365048482199654e-08
1962,4.062022966877521e-06,9.893452246334533e-08
1963,3.972743172653281e-06,8.27654846879966e-08
1964,3.7738855951374717e-06,9.795188821160039e-08
1965,3.5951324406369167e-06,7.715581062939236e-08
1966,3.9532378792728196e-06,7.92087671008801e-08
1967,3.8934861095185624e-06,8.184357369600548e-08
1968,4.204863600421049e-06,7.680321378877863e-08
1969,3.984030115589121e-06,7.584735411958476e-08
1970,4.003190127832568e-06,8.829552200495527e-08
1971,3.4437540392673327e-06,6.834068955186012e-08
1972,3.7126872882708994e-06,8.413441165977531e-08
1973,3.2820101409924973e-06,8.545466007037206e-08
1974,3.6588718401731057e-06,6.806941771353436e-08
1975,3.6821912274831448e-06,6.853776124415845e-08
1976,3.2869920403300057e-06,7.427585252406388e-08
1977,3.1740498016574747e-06,7.404745439032467e-08
1978,3.605939021156246e-06,7.900986809250554e-08
1979,3.344988009246208e-06,7.666085088953167e-08
1980,3.6731759536223763e-06,6.651626560660873e-08
1981,3.690325513616699e-06,8.096703535409588e-08
1982,3.813889506432133e-06,8.380128113660845e-08
1983,3.5296301135190333e-06,8.020451502943615e-08
1984,4.1457112445186795e-06,7.712681338034599e-08
1985,3.878831847714537e-06,6.49680260700336e-08
1986,3.782520323625249e-06,7.31327230996115e-08
1987,3.8467593128643784e-06,6.416357439809062e-08
1988,3.810809900528511e-06,6.716140127371872e-08
1989,3.9240074727331375e-06,7.354083531030398e-08
1990,4.067962990461638e-06,6.048002476610748e-08
1991,3.6300055015203725e-06,7.326831463760897e-08
1992,4.014545453401297e-06,7.60372265706799e-08
1993,4.13169460955487e-06,8.1980267907511e-08
1994,4.291680184564939e-06,6.751906050928014e-08
1995,4.073887296840439e-06,7.04918610150429e-08
1996,4.0158467697892775e-06,7.900376775005213e-08
1997,4.1020321646101365e-06,6.089516191298827e-08
1998,4.351871410790409e-06,5.8171176764432175e-08
1999,4.13009064459402e-06,7.769341953123288e-08
2000,4.311556793368254e-06,6.847949074462178e-08
2001,4.345285859130854e-06,6.440380984074068e-08
2002,4.766768796571341e-06,6.87851781644433e-08
2003,4.5356957656395025e-06,5.917030648783239e-08
2004,4.832937108290025e-06,5.9024201359836326e-08
2005,4.601030397566319e-06,6.21517428633922e-08
2006,4.757398414767522e-06,7.082770414612582e-08
2007,5.4816240577793e-06,9.746529561205364e-08
2008,5.358839260338755e-06,1.4475295051497028e-07
2009,5.913512410415933e-06,1.4066167874915436e-07
2010,7.379509355587288e-06,1.49271861538125e-07
2011,8.12823500950799e-06,2.7800275048672773e-07
2012,8.884419003152288e-06,3.196593325593966e-07
2013,9.781461329794183e-06,2.1002112204904222e-07
2014,1.1139050172914722e-05,2.6331812286173317e-07
2015,9.498247436567908e-06,2.5468452187482615e-07
2016,9.374263299832819e-06,2.4379671570429196e-07
2017,9.084627151878522e-06,3.0388585159357717e-07
2018,9.832290800204646e-06,2.888661347899557e-07
2019,9.163148121160702e-06,2.9285339631091034e-07
