year,les_DET eaux_NOUN,les_DET pots_NOUN
1867,4.248054256095202e-05,8.045961479297148e-07
1868,4.514106421993347e-05,8.466943910434566e-07
1869,4.1994847379100975e-05,5.347453502224653e-07
1870,4.5666539335798007e-05,6.64576269571171e-07
1871,3.967434554397187e-05,7.944640501023059e-07
1872,4.122652535443194e-05,6.198522726208466e-07
1873,5.254634288576199e-05,7.925469773795157e-07
1874,4.5013302042207215e-05,7.151607235300617e-07
1875,4.4648510083789006e-05,6.814338959770794e-07
1876,4.7088783503568266e-05,6.795720608465672e-07
1877,4.5572196768262074e-05,1.1386245830635744e-06
1878,4.281834753783187e-05,8.28562953358869e-07
1879,4.3463571500979015e-05,6.982958957735264e-07
1880,4.3280670297463075e-05,8.047979207503886e-07
1881,4.544889452517964e-05,7.272325461826767e-07
1882,4.390091635286808e-05,8.558825257409808e-07
1883,4.515736327448394e-05,8.695410400605397e-07
1884,4.18494773839484e-05,7.486324520300514e-07
1885,4.54339970019646e-05,6.477864076259721e-07
1886,4.119181630812818e-05,9.22845352135937e-07
1887,4.354466136646806e-05,7.984874770272654e-07
1888,4.3317812469467754e-05,7.64678127040952e-07
1889,4.0451482846037834e-05,8.313836659112894e-07
1890,3.9446917980967555e-05,1.0034765409727697e-06
1891,3.9439210240743705e-05,8.917533804719824e-07
1892,4.236260747347842e-05,8.813528395990033e-07
1893,3.896676594195014e-05,9.293050382552792e-07
1894,4.26444084951072e-05,1.1141121945001942e-06
1895,3.66443339316902e-05,7.252430407334032e-07
1896,3.8180903629836394e-05,7.789975242644687e-07
1897,3.748616313714592e-05,8.54778868131234e-07
1898,3.740908141480759e-05,6.654225188640339e-07
1899,3.880802159983432e-05,1.111043275159318e-06
1900,3.731225183400966e-05,9.219310399544156e-07
1901,3.640392628767586e-05,8.60106908362468e-07
1902,3.319499182907748e-05,8.85324190846859e-07
1903,4.051623409395688e-05,7.128290846480922e-07
1904,3.729345053216093e-05,7.142876938814879e-07
1905,3.7917643567197956e-05,7.235384416048873e-07
1906,3.8181166473805206e-05,7.258444547630916e-07
1907,3.486436298771878e-05,8.567977047846398e-07
1908,3.541946421137254e-05,6.782628290125103e-07
1909,3.316763081784302e-05,9.159137377423576e-07
1910,3.7492958654183894e-05,8.577362038408864e-07
1911,3.4798970318661304e-05,7.890115014674848e-07
1912,3.2226522080236464e-05,8.288189405902813e-07
1913,3.2867930485736e-05,7.93327245673936e-07
1914,3.4012092100965674e-05,6.428873788877354e-07
1915,3.099282935181691e-05,5.171754438038079e-07
1916,2.7767514666265924e-05,4.97732024484776e-07
1917,2.699824017327046e-05,5.549010673178145e-07
1918,2.5906372229655972e-05,6.191156707302525e-07
1919,2.6458752699909382e-05,5.137979499636458e-07
1920,2.6571718080958817e-05,6.943736394759981e-07
1921,2.8126698907726677e-05,6.535281116271108e-07
1922,2.753593116722186e-05,7.495982430327786e-07
1923,2.7326511826686328e-05,6.666815508538093e-07
1924,2.9176324687796296e-05,6.458704078227129e-07
1925,3.1013762281872914e-05,7.720721200143998e-07
1926,2.7692580943039502e-05,7.300720703540264e-07
1927,2.8461742203944596e-05,8.729843230526058e-07
1928,2.8264598768146243e-05,8.489548406487302e-07
1929,2.93516281999473e-05,7.731442011049694e-07
1930,2.7889168450201396e-05,6.78532792619535e-07
1931,2.7529109047463862e-05,7.527535501594684e-07
1932,2.97343190140964e-05,7.75935191654753e-07
1933,2.7928768531637616e-05,6.37768835076713e-07
1934,2.6996897076969617e-05,7.296782413845904e-07
1935,2.5725827072164975e-05,8.078591875460006e-07
1936,2.6657397938834038e-05,7.456699435692826e-07
1937,2.650808050930209e-05,6.572563435724987e-07
1938,2.7645727413982968e-05,6.352954997623783e-07
1939,2.8066112690794398e-05,5.612916709196725e-07
1940,3.060943595301069e-05,5.730869432341024e-07
1941,2.800090442178771e-05,7.673906665672803e-07
1942,2.8175689749332378e-05,7.615871666644125e-07
1943,3.047816267098824e-05,8.448414590134234e-07
1944,2.251479622827901e-05,7.03687781822282e-07
1945,2.1432122707665258e-05,6.295876602280259e-07
1946,2.188536768699123e-05,7.44779072192614e-07
1947,2.1142856098776974e-05,5.710097106259582e-07
1948,2.4086668418021873e-05,7.555962326932786e-07
1949,2.523756484151818e-05,5.841119943283957e-07
1950,2.4971829134301515e-05,7.125692391696248e-07
1951,2.5193958208546974e-05,7.111154900485417e-07
1952,2.7510338895808673e-05,6.759219388641213e-07
1953,2.7471106022858294e-05,7.143047611180009e-07
1954,2.543204777794017e-05,6.811457708977287e-07
1955,2.4735770011830027e-05,7.75251237428165e-07
1956,2.3406671971315518e-05,7.465297429121165e-07
1957,2.666591149136366e-05,8.234254949002207e-07
1958,2.492426960998273e-05,6.501983449425097e-07
1959,2.3949811520651565e-05,6.138592389959285e-07
1960,2.3416639351125923e-05,7.426054366987955e-07
1961,2.3215190140035702e-05,6.427047054557988e-07
1962,2.1953949726594146e-05,7.014203973199074e-07
1963,2.184103391300596e-05,7.60407850464162e-07
1964,2.1922363885096274e-05,6.63760935992741e-07
1965,2.071277936011029e-05,6.177936953122298e-07
1966,2.14644685456733e-05,7.167562756649204e-07
1967,2.08952558296005e-05,6.858096810447023e-07
1968,2.136027489996195e-05,6.427216305837646e-07
1969,2.1848579194738704e-05,6.440212345637519e-07
1970,2.304237148109678e-05,6.709539874805159e-07
1971,2.0255562617421674e-05,5.868049655077812e-07
1972,2.0588305915225646e-05,6.135655539196705e-07
1973,2.0508015722953132e-05,6.290565792710368e-07
1974,2.0304938061599387e-05,7.30761769318633e-07
1975,1.9844537064273027e-05,6.385434900835207e-07
1976,1.95579740420726e-05,6.936221623732308e-07
1977,2.0426518290150852e-05,6.781806263234103e-07
1978,1.9726921550500265e-05,7.134650132911702e-07
1979,1.9442010852799285e-05,7.15111156068815e-07
1980,2.032498196058441e-05,7.686323542088758e-07
1981,1.960793792932236e-05,7.268056450016047e-07
1982,2.147733721358236e-05,7.34968246263179e-07
1983,1.769235859683249e-05,7.249982871826433e-07
1984,1.9131507997371955e-05,8.495547376696777e-07
1985,1.9714788777491776e-05,8.30146987595981e-07
1986,1.7413381215192203e-05,7.481117734187137e-07
1987,1.8069073917104106e-05,7.394088541445853e-07
1988,1.697744278317259e-05,7.867478828416097e-07
1989,1.778974819899304e-05,7.606537266724445e-07
1990,1.9664726778501063e-05,8.303744110094158e-07
1991,1.7314181832261966e-05,7.737134311014415e-07
1992,1.727147048313782e-05,6.95354962942929e-07
1993,1.6685200307620107e-05,8.630085375216368e-07
1994,1.7116609683398565e-05,8.123387189584719e-07
1995,1.5510920434280706e-05,8.258392654170166e-07
1996,1.6415167351624405e-05,7.56407679602944e-07
1997,1.4807592947363446e-05,7.590317991912343e-07
1998,1.445076907202747e-05,7.805427699736356e-07
1999,1.5702297332609305e-05,7.056390813886537e-07
2000,1.5205097611215024e-05,9.746177198621808e-07
2001,1.502711859302508e-05,7.724076667159352e-07
2002,1.43392993550151e-05,1.0655130466830087e-06
2003,1.465381808429811e-05,8.158835029803413e-07
2004,1.3170325416922424e-05,7.906600174578671e-07
2005,1.3489631157881377e-05,8.084230742610998e-07
2006,1.4077830655878643e-05,7.51514903640782e-07
2007,1.3562456047111482e-05,1.0601348634509122e-06
2008,1.5049197713778995e-05,8.90230637651257e-07
2009,1.572406858940667e-05,1.019439572758074e-06
2010,1.5020716773506138e-05,1.0420686891166042e-06
2011,1.588592635926034e-05,1.315446354510641e-06
2012,1.623828507035796e-05,1.4042542275660708e-06
2013,1.4199435554473894e-05,1.278534895732264e-06
2014,1.524733295354963e-05,1.3854518385869596e-06
2015,1.5495413208554965e-05,1.255911662667586e-06
2016,1.8074306353810243e-05,1.3117796484607425e-06
2017,1.6079032775451196e-05,1.164979558154755e-06
2018,1.484988683841948e-05,1.21535447306087e-06
2019,1.3831200817548961e-05,1.4004922732624436e-06
