year,trois_DET anneaux_NOUN,trois_DET panneaux_NOUN
1843,6.14318764746713e-08,3.544146498501988e-08
1844,1.0098952429871133e-07,4.281077670142963e-08
1845,1.2109094349455063e-07,3.5155435451628136e-08
1846,1.6099879163178343e-07,2.9857956329593094e-08
1847,5.555020443637204e-08,3.128069625546459e-08
1848,6.516629724728773e-08,1.528592186161859e-08
1849,8.882179525215861e-08,6.452149792224304e-08
1850,5.634866795389826e-08,2.851378333446064e-08
1851,8.513259008857688e-08,6.965393595237401e-08
1852,1.3737250981193938e-07,3.320378105797772e-08
1853,1.5885338111587544e-07,2.9859659633757474e-08
1854,7.377843314060328e-08,1.610655930850413e-08
1855,1.1038429192922194e-07,5.253867740862006e-08
1856,1.1803991606385011e-07,1.55315674765788e-08
1857,9.323682093054231e-08,3.514686497396724e-08
1858,7.095829879233406e-08,3.034079121277955e-08
1859,6.416138353948497e-08,1.833182428079283e-08
1860,1.180913438147968e-07,3.158256856039543e-08
1861,6.31939118811431e-08,2.6409396114424055e-08
1862,9.623310881501368e-08,2.7559716397895784e-08
1863,8.191178224592477e-08,2.547256655605068e-08
1864,1.2370398394523363e-07,4.5549916172227256e-08
1865,1.1343495209814591e-07,5.365802580037382e-08
1866,1.508339952938087e-07,3.113992308456659e-08
1867,1.1889388318309102e-07,5.48367697916774e-08
1868,1.8425730985427435e-07,5.335063901767967e-08
1869,1.2745985555895345e-07,3.613804311353164e-08
1870,1.6284698034496614e-07,5.39000586385896e-08
1871,1.1683294864894833e-07,3.0801414974135355e-08
1872,1.8988644878703553e-07,5.321658580470512e-08
1873,1.741927366794016e-07,5.2078240386777e-08
1874,1.654966768072086e-07,6.572070354593507e-08
1875,2.208509455314811e-07,5.7215272519783866e-08
1876,1.281755084292513e-07,3.9299096865619276e-08
1877,1.4286924776563126e-07,5.813727099734933e-08
1878,1.8056875550342966e-07,8.031987697165732e-08
1879,1.484566007903254e-07,7.270096968881035e-08
1880,1.2322264808517502e-07,7.508879873441288e-08
1881,1.8686320046867877e-07,9.552335633600251e-08
1882,1.4508739010210547e-07,8.319231392661663e-08
1883,1.2385904679668158e-07,7.204046514885931e-08
1884,2.0003141543156744e-07,7.393900691710087e-08
1885,1.7338759850105134e-07,1.0441930031745983e-07
1886,1.6520867607283662e-07,1.445575850134162e-07
1887,2.0957847546299035e-07,6.39834616400492e-08
1888,1.6231972921332272e-07,1.5724724100607546e-07
1889,1.2467622223510944e-07,7.204907426228147e-08
1890,1.1339088656914242e-07,9.110596987937924e-08
1891,1.2748440303411712e-07,7.904032894856527e-08
1892,1.435489271894852e-07,1.028036047401315e-07
1893,1.4657031588427571e-07,5.97366388577214e-08
1894,1.001944731626736e-07,5.671385139294216e-08
1895,1.1495553797757907e-07,6.740848323971704e-08
1896,1.1204354855021137e-07,8.078929969457249e-08
1897,1.2760502143827068e-07,1.0546351658646813e-07
1898,1.2391797232780277e-07,1.0467956645943133e-07
1899,9.839089720742322e-08,1.0502398772871402e-07
1900,1.1783691000744057e-07,1.1783690290201321e-07
1901,8.941982132526505e-08,1.6430892202379255e-07
1902,1.3257766395824433e-07,1.6793171475626423e-07
1903,6.210253333804872e-08,1.2636515300812334e-07
1904,1.3275323862416144e-07,9.996802763367896e-08
1905,1.150849282538502e-07,1.212778371062484e-07
1906,1.2294600715279103e-07,9.979717940922228e-08
1907,9.668545342123025e-08,1.1262827026570221e-07
1908,1.1148853396036884e-07,1.075594227017973e-07
1909,1.0066800104624463e-07,9.131632605630102e-08
1910,7.054278938767311e-08,8.283433228228887e-08
1911,9.576673143385506e-08,1.1066378124979792e-07
1912,6.199211188828713e-08,1.1200255656262925e-07
1913,7.530245538234226e-08,1.1772637487084125e-07
1914,9.643310949769557e-08,1.2388975756394416e-07
1915,1.1073916139636708e-07,6.832841847881355e-08
1916,7.141850177916353e-08,9.119593435968909e-08
1917,1.0418103180143135e-07,5.702540573082615e-08
1918,8.270190843262526e-08,4.7094141031323034e-08
1919,1.1049418224828855e-07,5.616787435158699e-08
1920,1.0525401972216741e-07,8.329454814770543e-08
1921,6.436835064960178e-08,7.87565699322812e-08
1922,6.27124551177971e-08,7.082818154202641e-08
1923,1.1571383673469882e-07,9.978991410974913e-08
1924,1.250487571269332e-07,8.637388360099862e-08
1925,7.368779209038223e-08,8.798542694421485e-08
1926,9.80860186405863e-08,1.1034677083188171e-07
1927,1.705831440546035e-07,5.909089351163743e-08
1928,1.531089579565048e-07,8.341010460100051e-08
1929,1.2922871350795617e-07,1.0249173776344378e-07
1930,1.3969792611590037e-07,1.3654684494213143e-07
1931,1.0036713682382015e-07,6.843213906648771e-08
1932,1.0521155502374313e-07,5.150982085311284e-08
1933,8.717703536831323e-08,8.832410158809978e-08
1934,7.788027112098916e-08,7.188948281111607e-08
1935,1.0532089689263557e-07,1.328479557471951e-07
1936,6.789840156784521e-08,6.062357105207639e-08
1937,8.687871566603889e-08,7.428759829508635e-08
1938,6.612259539906518e-08,6.61225918463515e-08
1939,6.576441791139587e-08,4.894096239382861e-08
1940,1.141102288215734e-07,4.0572528225979454e-08
1941,1.3872062254449702e-07,7.969057325141193e-08
1942,9.406056555860687e-08,6.068423630267716e-08
1943,7.83873519427658e-08,5.5161468504039135e-08
1944,8.996921074810871e-08,8.675602813923433e-08
1945,6.099811278303946e-08,4.7927090740529366e-08
1946,5.0115973593278795e-08,7.935029255889958e-08
1947,8.702235509971956e-08,8.106192517232103e-08
1948,1.5438081391039304e-07,4.2400363886585524e-08
1949,7.26458648792061e-08,5.301184635708722e-08
1950,8.18922800682742e-08,4.892266147749069e-08
1951,6.29022713916072e-08,9.168805803483338e-08
1952,7.065018614582641e-08,6.11598611754971e-08
1953,6.679773278950307e-08,7.864894202569417e-08
1954,6.352148629318322e-08,6.352148473887098e-08
1955,6.47606936965417e-08,9.385607935286089e-08
1956,7.761815634665936e-08,1.2471232402333499e-07
1957,6.714628630888342e-08,1.0248643533827817e-07
1958,8.685855812373688e-08,9.182190230383469e-08
1959,5.813060832693395e-08,8.835852316479986e-08
1960,7.751333686023543e-08,9.896791652863612e-08
1961,7.851419914217672e-08,8.61571773924652e-08
1962,6.151697889977825e-08,8.49822150428281e-08
1963,6.46605289311708e-08,7.241979371741536e-08
1964,4.1979383080814614e-08,7.665799861555911e-08
1965,5.964527360902139e-08,9.083592011904784e-08
1966,4.763604399826704e-08,1.0247288129150434e-07
1967,5.3740658534362495e-08,5.669885916326223e-08
1968,5.479527231955217e-08,8.084548230868904e-08
1969,7.130560053525414e-08,6.040538025331443e-08
1970,5.840380845612003e-08,6.760125570437481e-08
1971,4.4704056456623675e-08,1.0996170762833657e-07
1972,5.0788454775130276e-08,1.0106389236597124e-07
1973,4.465695013777804e-08,1.9185948785249707e-07
1974,6.131873009351807e-08,7.988311878648346e-08
1975,4.3407249794569225e-08,8.967024056616424e-08
1976,7.656126199684365e-08,1.0341483669407125e-07
1977,6.346924197320192e-08,9.109011944730128e-08
1978,6.772274163679981e-08,9.861381577991324e-08
1979,7.549045344390493e-08,1.0416512452593452e-07
1980,5.74200226255428e-08,1.1711410374815046e-07
1981,6.388804785206759e-08,1.0753433965504655e-07
1982,5.8350521303651703e-08,9.249178711812078e-08
1983,6.315316181115804e-08,1.0230812286238233e-07
1984,8.176601706821884e-08,1.1656007359306386e-07
1985,5.835091165806716e-08,1.0467070943320778e-07
1986,5.2751472079393125e-08,1.468648953562024e-07
1987,5.6219513488997563e-08,1.2771607327266565e-07
1988,3.837794415595397e-08,9.77438288085608e-08
1989,7.354083919608456e-08,9.384689292346593e-08
1990,4.5223802591642936e-08,9.26270651291361e-08
1991,3.692723105075402e-08,9.788647048480925e-08
1992,7.05272844570004e-08,7.769021159731437e-08
1993,5.539207537097468e-08,1.2020080220054297e-07
1994,4.800183317499318e-08,1.0602602795728444e-07
1995,6.127369367447955e-08,8.35057427650554e-08
1996,4.4306164515006685e-08,9.18151847884019e-08
1997,5.322332929935669e-08,8.678759222391363e-08
1998,5.101898326032028e-08,7.247556510492359e-08
1999,5.392837332252043e-08,1.1836821345312387e-07
2000,5.124916580001582e-08,7.731554907408622e-08
2001,6.790878215312546e-08,9.857726279705048e-08
2002,4.950780141399491e-08,7.49188884263674e-08
2003,5.4169998930930774e-08,7.500461451925844e-08
2004,5.5940847343283195e-08,8.369103410288403e-08
2005,3.2877373157269574e-08,1.0628849000937635e-07
2006,4.941467945940303e-08,6.918054884508251e-08
2007,5.2327679744834654e-08,7.150118275234263e-08
2008,3.320803121376059e-08,8.302007348248708e-08
2009,4.243691442695763e-08,6.294014132102177e-08
2010,4.818269072615067e-08,4.345889603740716e-08
2011,4.053410385118639e-08,4.627006133794964e-08
2012,4.731911285027479e-08,5.208506670406621e-08
2013,4.518382379359309e-08,3.7095363003558646e-08
2014,4.655707175338364e-08,3.5729844194420934e-08
2015,5.075957631994754e-08,4.1671618156158274e-08
2016,6.669714824880657e-08,4.391240748802261e-08
2017,4.201071002185586e-08,3.6727924923596333e-08
2018,6.06644681155899e-08,4.595010683061673e-08
2019,4.413208953835124e-08,3.69893211615846e-08
