year,quelques_DET oies_NOUN,quelques_DET pois_NOUN
2008,5.960415716543821e-09,5.108927586539025e-09
2009,6.675469732542183e-09,2.860915504498962e-09
2010,9.919965127114239e-09,6.14093115247627e-09
2011,1.56782850591064e-08,5.7359579308524644e-09
2012,1.3957436206801788e-08,4.425528637996834e-09
2013,1.3666712872506537e-08,9.483025142920098e-09
2014,1.2776126934177512e-08,9.527958533261938e-09
2015,1.0639561565106703e-08,8.644644000632695e-09
2016,1.5120782848043746e-08,1.0770968561502059e-08
2017,7.798395401659164e-09,1.132025073680154e-08
2018,1.3165480483579017e-08,8.260693129535923e-09
2019,9.693753133532823e-09,1.2499840384982974e-08
