year,devons_VERB unir_VERB,devons_VERB punir_VERB
1907,3.599990305858114e-09,1.028568674676933e-09
1908,2.9468334439286537e-09,4.911389073214423e-10
1909,4.400786846048277e-09,0.0
1910,1.6032452032632705e-09,3.206490406526541e-09
1911,3.1922244847493175e-09,5.852411444351446e-09
1912,3.125652625612929e-09,0.0
1913,4.242391771214216e-09,5.30298971401777e-10
1914,6.696743715117748e-10,6.696743715117748e-10
1915,2.3561523843085297e-09,7.068456930880984e-09
1916,3.2962386153911893e-09,0.0
1917,2.1932848870420685e-09,0.0
1918,1.1486376294556067e-09,0.0
1919,9.207848372660976e-10,4.603924352863942e-09
1920,6.057785384427916e-09,2.2716695191604686e-09
1921,3.7863738810983705e-09,7.572747429129834e-10
1922,7.377935484775833e-10,0.0
1923,0.0,0.0
1924,1.289162443462999e-09,0.0
1925,6.598906754362588e-09,0.0
1926,5.57306911730393e-09,0.0
1927,2.2298449753321847e-09,0.0
1928,1.1426041446327417e-08,0.0
1929,5.570202965543558e-09,0.0
1930,3.1510811737689437e-09,0.0
1931,1.1405356659111021e-09,0.0
1932,3.287861094491973e-09,0.0
1933,2.2941324395731044e-09,4.588264879146209e-09
1934,4.7926320689839486e-09,0.0
1935,7.180970484910176e-09,0.0
1936,6.0623572828433225e-09,3.6374143697059935e-09
1937,3.777335333410292e-09,2.5182236296217297e-09
1938,0.0,6.482607339819424e-09
1939,7.647025235257843e-09,1.5294050470515685e-09
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,6.068423541449874e-09
1943,0.0,0.0
1944,6.4263723231761105e-09,0.0
1945,1.742803235060819e-08,0.0
1946,1.3921104269343232e-09,4.1763312808029696e-09
1947,2.3841741914054637e-09,0.0
1948,2.174377566888097e-09,2.174377566888097e-09
1949,4.908504269707237e-09,1.9634016634739737e-09
1950,6.381216888229346e-09,1.0635361480382244e-09
1951,3.1984206394497505e-09,2.1322803522849654e-09
1952,1.370824520563474e-08,0.0
1953,0.0,5.386913581872932e-09
1954,3.9090144454689835e-09,1.9545072227344917e-09
1955,8.447047505910632e-09,1.8771215692936494e-09
1956,7.849027205963921e-09,0.0
1957,1.0602045463770082e-08,1.7670075402875796e-09
1958,3.3088973783179654e-09,1.6544486891589827e-09
1959,3.8753737996444215e-09,1.5501495642666896e-09
1960,6.920833239831836e-09,6.920833350854139e-10
1961,9.72742331128984e-09,0.0
1962,8.8787386332001e-09,0.0
1963,9.69907976156037e-09,6.466053248388448e-10
1964,5.475571551727398e-09,6.083968329129164e-10
1965,2.73602163147757e-09,0.0
1966,1.6617224263271169e-09,0.0
1967,9.860671390526932e-09,4.930335584241163e-10
1968,4.940557296606585e-09,4.940557296606585e-09
1969,3.1792304344691047e-09,1.3625273131978588e-09
1970,9.197449912790034e-09,2.2993624781975086e-09
1971,7.193756701440179e-09,0.0
1972,1.5390440033513642e-09,0.0
1973,4.410563025913916e-09,0.0
1974,9.563471792262135e-09,1.1251143350321513e-09
1975,3.4268881066168433e-09,1.7134440533084216e-09
1976,4.570821499072508e-09,5.713526873840635e-10
1977,8.815172591880582e-09,0.0
1978,5.940591130126904e-09,5.940591352171509e-10
1979,8.192762912528906e-09,1.1703946700691858e-09
1980,5.685150683554241e-10,5.685150683554241e-10
1981,2.5302198114474095e-09,6.325549528618524e-10
1982,3.1037510339615437e-09,0.0
1983,8.209910973278056e-09,6.315316047889041e-10
1984,2.3196033982486597e-09,1.1598016991243298e-09
1985,9.02333674446254e-09,0.0
1986,5.994485352545098e-09,0.0
1987,6.110816741511371e-09,0.0
1988,1.1993107618124554e-09,0.0
1989,4.390497743145261e-09,0.0
1990,8.717841559757744e-09,2.724325431913144e-09
1991,4.68917216167597e-09,0.0
1992,5.509944056569793e-09,5.509944167592096e-10
1993,4.985286850001103e-09,5.539207426075166e-10
1994,7.384897138251745e-09,1.0549853213248639e-09
1995,4.337960657352369e-09,2.7112254663563817e-09
1996,5.871901187504136e-09,5.338092190498855e-10
1997,7.192341833217597e-09,9.58978896292706e-10
1998,5.72175506974304e-09,1.43043876743576e-09
1999,1.279656292041409e-08,9.140402323914998e-10
2000,7.95245647111642e-09,1.7672125984802278e-09
2001,7.448059946568719e-09,4.3812117822561447e-10
2002,1.270554239596322e-08,1.3143663935011318e-09
2003,6.250384210204629e-09,8.333845835650777e-10
2004,7.047666006343434e-09,8.809582507929292e-10
2005,8.557123898356167e-09,0.0
2006,6.58862386870851e-09,2.4707338397433887e-09
2007,7.190063211481856e-09,1.5977917877663117e-09
2008,7.2376473703172906e-09,8.514879357157668e-10
2009,6.675469510497578e-09,4.76819250749827e-10
2010,8.502827775203059e-09,1.8895172093635892e-09
2011,6.500752380844688e-09,1.1471915639660324e-09
2012,8.510632198976964e-09,1.0212758416727752e-09
2013,9.761937924679387e-09,8.367375126105969e-10
2014,1.017759210242275e-08,2.3819897165822113e-09
2015,7.979671146074452e-09,2.659890530054554e-09
2016,1.1392370602436586e-08,2.0713399884186856e-09
2017,9.056201122348284e-09,7.54683426862357e-10
2018,1.2132893800753664e-08,2.581466596041082e-09
2019,1.403043281555938e-08,2.2958890344426663e-09
