year,aux_ADP eaux_NOUN,aux_ADP pots_NOUN
1871,3.2256515467565805e-06,4.0360472297606975e-08
1872,3.2159749991933495e-06,1.0885210732780592e-08
1873,4.123159801139309e-06,8.979006871356887e-09
1874,3.550112662509264e-06,3.584765434494486e-08
1875,3.733296491503779e-06,4.462791147741285e-08
1876,4.018786015080877e-06,1.51150369998021e-08
1877,3.7486169475187125e-06,2.535774612510977e-08
1878,3.6820324211817024e-06,4.2273619049737476e-08
1879,3.814662775880606e-06,2.5659167013358797e-08
1880,3.3039072224738675e-06,2.8238524407697696e-08
1881,3.977118396392143e-06,4.3926797088644776e-08
1882,3.624522761924709e-06,3.0614771162618126e-08
1883,3.839630316804232e-06,5.245051326596695e-08
1884,3.39525268344687e-06,1.7824582698722224e-08
1885,3.6933492033597304e-06,3.867381437316908e-08
1886,3.4371147457079587e-06,5.93718658681297e-08
1887,3.7286687710746946e-06,3.786776209269149e-08
1888,3.3586235552718335e-06,3.297119688383532e-08
1889,3.472138734750274e-06,3.257871128425904e-08
1890,3.6737336674974586e-06,3.5393686204088226e-08
1891,3.140578314742015e-06,5.099376121364685e-08
1892,3.5279188104198056e-06,5.140180192597654e-08
1893,3.449329160076786e-06,2.524950765137035e-08
1894,3.5118477423878858e-06,2.9617233998635584e-08
1895,3.2873672566324785e-06,3.4306102847381226e-08
1896,3.3837152635385337e-06,4.1868904787634165e-08
1897,3.165653367886989e-06,4.7779050826868286e-08
1898,3.2614757063953448e-06,2.2633418694795182e-08
1899,3.372928309985923e-06,2.5426860617017155e-08
1900,3.1634277384284815e-06,3.114631752509922e-08
1901,3.0631878296105697e-06,3.5767929285057676e-08
1902,2.8243951923911936e-06,4.370152595356558e-08
1903,3.4285998609107082e-06,2.862116832424988e-08
1904,3.286045743067234e-06,2.1498499869210264e-08
1905,3.0236887518242384e-06,2.1159111629476257e-08
1906,3.360181295875009e-06,3.85813823111647e-08
1907,2.879992280213628e-06,3.2914197145572643e-08
1908,3.0941751774093973e-06,4.2237946029644036e-08
1909,3.0101382684222244e-06,4.510806528301714e-08
1910,3.3903293044090788e-06,2.72551685664979e-08
1911,2.9544037545292667e-06,2.8730019807632345e-08
1912,3.0068778951175545e-06,3.542406379342111e-08
1913,2.7899029930722463e-06,2.492405137832776e-08
1914,2.698787728405705e-06,2.5447626783581256e-08
1915,2.220673532615791e-06,5.8903807942378705e-08
1916,2.2172698876943286e-06,4.944358011904626e-08
1917,2.071557680949354e-06,2.52227767560953e-08
1918,2.064101794374551e-06,4.020231880730307e-08
1919,2.204358924728922e-06,3.775217782830964e-08
1920,2.267883445483676e-06,2.877448146421102e-08
1921,2.3990464246281817e-06,4.770831019129673e-08
1922,2.7563966220611746e-06,3.9103057680733855e-08
1923,2.380095640575064e-06,3.078624910557437e-08
1924,2.5615658660882445e-06,3.222906186373109e-08
1925,2.5691744021116847e-06,4.06932585406139e-08
1926,2.1980185849201916e-06,2.1177663400706592e-08
1927,2.65909023866584e-06,5.686104875834985e-08
1928,2.3274845055709648e-06,2.7422499493390262e-08
1929,2.3829329673930033e-06,3.230717737778832e-08
1930,2.5124620428584876e-06,3.886333388436469e-08
1931,2.185266243515116e-06,3.9918748306888574e-08
1932,2.266432183262168e-06,3.3974561830518724e-08
1933,2.4696335252372137e-06,3.326492059585462e-08
1934,2.4358552295211666e-06,2.516131836216573e-08
1935,2.161472160366884e-06,2.99207103537924e-08
1936,2.2600467524114265e-06,3.3949200783922606e-08
1937,2.116566883980653e-06,3.903246748038214e-08
1938,2.1651907946562687e-06,2.5930428804166183e-08
1939,2.2145785747440527e-06,5.047036655270176e-08
1940,2.426744296180061e-06,3.296517903095264e-08
1941,2.2815115485741444e-06,3.246652724442356e-08
1942,2.4273693295384646e-06,1.2136847082899749e-08
1943,2.4416208086464053e-06,2.9032351633873077e-08
1944,1.7351205627846866e-06,5.7837350908584995e-08
1945,1.8582639409459034e-06,5.010559434026618e-08
1946,1.8501147280858277e-06,4.315542323496402e-08
1947,1.80243573399963e-06,3.3378440233988727e-08
1948,1.9960786410422315e-06,1.522064252412747e-08
1949,1.848542678928311e-06,2.8469324453439526e-08
1950,2.0292270388466704e-06,3.828730266164371e-08
1951,2.0757748222521855e-06,2.1322804077961166e-08
1952,2.1015794349210637e-06,2.2144087452602434e-08
1953,1.87787811967155e-06,1.8315506555843797e-08
1954,2.0688458768347573e-06,4.397641362174909e-08
1955,1.8911999255522005e-06,2.7218263198847126e-08
1956,1.823590656258034e-06,2.616342520411763e-08
1957,2.0585638385028915e-06,2.9155624137189307e-08
1958,2.0589614422306113e-06,3.887954491688106e-08
1959,1.926835943244498e-06,3.4878365640089726e-08
1960,1.8630882969716822e-06,2.9759583741739704e-08
1961,1.9711927397025875e-06,1.8065213658324808e-08
1962,1.7319882541499965e-06,2.473363064359191e-08
1963,1.8292464885050208e-06,5.496145272232411e-08
1964,1.8750789969601556e-06,2.5552667426431697e-08
1965,1.7395626281668797e-06,2.5718604135249734e-08
1966,1.699942078658978e-06,2.6033652011925312e-08
1967,1.5688328369733995e-06,3.155414851629956e-08
1968,1.7224580073360585e-06,2.7846778549722728e-08
1969,1.5637272010593506e-06,2.3162964213341297e-08
1970,1.7167040438081926e-06,2.8971967241941954e-08
1971,1.678200632682092e-06,3.339958443149271e-08
1972,1.6442120243098657e-06,2.4624705829978666e-08
1973,1.5420430745649583e-06,3.363054390526088e-08
1974,1.4710869749023914e-06,2.981553071101928e-08
1975,1.5980722078978715e-06,4.283610222088896e-08
1976,1.4443795803842363e-06,3.4281162741844895e-08
1977,1.3710532495991856e-06,3.0559266228635806e-08
1978,1.448316185648224e-06,3.504948786758888e-08
1979,1.7269173215872513e-06,2.984506508596496e-08
1980,1.5548887062344363e-06,3.2405357675013846e-08
1981,1.3789697419497315e-06,3.162774853127104e-08
1982,1.544426535993182e-06,3.662426317774248e-08
1983,1.343899265648929e-06,3.410270821291306e-08
1984,1.3813238100013336e-06,3.5373952933515085e-08
1985,1.6097633457334837e-06,3.489023758795895e-08
1986,1.5879391597195536e-06,5.3350919293482235e-08
1987,1.4452081895655056e-06,2.8109757022054538e-08
1988,1.2604755763589992e-06,3.777828871953659e-08
1989,1.3753234755498056e-06,4.006329357153504e-08
1990,1.4270017452133743e-06,4.467893671700196e-08
1991,1.3768581208495334e-06,4.5719428243273796e-08
1992,1.428728560348702e-06,3.912060414501539e-08
1993,1.2668167705953692e-06,4.431365963064593e-08
1994,1.433197537537012e-06,4.536436998270332e-08
1995,1.2363187735786596e-06,3.904164580514902e-08
1996,1.254451706955706e-06,2.935950638160989e-08
1997,1.1771465757703936e-06,3.6920689172603716e-08
1998,1.1305234552949628e-06,5.7694362842752867e-08
1999,1.268687850775052e-06,3.473352708227573e-08
2000,1.173870980863967e-06,4.638932982192756e-08
2001,1.1649642326361231e-06,4.512648243970574e-08
2002,1.1776723436440761e-06,4.90696793198353e-08
2003,1.1921566098749281e-06,5.000307634617229e-08
2004,1.191495990759961e-06,3.479784940751962e-08
2005,1.1597155742393284e-06,5.3144246447978105e-08
2006,1.1707160831875285e-06,4.488499949495406e-08
2007,1.119253095094308e-06,5.352602419628205e-08
2008,1.3449252431740888e-06,5.066353123139855e-08
2009,1.325557462017457e-06,5.3403755195802205e-08
2010,1.300460217734667e-06,4.771030792660724e-08
2011,1.3873370336980884e-06,5.2388416132975735e-08
2012,1.4781264763286117e-06,5.5148893007839206e-08
2013,1.2366980790545767e-06,4.7415125825622795e-08
2014,1.382203651090208e-06,5.500230784716287e-08
2015,1.5352001083712707e-06,6.006919460455062e-08
2016,1.8057942234861457e-06,5.116209761402146e-08
2017,1.313400698421674e-06,4.226226951731249e-08
2018,1.3883128469061035e-06,5.9373734317968996e-08
2019,1.5050827668616762e-06,5.7652321472367873e-08
