year,quelques_DET hommes_NOUN,quelques_DET pommes_NOUN
1940,1.6127579272051662e-06,6.846613587185857e-08
1941,1.933234173634446e-06,1.5642963635542628e-07
1942,2.0602298320682166e-06,1.0619741419581885e-07
1943,2.363233562618916e-06,1.0451646659248581e-07
1944,2.5416302662506496e-06,8.032965226334454e-08
1945,2.557563789196138e-06,1.612093001313042e-07
1946,2.337353407710907e-06,1.0580039155883014e-07
1947,2.205361084861579e-06,8.940652929112503e-08
1948,1.9580270276264855e-06,7.501602694581777e-08
1949,1.5972272393582898e-06,6.184715473089852e-08
1950,1.8282186573514991e-06,9.784532739587348e-08
1951,1.8625469380140203e-06,5.863770902170273e-08
1952,1.6017556845326908e-06,6.74867439709459e-08
1953,1.7421278641904792e-06,6.8952495269059e-08
1954,1.5284246615010488e-06,5.277169434769746e-08
1955,1.5523795156013875e-06,6.382213468825171e-08
1956,1.6491678849206437e-06,5.668741898112728e-08
1957,1.3005175389935175e-06,4.770920369878695e-08
1958,1.598197400198842e-06,4.715178630876338e-08
1959,1.5710765524090675e-06,5.270508351973291e-08
1960,1.7004487347094255e-06,6.713208633435386e-08
1961,1.7780339049977556e-06,7.087122533278034e-08
1962,1.8531196417370666e-06,6.468795565872654e-08
1963,1.8124347462844526e-06,7.177318994688875e-08
1964,1.9036737057831488e-06,6.266487051487246e-08
1965,1.7171272475025035e-06,4.979559636852926e-08
1966,1.8190322066402587e-06,6.259154439192116e-08
1967,1.987418286830689e-06,6.557346265978481e-08
1968,2.2012428360085323e-06,4.80581496820065e-08
1969,2.1596057280248715e-06,5.3138565769828006e-08
1970,1.8068390232883758e-06,4.874648668051762e-08
1971,1.7455136855915043e-06,5.3953173484444505e-08
1972,1.7519451773750916e-06,3.64240420047679e-08
1973,1.5486589148849816e-06,6.781240813324985e-08
1974,1.6291655384748083e-06,5.569315864040192e-08
1975,1.3707552852793015e-06,5.311676654073949e-08
1976,1.4592347810093997e-06,4.685091942180364e-08
1977,1.3804560410335398e-06,7.287209147222029e-08
1978,1.495246863214561e-06,4.693067112704341e-08
1979,1.6169002918786646e-06,6.495690607621896e-08
1980,1.445733857963205e-06,5.91255667758972e-08
1981,1.3783372736497768e-06,7.021360054482173e-08
1982,1.4066200435536302e-06,6.455802514793163e-08
1983,1.3489515140463482e-06,5.241712264236753e-08
1984,1.4265561389947834e-06,8.060621736749596e-08
1985,1.3101885087962728e-06,7.338980756443902e-08
1986,1.1737202356698617e-06,5.454981938379788e-08
1987,1.2881601918479646e-06,6.966330873270365e-08
1988,1.3804066583134045e-06,7.675588864497485e-08
1989,1.523502760392148e-06,6.585746925580338e-08
1990,1.307131398675665e-06,5.0127588413495516e-08
1991,1.2690071855558926e-06,6.564841026346357e-08
1992,1.3405693977119881e-06,7.052728334677738e-08
1993,1.401973406700563e-06,5.92695184042924e-08
1994,1.4284500764460972e-06,7.279398728243791e-08
1995,1.3773025528962535e-06,7.862553452753218e-08
1996,1.1754478492775888e-06,6.672615104896806e-08
1997,1.3742167936925398e-06,7.384137434840454e-08
1998,1.3655921691224648e-06,6.723061896085625e-08
1999,1.2760001482092775e-06,7.952149805312558e-08
2000,1.2997848415352564e-06,7.90827640040348e-08
2001,1.294210008495611e-06,7.535684440340695e-08
2002,1.3586167995072174e-06,6.265146623718465e-08
2003,1.3709176158727132e-06,7.292115444812453e-08
2004,1.3668067424532637e-06,7.135761637133697e-08
2005,1.3700405787631098e-06,7.431186821449387e-08
2006,1.3621979348954483e-06,8.029885401050763e-08
2007,1.227104064582818e-06,7.469676577276374e-08
2008,1.2836180616204729e-06,9.068346495944013e-08
2009,1.350828938484483e-06,9.679431034470554e-08
2010,1.3543114789626998e-06,1.0628534385936916e-07
2011,1.3380077774627352e-06,1.2427908646639452e-07
2012,1.5206796888378449e-06,1.4570201445351927e-07
2013,1.6321960174536798e-06,1.475447168886035e-07
2014,1.9493338072607003e-06,1.6479037867611623e-07
2015,1.9239874120557943e-06,1.6003674270514967e-07
2016,2.2494752442980825e-06,1.63635860861433e-07
2017,1.420565752141556e-06,1.5068511563520737e-07
2018,1.6175470136658987e-06,1.6805347968773532e-07
2019,1.6076324413916154e-06,1.505082791730672e-07
