year,des_DET yeux_NOUN,des_DET pieux_ADJ
1993,6.907391480126535e-06,1.661762283333701e-09
1994,6.865844682124589e-06,8.439882570598911e-09
1995,6.895730763289976e-06,2.168980273165033e-09
1996,6.4836466151518835e-06,4.804283193493575e-09
1997,6.464476598466717e-06,2.876936688878118e-09
1998,6.737843591508863e-06,4.768129113763564e-09
1999,6.526247403826346e-06,4.570201161957499e-10
2000,6.656206267052767e-06,2.2090156370779823e-09
2001,6.43380941767191e-06,2.6287270138425356e-09
2002,7.434494676772374e-06,3.9430991805033955e-09
2003,7.852982832901034e-06,3.333538334260311e-09
2004,7.5758003958981135e-06,4.404791253964646e-10
2005,7.482079155352039e-06,3.15262471684008e-09
2006,8.111831135693137e-06,4.941467679486777e-09
2007,1.1211705214009271e-05,3.1955835755326234e-09
2008,1.2071118788981039e-05,2.9802078582719105e-09
2009,1.3533561116219062e-05,1.430457752249481e-09
2010,1.8462944467501075e-05,9.447586046817946e-10
2011,2.103490487570525e-05,3.059177577924288e-09
2012,2.684627719418131e-05,4.085103366691101e-09
2013,2.999508797074668e-05,3.62586255464592e-09
2014,3.18222984105887e-05,2.1654451148878096e-09
2015,3.196456850673712e-05,3.989835573037226e-09
2016,3.1986253134164144e-05,4.764082156549776e-09
2017,3.177971848344896e-05,1.7609279590047322e-09
2018,3.5892970231543586e-05,7.228106835288628e-09
2019,3.3741404308784695e-05,3.5713827450933877e-09
