year,les_DET airs_NOUN,les_DET pairs_NOUN
1838,7.293702950050829e-06,3.492519155656737e-06
1839,7.055097526631471e-06,4.653525856213037e-06
1840,6.677344650540817e-06,4.0937989034262046e-06
1841,7.537724059147877e-06,2.2825050507435662e-06
1842,6.920917101638224e-06,3.1428222229124003e-06
1843,7.585655282582593e-06,3.532923427584933e-06
1844,7.089025793050041e-06,3.2091617949703277e-06
1845,6.053989366705537e-06,3.1818460648480595e-06
1846,5.999107713705598e-06,3.5302643368595454e-06
1847,5.701716169426163e-06,2.695533108720838e-06
1848,6.272859550904286e-06,2.042681815694891e-06
1849,6.230932918072085e-06,1.8057638886403993e-06
1850,6.899656739278726e-06,2.0570658376684037e-06
1851,6.306261127519974e-06,1.4994944703694557e-06
1852,6.749482395207451e-06,1.476591721338849e-06
1853,6.968049916622476e-06,2.0071662767406906e-06
1854,6.6852613400669725e-06,1.5955885999119346e-06
1855,7.634559651137351e-06,1.7794160420692151e-06
1856,6.480805353703545e-06,2.072946607256654e-06
1857,7.01619282494903e-06,3.794397059664334e-06
1858,6.3020758886978e-06,2.3856671660382744e-06
1859,6.959473168421937e-06,2.2375009116615274e-06
1860,7.022773090170631e-06,1.9407260403170312e-06
1861,7.099411860167493e-06,1.7703728261153628e-06
1862,6.448973493888843e-06,1.4873210734123177e-06
1863,6.414591609882336e-06,1.999346673997593e-06
1864,6.506445842546782e-06,2.3168125693473485e-06
1865,5.8444885695507764e-06,1.7307066455529707e-06
1866,5.933615113917767e-06,1.376968434385617e-06
1867,6.235862642256507e-06,1.6271477392137967e-06
1868,5.725807923795401e-06,1.967551881421059e-06
1869,5.786481651171016e-06,2.666889752589441e-06
1870,6.216282130822037e-06,1.6519794474589844e-06
1871,5.228805733281661e-06,1.6537172937702849e-06
1872,5.312587347816589e-06,1.3243673366858388e-06
1873,4.743908711191125e-06,1.352238456320265e-06
1874,5.086184728497756e-06,1.818671019115925e-06
1875,5.059546225538725e-06,1.5030451336883743e-06
1876,5.622189149789847e-06,1.398443282951689e-06
1877,5.453770590690965e-06,1.8399827963477833e-06
1878,5.661645488430622e-06,1.918014517876543e-06
1879,4.9705468612160075e-06,2.082058102814699e-06
1880,5.092560776631672e-06,2.219291260985301e-06
1881,4.6862222120580554e-06,1.492116588508452e-06
1882,4.654776411427974e-06,2.4604959065754883e-06
1883,4.673151266842979e-06,1.6240700624337023e-06
1884,4.776327870104069e-06,1.744168318218442e-06
1885,4.115538224880311e-06,1.7190510073206156e-06
1886,4.749103958090473e-06,1.475261806271888e-06
1887,4.286238905137907e-06,2.039636068928985e-06
1888,4.136617135941378e-06,1.3042644049221508e-06
1889,4.393740184127637e-06,1.6258029749138814e-06
1890,3.71699246670687e-06,1.0939271244403415e-06
1891,3.5829491729089114e-06,1.2130140838451098e-06
1892,3.7648685022872996e-06,1.0969896413470792e-06
1893,3.584814301405004e-06,1.3751744356582662e-06
1894,3.7456348422892916e-06,1.1147423082391583e-06
1895,3.4932039127966164e-06,1.5221076132831968e-06
1896,3.2740304334311077e-06,7.046949566102967e-07
1897,3.1312759176671534e-06,1.0021947414173837e-06
1898,3.361628749587453e-06,1.640357071508447e-06
1899,3.362978596044286e-06,9.74512065710087e-07
1900,3.5008463044050586e-06,7.293429504784399e-07
1901,3.4393098715668202e-06,1.1579867340572036e-06
1902,3.139144510555525e-06,6.746730178974758e-07
1903,3.284413992332702e-06,6.885280843249575e-07
1904,2.8754244212336744e-06,7.164375386281563e-07
1905,2.86680175776155e-06,5.129794522495956e-07
1906,2.9651078818915266e-06,7.078397743498499e-07
1907,3.1772486011050205e-06,8.814833520887078e-07
1908,3.5833495246606617e-06,8.388652581459155e-07
1909,3.83418556992865e-06,8.185463293841622e-07
1910,4.158283601896073e-06,8.470478896072109e-07
1911,3.5673109337608366e-06,8.076327837613917e-07
1912,3.4496786867066476e-06,8.11627852925767e-07
1913,3.7995920649791515e-06,1.304005170510436e-06
1914,3.5224870913452833e-06,6.408783788103278e-07
1915,3.3504486083302254e-06,3.7816245379573843e-07
1916,3.2621775183372392e-06,2.241442320638498e-07
1917,3.5257055444049e-06,3.772450072325739e-07
1918,3.842192910497033e-06,9.361396404727884e-07
1919,3.598427042561525e-06,5.552332500435853e-07
1920,3.47338261974528e-06,4.679639111770939e-07
1921,3.3978916675891924e-06,5.603833237444178e-07
1922,3.2521939488106e-06,3.327448911960573e-07
1923,3.3121758917786792e-06,1.050978893246679e-06
1924,3.4781603801548044e-06,4.22845288561291e-07
1925,3.682189920084511e-06,5.004171059752593e-07
1926,3.2412969517281454e-06,7.256136216327036e-07
1927,3.245539367924266e-06,6.700683936600171e-07
1928,3.1455890976417322e-06,6.1586363386823e-07
1929,3.111515525233699e-06,5.080025435866276e-07
1930,3.3779589330151794e-06,4.169930605257832e-07
1931,2.9756575230521776e-06,4.881492721153791e-07
1932,2.972226369024611e-06,4.789317511466606e-07
1933,2.59695791271497e-06,4.2097332020318845e-07
1934,2.801293334186994e-06,3.73825312038889e-07
1935,2.5468508866310913e-06,3.410960935923413e-07
1936,3.1948622023492135e-06,2.473441735872939e-07
1937,2.445195036671066e-06,6.018554379316754e-07
1938,2.598229063011104e-06,4.12293806206776e-07
1939,2.720811654199906e-06,2.691752865047192e-07
1940,2.842612751408069e-06,4.843345466909454e-07
1941,3.3233918941277807e-06,4.338708770035282e-07
1942,3.5469934971388284e-06,7.585529466780372e-07
1943,3.6464634760591252e-06,8.216155542584147e-07
1944,3.6148344975117652e-06,4.5627243494550385e-07
1945,3.5596755836309057e-06,3.703456847858888e-07
1946,3.1893250564962727e-06,4.162410149888274e-07
1947,2.9229974742861486e-06,5.865068541943685e-07
1948,3.0191232767151632e-06,5.196762220549545e-07
1949,2.5946352124606165e-06,5.183380302753449e-07
1950,2.7098902108946277e-06,6.019614415819774e-07
1951,2.9883909462569136e-06,5.234748297056058e-07
1952,2.2639694776671604e-06,5.293491600610878e-07
1953,2.347617026998705e-06,8.371264144102497e-07
1954,2.7832183491227624e-06,6.958045641880517e-07
1955,2.5031416512888427e-06,6.391598823540789e-07
1956,2.667797218691703e-06,3.244264572543898e-07
1957,2.60545267138923e-06,5.16849702592026e-07
1958,2.5495054600810363e-06,6.667428138484865e-07
1959,2.1237049807609765e-06,4.62719628835373e-07
1960,2.7551836652150996e-06,4.325520883696754e-07
1961,2.3227696104299866e-06,4.842866889731567e-07
1962,2.598933818376281e-06,3.9446969068990256e-07
1963,2.8651081862562933e-06,4.1835364728015634e-07
1964,2.677554412855443e-06,5.134869178746726e-07
1965,2.7135862268323763e-06,7.255929528326988e-07
1966,2.6227519995813964e-06,5.82710669050357e-07
1967,3.0997019209166865e-06,6.202362126117578e-07
1968,3.874295273931239e-06,6.975168913569973e-07
1969,2.6033354814103404e-06,4.5690083272376114e-07
1970,2.76521328146373e-06,4.897642051915341e-07
1971,3.0943429010221735e-06,4.660526577993096e-07
1972,3.6531776146375705e-06,6.823095279884228e-07
1973,2.7147015728701263e-06,4.405049800482175e-07
1974,2.1073391138770603e-06,7.003836888230808e-07
1975,2.064700005632858e-06,9.812322812052798e-07
1976,2.120289774865114e-06,4.142306879728608e-07
1977,2.1050632454944207e-06,4.2195293925573196e-07
1978,2.7017809429707995e-06,7.799996581958624e-07
1979,2.590083479248051e-06,6.103608329866006e-07
1980,2.4861163652190044e-06,5.679465771013525e-07
1981,2.3834669704569933e-06,3.7953296816439774e-07
1982,2.230976434702825e-06,5.512261878060087e-07
1983,2.3897155401186865e-06,5.936397009520533e-07
1984,2.6808815292156396e-06,4.958152262091176e-07
1985,2.4356993861829324e-06,4.6620575888667304e-07
1986,2.50089924236363e-06,4.645726110474868e-07
1987,2.3923847791706976e-06,5.738057226034599e-07
1988,2.2888845663260327e-06,8.539092593018438e-07
1989,2.4295917810945866e-06,8.089492027352208e-07
1990,2.481860441605477e-06,6.135180865562972e-07
1991,2.812917117012148e-06,7.139264908140319e-07
1992,2.4552311685965833e-06,6.90395976832292e-07
1993,2.629461711478598e-06,6.359010076284477e-07
1994,2.501897675699638e-06,6.314086884451342e-07
1995,2.6591697732669672e-06,6.647924970515362e-07
1996,2.4144190717834135e-06,9.832765996975468e-07
1997,2.427655047654298e-06,6.717647238474456e-07
1998,2.6777814383649456e-06,9.092822486067575e-07
1999,2.632435851523951e-06,1.1430073665330553e-06
2000,2.6777688617585227e-06,1.0921373347905217e-06
2001,2.6076973185240604e-06,9.226831894082466e-07
2002,2.7203005288356508e-06,1.3297007397383709e-06
2003,2.9714327283159037e-06,1.4934251346687688e-06
2004,2.8291974274452514e-06,1.3676876382540115e-06
2005,2.84321721011338e-06,1.403818794543099e-06
2006,3.0950060931900225e-06,1.6759812062616675e-06
2007,3.3805279358034568e-06,1.6161663516922609e-06
2008,3.5519819263640784e-06,1.494787080336124e-06
2009,3.661018190825871e-06,1.4061399626896787e-06
2010,4.531534784746327e-06,1.7633918947268512e-06
2011,4.854914891438966e-06,1.5517678270127178e-06
2012,6.316590933863608e-06,1.504339243285635e-06
2013,7.086329823380311e-06,1.4668008634366458e-06
2014,6.7843399875755495e-06,9.748834219891478e-07
2015,7.366123313090611e-06,1.1980589640359085e-06
2016,8.214520626381727e-06,1.1007101230475769e-06
2017,7.32973659722802e-06,1.0741659832724793e-06
2018,8.429521308528365e-06,1.0945418909003024e-06
2019,8.10168209142148e-06,1.2688613528766268e-06
