year,deux_DET yeux_NOUN,deux_DET pieux_NOUN
2008,5.666652072022771e-07,1.1495086743584793e-08
2009,6.251100472809412e-07,1.764231316592202e-08
2010,7.439974254452864e-07,1.747803457519126e-08
2011,8.278899343849844e-07,2.791499476018089e-08
2012,1.0573608761887954e-06,2.6893595794774683e-08
2013,1.2163374805140847e-06,2.8727987322341164e-08
2014,1.2466467467220355e-06,2.0571728542861933e-08
2015,1.2966966380645317e-06,2.17224382925707e-08
2016,1.3411926857997969e-06,2.6720287094050832e-08
2017,1.124981338307407e-06,1.2578056818313144e-08
2018,1.3134502125922154e-06,1.9877294421544178e-08
2019,1.2614633959628918e-06,1.4285530980373551e-08
