year,mots_NOUN heureux_ADJ,mots_NOUN peureux_ADJ
2003,1.91678459771083e-08,0.0
2004,1.2773894830786503e-08,0.0
2005,1.6213498099659773e-08,0.0
2006,1.317724773741702e-08,0.0
2007,1.3980677948666198e-08,0.0
2008,1.6178271167177627e-08,4.257439678578834e-10
2009,1.2874119548200724e-08,0.0
2010,1.1337103700270745e-08,0.0
2011,6.118355155848576e-09,0.0
2012,1.1234034147378225e-08,0.0
2013,1.3945625099154313e-08,0.0
2014,1.3858849179371191e-08,2.1654451842767486e-10
2015,2.571227497583095e-08,2.2165753954528356e-10
2016,3.624845135163923e-08,0.0
2017,8.804639684001359e-09,0.0
2018,1.3423626654684995e-08,0.0
2019,1.811201322254874e-08,0.0
