year,plusieurs_DET eaux_NOUN,plusieurs_DET pots_NOUN
2003,1.7501075477710515e-08,1.2917460878725251e-08
2004,1.938108110111081e-08,1.0571499065026302e-08
2005,1.4411999038621559e-08,9.908248665979613e-09
2006,1.4412615101377924e-08,2.0589450144825605e-08
2007,1.677681460421354e-08,1.3181782609894555e-08
2008,1.8306990812178014e-08,1.4475294962679186e-08
2009,3.909917967170884e-08,1.8119131972582636e-08
2010,1.842279351293996e-08,1.7950414321621366e-08
2011,2.6003009412356448e-08,2.7914994704669738e-08
2012,3.3702101359667225e-08,3.029784878538777e-08
2013,2.0081699469987058e-08,3.374841428538389e-08
2014,4.8505972405354925e-08,2.6851520340542834e-08
2015,4.1449958687600486e-08,2.9037137694309934e-08
2016,4.018399568650466e-08,3.210577181889107e-08
2017,2.5659235902697475e-08,2.540767357617213e-08
2018,2.039358665273383e-08,3.0461307476414845e-08
2019,3.6989323326519497e-08,3.0101656056658044e-08
