year,quelques_DET iles_NOUN,quelques_DET piles_NOUN
1964,4.8671746077921796e-09,9.125952438182594e-09
1965,1.1491291085352628e-08,9.849678073159396e-09
1966,1.4401594583546284e-08,1.3847687219126215e-08
1967,7.395503098805989e-09,1.0846738118797106e-08
1968,1.2126822879210408e-08,9.88111459321317e-09
1969,5.450109141769133e-09,1.0900218838649778e-08
1970,9.197450273612517e-09,7.817832520240486e-09
1971,9.249115584530898e-09,2.569198631618974e-09
1972,3.5911026929902334e-09,5.130146862875051e-09
1973,4.961883459664307e-09,1.1026407342740185e-08
1974,1.2376257685353664e-08,6.188128787165681e-09
1975,3.998036124386317e-09,6.8537762132336866e-09
1976,5.713526762818333e-09,3.4281160132820787e-09
1977,1.2928920267718524e-08,3.526069214387917e-09
1978,1.1881182926387623e-08,1.0693064211864112e-08
1979,9.363157360553487e-09,8.777959692451986e-09
1980,9.096240982664483e-09,4.548120546843393e-09
1981,6.3255494731073725e-09,8.223214109648325e-09
1982,8.069752754913395e-09,1.0552753892945077e-08
1983,5.052252727288931e-09,7.578379479511455e-09
1984,9.278413815039244e-09,1.623722339916256e-08
1985,9.02333718855175e-09,7.218669662023558e-09
1986,5.395036861699509e-09,4.7955883708539204e-09
1987,8.555143538035992e-09,4.888653482026939e-09
1988,4.7972429917386705e-09,4.797243047249822e-09
1989,2.7440609784434855e-09,5.488121956886971e-09
1990,2.7243255429354463e-09,6.538381058796006e-09
1991,1.7584395606284886e-09,4.689171995142516e-09
1992,4.95894991736634e-09,7.162927251336271e-09
1993,3.323524566667402e-09,6.093128335216136e-09
1994,3.164956019485743e-09,8.43988251508776e-09
1995,4.880205572987961e-09,6.506941097050856e-09
1996,1.0142375161947825e-08,7.473329288743003e-09
1997,3.835915585170824e-09,1.3905194440333446e-08
1998,2.8608774238492174e-09,1.0489883850439696e-08
1999,3.1991407856146736e-09,1.2796562837147363e-08
2000,3.0926219363180962e-09,7.95245647111642e-09
2001,8.762423564512289e-10,8.3243023585311e-09
2002,1.752488598683044e-09,6.1337101509018055e-09
2003,1.2500768753476166e-09,1.0833999697368313e-08
2004,1.7619165015858584e-09,1.2333415899679068e-08
2005,1.8014998381943315e-09,7.205999241755023e-09
2006,4.1178899179428186e-10,1.0294724350767837e-08
2007,1.9972397624634652e-09,1.4380126256430259e-08
2008,2.1287198115338413e-09,8.940623352771127e-09
2009,9.53638501499654e-10,1.0013204487790972e-08
2010,4.723793023408973e-10,1.3698999989930627e-08
2011,0.0,1.2619107481182112e-08
2012,1.3617010852229328e-09,1.2255310155584453e-08
2013,1.9523875849358774e-09,1.5898013017157098e-08
2014,0.0,2.187099579220586e-08
2015,6.649726186358507e-10,2.2830726642553145e-08
2016,8.285360175719347e-10,2.029913193091204e-08
2017,2.0124890642847504e-09,2.0124890753869806e-08
2018,7.744400121190154e-10,1.7812120944871168e-08
2019,5.1019755087367e-10,2.1428296526071478e-08
