year,leurs_DET oies_NOUN,leurs_DET poids_NOUN
1919,1.3811772170413406e-08,2.9557193226281697e-07
1920,3.028892692213958e-09,2.8925924633327327e-07
1921,3.0290989716519334e-09,2.574734194737971e-07
1922,3.6889677978990676e-09,2.036310249309281e-07
1923,1.3800733000834953e-08,1.7622474324241466e-07
1924,3.867487219366694e-09,2.1786845305626912e-07
1925,9.898360353588487e-09,2.3096173151770927e-07
1926,3.343841648018042e-09,1.928281925245301e-07
1927,7.804457524684949e-09,2.2632925977816853e-07
1928,2.2852082448565625e-09,1.8395926826286768e-07
1929,4.4561625500705304e-09,1.7267629859318845e-07
1930,7.352522590764465e-09,1.6070513508825712e-07
1931,3.4216069977333063e-09,1.5169124356617658e-07
1932,4.383814644626227e-09,1.808323597529693e-07
1933,2.2941324395731044e-09,2.0073658824060203e-07
1934,3.5944740517379614e-09,2.240555492249996e-07
1935,9.574627313213568e-09,2.0106717535384178e-07
1936,0.0,2.146074420394939e-07
1937,5.0364472592434595e-09,1.7375742711323028e-07
1938,2.5930428915188486e-09,1.4909996792766833e-07
1939,7.647025235257843e-09,3.1046923076871735e-07
1940,2.5357829169792012e-09,2.535782828161359e-07
1941,8.854508237732261e-09,2.3316870567668957e-07
1942,6.068423541449874e-09,1.6688164361511326e-07
1943,8.709705845433291e-09,1.2774235380597077e-07
1944,0.0,1.5101974604192492e-07
1945,2.178504043826024e-09,1.3942425880486553e-07
1946,1.2528993842408909e-08,2.2691399870211626e-07
1947,7.152522574216391e-09,1.561634057622996e-07
1948,3.2615663503321457e-09,2.2613526873271894e-07
1949,1.9634016634739737e-09,1.413649144410556e-07
1950,5.317680518146517e-09,1.8505528642798197e-07
1951,4.264560704569931e-09,1.1194471882802759e-07
1952,1.0544804140977249e-08,1.7504374305588044e-07
1953,9.69644453618912e-09,1.2066686538858562e-07
1954,9.772536113672459e-10,1.5538332331921367e-07
1955,1.8771215692936494e-09,1.5298540567698637e-07
1956,6.976913269340912e-09,1.5174786405225404e-07
1957,3.534015080575159e-09,1.5991417523508744e-07
1958,1.6544486891589827e-09,1.670993201585702e-07
1959,5.425523585955716e-09,1.7594197121439947e-07
1960,4.844583401109048e-09,1.6817624715059765e-07
1961,3.47407969059077e-09,1.4035281448165904e-07
1962,3.805173953708163e-09,1.4523080427153445e-07
1963,4.526237162849611e-09,1.6682417403046657e-07
1964,3.6503808864551957e-09,1.575747843318709e-07
1965,6.5664522708175355e-09,1.1983775038970634e-07
1966,4.431259803538978e-09,1.5454018820193482e-07
1967,3.451234853457663e-09,1.6861748308727442e-07
1968,7.186265360559219e-09,1.4013217342068174e-07
1969,6.358460868938209e-09,1.3534438458862041e-07
1970,7.817832603507213e-09,1.3014392230559224e-07
1971,1.541519245584766e-09,1.4747201237952368e-07
1972,2.565073486948677e-09,1.523653674340153e-07
1973,1.6539611902288698e-09,1.7201195934291036e-07
1974,6.1881286761433785e-09,1.3838906998131506e-07
1975,5.140332159925265e-09,1.707732533162698e-07
1976,8.570290255249802e-09,1.2398353543829899e-07
1977,1.057820764316375e-08,1.1929867405058303e-07
1978,2.3762365408686037e-09,1.3544548860267014e-07
1979,5.266775904289034e-09,1.293286091552659e-07
1980,7.390696055153967e-09,1.222307379755705e-07
1981,5.69299452024552e-09,1.2714354902243485e-07
1982,5.586751949948621e-09,1.6015355974730028e-07
1983,1.2630632095778083e-09,1.4588380103930376e-07
1984,5.799008384599347e-09,1.5019432231255792e-07
1985,4.210890747202711e-09,1.2692827588978162e-07
1986,5.395036861699509e-09,1.3127923770284156e-07
1987,4.277571630240118e-09,1.3382689445506912e-07
1988,2.99827696004229e-09,1.4571625506221153e-07
1989,1.0976244357863152e-09,1.3610542470843257e-07
1990,4.358920779878872e-09,1.1932545929127514e-07
1991,2.9307325455363298e-09,1.0726481303180435e-07
1992,3.30596661157756e-09,1.0964788721423702e-07
1993,6.647049133334804e-09,9.19508456043161e-08
1994,1.0549853213248639e-09,1.218508027811538e-07
1995,3.795715741716776e-09,9.868860129103041e-08
1996,1.067618438099771e-09,1.2918183323051835e-07
1997,1.917957792585412e-09,8.630810022225432e-08
1998,2.86087753487152e-09,1.1920322862124522e-07
1999,5.0272213059088244e-09,1.2248139391601853e-07
2000,3.092622158362701e-09,1.1531062060754493e-07
2001,4.8193329327261836e-09,8.587175237551037e-08
2002,4.381221607729913e-09,1.1040678149498717e-07
2003,3.333538334260311e-09,1.1292360957426695e-07
2004,1.7619165015858584e-09,1.0879834055899096e-07
2005,4.5037495954858286e-10,9.05253689786889e-08
2006,4.117890028965121e-09,1.1324197135564873e-07
2007,1.997239706952314e-09,9.387026556062494e-08
2008,2.1287198670449925e-09,1.2091128676061658e-07
2009,1.430457752249481e-09,1.058538741105508e-07
2010,7.558068837454357e-09,1.1478817008025999e-07
2011,2.6767803529281764e-09,9.139292833637569e-08
2012,2.382976926895708e-09,9.225524855160927e-08
2013,5.020424964641279e-09,8.423157593639985e-08
2014,8.445236510112863e-09,9.008251877773432e-08
2015,9.309617077235544e-09,8.821969799122087e-08
2016,8.285359953674742e-09,1.0025285757109259e-07
2017,4.024978128569501e-09,8.77948327371314e-08
2018,4.130346731301415e-09,9.086762964294337e-08
2019,5.612172948588068e-09,9.566204228761421e-08
