year,certains_DET airs_NOUN,certains_DET pairs_NOUN
1985,3.849957153079231e-08,1.2031116103372597e-09
1986,3.596691411367203e-08,1.1988970927134801e-09
1987,3.91092271900817e-08,3.6664902225425067e-09
1988,3.1182079085478875e-08,2.3986214681137596e-09
1989,3.677041826577465e-08,3.841685525252103e-09
1990,2.6153524790295535e-08,3.269190529398003e-09
1991,6.09592376576984e-08,5.861465202094962e-10
1992,3.967159711848467e-08,5.509944167592096e-10
1993,3.54509293032379e-08,2.7696036575264316e-09
1994,2.3209677513236215e-08,1.0549853213248639e-09
1995,3.470368570290816e-08,3.253470381991974e-09
1996,4.4839973512011966e-08,4.270473752399084e-09
1997,3.212579313682795e-08,1.917957792585412e-09
1998,4.4343601235397045e-08,3.814503379828693e-09
1999,3.244842838867612e-08,5.484241422104574e-09
2000,3.2251629811241855e-08,9.719668958574346e-09
2001,4.2935875743665974e-08,4.819333043748486e-09
2002,3.724038233343663e-08,7.886198805096e-09
2003,3.625222833036901e-08,3.333538334260311e-09
2004,4.228599514988218e-08,3.964312045301455e-09
2005,3.0175122844866564e-08,7.656374201303606e-09
2006,5.229720256849646e-08,1.029472451730129e-08
2007,3.674921078555826e-08,9.187303195989927e-09
2008,4.129716479894796e-08,1.8306990812178014e-08
2009,3.623826394516527e-08,7.15228898329201e-09
2010,2.881513760932819e-08,8.9752067999882e-09
2011,2.5620612076338034e-08,4.5887662558641296e-09
2012,3.23403994695326e-08,1.1234033814311317e-08
2013,2.6775599737405287e-08,6.972812660599459e-09
2014,2.8367331372791682e-08,4.114345891759186e-09
2015,4.167161793411367e-08,4.2114931125825095e-09
2016,3.3762842743811916e-08,5.178350193091319e-09
2017,2.414986899346161e-08,4.276539344871821e-09
2018,4.233605266357188e-08,6.195520152463274e-09
2019,2.8826161957429264e-08,8.928457251311528e-09
