year,plusieurs_DET eaux_NOUN,plusieurs_DET peaux_NOUN
1874,1.0933534699830716e-07,2.9275584956245382e-08
1875,7.609631325067312e-08,1.94531928343622e-08
1876,9.189942318243993e-08,1.8742645435665395e-08
1877,7.978412686071579e-08,2.659470932364627e-08
1878,6.703388133466603e-08,2.717589886458427e-08
1879,5.1929266220440695e-08,1.710611030603104e-08
1880,1.0268554273551445e-07,2.3104245627791897e-08
1881,8.924809402621747e-08,2.8587281875047665e-08
1882,9.583754456699012e-08,5.324308105514319e-09
1883,4.73950407808843e-08,2.464542259161817e-08
1884,8.780256610663173e-08,2.970763635090634e-08
1885,8.37932674357944e-08,1.9981470700258797e-08
1886,7.679621916167889e-08,2.3232470169887165e-08
1887,7.508263166755569e-08,1.0446279397058333e-08
1888,8.686642227750951e-08,2.0924028731883482e-08
1889,8.583237531833987e-08,1.8795409673089125e-08
1890,1.0552562201837645e-07,1.1797895993481688e-08
1891,9.115134491644028e-08,1.9760081571007504e-08
1892,7.835640758457885e-08,1.0656471260972467e-08
1893,7.266931634219986e-08,2.0938616174248637e-08
1894,8.507078064212692e-08,1.2603079024842145e-08
1895,7.703826376825873e-08,1.2639090662958097e-08
1896,3.892039046604623e-08,8.255840455717589e-09
1897,4.952706478267288e-08,1.1070755867592652e-08
1898,6.563691667960114e-08,8.487532454637403e-09
1899,5.969784488968344e-08,1.1607914629507832e-08
1900,7.630847831396892e-08,6.22926377147337e-09
1901,7.433023085923196e-08,8.94198237677557e-09
1902,5.450415019314647e-08,2.0132163325303765e-08
1903,4.8061958635159385e-08,1.3500550899436803e-08
1904,5.912087619464046e-08,9.13686282189019e-09
1905,4.2318223258952514e-08,5.676835002077496e-09
1906,6.533114205176105e-08,1.800464666246171e-08
1907,6.171411826016993e-08,7.199980611716228e-09
1908,5.8445528861028606e-08,1.080505640516094e-08
1909,4.1807473483146396e-08,9.901770403608623e-09
1910,3.954671612405036e-08,1.2291546891418648e-08
1911,5.1607629170113967e-08,1.4365010514438836e-08
1912,4.271725284610284e-08,1.0418842677495377e-08
1913,7.052976025434532e-08,6.893886794756554e-09
1914,3.8171439342704616e-08,4.018046340092951e-09
1915,1.5314990164938536e-08,4.712304657594757e-09
1916,2.6369908923129515e-08,8.789969641043172e-09
1917,4.057576963312215e-08,4.386569774084137e-09
1918,4.5945505178224266e-08,1.9526840588923733e-08
1919,2.3940405213807026e-08,1.4732557396257562e-08
1920,3.48322650722821e-08,7.572231730534895e-09
1921,5.2251958815308086e-08,1.2116395886607734e-08
1922,2.4347187377316004e-08,1.5493664462518097e-08
1923,3.927900849021171e-08,8.492758496458919e-09
1924,1.4180787211159895e-08,6.445812328337297e-09
1925,2.1996355625830688e-08,1.759708534443405e-08
1926,6.687682940764716e-08,1.2260752413340015e-08
1927,4.7941668412931904e-08,3.3447675740205796e-09
1928,2.170947854818195e-08,5.713020723163709e-09
1929,4.790374674712439e-08,8.912325100141061e-09
1930,2.941009036305786e-08,7.352522590764465e-09
1931,3.9918746530531735e-08,2.2810713318222042e-09
1932,2.849479585620429e-08,5.4797681947604815e-09
1933,2.408838994938378e-08,6.882397318719313e-09
1934,1.677421224144382e-08,9.585264137967897e-09
1935,1.795242621227544e-08,1.196828414151696e-08
1936,3.394919900756577e-08,7.274828739411987e-09
1937,2.895957251780601e-08,2.2664012888640173e-08
1938,3.1116513810047763e-08,3.8895642262559704e-09
1939,2.5999884911698246e-08,3.058810094103137e-09
1940,4.564409294971483e-08,5.0715658339584024e-09
1941,3.836953510472085e-08,5.9030051957620344e-09
1942,3.9444752131245764e-08,0.0
1943,2.6129116648121453e-08,2.9032352077962287e-09
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,2.178504043826024e-09,2.3963545370264683e-08
1946,3.062642850437669e-08,2.7842208538686464e-09
1947,3.337843779149807e-08,4.7683483828109274e-09
1948,2.6092530802657166e-08,7.610321262063735e-09
1949,1.570721330779179e-08,1.4725512142987895e-08
1950,1.701657836861159e-08,6.381216888229346e-09
1951,2.0256663901818683e-08,6.396841278899501e-09
1952,1.4762725264461096e-08,8.435843135146115e-09
1953,1.723812381726475e-08,1.508335856215126e-08
1954,1.1727043114362345e-08,1.172704333640695e-08
1955,1.9709776921672528e-08,4.6928039232341234e-09
1956,1.831439710997529e-08,9.593255967388359e-09
1957,2.297109880089465e-08,5.301022731885041e-09
1958,2.978007690446205e-08,2.4816730892496253e-09
1959,3.952881399982289e-08,5.425523585955716e-09
1960,1.5917916873497973e-08,2.7683333403416555e-09
1961,1.6675582137359868e-08,9.72742331128984e-09
1962,2.029426049432459e-08,3.805173953708163e-09
1963,2.0691370394843034e-08,7.759263453976928e-09
1964,1.4601523545820783e-08,2.4335873316516654e-09
1965,2.407699106754535e-08,8.208064727899256e-09
1966,1.495550172592175e-08,1.273987226824147e-08
1967,2.465167803222812e-08,4.930335695263466e-09
1968,1.9762229602759973e-08,1.3474247495537384e-08
1969,1.2262746151847637e-08,5.904285060864822e-09
1970,4.092865424354386e-08,5.978342709767048e-09
1971,1.0790634386026454e-08,7.707596338946132e-09
1972,2.103360258187692e-08,1.1799337507056862e-08
1973,2.59120574996885e-08,4.9618833486420044e-09
1974,1.2938814464291681e-08,1.0688586238316589e-08
1975,1.8847885030481848e-08,6.282628195464213e-09
1976,9.712995741040231e-09,5.713526984862938e-09
1977,1.0578207476630297e-08,7.052138428775834e-09
1978,3.3267311683182754e-08,9.504946163474415e-09
1979,3.5697038214266286e-08,8.777959692451986e-09
1980,2.1603572264439208e-08,1.0233271119375331e-08
1981,4.4278845257039734e-08,5.69299452024552e-09
1982,1.7381006189864934e-08,5.586751949948621e-09
1983,1.8314416649900522e-08,1.326216381158929e-08
1984,2.2616132966390978e-08,1.3917620833581168e-08
1985,1.8046674932215012e-08,1.2632671797518924e-08
1986,2.517683839187157e-08,7.792831269171074e-09
1987,1.711028652096047e-08,8.555143260480236e-09
1988,3.17817343553628e-08,6.596209134457354e-09
1989,1.0976244468885454e-08,5.4881220679092735e-09
1990,1.1987032477733806e-08,5.993515905799995e-09
1991,1.5825955934634095e-08,1.582595565707834e-08
1992,1.597883780846132e-08,4.4079553340736766e-09
1993,1.2186256448387667e-08,9.970573700002205e-09
1994,2.7429617632801495e-08,6.85740436656701e-09
1995,4.337960540778951e-08,8.133675954979935e-09
1996,1.441284891434691e-08,1.1209993600047596e-08
1997,2.0618046936426992e-08,9.589788740882454e-09
1998,1.0966697439052098e-08,3.814503490850996e-09
1999,2.8335246704536132e-08,6.855301937225278e-09
2000,1.1928684817696933e-08,9.277866475088103e-09
2001,1.70867264781549e-08,1.1391150245287918e-08
2002,1.3581786362237835e-08,1.3143664823189738e-08
2003,1.7501075477710515e-08,1.5417615628621206e-08
2004,1.938108110111081e-08,1.0571499065026302e-08
2005,1.4411999038621559e-08,1.3511249230546696e-08
2006,1.4412615101377924e-08,1.1941880539989569e-08
2007,1.677681460421354e-08,5.192823337996089e-09
2008,1.8306990812178014e-08,6.811903485726134e-09
2009,3.909917967170884e-08,1.1443662017995848e-08
2010,1.842279351293996e-08,1.0864724231396394e-08
2011,2.6003009412356448e-08,6.883149605840799e-09
2012,3.3702101359667225e-08,1.1914884523456237e-08
2013,2.0081699469987058e-08,8.925200134513034e-09
2014,4.8505972405354925e-08,1.5591206062315344e-08
2015,4.1449958687600486e-08,1.196950752402337e-08
2016,4.018399568650466e-08,1.9263462602836512e-08
2017,2.5659235902697475e-08,7.043711836018929e-09
2018,2.039358665273383e-08,9.809573264796256e-09
2019,3.6989323326519497e-08,1.0203950906451098e-08
