year,ayez_VERB eu_VERB,ayez_VERB pu_VERB
1867,9.899735431417866e-08,1.3102591367442074e-07
1868,8.644779825317528e-08,9.08936854671083e-08
1869,1.2111127034586389e-07,1.5431920985520264e-07
1870,7.97032768673489e-08,1.1181395365156277e-07
1871,1.2639200974717824e-07,7.541035529357032e-08
1872,1.2699412366146134e-07,1.5360241434336785e-07
1873,1.0535367778174987e-07,1.2750189171129023e-07
1874,1.105302658288565e-07,1.0515311998915422e-07
1875,1.109976253133027e-07,1.5505338524235412e-07
1876,1.1789728660005494e-07,9.492243435715864e-08
1877,9.339072448710795e-08,1.0204946221392674e-07
1878,7.669642343444139e-08,1.020605964185961e-07
1879,1.1180065229154934e-07,1.0141479833691847e-07
1880,8.920806493506461e-08,1.0653624826773012e-07
1881,1.0040410813871858e-07,1.220188892148144e-07
1882,1.1114493503328049e-07,1.0715169906916344e-07
1883,9.794975142085605e-08,1.3586578972990537e-07
1884,6.337629088193353e-08,9.374409870588352e-08
1885,7.154655889962669e-08,7.154655889962669e-08
1886,6.582533274013258e-08,8.712176224889845e-08
1887,9.009915657998135e-08,7.834709236931303e-08
1888,6.150396103521416e-08,7.862362139121615e-08
1889,6.453090861668898e-08,1.0650732207295732e-07
1890,7.537544632896243e-08,8.127439343752485e-08
1891,4.780665108228277e-08,7.904032628403002e-08
1892,6.017771880806322e-08,8.525177008777973e-08
1893,1.0038218789532038e-07,9.483961349587844e-08
1894,7.561847326087445e-08,5.923446977362801e-08
1895,6.680662067992671e-08,8.245501703640912e-08
1896,7.371286159241208e-08,7.960989023558795e-08
1897,8.79833734757085e-08,4.8944393427063915e-08
1898,6.450524381307332e-08,7.469028417972368e-08
1899,6.190887802404177e-08,1.0999880828421738e-07
1900,7.059832540790012e-08,6.48881623988018e-08
1901,7.544797853142882e-08,7.433023085923196e-08
1902,5.646826295446772e-08,6.825294462942111e-08
1903,7.506306332061286e-08,6.264255603127822e-08
1904,8.545654139879844e-08,9.996802674550054e-08
1905,7.121847289681682e-08,7.792746004042783e-08
1906,7.047533046034005e-08,7.356183573392627e-08
1907,5.502842270743713e-08,6.839981381290272e-08
1908,6.826830656336824e-08,8.644045124128752e-08
1909,1.0176819387197611e-07,5.831042670934039e-08
1910,8.283433317046729e-08,9.245380994116204e-08
1911,6.70367157340479e-08,6.597264246011036e-08
1912,9.064392969548862e-08,7.918320221733666e-08
1913,5.674198888527826e-08,7.212066321926613e-08
1914,5.826166926681253e-08,5.759199694921335e-08
1915,2.9451904026700504e-08,7.068457108516668e-08
1916,3.625862632361532e-08,4.9443578120644815e-08
1917,6.360526327853222e-08,8.005489604556715e-08
1918,5.054005569604669e-08,8.155327435588333e-08
1919,8.194984957299312e-08,7.09004339682906e-08
1920,7.2693424613135e-08,7.723676276327751e-08
1921,6.361107551811074e-08,6.058198209757393e-08
1922,5.82856891639949e-08,5.6072309462251724e-08
1923,6.475728042687479e-08,5.6264525483129546e-08
1924,6.703644572780831e-08,8.508472149060253e-08
1925,7.478760721824074e-08,1.077821423223213e-07
1926,6.464760105018286e-08,9.697140512798796e-08
1927,8.138934504131612e-08,1.1929670051813446e-07
1928,6.627104198742018e-08,9.140833157061934e-08
1929,1.0583386256257654e-07,8.689517017046455e-08
1930,7.247486166761519e-08,9.5582791459492e-08
1931,7.071321306284517e-08,6.729160162421977e-08
1932,7.123698964051073e-08,1.0411559969725204e-07
1933,4.817677989876756e-08,6.308864186621577e-08
1934,3.714289675826876e-08,6.949316855298093e-08
1935,5.864459140525469e-08,6.103825000991492e-08
1936,5.577368611398015e-08,5.33487423126644e-08
1937,4.5328025777280345e-08,8.436049370175169e-08
1938,4.148868626430158e-08,7.649476430060531e-08
1939,7.035263394072899e-08,9.482311469355409e-08
1940,5.325144059042941e-08,2.028626333583361e-08
1941,5.017554371988808e-08,9.444808313219255e-08
1942,7.58552971547033e-08,1.153000468434584e-07
1943,9.00002916637277e-08,4.935499831049128e-08
1944,4.4984606262232774e-08,7.069009200222354e-08
1945,4.574858536443571e-08,8.714016530575464e-08
1946,9.744773166175946e-08,8.770295778504078e-08
1947,6.556479092978407e-08,7.271731305991125e-08
1948,6.414413888933268e-08,9.0236667915633e-08
1949,5.890204946013e-08,5.2030145525350235e-08
1950,6.593923984610228e-08,7.657460088239532e-08
1951,8.635735326834038e-08,1.0341559431026326e-07
1952,3.4797853487589236e-08,6.221434034614504e-08
1953,6.033343424860504e-08,7.002987700843732e-08
1954,6.645324646115114e-08,8.502106396690579e-08
1955,8.25933454962069e-08,7.133061785680184e-08
1956,6.802490304380626e-08,9.244410392739155e-08
1957,7.068030072332476e-08,7.774833221674271e-08
1958,5.4596807075313336e-08,1.0174859710332385e-07
1959,6.820658171591276e-08,8.448315469422596e-08
1960,7.059249895746689e-08,8.30499971016252e-08
1961,5.211119358250471e-08,8.546236074380431e-08
1962,8.371382165250907e-08,8.815319318955517e-08
1963,4.978861056770256e-08,7.694603709751391e-08
1964,8.51755572739421e-08,9.673509993035623e-08
1965,6.621172587983892e-08,8.208065338521919e-08
1966,6.813061759203265e-08,7.14540675517128e-08
1967,6.113616279890266e-08,7.789930123180966e-08
1968,4.850729240502005e-08,7.455750505869219e-08
1969,7.857241257624992e-08,8.356834513278955e-08
1970,6.070317226658517e-08,6.99006221793752e-08
1971,6.320228607137324e-08,6.98822049116643e-08
1972,7.079602681869801e-08,6.412683717371692e-08
1973,5.017015425323734e-08,6.340184199871146e-08
1974,4.1629231617434925e-08,5.513060230555311e-08
1975,4.397839603598186e-08,5.254561585843476e-08
1976,3.94233339306993e-08,4.913633233627479e-08
1977,3.8786758693731826e-08,6.229388560541338e-08
1978,5.4653440884067095e-08,6.53465050959312e-08
1979,5.969013017192992e-08,5.14973663712226e-08
1980,3.865902442612423e-08,6.99273527970945e-08
1981,5.060439534076977e-08,5.819505588533502e-08
1982,4.903926864585628e-08,4.531476704983106e-08
1983,5.7469375036589554e-08,6.125856799599205e-08
1984,5.0451372857196475e-08,6.72685018798802e-08
1985,5.353846788125338e-08,5.7749357296188464e-08
1986,4.855533219938479e-08,7.672941393366273e-08
1987,4.3386798154188e-08,5.988600548789691e-08
1988,5.097070854276353e-08,5.157036397918091e-08
1989,4.445378820605583e-08,6.036934507847036e-08
1990,3.705082818328265e-08,5.394164404037838e-08
1991,4.9822453718206816e-08,6.271767460930278e-08
1992,4.7385519508225116e-08,4.903850481241534e-08
1993,4.4867579873653085e-08,5.206855036021807e-08
1994,5.063929364723663e-08,5.960666982218754e-08
1995,3.687266669771816e-08,3.958389171998533e-08
1996,3.95018808774239e-08,4.5373784729463296e-08
1997,4.315404922294874e-08,5.370281996874837e-08
1998,4.815810683567179e-08,5.5787111818972335e-08
1999,4.2959889867688617e-08,5.804155378541509e-08
2000,4.152949628632996e-08,5.478359099697627e-08
2001,4.600272518473503e-08,6.747065839363131e-08
2002,4.381221430094229e-08,5.914649037208619e-08
2003,5.625345878002008e-08,5.792022861328405e-08
2004,4.2726476578991424e-08,7.179809813351312e-08
2005,4.864049429897932e-08,4.593824698417848e-08
2006,6.094477100759832e-08,6.300371779843772e-08
2007,7.869124374337844e-08,1.102476332448532e-07
2008,8.514879112908602e-08,1.0132706762533417e-07
2009,6.770833493874306e-08,1.2111209457543737e-07
2010,1.162053067105262e-07,1.771422404317491e-07
2011,1.3230942386144307e-07,1.938753797503523e-07
2012,1.450211613018837e-07,2.0936154498940596e-07
2013,1.762727066534353e-07,2.5492602162557887e-07
2014,1.9748860324853013e-07,2.3711625374289724e-07
2015,1.7821265885231696e-07,2.5135963710454234e-07
2016,1.915989571443788e-07,2.7403828539718234e-07
2017,1.4791794455959462e-07,2.213737957390549e-07
2018,1.819933999058776e-07,2.821543034770002e-07
2019,1.7805894003686262e-07,2.3622146727575455e-07
