year,petits_ADJ anneaux_NOUN,petits_ADJ panneaux_NOUN
2000,2.8275402019772855e-08,6.803768570762259e-08
2001,2.4972907297637903e-08,7.491872366927055e-08
2002,3.110667429195857e-08,7.798574586104223e-08
2003,3.166861262116072e-08,6.500399507558541e-08
2004,2.4666830356068203e-08,5.594084839799507e-08
2005,2.07172475841233e-08,7.521261835563564e-08
2006,2.3883761801624104e-08,7.70045431863764e-08
2007,2.75619083112133e-08,7.110173783075879e-08
2008,3.4059517206586065e-08,8.131709705594403e-08
2009,3.147006921722095e-08,7.629108011997232e-08
2010,1.9367551118421034e-08,7.747020447368413e-08
2011,2.7150200310188666e-08,7.686183778332634e-08
2012,4.119145913250577e-08,8.136164098004883e-08
2013,3.5142974752488954e-08,5.494576171827248e-08
2014,3.139895665693615e-08,5.998283114649894e-08
2015,4.056332941759777e-08,6.139914177083483e-08
2016,5.0540695323286755e-08,6.338300551078646e-08
2017,3.1696703928218994e-08,5.2576275777482806e-08
2018,3.7947561537521324e-08,5.5759681316658316e-08
2019,2.8571063459548185e-08,6.326449408788903e-08
