year,trois_DET yeux_NOUN,trois_DET pieux_NOUN
1880,5.134277003548959e-08,8.984985200299889e-09
1881,7.73948323762319e-08,1.3247764774071413e-08
1882,1.1047939252328831e-07,2.1962770713201962e-08
1883,9.731781713817611e-08,2.0221884888815822e-08
1884,1.0034579389639475e-07,1.3203393933736152e-08
1885,5.0920522909336796e-08,2.707166935067562e-08
1886,1.0712750331265397e-07,1.4197620856748472e-08
1887,9.075205298358924e-08,9.140494583448344e-09
1888,1.0335201650057968e-07,1.5217475057838215e-08
1889,1.0776034886639252e-07,1.2530273707511697e-08
1890,1.3370947726798477e-07,2.097403728473779e-08
1891,1.121862709396737e-07,3.250852298464224e-08
1892,1.0656471260972467e-07,1.5044429702015805e-08
1893,1.5519209761727382e-07,4.926733243593162e-09
1894,9.578339987825757e-08,2.331569448621451e-08
1895,9.930713673611535e-08,2.5278181325916194e-08
1896,1.7691087350613088e-07,1.1204354777305525e-08
1897,9.497543163039524e-08,1.5149455023788505e-08
1898,9.053367666655987e-08,1.5277558773618694e-08
1899,9.949641111006713e-08,1.1607914629507832e-08
1900,7.111743072218957e-08,1.7130475260529465e-08
1901,8.49488341891913e-08,2.1796081439706683e-08
1902,9.722362009911834e-08,2.553347544509421e-08
1903,1.1988488779479667e-07,1.674068306201093e-08
1904,1.0319280363546568e-07,1.3436562973367927e-08
1905,1.0785986082062493e-07,1.5482276793932215e-08
1906,7.716276628766394e-08,1.0802787109298606e-08
1907,6.068555080673832e-08,1.4399961223432456e-08
1908,5.107844458507316e-08,1.2278472460991452e-08
1909,6.766209936781564e-08,5.5009836685826485e-09
1910,4.649411167179096e-08,9.619471441624228e-09
1911,5.799207669632267e-08,1.702519725199636e-08
1912,9.116487242888383e-08,2.2921453179947093e-08
1913,5.302989691813309e-08,2.0151361468379037e-08
1914,5.893134513712539e-08,1.0045115239609714e-08
1915,4.2410743361642744e-08,1.2958838335741518e-08
1916,5.7134801778602196e-08,6.592477230782379e-09
1917,4.1672411299487067e-08,3.289927441585405e-09
1918,8.155327435588333e-08,8.040463406189247e-09
1919,4.235610262526279e-08,1.0128633542993981e-08
1920,8.329454770361622e-08,3.786115865267448e-09
1921,6.209653236055601e-08,1.5902768879527684e-08
1922,7.525494538640487e-08,9.591315908163978e-09
1923,4.352538596208433e-08,1.1677542488541803e-08
1924,5.1566498626698376e-08,7.734974771800296e-09
1925,6.488924952918751e-08,5.499089184013428e-09
1926,9.808601930672012e-08,2.2292277579438746e-08
1927,8.696395203955376e-08,6.689534814974252e-09
1928,7.198406271058388e-08,3.4278123672848437e-09
1929,5.01318300205611e-08,1.0026365737658693e-08
1930,4.516549678701409e-08,1.05036033204442e-08
1931,1.0150767337790967e-07,4.5621426636444085e-09
1932,7.781270738860258e-08,1.2055489939655217e-08
1933,4.3588517684156614e-08,1.6058926854967126e-08
1934,4.193553060360955e-08,5.990790086229936e-09
1935,4.547948151412129e-08,1.6755597798123745e-08
1936,6.062357016389797e-08,6.0623572828433225e-09
1937,4.406891207509034e-08,1.2591118370153254e-08
1938,1.2446605524019105e-07,2.3337385357535823e-08
1939,5.6587985852729616e-08,9.176430282309411e-09
1940,5.0715659227762444e-08,5.0715658339584024e-09
1941,2.9515025090631752e-08,3.836953510472085e-08
1942,4.2478965012193726e-08,9.102635090130207e-09
1943,2.322588166236983e-08,2.6129116648121453e-08
1944,7.069009200222354e-08,5.462416474699694e-08
1945,9.803267886354661e-08,6.535512131478072e-09
1946,7.79581839083221e-08,6.960552134671616e-09
1947,6.914105199484766e-08,9.53669698766646e-09
1948,6.523132767277673e-08,4.348755133776194e-09
1949,4.712163892417465e-08,1.3743811422273211e-08
1950,6.912984962248458e-08,9.571825110299415e-09
1951,7.78282311930667e-08,1.4925962688039363e-08
1952,5.272401781830638e-08,1.687168627029223e-08
1953,4.7404840164411155e-08,7.541679392097933e-09
1954,5.863521534976712e-08,1.0749790169128914e-08
1955,3.941955295516664e-08,7.508486277174597e-09
1956,5.05826207586324e-08,1.3081712602058815e-08
1957,7.774833293838768e-08,4.682570065028813e-08
1958,3.3088973339090444e-08,1.4890038535497752e-08
1959,4.107896245386655e-08,1.3951345856355601e-08
1960,5.6058749753340464e-08,1.1765417085030094e-08
1961,4.863711566827078e-08,1.4591134689379004e-08
1962,3.1709782577493684e-08,1.0781326054143392e-08
1963,5.43148490628198e-08,1.2932106940866106e-08
1964,2.6161064425878067e-08,2.4944270426985327e-08
1965,5.143720827049947e-08,1.3132904541635071e-08
1966,5.871419106462383e-08,1.273987226824147e-08
1967,5.2261556859889424e-08,2.6623812876547248e-08
1968,3.638046830456432e-08,8.98283178396575e-09
1969,4.9050982775522556e-08,5.904285005353671e-09
1970,4.184839710874577e-08,1.4256047897731605e-08
1971,4.316254043068568e-08,1.4387513402880359e-08
1972,5.7970657940664694e-08,1.487742551375959e-08
1973,3.638714418663369e-08,8.269805285010534e-09
1974,3.544110260822464e-08,1.3501372464475025e-08
1975,4.1693804408993174e-08,2.1703625119329217e-08
1976,5.313579964916215e-08,2.399681336973103e-08
1977,6.17062094754317e-08,1.7042667388444954e-08
1978,5.8217794141057766e-08,1.1881182371276111e-08
1979,4.7986181250792015e-08,1.1703946256602649e-08
1980,5.344041487109763e-08,1.4781392165819085e-08
1981,6.135782992799932e-08,1.1385989151513343e-08
1982,1.030445382355083e-07,2.0484757556893385e-08
1983,3.2839641672666176e-08,2.084054351314535e-08
1984,3.1314647153113384e-08,1.5657322549600394e-08
1985,4.3913573222198465e-08,8.421781494405423e-09
1986,3.296967077126567e-08,1.019062523255343e-08
1987,3.360949141217873e-08,1.2221633483022742e-08
1988,2.6984492806914062e-08,8.395175110642583e-09
1989,2.9635860432364325e-08,1.6464366980883938e-08
1990,3.05124451260852e-08,1.7435683785649303e-08
1991,3.985796181993351e-08,1.2895223555631219e-08
1992,2.9202704032726956e-08,1.1019888224161889e-08
1993,3.711268847794713e-08,7.754890063438324e-09
1994,2.6374632144943178e-08,1.160483886764041e-08
1995,3.958389216407454e-08,1.2471637056421514e-08
1996,4.911044904076789e-08,9.60856638698715e-09
1997,5.753873311142854e-08,2.157702461147437e-08
1998,3.909866108653404e-08,1.4781201040925396e-08
1999,4.021777011420369e-08,1.4624643496219392e-08
2000,4.0204085394179856e-08,1.3254094932690919e-08
2001,3.2859090004500047e-08,1.1829271423513532e-08
2002,3.066855125410939e-08,1.2267420579359367e-08
2003,2.9168461090911535e-08,1.3750845795357236e-08
2004,3.4797851933277e-08,1.2773894830786503e-08
2005,2.8823997633153908e-08,7.656374201303606e-09
2006,3.9531742102028034e-08,8.235780224463696e-09
2007,3.7947554432093966e-08,1.7975157806660036e-08
2008,5.06635322028437e-08,1.4049550939310151e-08
2009,4.958920318820503e-08,1.1443662017995848e-08
2010,4.7237929123866707e-08,2.0312309889636282e-08
2011,4.7417253901116396e-08,2.4091024286576612e-08
2012,7.114888056491964e-08,2.246806829475645e-08
2013,7.16805113043506e-08,1.8966049675217533e-08
2014,7.081005981568467e-08,1.4075393628409927e-08
2015,5.319781037904647e-08,1.440773989003219e-08
2016,9.30031680557164e-08,1.4499380363020009e-08
2017,7.370740862100433e-08,1.25780570958689e-08
2018,8.209064339403938e-08,1.7037680877241e-08
2019,8.826417641216722e-08,1.4285531590996214e-08
