year,avons_VERB eu_VERB,avons_VERB pu_VERB
1847,6.615327947656624e-06,3.665774102046271e-06
1848,7.989709956746083e-06,3.824698524113046e-06
1849,8.30986573419068e-06,4.57683654531138e-06
1850,7.4468498496571556e-06,4.131783043703763e-06
1851,6.396553544618655e-06,3.6503822684608167e-06
1852,7.048316547297873e-06,4.171306500211358e-06
1853,7.184831247286638e-06,4.422215624799719e-06
1854,6.976218628551578e-06,4.280188477423508e-06
1855,6.713275524816709e-06,3.945707703678636e-06
1856,6.865470822958741e-06,4.282053396309493e-06
1857,7.502391326852376e-06,4.280595476302551e-06
1858,7.304790415219031e-06,4.339222414273536e-06
1859,7.523176918766694e-06,4.35584524893784e-06
1860,7.990847734618e-06,4.477401489566546e-06
1861,7.5530874710239004e-06,4.730111413664417e-06
1862,7.894277587183751e-06,4.719036496680928e-06
1863,7.718686902080663e-06,5.018594947614474e-06
1864,7.666770216019358e-06,5.125564257468795e-06
1865,8.00728321337374e-06,5.26178109794273e-06
1866,7.5081275099364575e-06,4.851502581004752e-06
1867,7.640266630914994e-06,5.24734514328884e-06
1868,8.38148389448179e-06,6.013802703819238e-06
1869,8.08808454166865e-06,5.501772648131009e-06
1870,7.797732905601151e-06,5.416382464318303e-06
1871,1.017190152197145e-05,7.174605343607254e-06
1872,9.682395102572627e-06,6.587971256521996e-06
1873,8.807806807453744e-06,6.754607511538779e-06
1874,8.930248441174626e-06,6.265572665142827e-06
1875,8.498756869812496e-06,6.911032414791407e-06
1876,8.36284743854776e-06,6.702007340209093e-06
1877,7.844820174796041e-06,6.339436367852613e-06
1878,8.082112799456809e-06,6.253476385609247e-06
1879,8.615370461484417e-06,6.673215921182418e-06
1880,8.675002391100861e-06,6.922930879227351e-06
1881,9.539784514345229e-06,7.546344932052307e-06
1882,9.057313945959322e-06,7.342886419792194e-06
1883,9.285005035053473e-06,7.217317033791915e-06
1884,9.052247150975745e-06,7.161520898080198e-06
1885,9.241108273272403e-06,7.60456077841809e-06
1886,8.748960681259632e-06,7.100100901880069e-06
1887,8.925039765017573e-06,8.037106454139575e-06
1888,9.266173947253264e-06,7.86997134127887e-06
1889,9.845035492617171e-06,7.867758540669456e-06
1890,9.277078788727522e-06,7.46741261536954e-06
1891,9.458704880671576e-06,7.499269941035891e-06
1892,9.592704373062588e-06,8.216139576688875e-06
1893,9.629916348785628e-06,8.675977369421162e-06
1894,9.303592378273606e-06,7.851087502785958e-06
1895,9.76760929916054e-06,7.987905519257765e-06
1896,9.598003998689819e-06,8.497619091940578e-06
1897,9.611746463633608e-06,8.677724508743268e-06
1898,1.005206740956055e-05,9.179549124382902e-06
1899,9.461003173782956e-06,8.823120879242197e-06
1900,9.29458110476844e-06,8.553298357583117e-06
1901,9.912187124427874e-06,9.608160326024517e-06
1902,8.936716767493635e-06,8.801192961982451e-06
1903,9.595651135896333e-06,9.704195690574124e-06
1904,9.91457091004122e-06,1.0468157597642858e-05
1905,9.450897778151557e-06,1.0338032552681398e-05
1906,9.348012099508196e-06,1.0466357707628049e-05
1907,9.272032002627384e-06,9.89894488157006e-06
1908,9.519745617581066e-06,9.097857400774956e-06
1909,9.59426506597083e-06,1.0072851182485465e-05
1910,9.857820259639993e-06,1.023832373903133e-05
1911,9.111672625294887e-06,9.41333837545244e-06
1912,9.582729944668245e-06,9.361850970890373e-06
1913,9.410155143996235e-06,9.755380233400501e-06
1914,9.80738150246907e-06,1.0214543181064073e-05
1915,1.1864405678352341e-05,1.1137532055727206e-05
1916,1.1368727427907288e-05,9.771149962034542e-06
1917,1.0969713912345469e-05,9.846752618614119e-06
1918,1.0075848877022509e-05,9.649705134506803e-06
1919,9.44356906984467e-06,9.554063581163064e-06
1920,8.917059858504217e-06,8.92841853783466e-06
1921,9.314479029853828e-06,9.578768185747322e-06
1922,9.147164746536873e-06,9.18995647225529e-06
1923,9.23693642107537e-06,8.999139026855119e-06
1924,9.592657988832798e-06,1.0185672181250993e-05
1925,9.203275112668052e-06,9.003108061733656e-06
1926,8.904649803298526e-06,1.0160820238525048e-05
1927,9.370923180540558e-06,9.908316314977128e-06
1928,9.090558705793228e-06,1.0342852874600794e-05
1929,9.317835974798072e-06,1.0326042684027925e-05
1930,9.359760952065699e-06,1.1328136679367162e-05
1931,1.0175859642913565e-05,1.18216521514114e-05
1932,9.32327748159878e-06,1.1943702702410519e-05
1933,9.57226802711375e-06,1.2287373465369456e-05
1934,9.061669516086113e-06,1.2179276382084936e-05
1935,9.441779184271581e-06,1.3016705452173483e-05
1936,9.270556802221108e-06,1.4080431355978362e-05
1937,9.195293387165293e-06,1.3326439329830464e-05
1938,9.086022146220785e-06,1.3071528883301653e-05
1939,9.338546988146845e-06,1.372793940390693e-05
1940,8.619125765108038e-06,1.3678012692253105e-05
1941,8.420636731898412e-06,1.3547396520152688e-05
1942,8.702118975634221e-06,1.3954339920019265e-05
1943,8.375833203899674e-06,1.220810372615233e-05
1944,7.653809007024392e-06,1.2894515748484991e-05
1945,8.415560841967817e-06,1.0659420695446897e-05
1946,7.978184839885216e-06,1.0344772817916237e-05
1947,8.28262091090437e-06,1.0074328201881144e-05
1948,7.5864031714445446e-06,1.0360909072915092e-05
1949,6.922954071342247e-06,9.716874956211541e-06
1950,7.911645298008807e-06,1.1110761988675222e-05
1951,8.003514267329592e-06,1.1275498764007352e-05
1952,7.269587968039559e-06,1.2021076145174447e-05
1953,7.733453458058648e-06,1.2439460988389328e-05
1954,7.76427987148054e-06,1.2072991012246348e-05
1955,7.70652241044445e-06,1.2099925697839353e-05
1956,7.633615496160928e-06,1.2477336895244662e-05
1957,7.201439075288363e-06,1.2137575140513945e-05
1958,7.0032810981501825e-06,1.2111391697544605e-05
1959,6.5966614783974364e-06,1.096730829885928e-05
1960,6.834322903159773e-06,1.1647762221400626e-05
1961,6.663284693786409e-06,1.088429144147085e-05
1962,6.6355887611280195e-06,1.0901822861342225e-05
1963,6.4388959799543954e-06,1.0856503649847582e-05
1964,6.457523795688758e-06,1.0025162737292703e-05
1965,6.092026069381973e-06,9.885246072371956e-06
1966,5.880281605641358e-06,1.0011877748183906e-05
1967,6.0687502809742e-06,9.243885870091617e-06
1968,6.432605914596934e-06,9.255011718778405e-06
1969,6.42567874820088e-06,8.667490874358919e-06
1970,6.068017682991922e-06,8.720102414372377e-06
1971,5.769906692876248e-06,8.620689186500385e-06
1972,5.802708983537741e-06,8.451916983176488e-06
1973,5.6355970627919305e-06,8.697630619280972e-06
1974,5.421363312052563e-06,8.564932613808196e-06
1975,5.108919140184298e-06,8.12229609437054e-06
1976,5.307294941303553e-06,8.308610631502233e-06
1977,5.3331796152633615e-06,8.408499525103252e-06
1978,4.90276988784899e-06,7.9580158853787e-06
1979,5.138617780175991e-06,7.4431250141060445e-06
1980,5.519144451682223e-06,7.556702257716097e-06
1981,4.768199232785264e-06,7.5957200351695064e-06
1982,4.720184733741917e-06,7.110693786671618e-06
1983,4.919631010125158e-06,7.236720648506889e-06
1984,4.8183960643655155e-06,6.680457772745285e-06
1985,4.591073775372934e-06,6.748252872057492e-06
1986,4.976621767127654e-06,6.645486791967414e-06
1987,4.346623882156564e-06,6.548351393576013e-06
1988,4.2311685319873504e-06,6.301778284978354e-06
1989,4.64789081888739e-06,5.814116775582079e-06
1990,4.308248207962606e-06,5.404516741691623e-06
1991,4.608870312949875e-06,5.747752766183112e-06
1992,3.890571406373056e-06,5.644386874337215e-06
1993,4.252449343766784e-06,5.8222608458891045e-06
1994,4.860317403654335e-06,5.674238764186157e-06
1995,4.188843377050944e-06,5.410521225712728e-06
1996,4.202679974696366e-06,5.685601990990108e-06
1997,4.262181846570456e-06,5.572626378125278e-06
1998,4.267952590453206e-06,5.397522272687638e-06
1999,4.330722731538117e-06,5.80872574573732e-06
2000,4.0884465306589846e-06,5.505309218278853e-06
2001,4.4346625145408325e-06,5.684184088750044e-06
2002,4.234888820064953e-06,5.159764441486914e-06
2003,4.144838385400362e-06,5.759937721450115e-06
2004,4.171337423031218e-06,5.487489033839665e-06
2005,3.928170372091699e-06,5.337393758964026e-06
2006,4.10883058066247e-06,5.2873706408718135e-06
2007,4.140278178965673e-06,4.949160029354971e-06
2008,3.9653791645832825e-06,4.61932222606265e-06
2009,4.333333436079556e-06,4.599875410349341e-06
2010,4.4243047341296915e-06,4.650574283004971e-06
2011,4.209428425383521e-06,3.983049282396678e-06
2012,4.742464625451248e-06,3.979231223638635e-06
2013,5.023493031330872e-06,3.826121883321321e-06
2014,5.2700438573083375e-06,3.4506369956943672e-06
2015,4.956706106895581e-06,3.2898412882786943e-06
2016,5.391698323364835e-06,3.5131997719872743e-06
2017,5.015877377445577e-06,3.7034828892501537e-06
2018,5.350347692001378e-06,3.5430630305199884e-06
2019,4.749429081130074e-06,3.147663846903015e-06
