year,nos_DET airs_NOUN,nos_DET pairs_NOUN
1957,2.6505112771246786e-08,1.325255621908994e-08
1958,1.4062814024384807e-08,1.4890038535497752e-08
1959,2.402731746897757e-08,9.300897829689347e-09
1960,1.6610000486139143e-08,1.6610000486139143e-08
1961,1.0422239238305764e-08,6.25334317660986e-09
1962,1.6489086374082973e-08,1.7123282347597524e-08
1963,1.939815952312074e-08,1.1638896069143811e-08
1964,6.692365273064382e-09,1.4601523545820783e-08
1965,2.1340969214023175e-08,1.9152151198298384e-08
1966,2.1602391320207914e-08,1.38476865529924e-08
1967,3.1061113570096666e-08,1.5284040144614153e-08
1968,3.278733495815089e-08,1.527081389118834e-08
1969,1.907538335621517e-08,1.9075382579059053e-08
1970,2.4373242757391722e-08,1.7015282294252643e-08
1971,3.185806363159571e-08,1.335983357275694e-08
1972,3.026786604687359e-08,1.590345538593496e-08
1973,3.69384653975402e-08,1.1026407453762488e-08
1974,1.518904385600095e-08,2.193973047681652e-08
1975,1.1994108817248161e-08,9.138367840222372e-09
1976,1.656922776760439e-08,1.3712464885795583e-08
1977,1.8218024422367307e-08,2.1156414953260594e-08
1978,2.8514838157356337e-08,1.3663359776927564e-08
1979,2.1067103284089228e-08,2.165230061912382e-08
1980,2.0466542682839872e-08,2.2172087332794632e-08
1981,1.4548763749289151e-08,1.5181319312773667e-08
1982,1.9864007771985825e-08,1.0552754226011984e-08
1983,2.2103606056589342e-08,3.473423981770196e-08
1984,2.145633182237816e-08,1.681712546997005e-08
1985,1.6843562988810845e-08,1.8046674599148105e-08
1986,1.7983456501724504e-08,1.8582905214614698e-08
1987,1.588812459374367e-08,1.4054878594293996e-08
1988,1.739000587974715e-08,1.5591039514983862e-08
1989,1.3720305114262032e-08,1.5366741878963808e-08
1990,2.2339469218923824e-08,1.3076762561681221e-08
1991,1.9928982464278988e-08,1.6412102177287835e-08
1992,1.2672871640972971e-08,1.4876849196987507e-08
1993,1.4955860494492157e-08,2.9357799746776436e-08
1994,1.1077346151466827e-08,1.687976503017552e-08
1995,2.006306776269895e-08,1.7351842629409475e-08
1996,1.921713232988509e-08,2.4021415079289454e-08
1997,1.1507746533467866e-08,2.5892429533769246e-08
1998,2.193339376788117e-08,3.29000926502232e-08
1999,1.736676483177213e-08,3.1991408300235946e-08
2000,1.9439339027371716e-08,2.7833599203219705e-08
2001,1.095302959441824e-08,2.3658542847027064e-08
2002,1.3143664545633982e-08,2.453483965991765e-08
2003,9.167230530238157e-09,4.4586075109709356e-08
2004,4.625030919358508e-08,3.876216470022342e-08
2005,1.7564622978305522e-08,3.332774611841671e-08
2006,1.6059770735488144e-08,3.8708166616441275e-08
2007,2.1570189912001325e-08,4.074369144846379e-08
2008,2.6396125840655316e-08,4.044567702976565e-08
2009,2.574823909640145e-08,3.862236064300362e-08
2010,2.3618965894200983e-08,5.99921708976936e-08
2011,2.3708625951357476e-08,5.6212389298870846e-08
2012,2.6212745751763578e-08,5.8893572685292384e-08
2013,2.6217775839221247e-08,6.833356686053449e-08
2014,2.8583876265919628e-08,5.5651941902046254e-08
2015,3.125371372814101e-08,5.186786558586398e-08
2016,3.0655832650161585e-08,5.924032603354945e-08
2017,2.213738048428837e-08,6.867618826400523e-08
2018,3.536609383125722e-08,7.486253678079535e-08
2019,3.775461876465158e-08,9.004987067129377e-08
